"",f.value,p.value,-log10(p),FDR,Fisher's LSD
414.466194927089,5.0837,8.2221e-06,5.085,0.022689,ltb_bl - ltb_bcg; sim_bcg - ltb_bcg; sim_bl - ltb_bcg; sim_ppd - ltb_bcg; ltb_bl - ltb_ppd; ltb_bl - ptb_bcg; ltb_bl - ptb_ppd; ltb_bl - rtb_bcg; sim_bcg - ltb_ppd; sim_bl - ltb_ppd; sim_ppd - ltb_ppd; sim_bcg - ptb_bcg; sim_bl - ptb_bcg; sim_ppd - ptb_bcg; sim_ppd - ptb_bl; sim_bcg - ptb_ppd; sim_bl - ptb_ppd; sim_ppd - ptb_ppd; sim_bcg - rtb_bcg; sim_bl - rtb_bcg; sim_ppd - rtb_bcg; sim_ppd - rtb_bl; sim_ppd - rtb_ppd
890.991250401735,5.0771,8.3668e-06,5.0774,0.022689,ptb_bcg - ltb_bcg; rtb_bcg - ltb_bcg; ptb_bcg - ltb_bl; rtb_bcg - ltb_bl; ptb_bcg - ltb_ppd; ptb_bcg - ptb_bl; ptb_bcg - ptb_ppd; ptb_bcg - rtb_bcg; ptb_bcg - rtb_bl; ptb_bcg - rtb_ppd; ptb_bcg - sim_bcg; ptb_bcg - sim_bl; ptb_bcg - sim_ppd; rtb_bcg - rtb_bl; rtb_bcg - rtb_ppd; rtb_bcg - sim_bcg; rtb_bcg - sim_bl; rtb_bcg - sim_ppd
778.417068267681,5.0544,8.8783e-06,5.0517,0.023475,ltb_bl - ltb_bcg; ptb_bcg - ltb_bcg; sim_bcg - ltb_bcg; sim_ppd - ltb_bcg; ltb_bl - ltb_ppd; ptb_bcg - ltb_bl; ltb_bl - ptb_bl; ltb_bl - rtb_ppd; sim_ppd - ltb_bl; ptb_bcg - ltb_ppd; sim_bcg - ltb_ppd; sim_ppd - ltb_ppd; ptb_bcg - ptb_bl; ptb_bcg - ptb_ppd; ptb_bcg - rtb_bcg; ptb_bcg - rtb_bl; ptb_bcg - rtb_ppd; ptb_bcg - sim_bl; sim_bcg - ptb_bl; sim_ppd - ptb_bl; sim_bcg - ptb_ppd; sim_ppd - ptb_ppd; sim_bcg - rtb_bcg; sim_ppd - rtb_bcg; sim_bcg - rtb_bl; sim_ppd - rtb_bl; sim_bcg - rtb_ppd; sim_ppd - rtb_ppd; sim_bcg - sim_bl; sim_ppd - sim_bl
528.992929150607,5.0228,9.6448e-06,5.0157,0.024879,ptb_bcg - ltb_bcg; ptb_bcg - ltb_bl; ptb_bcg - ltb_ppd; ptb_bcg - ptb_bl; ptb_bcg - ptb_ppd; ptb_bcg - rtb_bcg; ptb_bcg - rtb_bl; ptb_bcg - rtb_ppd; ptb_bcg - sim_bcg; ptb_bcg - sim_bl; ptb_bcg - sim_ppd
1146.0807989568,4.9793,1.0813e-05,4.9661,0.027229,ltb_ppd - ltb_bcg; ptb_bcg - ltb_bcg; ptb_ppd - ltb_bcg; ltb_ppd - ltb_bl; ptb_bcg - ltb_bl; ltb_ppd - ptb_bl; ltb_ppd - ptb_ppd; ltb_ppd - rtb_bcg; ltb_ppd - rtb_bl; ltb_ppd - rtb_ppd; ltb_ppd - sim_bcg; ltb_ppd - sim_bl; ltb_ppd - sim_ppd; ptb_bcg - ptb_bl; ptb_bcg - rtb_bcg; ptb_bcg - rtb_bl; ptb_bcg - rtb_ppd; ptb_bcg - sim_bcg; ptb_bcg - sim_bl; ptb_bcg - sim_ppd; ptb_ppd - rtb_ppd; ptb_ppd - sim_bcg; ptb_ppd - sim_bl; ptb_ppd - sim_ppd
326.214235854838,4.966,1.1198e-05,4.9509,0.027542,ptb_bcg - ltb_bcg; ptb_bcg - ltb_bl; ptb_bcg - ltb_ppd; ptb_bcg - ptb_bl; ptb_bcg - ptb_ppd; ptb_bcg - rtb_bcg; ptb_bcg - rtb_bl; ptb_bcg - rtb_ppd; ptb_bcg - sim_bcg; ptb_bcg - sim_bl; ptb_bcg - sim_ppd
492.024766596914,4.9447,1.1842e-05,4.9266,0.027947,ptb_bl - ltb_bcg; ltb_ppd - ltb_bl; ptb_bl - ltb_bl; ltb_ppd - ptb_bcg; ptb_bl - ltb_ppd; ltb_ppd - ptb_ppd; ltb_ppd - sim_bcg; ltb_ppd - sim_bl; ptb_bl - ptb_bcg; ptb_bl - ptb_ppd; ptb_bl - rtb_bcg; ptb_bl - rtb_bl; ptb_bl - rtb_ppd; ptb_bl - sim_bcg; ptb_bl - sim_bl; ptb_bl - sim_ppd
987.909954820579,4.9431,1.1891e-05,4.9248,0.027947,ptb_bcg - ltb_bcg; ptb_bcg - ltb_bl; ptb_bcg - ltb_ppd; ptb_bcg - ptb_bl; ptb_bcg - ptb_ppd; ptb_bcg - rtb_bcg; ptb_bcg - rtb_bl; ptb_bcg - rtb_ppd; ptb_bcg - sim_bcg; ptb_bcg - sim_bl; ptb_bcg - sim_ppd
331.255454628779,4.921,1.2606e-05,4.8994,0.028813,ptb_bcg - ltb_bcg; ptb_bcg - ltb_bl; ptb_bcg - ltb_ppd; ptb_bcg - ptb_bl; ptb_bcg - ptb_ppd; ptb_bcg - rtb_bcg; ptb_bcg - rtb_bl; ptb_bcg - rtb_ppd; ptb_bcg - sim_bcg; ptb_bcg - sim_bl; ptb_bcg - sim_ppd
1123.58911714072,4.9122,1.2902e-05,4.8893,0.028813,rtb_bcg - ltb_bcg; rtb_bcg - ltb_bl; rtb_bcg - ltb_ppd; rtb_bcg - ptb_bcg; rtb_bcg - ptb_bl; rtb_bcg - ptb_ppd; rtb_bcg - rtb_bl; rtb_bcg - rtb_ppd; rtb_bcg - sim_bcg; rtb_bcg - sim_bl; rtb_bcg - sim_ppd
882.410772573968,4.9071,1.3077e-05,4.8835,0.028813,ptb_bl - ltb_bcg; rtb_bcg - ltb_bcg; rtb_bl - ltb_bcg; ltb_ppd - ltb_bl; ptb_bl - ltb_bl; rtb_bcg - ltb_bl; rtb_bl - ltb_bl; ltb_ppd - ptb_ppd; rtb_bl - ltb_ppd; ltb_ppd - sim_bcg; ptb_bl - ptb_bcg; rtb_bcg - ptb_bcg; rtb_bl - ptb_bcg; ptb_bl - ptb_ppd; ptb_bl - sim_bcg; ptb_bl - sim_bl; ptb_bl - sim_ppd; rtb_bcg - ptb_ppd; rtb_bl - ptb_ppd; rtb_bcg - rtb_ppd; rtb_bcg - sim_bcg; rtb_bcg - sim_bl; rtb_bcg - sim_ppd; rtb_bl - rtb_ppd; rtb_bl - sim_bcg; rtb_bl - sim_bl; rtb_bl - sim_ppd
1161.95300576921,4.8897,1.3692e-05,4.8635,0.029553,ltb_bl - ltb_bcg; sim_ppd - ltb_bcg; ltb_bl - ltb_ppd; ltb_bl - ptb_bcg; ltb_bl - ptb_bl; ltb_bl - ptb_ppd; ltb_bl - rtb_bcg; ltb_bl - rtb_bl; ltb_bl - sim_bl; rtb_ppd - ltb_ppd; sim_bcg - ltb_ppd; sim_ppd - ltb_ppd; rtb_ppd - ptb_bcg; sim_bcg - ptb_bcg; sim_ppd - ptb_bcg; rtb_ppd - ptb_bl; sim_bcg - ptb_bl; sim_ppd - ptb_bl; rtb_ppd - ptb_ppd; sim_bcg - ptb_ppd; sim_ppd - ptb_ppd; rtb_ppd - rtb_bcg; sim_bcg - rtb_bcg; sim_ppd - rtb_bcg; sim_ppd - rtb_bl; sim_ppd - sim_bl
864.861983611677,4.8683,1.4487e-05,4.839,0.030644,ptb_ppd - ltb_bcg; ptb_bl - ltb_bl; ptb_ppd - ltb_bl; ptb_bl - ltb_ppd; ptb_ppd - ltb_ppd; ptb_bl - ptb_bcg; ptb_ppd - ptb_bcg; ptb_ppd - ptb_bl; ptb_bl - rtb_bcg; ptb_bl - rtb_ppd; ptb_bl - sim_bcg; ptb_bl - sim_bl; ptb_ppd - rtb_bcg; ptb_ppd - rtb_bl; ptb_ppd - rtb_ppd; ptb_ppd - sim_bcg; ptb_ppd - sim_bl; ptb_ppd - sim_ppd
910.429443072151,4.8596,1.4826e-05,4.829,0.030745,ltb_ppd - ltb_bcg; ptb_ppd - ltb_bcg; ltb_ppd - ltb_bl; ptb_ppd - ltb_bl; ltb_ppd - ptb_bcg; ltb_ppd - ptb_bl; ltb_ppd - ptb_ppd; ltb_ppd - rtb_bcg; ltb_ppd - rtb_bl; ltb_ppd - rtb_ppd; ltb_ppd - sim_bcg; ltb_ppd - sim_bl; ltb_ppd - sim_ppd; ptb_ppd - ptb_bcg; ptb_ppd - ptb_bl; ptb_ppd - rtb_bcg; ptb_ppd - rtb_ppd; ptb_ppd - sim_bcg; ptb_ppd - sim_bl; ptb_ppd - sim_ppd
1530.70290458978,4.837,1.5738e-05,4.803,0.031747,ptb_bcg - ltb_bcg; ptb_bcg - ltb_bl; ptb_bcg - ltb_ppd; ptb_bcg - ptb_bl; ptb_bcg - ptb_ppd; ptb_bcg - rtb_bcg; ptb_bcg - rtb_bl; ptb_bcg - rtb_ppd; ptb_bcg - sim_bcg; ptb_bcg - sim_bl; ptb_bcg - sim_ppd
693.565520872968,4.833,1.5909e-05,4.7983,0.031747,ltb_bl - ltb_bcg; rtb_bcg - ltb_bcg; sim_ppd - ltb_bcg; ltb_bl - ltb_ppd; ltb_bl - ptb_bcg; ltb_bl - ptb_bl; ltb_bl - ptb_ppd; ltb_bl - rtb_bl; ltb_bl - sim_bcg; ltb_bl - sim_bl; rtb_bcg - ltb_ppd; sim_ppd - ltb_ppd; rtb_bcg - ptb_bcg; sim_ppd - ptb_bcg; rtb_bcg - ptb_bl; sim_ppd - ptb_bl; rtb_bcg - ptb_ppd; rtb_ppd - ptb_ppd; sim_ppd - ptb_ppd; rtb_bcg - rtb_bl; rtb_bcg - sim_bcg; rtb_bcg - sim_bl; rtb_ppd - rtb_bl; sim_ppd - rtb_bl; sim_ppd - sim_bcg; sim_ppd - sim_bl
819.912226749972,4.8215,1.6402e-05,4.7851,0.032086,ltb_ppd - ltb_bcg; ptb_bcg - ltb_bcg; ptb_bcg - ltb_bl; ptb_bcg - ltb_ppd; ltb_ppd - ptb_ppd; ltb_ppd - rtb_bl; ltb_ppd - sim_bcg; ptb_bcg - ptb_bl; ptb_bcg - ptb_ppd; ptb_bcg - rtb_bcg; ptb_bcg - rtb_bl; ptb_bcg - rtb_ppd; ptb_bcg - sim_bcg; ptb_bcg - sim_bl; ptb_bcg - sim_ppd
799.40001645909,4.8118,1.6827e-05,4.774,0.032086,ltb_ppd - ltb_bcg; ptb_bcg - ltb_bcg; ptb_ppd - ltb_bcg; ltb_ppd - ltb_bl; ptb_bcg - ltb_bl; ptb_ppd - ltb_bl; rtb_bcg - ltb_bl; ltb_ppd - ptb_bl; ltb_ppd - rtb_bl; ltb_ppd - rtb_ppd; ltb_ppd - sim_bcg; ltb_ppd - sim_bl; ltb_ppd - sim_ppd; ptb_bcg - ptb_bl; ptb_bcg - rtb_bcg; ptb_bcg - rtb_bl; ptb_bcg - rtb_ppd; ptb_bcg - sim_bcg; ptb_bcg - sim_bl; ptb_bcg - sim_ppd; ptb_ppd - ptb_bl; rtb_bcg - ptb_bl; ptb_ppd - rtb_bl; ptb_ppd - rtb_ppd; ptb_ppd - sim_bcg; ptb_ppd - sim_bl; ptb_ppd - sim_ppd
492.331478156206,4.8017,1.7283e-05,4.7624,0.032086,ptb_bcg - ltb_bcg; ptb_bcg - ltb_bl; ptb_bcg - ltb_ppd; ptb_bcg - ptb_bl; ptb_bcg - ptb_ppd; ptb_bcg - rtb_bcg; ptb_bcg - rtb_bl; ptb_bcg - rtb_ppd; ptb_bcg - sim_bcg; ptb_bcg - sim_bl; ptb_bcg - sim_ppd
854.424525100132,4.8015,1.7293e-05,4.7621,0.032086,ltb_ppd - ltb_bcg; ptb_bcg - ltb_bcg; ptb_bl - ltb_bcg; ptb_ppd - ltb_bcg; rtb_bl - ltb_bcg; ltb_ppd - ltb_bl; ptb_bcg - ltb_bl; ptb_bl - ltb_bl; ptb_ppd - ltb_bl; rtb_bl - ltb_bl; sim_bl - ltb_bl; ltb_ppd - rtb_bcg; ltb_ppd - rtb_ppd; ltb_ppd - sim_bcg; ltb_ppd - sim_ppd; ptb_bcg - rtb_bcg; ptb_bcg - rtb_ppd; ptb_bcg - sim_bcg; ptb_bcg - sim_ppd; ptb_bl - sim_ppd; ptb_ppd - rtb_ppd; ptb_ppd - sim_ppd; rtb_bl - rtb_bcg; rtb_bl - rtb_ppd; rtb_bl - sim_ppd
1128.86709551447,4.7911,1.7777e-05,4.7502,0.032194,ptb_bcg - ltb_bcg; ltb_ppd - ltb_bl; ptb_bcg - ltb_bl; ptb_bcg - ltb_ppd; ltb_ppd - ptb_bl; ltb_ppd - ptb_ppd; ltb_ppd - rtb_ppd; ltb_ppd - sim_bcg; ltb_ppd - sim_bl; ltb_ppd - sim_ppd; ptb_bcg - ptb_bl; ptb_bcg - ptb_ppd; ptb_bcg - rtb_bcg; ptb_bcg - rtb_bl; ptb_bcg - rtb_ppd; ptb_bcg - sim_bcg; ptb_bcg - sim_bl; ptb_bcg - sim_ppd
525.500082082428,4.7789,1.8363e-05,4.7361,0.032194,sim_bcg - ltb_bcg; ltb_bl - ltb_ppd; ltb_bl - ptb_bcg; ltb_bl - ptb_bl; ltb_bl - ptb_ppd; ltb_bl - rtb_bcg; ltb_bl - rtb_bl; ltb_bl - rtb_ppd; sim_bcg - ltb_bl; ltb_bl - sim_bl; sim_bcg - ltb_ppd; sim_ppd - ltb_ppd; sim_bcg - ptb_bcg; sim_ppd - ptb_bcg; sim_bcg - ptb_bl; sim_ppd - ptb_bl; sim_bcg - ptb_ppd; sim_ppd - ptb_ppd; sim_bcg - rtb_bcg; sim_ppd - rtb_bcg; sim_bcg - rtb_bl; sim_ppd - rtb_bl; sim_bcg - rtb_ppd; sim_ppd - rtb_ppd; sim_bcg - sim_bl; sim_ppd - sim_bl
730.141440477358,4.7778,1.8416e-05,4.7348,0.032194,ptb_bl - ltb_bcg; ptb_bl - ltb_bl; ptb_bl - ltb_ppd; ptb_bl - ptb_bcg; ptb_bl - ptb_ppd; ptb_bl - rtb_bcg; ptb_bl - rtb_bl; ptb_bl - rtb_ppd; ptb_bl - sim_bcg; ptb_bl - sim_bl; ptb_bl - sim_ppd
1036.9980040087,4.7747,1.8568e-05,4.7312,0.032194,rtb_bcg - ltb_bcg; rtb_ppd - ltb_bcg; ptb_bcg - ltb_bl; rtb_bcg - ltb_bl; rtb_ppd - ltb_bl; rtb_bcg - ltb_ppd; rtb_ppd - ltb_ppd; rtb_ppd - ptb_bcg; ptb_bcg - sim_bcg; rtb_bcg - ptb_bl; rtb_ppd - ptb_bl; rtb_bcg - ptb_ppd; rtb_ppd - ptb_ppd; rtb_bcg - rtb_bl; rtb_bcg - sim_bcg; rtb_bcg - sim_bl; rtb_bcg - sim_ppd; rtb_ppd - rtb_bl; rtb_ppd - sim_bcg; rtb_ppd - sim_bl; rtb_ppd - sim_ppd
839.908216347481,4.7604,1.9288e-05,4.7147,0.032902,ltb_ppd - ltb_bcg; ptb_ppd - ltb_bcg; ltb_ppd - ltb_bl; ptb_ppd - ltb_bl; ltb_ppd - ptb_bcg; ltb_ppd - ptb_bl; ltb_ppd - ptb_ppd; ltb_ppd - rtb_bcg; ltb_ppd - rtb_bl; ltb_ppd - rtb_ppd; ltb_ppd - sim_bcg; ltb_ppd - sim_bl; ltb_ppd - sim_ppd; ptb_ppd - ptb_bcg; ptb_ppd - ptb_bl; ptb_ppd - rtb_bcg; ptb_ppd - rtb_bl; ptb_ppd - sim_bcg; ptb_ppd - sim_ppd
741.392239113753,4.7479,1.9942e-05,4.7002,0.033334,ltb_ppd - ltb_bcg; ptb_bcg - ltb_bcg; ptb_bl - ltb_bcg; ptb_ppd - ltb_bcg; rtb_bcg - ltb_bcg; rtb_bl - ltb_bcg; ltb_ppd - ltb_bl; ptb_bcg - ltb_bl; ptb_bl - ltb_bl; ptb_ppd - ltb_bl; rtb_bcg - ltb_bl; rtb_bl - ltb_bl; ltb_ppd - rtb_ppd; ltb_ppd - sim_bcg; ltb_ppd - sim_bl; ltb_ppd - sim_ppd; ptb_bcg - rtb_ppd; ptb_bcg - sim_bcg; ptb_bcg - sim_bl; ptb_bcg - sim_ppd; ptb_bl - rtb_ppd; ptb_bl - sim_ppd; ptb_ppd - rtb_ppd; ptb_ppd - sim_ppd; rtb_bcg - rtb_ppd; rtb_bcg - sim_bcg; rtb_bcg - sim_bl; rtb_bcg - sim_ppd; rtb_bl - rtb_ppd; rtb_bl - sim_bcg; rtb_bl - sim_bl; rtb_bl - sim_ppd
452.569820557972,4.7372,2.0516e-05,4.6879,0.033334,ltb_bl - ltb_bcg; sim_ppd - ltb_bcg; ltb_bl - ltb_ppd; ltb_bl - ptb_bcg; ltb_bl - ptb_bl; ltb_bl - ptb_ppd; ltb_bl - rtb_bcg; ltb_bl - rtb_bl; ltb_bl - sim_bcg; ltb_bl - sim_bl; rtb_ppd - ltb_ppd; sim_ppd - ltb_ppd; sim_ppd - ptb_bcg; rtb_ppd - ptb_bl; sim_ppd - ptb_bl; rtb_ppd - ptb_ppd; sim_ppd - ptb_ppd; rtb_ppd - rtb_bcg; sim_ppd - rtb_bcg; sim_ppd - rtb_bl; sim_ppd - sim_bcg
883.143450428412,4.7348,2.0648e-05,4.6851,0.033334,ptb_bl - ltb_bcg; rtb_bcg - ltb_bcg; ptb_bl - ltb_bl; rtb_bcg - ltb_bl; ptb_bl - ltb_ppd; rtb_bcg - ltb_ppd; ptb_bl - ptb_bcg; rtb_bcg - ptb_bcg; rtb_bcg - ptb_bl; ptb_bl - rtb_bl; ptb_bl - rtb_ppd; ptb_bl - sim_bcg; ptb_bl - sim_ppd; rtb_bcg - ptb_ppd; rtb_bcg - rtb_bl; rtb_bcg - rtb_ppd; rtb_bcg - sim_bcg; rtb_bcg - sim_bl; rtb_bcg - sim_ppd
878.936730200011,4.732,2.0802e-05,4.6819,0.033334,ptb_bcg - ltb_bcg; rtb_bcg - ltb_bcg; ltb_ppd - ltb_bl; ptb_bcg - ltb_bl; rtb_bcg - ltb_bl; ltb_ppd - ptb_ppd; rtb_bcg - ltb_ppd; ltb_ppd - sim_bl; ltb_ppd - sim_ppd; ptb_bcg - ptb_bl; ptb_bcg - ptb_ppd; ptb_bcg - rtb_bl; ptb_bcg - rtb_ppd; ptb_bcg - sim_bcg; ptb_bcg - sim_bl; ptb_bcg - sim_ppd; rtb_bcg - ptb_bl; rtb_bcg - ptb_ppd; rtb_bcg - rtb_bl; rtb_bcg - rtb_ppd; rtb_bcg - sim_bcg; rtb_bcg - sim_bl; rtb_bcg - sim_ppd
1051.85896303138,4.7121,2.1936e-05,4.6589,0.034377,ltb_ppd - ltb_bcg; ptb_bcg - ltb_bcg; rtb_bl - ltb_bcg; ltb_ppd - ltb_bl; ptb_bcg - ltb_bl; rtb_bl - ltb_bl; rtb_bl - ltb_ppd; ltb_ppd - sim_ppd; ptb_bcg - ptb_bl; ptb_bcg - ptb_ppd; ptb_bcg - rtb_bcg; ptb_bcg - rtb_ppd; ptb_bcg - sim_bcg; ptb_bcg - sim_bl; ptb_bcg - sim_ppd; rtb_bl - ptb_bl; rtb_bl - ptb_ppd; rtb_bl - rtb_bcg; rtb_bl - rtb_ppd; rtb_bl - sim_bcg; rtb_bl - sim_bl; rtb_bl - sim_ppd
491.311133814743,4.709,2.2121e-05,4.6552,0.034377,ptb_bcg - ltb_bcg; ptb_bcg - ltb_bl; ptb_bcg - ltb_ppd; ptb_bcg - ptb_bl; ptb_bcg - ptb_ppd; ptb_bcg - rtb_bcg; ptb_bcg - rtb_bl; ptb_bcg - rtb_ppd; ptb_bcg - sim_bcg; ptb_bcg - sim_bl; ptb_bcg - sim_ppd
650.330182711879,4.6947,2.2979e-05,4.6387,0.034377,ltb_bcg - ltb_bl; ltb_ppd - ltb_bcg; ltb_bcg - rtb_bl; ltb_bcg - sim_bcg; ltb_bcg - sim_bl; ltb_bcg - sim_ppd; ltb_ppd - ltb_bl; ptb_bl - ltb_bl; ptb_ppd - ltb_bl; rtb_bcg - ltb_bl; ltb_ppd - ptb_bcg; ltb_ppd - rtb_bl; ltb_ppd - rtb_ppd; ltb_ppd - sim_bcg; ltb_ppd - sim_bl; ltb_ppd - sim_ppd; rtb_bcg - ptb_bcg; ptb_bl - rtb_bl; ptb_bl - sim_bcg; ptb_bl - sim_bl; ptb_bl - sim_ppd; ptb_ppd - rtb_bl; ptb_ppd - sim_bcg; ptb_ppd - sim_bl; ptb_ppd - sim_ppd; rtb_bcg - rtb_bl; rtb_bcg - rtb_ppd; rtb_bcg - sim_bcg; rtb_bcg - sim_bl; rtb_bcg - sim_ppd
561.262307881104,4.6939,2.3025e-05,4.6378,0.034377,ltb_ppd - ltb_bcg; ptb_bcg - ltb_bcg; ptb_ppd - ltb_bcg; rtb_bcg - ltb_bcg; ltb_ppd - ltb_bl; ptb_bcg - ltb_bl; rtb_bcg - ltb_bl; ltb_ppd - ptb_bl; ltb_ppd - rtb_bl; ltb_ppd - sim_bcg; ltb_ppd - sim_bl; ptb_bcg - ptb_bl; ptb_bcg - rtb_bl; ptb_bcg - rtb_ppd; ptb_bcg - sim_bcg; ptb_bcg - sim_bl; ptb_bcg - sim_ppd; ptb_ppd - ptb_bl; rtb_bcg - ptb_bl; ptb_ppd - rtb_bl; ptb_ppd - sim_bcg; ptb_ppd - sim_bl; rtb_bcg - rtb_bl; rtb_bcg - sim_bcg; rtb_bcg - sim_bl; rtb_bcg - sim_ppd
712.826376931739,4.6874,2.3428e-05,4.6303,0.034377,ltb_bcg - ltb_bl; rtb_bl - ltb_bcg; ltb_bcg - rtb_ppd; ltb_bcg - sim_bl; ltb_bcg - sim_ppd; ptb_bl - ltb_bl; ptb_ppd - ltb_bl; rtb_bl - ltb_bl; ptb_ppd - ltb_ppd; rtb_bl - ltb_ppd; ptb_ppd - ptb_bcg; rtb_bl - ptb_bcg; ptb_bl - rtb_ppd; ptb_bl - sim_bl; ptb_bl - sim_ppd; ptb_ppd - rtb_bcg; ptb_ppd - rtb_ppd; ptb_ppd - sim_bcg; ptb_ppd - sim_bl; ptb_ppd - sim_ppd; rtb_bl - rtb_bcg; rtb_bl - rtb_ppd; rtb_bl - sim_bcg; rtb_bl - sim_bl; rtb_bl - sim_ppd
455.225507327068,4.6841,2.364e-05,4.6263,0.034377,ltb_bl - ltb_bcg; ltb_bl - ltb_ppd; ltb_bl - ptb_bcg; ltb_bl - ptb_bl; ltb_bl - ptb_ppd; ltb_bl - rtb_bcg; ltb_bl - rtb_bl; ltb_bl - rtb_ppd; ltb_bl - sim_bl; ltb_bl - sim_ppd; sim_bcg - ltb_ppd; sim_bcg - ptb_bcg; sim_bcg - ptb_bl; sim_bcg - ptb_ppd; sim_bcg - rtb_bcg; sim_bcg - rtb_bl
837.416233123761,4.6827,2.3729e-05,4.6247,0.034377,ltb_ppd - ltb_bcg; ptb_bl - ltb_bcg; rtb_bl - ltb_bcg; rtb_ppd - ltb_bcg; ltb_ppd - ltb_bl; ptb_bl - ltb_bl; rtb_bcg - ltb_bl; rtb_bl - ltb_bl; rtb_ppd - ltb_bl; ltb_ppd - sim_bl; rtb_bl - ptb_bcg; rtb_ppd - ptb_bcg; ptb_bl - sim_bcg; ptb_bl - sim_bl; rtb_bl - ptb_ppd; rtb_ppd - ptb_ppd; rtb_ppd - rtb_bcg; rtb_bcg - sim_bl; rtb_bl - sim_bcg; rtb_bl - sim_bl; rtb_bl - sim_ppd; rtb_ppd - sim_bcg; rtb_ppd - sim_bl; rtb_ppd - sim_ppd; sim_ppd - sim_bl
874.934729448517,4.6641,2.4936e-05,4.6032,0.03485,ltb_ppd - ltb_bcg; ptb_bl - ltb_bcg; ptb_ppd - ltb_bcg; rtb_bl - ltb_bcg; sim_bl - ltb_bcg; sim_ppd - ltb_bcg; ltb_ppd - ltb_bl; ptb_bl - ltb_bl; ptb_ppd - ltb_bl; rtb_bl - ltb_bl; ltb_ppd - ptb_bcg; ltb_ppd - rtb_bcg; ltb_ppd - rtb_ppd; ltb_ppd - sim_bcg; ltb_ppd - sim_bl; ptb_ppd - ptb_bcg; rtb_bl - ptb_bcg; ptb_ppd - rtb_ppd; ptb_ppd - sim_bcg; rtb_bl - rtb_bcg; rtb_bl - rtb_ppd; rtb_bl - sim_bcg; rtb_bl - sim_bl
582.916058457869,4.663,2.501e-05,4.6019,0.03485,ltb_bcg - ltb_ppd; ltb_bcg - ptb_bcg; ltb_bcg - ptb_bl; ltb_bcg - rtb_bcg; ltb_bcg - rtb_bl; ltb_bl - ltb_ppd; ltb_bl - ptb_bcg; ltb_bl - ptb_bl; ltb_bl - rtb_bcg; ltb_bl - rtb_bl; ptb_ppd - ltb_ppd; rtb_ppd - ltb_ppd; sim_bcg - ltb_ppd; sim_bl - ltb_ppd; sim_ppd - ltb_ppd; rtb_ppd - ptb_bcg; sim_ppd - ptb_bcg; rtb_ppd - ptb_bl; sim_bcg - ptb_bl; sim_ppd - ptb_bl; ptb_ppd - rtb_bcg; ptb_ppd - rtb_bl; rtb_ppd - rtb_bcg; sim_bcg - rtb_bcg; sim_bl - rtb_bcg; sim_ppd - rtb_bcg; rtb_ppd - rtb_bl; sim_bcg - rtb_bl; sim_bl - rtb_bl; sim_ppd - rtb_bl
353.204563231734,4.6625,2.5043e-05,4.6013,0.03485,ltb_bl - ltb_bcg; ltb_bcg - ltb_ppd; ltb_bcg - ptb_bl; ltb_bcg - ptb_ppd; ltb_bcg - rtb_bcg; ltb_bcg - rtb_bl; ltb_bl - ltb_ppd; ltb_bl - ptb_bcg; ltb_bl - ptb_bl; ltb_bl - ptb_ppd; ltb_bl - rtb_bcg; ltb_bl - rtb_bl; ltb_bl - rtb_ppd; ltb_bl - sim_bcg; ltb_bl - sim_bl; sim_bcg - ltb_ppd; sim_ppd - ltb_ppd; sim_bcg - ptb_bl; sim_ppd - ptb_bl; sim_bcg - ptb_ppd; sim_ppd - ptb_ppd; sim_bcg - rtb_bcg; sim_ppd - rtb_bcg; sim_bcg - rtb_bl; sim_ppd - rtb_bl
1056.48148022757,4.6501,2.5887e-05,4.5869,0.035312,ltb_bcg - ltb_ppd; ltb_bcg - ptb_bcg; ltb_bcg - ptb_bl; ltb_bcg - ptb_ppd; ltb_bcg - rtb_bcg; ltb_bcg - rtb_bl; ltb_bl - ltb_ppd; ltb_bl - ptb_bcg; ltb_bl - ptb_bl; ltb_bl - ptb_ppd; ltb_bl - rtb_bcg; ltb_bl - rtb_bl; rtb_ppd - ltb_ppd; sim_bcg - ltb_ppd; sim_ppd - ltb_ppd; rtb_ppd - ptb_bcg; sim_bcg - ptb_bcg; sim_ppd - ptb_bcg; rtb_ppd - ptb_bl; sim_bcg - ptb_bl; sim_ppd - ptb_bl; rtb_ppd - ptb_ppd; sim_bcg - ptb_ppd; sim_ppd - ptb_ppd; rtb_ppd - rtb_bcg; sim_bcg - rtb_bcg; sim_ppd - rtb_bcg; rtb_ppd - rtb_bl; sim_bcg - rtb_bl; sim_ppd - rtb_bl; sim_bcg - sim_bl
