id,name,fold,tstat,pvalue,anova,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,LTB,PTB,RTB,SIM,T016B1,T016BCG,T016PPD,T027B1,T027BCG,T027PPD,T080B1,T080BCG,T080PPD,T095B1,T095BCG,T095PPD,T101B1,T101BCG,T101PPD,T104B1,T104BCG,T104PPD,T011B1,T011BCG,T011PPD,T013B1,T013BCG,T013PPD,T014B1,T014BCG,T014PPD,T032B1,T032BCG,T032PPD,T033B1,T033BCG,T033PPD,T047B1,T047BCG,T047PPD,T051B1,T051BCG,T051PPD,T107B1,T107BCG,T107PPD,T108B1,T108BCG,T108PPD,T166B1,T166BCG,T166PPD,T173B1,T173BCG,T173PPD,T176B1,T176BCG,T176PPD,T035B1,T035BCG,T090B1,T090BCG,T090PPD,T142B1,T142BCG,T142PPD,T163B1,T163BCG,T163PPD,T164B1,T164BCG,T164PPD,T165B1,T165BCG,T165PPD,isotopes
1,M1056T8059,2.100745286,2.218473102,0.035311406,2.73E-04,1055.586249,1055.584938,1055.589089,8059.1088,8044.4256,8068.8978,20,7,9,1,3,2293881.713,20646932.79,841949.3142,22225276.89,4328281.46,9675273.803,371562.9214,14336734.93,7718658.958,6609827.252,1002713.206,8213666.406,4819323.892,3752524.529,10748846.19,1652246.302,254819.6327,253939.1101,10275104.33,27361468.94,34078086.38,963533.8638,10581725.73,26587526.24,1433374.217,233546.8316,32096427.98,321114.7127,3198650.674,0,21583463.2,17724671.48,23495921.21,18336672.34,22982178.35,303343.43,1392233.863,980635.4277,322819.6584,0,25913.51085,0,24501986.34,425925.2847,180861.4188,0,0,288184.4974,0,54190.82647,0,0,0,0,30250940.61,12874364.19,1917886.209,7780701.432,7242801.462,1505721.995,11512.65358,0,33115.57936,0,92710.98569,0,96751.77671,51977.02262,0,0,132435.1162,
2,M858T7831,2.223792427,-2.212561475,0.03727312,0.178015276,857.7582426,857.7570547,857.761671,7830.6846,7818.1872,7848.8442,21,10,8,1,2,35314751.52,45479674.33,1310151.429,22820770.93,6235282.535,28519261.27,3359772.053,43483819.8,15245664.12,31575780.18,4008711.37,16347033.93,12740683.07,7064789.886,15464087.84,74924943.57,990238.4111,1856214.641,1131110.42,23342249.55,6197483.539,516911.5508,24646320.52,6355663.747,1002856.191,720363.5461,10756919.32,723171.6451,12391523.68,2543717.24,10783216.87,14325591.18,17705006.87,3211277.709,21465276.16,7098544.945,2276146.261,1066178.736,5160239.53,567157.8549,491734.9912,0,105073332.3,840629.7731,2461499.009,405136.4633,135694.5533,3056072.201,23077.6815,201596.3606,70597.06822,191840.9214,3789211.296,190198.9408,10103231.64,97843647.97,7489935.571,6671644.612,14207110.86,848676.9646,416829.0706,50193.69431,327616.406,1498624.813,618847.0299,0,2313829.664,772113.4234,155017.3037,411657.7034,1322170.329,
3,M856T7829,1.998548508,-1.975430514,0.059643378,0.179287505,856.4226809,856.4219464,856.4262016,7829.4429,7818.507,7841.523,20,9,7,1,3,94981750.54,118981677.5,1870052.349,55508882.49,18616430.51,75888879.18,4620241.421,136093439.1,44857294.39,78413567.05,14331037.23,29850774.51,36120067.08,20535263.52,40449502.82,184238932.9,1683044.733,7995875.432,1645329.209,62993731.94,16193555.03,1638711.055,68599767.16,15450276.06,1972749.628,1490887.754,30214728.06,1290126.008,36328532.95,4601393.49,32390249.41,57349578.72,60327413.3,11017928.09,58738377.84,20625460.84,4647497.308,1729483.712,23184897.15,3105695.859,1299799.265,832629.6713,267609194.6,1018889.903,5570281.072,5600237.33,371443.4446,17953161.01,1492228.616,2209064.169,395227.0499,1283527.287,1207951.541,382270.4378,13581123.17,254159780.6,21921443.12,18872532.99,37898052.21,973889.8707,2069838.846,766688.6183,1190385.953,1344507.479,4631241.453,1889220.472,296288.9688,1787872.854,200503.1943,437133.5545,2363954.22,
4,M442T2829,1.711491821,-1.892031547,0.067869707,2.63E-04,442.244673,442.2441238,442.2451829,2829.20682,2813.76036,2847.00678,33,9,11,2,4,53229308.67,8111247.029,193752138.4,124504332.3,337433627.2,145410563.2,339279134.9,73097160.01,11683804.48,178447567.6,39335430.34,151197380.2,136831669.6,94171749,164963343.3,4811307.007,208369576.6,90764200.1,75383655.65,45681810.75,21709146.54,43701945.42,216856365.3,125051450.7,75431695.38,828014.631,71004069.65,1823904.414,18377818.58,20931998.57,91370844.84,255261898.2,54899480.73,117299391.2,132049882.1,8559119.969,68223058.93,48405834.07,5224326.782,6312365.588,13983022.81,30510061.7,17569797.84,1249076.199,1165718.947,2805675.549,23064908.66,267914992.4,52061327.69,5982716.054,13886120.16,2913206.964,14151034.14,16541014.21,99104014.36,136597082.6,79193802.96,6389941.164,108940108.6,9309216.124,1900042.641,2277869.025,1987935.111,7174233.858,7933353.097,12295036.48,6171418.297,40074566.81,10161585.35,23189970.82,32030168.29,
5,M459T4536,2.388428924,1.802081925,0.085245892,0.207445201,459.2795101,459.2785478,459.2803649,4536.1794,4525.48974,4551.70542,17,2,0,9,4,1374905.36,2022548.586,21184584.35,12311033.38,2200889.994,1705379.128,15391707.35,3256552.985,278065.5106,2974164.996,9212314.153,96773.70353,113351.812,1188740.454,6576702.428,3263750.632,6402529.896,769283.8104,61328029.64,3269363.366,979390.436,15584297.88,5191550.23,75752.88841,6137993.33,5816114.602,3605406.461,31501548.12,3737025.145,13466378.65,30225988.37,13836938.86,976847.3295,8322394.786,6845842.781,4829868.1,6712179.68,188886.6504,5325126.346,544150155.1,45156807.93,62738534.19,2083959.939,4693419.071,1286403.82,1.02439E+11,1839677990,66630184968,539003927.6,24175186.31,520054037.6,35191154.97,1664177277,238604971.2,4005402.622,2782276.247,58983777.9,11820347.17,3948048.744,65049354.34,3066259.761,1507643.911,29481861.69,1831853267,73972589395,69207100486,2300045917,1719961659,800817515.5,612182447.3,1358181817,
6,M1168T8193,2.573439028,1.638275723,0.117730407,0.33192749,1168.087023,1168.084644,1168.088367,8192.5554,8178.2268,8204.8002,20,6,10,1,3,1820729.799,1229382.687,4618416.822,13286773.68,9310771.218,17319792.23,329914.5,6174983.124,23501740.26,12877725.87,13297424.9,5417601.922,4684366.319,6320576.987,2546924.747,102974.5484,113012.9719,407405.8177,8019913.649,1386459.36,14537243.76,338438.1281,6290455.541,48127829.54,106515477,279882.3659,1896149.158,201975.9913,2747308.83,512737.8438,35882200.81,12249510.45,26065723.07,43683717.9,8051874.901,673874.3239,97053584.23,1925720.795,827490.9043,0,48134.75986,0,21341667.16,548097.0376,787962.959,0,0,0,0,0,0,0,0,0,34163222.17,9129733.292,12749635.9,69233894.06,22788419.35,0,0,0,0,0,0,0,0,0,0,0,0,
7,M1166T8233,2.652882843,1.584568591,0.12902784,0.003461183,1165.558528,1165.55708,1165.561048,8232.8322,8219.4648,8238.798,16,3,10,0,3,7042877.439,8004172.36,927310.8978,13976650.02,6084221.225,11535988.91,294760.2743,1572904.703,4832440.237,1512013.926,1633175.259,9598952.892,39648.0158,104029.4579,357845.113,58833.36305,247277.4195,233219.5107,1584456.017,2992832.228,13237523.36,207452.3487,39760107.59,27814571.36,519068.0883,195282.6739,12216645.65,109761.9908,157254.3983,165706.0768,1003760.272,11941655.42,57703928.77,6847240.375,3653913.765,434285.9929,742942.9157,405852.207,689075.4315,0,23460.82451,0,3955106.752,266266.925,681007.2355,0,0,0,0,0,0,0,0,0,5921319.473,577155.2758,2429256.536,1213760.078,1216868.963,0,0,0,0,0,0,0,0,0,0,0,0,
8,M1226T8191,2.199128511,1.533834492,0.136551604,0.008816363,1225.919347,1225.916902,1225.921259,8191.2495,8178.9324,8197.7628,16,4,9,0,3,4118227.1,7511996.686,12684094.69,1163938.392,2918878.916,5521073.643,728032.3981,1617170.904,36251781.6,4763959.914,1739532.232,3888430.391,630859.2237,5147663.448,550575.7861,261008.7964,714245.2315,447683.6104,1540338.192,4115097.845,2897551.089,523042.3471,20558697.41,12590084.76,49069566.66,387431.6099,3896923.446,192619.4149,331889.3026,6784041.822,4197456.837,9669612.572,43546073.63,18625432.6,2920210.076,17525058.46,3926785.908,720802.1627,6111299.579,0,8866.570349,0,2407034.177,531335.7222,10189864.36,0,0,0,0,0,0,0,0,0,18965737.73,8612525.478,7882188.99,5815074.371,4777955.906,0,0,0,0,0,0,0,0,0,0,0,0,
9,M1166T8231,2.450685051,1.509995628,0.146464749,0.003164595,1165.959009,1165.956866,1165.961128,8231.3316,8219.4648,8238.8412,17,5,10,1,1,6311947.62,12106405.36,676364.9921,11699469.98,4804026.06,13062600.21,114742.1288,2425250.946,2610562.112,1454569.222,1569709.153,8549369.755,696688.5041,198042.881,736255.9407,257774.3195,46720.18174,343811.9392,1813973.684,3991366.574,11680745.37,372892.8873,34315709.24,25533283.14,668068.0164,260345.9711,11244846.08,184243.321,1896232.228,47677.87469,774353.9499,9883905.692,53921989.93,5550264.513,3362621.697,321396.079,820014.8786,429697.6238,439572.1558,0,89160.10853,0,2731363.778,115993.1789,609504.8373,0,0,0,0,0,0,0,0,0,5562062.5,617415.8388,1691880.802,947950.0328,1615171.716,0,0,0,0,0,0,0,0,0,0,0,0,
10,M1166T8232,2.456049766,1.479273516,0.154729008,0.004451925,1165.758154,1165.756845,1165.760776,8232.2646,8219.4648,8238.798,17,5,9,1,2,7498299.488,15607569.84,242817.3418,12731267.76,6536375.096,15411845.49,319308.2517,2621322.837,7255947.517,1943357.566,2531592.826,9822195.732,188923.0272,136104.2661,1048243.632,141868.9563,0,335125.0914,1854729.665,4463285.902,14099719.77,360660.4792,42383777.68,32172566.28,743159.1043,294521.6013,12437718.17,111606.9494,1112252.617,53560.50884,919368.7224,13160638.8,70107990.24,7957091.213,4704907.957,284679.7297,914747.1936,559720.4099,620909.7362,0,22819.62505,0,5036896.603,626231.6732,341321.2772,0,0,0,0,0,0,0,0,0,7854960.757,910697.8886,1989210.382,1361661.943,1649299.754,0,0,0,0,0,0,0,0,0,0,0,0,
11,M1420T8234,3.670345782,1.467485785,0.159644186,0.027529401,1420.430412,1420.429442,1420.433306,8233.8696,8220.867,8241.417,15,3,10,1,1,11153637.38,10866935.03,824578.1615,11624740.43,7893789.627,16277707.48,0,1557520.725,4156241.574,799728.4451,4254730.211,9072023.172,61317.30907,135924.7416,79293.88033,80982.56346,0,349344.5409,2307583.996,4712875.786,20277145.23,187416.5836,36795476.18,37434436.66,446837.5401,341169.5821,15064305.92,264037.0897,57078.51976,0,982316.0743,15586471.37,141546817.1,10504520.64,3787118.875,353552.3908,452157.8002,881741.9176,420003.0505,0,24373.98179,0,6732719.475,279494.7289,284565.8859,0,0,0,0,0,0,0,0,0,7588872.857,445830.1727,5193258.574,1415910.316,1890291.385,0,0,0,0,0,0,0,0,0,0,0,0,
12,M693T1178,5.982878535,1.468159036,0.1597162,0.18526298,693.2650627,693.2622329,693.2656908,1177.74774,1165.31328,1185.44586,19,6,9,1,3,18331198.95,21367.29379,3229.715817,1297900.863,1272376.019,9959215.234,4817.215122,831035.2907,1552861.431,8185804.5,49765.07527,27131392.54,242554.2888,2986203.676,70444.04098,152710.6489,8033.54349,922.0351125,176279.0316,5297.996973,3259445.141,9583.273554,4839009.561,172798965,171428.4932,3214.042124,22761.07626,1873.999195,2546543.592,2958.152254,181403632.2,55290650.95,1664475.25,7788995.893,1390096.231,1295.347194,12075324.62,1444.679082,0,31083.31367,429694.7857,37264.03676,1742898.074,0,1547.964084,660017.3903,183517.6513,6937040.534,75565.39124,1739920.139,7239.432011,7412146.39,1307885.399,24472.79904,703117.8553,144492923.8,6889416.778,1508097.154,82447000.45,563541.5694,1754597.21,0,59917254.81,88445.68338,810219.404,51806.94113,613267.4858,0,3835.943435,0,14784.96517,
13,M692T1178,5.64371526,1.452705831,0.16387204,0.220051068,692.2645529,692.2643437,692.264924,1177.95804,1165.48854,1185.44586,19,6,9,1,3,96446804.31,307659.7969,6279.578493,3009984.1,7542481.244,52771249.73,13471.88359,7276056.484,9007522.123,42126634.61,725118.688,137577527.3,2331623.081,17892097.99,1247232.215,1258590.323,10439.02396,6573.235911,2319433.192,127118.196,4930001.729,5864.619117,24294021.04,856019273.6,1654435.575,1374.736954,665318.2921,2605.234276,14918556.58,0,896402178.9,284506759.1,8121553.355,41173766.17,6968854.75,2468.919793,111650996.3,0,1777.875636,293952.3462,1591719.957,191343.9434,9016390.449,2383.908064,4409.872097,4044564.555,903059.7499,33591479.41,284023.926,4720816.035,58763.33047,640788.8079,7005265.351,17347.80345,5030825.185,716901362.9,36748165.26,7717460.323,410160808.8,3417322.608,618847.1502,67308.21528,781536.8841,544016.6813,4962946.469,1872863.796,3926028.687,14941.47844,37168.74967,5581.14688,6438.315162,
14,M700T8227,2.089455968,1.431504495,0.164336939,0.002873364,700.3887628,700.3875458,700.3907975,8227.1436,8207.1528,8234.4702,23,8,11,1,3,1776995.446,15369503.2,175096.2753,7221344.693,1902672.064,2083451.971,412874.7335,240267.3355,1523581.928,4947795.732,2500818.1,5327613.921,536597.3196,208512.9336,1007803.118,305107.9548,72556.75935,93763.6011,923601.8756,4967072.214,7092247.285,2343180.037,16915544.97,7251383.184,102531.0283,53220.1608,9019192.974,111581.8321,1347730.804,124577.6365,1498063.411,10565864.18,27763040.17,3330637.112,1970760.046,121191.68,226780.891,129512.333,317720.7791,0,2050446.242,0,7403851.383,163998.8359,151312.01,0,0,0,0,0,0,0,0,0,823307.7515,256529.0318,1475622.023,2803558.28,1285619.232,0,0,0,0,0,0,0,0,0,0,0,0,
15,M314T2416,2.27237741,1.400123689,0.17418005,0.009232712,314.2170713,314.2167031,314.2174782,2415.89235,2404.88328,2423.29146,20,1,1,9,8,15553654.61,476061.7794,585972.2554,15019290.93,5321716.938,1537722.958,1172432.515,231933.546,96744.82699,532672.5476,1228474.114,442740.8252,4414245.002,59188.57675,4533873.182,399692.6455,633531.6041,264759.4271,24449987.7,101587.2378,964198.645,920504.3791,29379014.4,119267.5877,13812010.55,1599469.699,1018974.987,1711937.174,28170841.29,3714395.391,419908.3002,4052665.634,132690.5427,561161.3682,8181898.127,0,21827606.78,123166.0114,25709.69213,20512773.45,89680733.52,3612307.458,16365177.33,1583795.678,1299540.411,98977663.99,1882357.354,19807926.68,16460480.87,733081.8743,56891681.66,1420533.83,87529030.92,33293916.18,304894.4505,457489.8496,12016308.4,1804330.955,689073.908,89175863.33,1424938.123,3703642.96,1471892.055,2503677.989,6755893.088,21903027.41,163739770.3,63491998.24,39799512.77,53935935.19,40912302.73,
16,M1137T8234,2.241691277,1.388643484,0.180949157,0.00605627,1136.546385,1136.54502,1136.548994,8234.1018,8221.578,8244.0312,16,5,9,1,1,3659565.525,8074363.366,1052084.41,5758616.374,3600097.366,8722197.013,491180.7062,2036803.606,4524960.029,880817.3116,1540166.684,3747811.271,3083399.334,321707.3876,807374.9392,1315893.653,561778.1277,746938.5155,1189878.997,3219335.783,9524210.546,543231.8862,16108827.8,13000845.69,1102671.269,574514.7512,6683026.339,290423.4288,1690718.691,463969.2006,652746.4902,8105687.34,43552103.21,4447062.299,2447229.185,563339.254,1094057.941,1340380.795,1039988.467,0,91258.74783,0,3017662.269,1141598.557,1044271.27,0,0,0,0,0,0,0,0,0,3787125.339,780614.2991,2365829,1358163.892,1715789.966,0,0,0,0,0,0,0,0,0,0,0,0,
17,M442T2693,2.104612626,-1.382468646,0.18179303,0.105817282,441.9103474,441.9097265,441.910974,2692.65444,2683.99854,2704.7334,25,8,9,3,5,204889826.7,11238253.42,1204769.314,341273971.2,1099978919,271525935.7,788194.4861,111103017.7,16366914.41,178252116.8,222601976.9,40193319.06,40399229.55,17643074.15,431720693.9,11581342.58,264459.9526,113738436.6,221927988,35709753.58,21948749.67,540777.3381,224150184.1,96994054.53,95000875.79,622009.5754,236923008.2,540634.2521,18753661.59,3595693.991,96717787.95,51754887.92,149573402.8,56624415.74,168323526,269018.3412,100451914.7,191629879.6,143479.2638,23031066.9,76349343.26,501148641.4,285215791.2,161765.7674,96777.19581,20183842.35,18942008.79,78290797.39,566545.4013,351118.0719,29526758.34,649372.4855,23579223.04,31246375.27,76813235.49,150377313.6,40468555.97,22029063.76,81685027.11,38924072.44,2751947.922,1468045.102,639419.9022,37751542.84,52556760.74,32938398.55,69913028.94,83510084.82,16207455.72,57759506.16,61430411.73,
18,M1010T8127,2.951584501,-1.379334257,0.18387018,0.043467148,1009.538994,1009.537163,1009.540774,8126.6946,8111.85,8137.353,20,7,9,1,3,4261087.162,10037879.87,1197333.172,13550998.56,76005044.84,7919164.351,158807.1904,60839321.98,3311052.359,2733829.381,1826097.074,4948086.086,2172683.528,987857.9075,2169686.381,919769.9019,1224821.162,581842.5342,1435495.156,4406686.423,6059845.843,143593.3096,2126071.807,22669521.37,1341618.919,460222.9947,5018036.933,723649.9447,1094808.351,1363607.945,2071447.338,2602068.395,6056338.99,4307835.068,3458800.26,674169.4127,681870.799,838320.6683,456113.1566,0,1016513.348,0,9448153.554,991504.5424,1072983.812,0,0,0,0,0,0,0,0,0,10214516.9,2007085.858,2463835.721,7360426.333,10135075.42,0,0,0,0,0,0,0,0,0,0,0,0,
19,M1087T8088,2.262518938,-1.368232705,0.187132193,0.02005717,1087.119635,1087.116816,1087.12134,8088.3774,8074.4274,8099.0892,22,9,9,1,3,4473397.248,24657748,2696384.415,75117795.59,7200305.387,6902706.739,6826648.999,75022822.04,2724552.039,7469585.044,1162093.398,23831073.17,2600765.754,2886087.236,4795020.762,147912.6949,763723.9262,755754.1838,4726107.173,17105771.01,6683797.085,368660.3657,7049732.898,16026508.64,1505141.357,420022.5912,8818243.962,155288.1185,733957.2047,615567.2815,5436173.554,6578724.5,5913555.059,13640250.75,14380830.48,353174.5774,1429029.478,833683.8977,1166780.617,0,38490.35214,0,23844308.17,726903.4914,1693865.753,0,0,0,0,0,0,0,0,0,17195922.34,3469909.675,2927197.28,5746113.035,11336368.38,0,0,0,0,0,0,0,0,0,0,0,0,
20,M790T8092,2.024204354,-1.346288026,0.192204222,0.010067006,789.7630926,789.759689,789.7641343,8092.4772,8082.8526,8104.7328,21,10,6,1,4,3328015.491,43048803.05,676161.9685,197508396.7,5009216.956,24070813.65,1667593.089,230129954.2,465888.5511,132586602.1,1718013.072,63457435.85,23768543.03,6673657.641,78201791.24,33199731.74,114068.2412,649501.5318,2796434.987,71034672.65,36690876.21,160659.8736,23673564.05,78377558.96,979107.0572,54289.92401,7607965.815,209131.6302,22102074.96,272605.5313,33921596.7,12894637.27,20425162.35,46547608.04,60071816.68,257684.0305,3643901.4,560112.2855,233374.8649,0,59676.16439,0,57523638.07,372271.4812,451560.5814,0,0,0,0,0,0,0,0,0,66729892.07,12884926.48,19931729.16,22369987.02,66148334.3,0,0,0,0,0,0,0,0,0,0,0,0,
21,M701T8226,1.976688457,1.338718164,0.192243191,0.002983351,700.7228845,700.72192,700.7262327,8226.1794,8207.1528,8235.2298,20,7,11,1,1,1007923.834,9484988.518,187290.8526,4916536.762,1248769.046,1249960.383,231877.5982,165316.3223,907457.308,3170736.554,1864737.606,3247654.299,473909.0868,153137.1182,641634.331,181941.1368,39564.68322,131279.7551,581645.9154,3302772.442,4243282.455,220778.5674,9276992.481,4725158.098,195106.2629,128167.4437,5876480.82,59887.4519,786551.9745,35812.34041,1069090.436,6900558.954,17164165.39,1899756.256,1391983.641,68101.34883,211663.6541,162630.0688,134274.3938,0,30753.05821,0,4727743.688,296586.4935,56692.08349,0,0,0,0,0,0,0,0,0,419455.43,152576.8519,944234.4343,1730335.569,757601.6662,0,0,0,0,0,0,0,0,0,0,0,0,
22,M643T7836,1.635571537,-1.334445905,0.193051148,0.061247909,643.07022,643.069258,643.0735268,7836.3054,7818.1872,7853.8638,26,10,9,1,4,45308279.83,104996423.6,280903.3567,24660485.11,9732176.455,39847800.79,501187.7395,83239065.04,12782462.63,31507197.8,8203081.099,20249948.25,19906177.61,13222597.11,50068449,97442353.06,237828.3468,498425.1706,571283.3777,47571686.73,8382424.202,107448.0441,42313861.62,17604133.59,450248.6252,311754.909,21046371.65,144139.7913,46568415.83,441278.2532,20003077.22,44597958.81,24615557.54,14824344.43,52472422.93,2003082.624,4463573.549,395690.7721,4453974.119,0,837396.4721,592826.024,76766034,431028.5342,1198784.17,533119.7171,925009.1488,3538094.291,21002.96764,909387.9058,0,631919.9641,394685.749,69044.96892,34944181.9,148051837.8,20270761.26,30544751.18,49180176.47,160250.2082,1053352.625,37881.35037,372629.876,162147.0976,943037.0479,0,130249.6448,447675.9695,45196.6685,275579.957,264917.2328,
23,M1139T8214,2.302322219,1.348631963,0.193053053,0.00698571,1139.333291,1139.33203,1139.336517,8214.1554,8199.45,8222.6298,20,7,9,1,3,8351990.519,13640841.91,521973.1013,14886222.94,14649360.22,13141583.32,152296.7398,2218759.583,5257031.753,6608816.091,7341132.905,7996067.511,392149.8902,355612.4231,1219054.427,109528.8114,110034.8099,354650.1687,1584012.611,2320740.561,14195569.9,74767.27902,47952483.27,28747621.65,789353.2876,254673.4834,10502339.14,25453.04676,862286.3175,0,4475630.381,19088308.01,81799730.87,7600027.197,3458868.229,300449.5383,1166418.829,597002.3443,264202.8997,0,45877.82947,0,10217494.53,183686.0014,593168.8668,0,0,0,0,0,0,0,0,0,3515914.634,773654.3828,1096867.846,2657447.717,1502184.525,0,0,0,0,0,0,0,0,0,0,0,0,
24,M1226T8190,2.205579083,1.33228839,0.193426254,0.017000665,1225.669583,1225.667712,1225.67122,8190.4062,8178.9324,8198.5176,17,5,9,0,3,4757901.616,10854419.29,279878.3954,2551502.785,4097104.171,6136729.622,0,2313726.7,49060968.87,5933740.951,2462263.159,4817632.88,1091209.8,5001149.066,302223.5623,262709.7461,162135.299,536036.2566,1430673.659,5440183.444,3588447.14,68827.56609,25872920.13,20016119.25,59433008.56,330389.2404,5148397.908,101038.0401,51195.07714,157835.5366,5269378.935,13311527.28,55118063.55,22128267.07,4161705.616,300327.5692,3051824.665,724938.1598,276425.8223,0,10195.68068,0,2474190.785,753987.9177,146823.6377,0,0,0,0,0,0,0,0,0,21239541.04,13528496.93,9163889.76,7850800.395,6158525.789,0,0,0,0,0,0,0,0,0,0,0,0,
25,M643T7832,1.617769435,-1.323703129,0.195423546,0.139225347,643.3198762,643.3175227,643.3215344,7832.2059,7818.1872,7843.6194,20,10,6,2,2,26607400.73,63611754.16,308279.7503,16974707.54,5965475.93,24648647.06,1136402.288,51004632.72,9086433.649,20209423.46,9835195.316,5774617.305,12201444.11,9973655.328,30378795.54,37551060.95,469213.3485,346823.709,580393.2636,30179547.14,5230633.195,452974.167,15068325.45,11087645.06,248534.6138,213602.3598,13013558.97,294356.48,25284283.85,285248.6528,8613662.065,22344826.27,13437814.35,4769736.287,46242390.75,4216395.69,2960310.103,411696.7567,4118157.268,0,98251.6049,286425.8819,64878820.34,608905.2329,1528206.341,312423.2922,93166.05276,1468168.926,183548.1752,696373.7294,194878.1855,553837.2634,254865.3267,105229.8231,16803747.61,90746877.56,7616922.855,19852698.48,27717613.6,259706.8638,0,197939.1059,208286.8022,162286.1135,560855.6374,1942782.173,193443.4232,282409.4175,50388.9518,0,0,
26,M700T8225,1.975040546,1.323326454,0.19720749,0.003606948,700.0544195,700.0532888,700.0561488,8225.0217,8207.1528,8235.2298,18,6,10,1,1,1723089.888,13309939.54,261741.069,6721165.053,1853231.841,1929455.841,214043.5035,221450.3462,1073417.775,3932626.049,2458537.082,4698501.918,485150.8096,188679.1493,845304.9603,208419.685,114808.5879,139893.4661,800888.3575,4045161.798,6004593.944,102472.2219,13734877.28,6079355.164,217867.8613,159918.0816,8127546.636,96607.99825,1446908.141,81178.77758,1675063.267,8512103.986,23820020.58,2952108.549,1794691.976,99699.32106,125588.1952,233735.7397,98458.43003,0,41559.00556,0,6542512.462,277402.6561,132492.9655,0,0,0,0,0,0,0,0,0,627552.9312,122874.4548,1465604.782,2703780.276,1447356.762,0,0,0,0,0,0,0,0,0,0,0,0,
27,M790T8091,2.193677906,-1.333475402,0.197346009,0.017321465,790.0972481,790.0943907,790.0991521,8090.6334,8074.4274,8106.1764,27,11,10,2,4,2410382.625,55145837.96,1305545.031,137575943.4,3304875.604,19128976.59,916371.6785,233426526.7,566355.6715,91249745.71,1543070.671,44148138.07,14872945.99,4689797.962,54319989.38,6561309.804,568414.7712,629795.0693,2066425.595,65888737.1,25009167.14,1449040.555,16634724.44,42790455.88,986867.396,1623943.406,9364995.161,178576.3453,14236717.57,5034510.439,22702288.97,9128560.013,13492203.38,34023555.53,41642305.16,247721.1963,2674611.873,722212.9275,348753.434,0,636459.1323,0,48861101.62,709412.898,449864.1345,0,0,0,0,0,0,0,0,0,44848963.74,9073937.203,13893490.15,15753884.63,44135986.97,0,0,0,0,0,0,0,0,0,0,0,0,
28,M643T7833,1.635626734,-1.308351762,0.200807908,0.096267302,642.8193616,642.8168368,642.8216748,7832.5566,7818.1872,7843.6194,23,11,7,2,3,55438849.62,122953993.8,215913.518,28938409.23,12275223.91,47449570.56,2106008.29,99567265.07,15266249.24,37791613.62,13152621.53,15074699.33,23880293.87,17901064.22,55143561.17,103258171.2,462047.9771,370248.5947,842892.238,56209946.92,9407162.392,483304.6712,34320142.01,20405234.81,267518.0454,78709.93744,23982057.27,213341.581,49471326.45,718057.5466,23956302.44,46431874.9,27468353.81,11199707.72,90685465.89,2021453.093,5636470.305,214236.1131,4888588.663,0,0,226054.7673,119916325.2,143106.0759,239418.1506,605913.5959,199852.4489,3210809.615,359754.4698,1087451.499,547782.6233,560252.5678,538747.1574,167599.1788,34268338.51,162431932.4,18597676.54,36266442.17,59511707.96,238574.954,0,174991.5825,271868.6074,322554.4544,1026517.873,5350551.69,170934.8675,670953.161,120831.2716,146476.0097,352307.5284,
29,M1225T8192,1.907210093,1.293029731,0.205541648,0.011067789,1225.418176,1225.416804,1225.42061,8191.7508,8181.4692,8197.7628,17,4,10,0,3,7023564.033,11639433.97,11101254.37,2689590.356,4211522.253,7464336.967,0,2617277.786,53549120.86,7758059.871,3529823.088,4995030.041,1130765.094,4233247.353,302328.0713,148217.4134,2057798.435,653701.0137,1991059.784,4995614.531,3617415.582,207814.8614,28896863.87,20151726.37,43358263.02,208776.5327,6102462.019,302258.7283,147253.7462,4117283.739,6310295.687,13979964.32,59985611.63,25241158.15,4210072.614,14777758.91,2105904.565,746120.6976,6284576.777,0,24013.3128,0,2864701.362,522898.078,8998247.492,0,0,0,0,0,0,0,0,0,24965137.08,12531757.07,10225447.09,7936350.784,7420682.765,0,0,0,0,0,0,0,0,0,0,0,0,
30,M345T6199,2.311381345,1.273726662,0.214209671,2.82E-06,345.2269336,345.2266566,345.2273793,6199.1379,6190.5774,6207.3708,16,0,1,6,9,45074.59907,80087.96491,0,564572.8094,1162613.854,0,8160206.357,178320.9246,328351.2798,1236355.57,0,164670.1459,399076.4403,134671.1725,0,0,2778609.305,8824030.969,0,35987.06744,94954.14468,2191332.909,89376.34117,38262.09264,2933452.469,7170183.239,76213.80982,2560765.084,386228.1768,5644157.371,21429117.9,1769476.51,133482.5322,6130473.707,4920608.774,0,406420.2817,7186073.776,62348.95139,793707.6206,27258901.87,17780601.42,319678.8907,2662414.811,0,1634382.576,25553129.9,3391734.478,23079744.31,13977096.3,18973907.38,67008868.29,11090395.78,14480286.74,54137.37069,1880782.075,52004078.84,10421180.89,1039762.912,39156170.63,36457214.48,17586665.23,128150699.3,43788347.13,22782054.12,918691.2894,59108447.16,25116462.74,69243075.37,38709773.19,26754968.88,
