id,name,fold,tstat,pvalue,anova,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,LTB,PTB,RTB,SIM,T016B1,T016BCG,T016PPD,T027B1,T027BCG,T027PPD,T080B1,T080BCG,T080PPD,T095B1,T095BCG,T095PPD,T101B1,T101BCG,T101PPD,T104B1,T104BCG,T104PPD,T011B1,T011BCG,T011PPD,T013B1,T013BCG,T013PPD,T014B1,T014BCG,T014PPD,T032B1,T032BCG,T032PPD,T033B1,T033BCG,T033PPD,T047B1,T047BCG,T047PPD,T051B1,T051BCG,T051PPD,T107B1,T107BCG,T107PPD,T108B1,T108BCG,T108PPD,T166B1,T166BCG,T166PPD,T173B1,T173BCG,T173PPD,T176B1,T176BCG,T176PPD,T035B1,T035BCG,T090B1,T090BCG,T090PPD,T142B1,T142BCG,T142PPD,T163B1,T163BCG,T163PPD,T164B1,T164BCG,T164PPD,T165B1,T165BCG,T165PPD,isotopes
59,M1167T8185,1.742724646,1.023965105,0.31668021,0.480567373,1166.832472,1166.829265,1166.83413,8184.8955,8161.3122,8191.8438,28,9,12,2,5,18541696.47,2901741.224,638187.979,107731357.8,77230622.63,143463920.5,311181.3036,58639798.56,218970474.4,93923528.68,110128080.3,24614596.33,23374823.91,36339270.55,23675454.82,2935538.603,120305.9703,676073.217,35245829.26,17742714.68,61938134.97,379911.2142,64341711.33,166506549.9,640040500.4,240581.4175,52383669.51,299575.3026,16280426.88,118347.4303,185317864.5,91941816.05,101687952.7,149089117,61581607.64,373322.2341,475112189.1,1106167.678,740174.3088,0,95617.74081,0,227070032,467570.4248,555131.0372,0,0,0,0,0,0,0,0,0,133301266.4,74616592.82,74621560.19,296128005.2,176956071,0,0,0,0,0,0,0,0,0,0,0,0,
60,M1556T8187,1.888349748,1.005628827,0.325918225,0.356200755,1556.108248,1556.10685,1556.110819,8187.4638,8168.7018,8200.2516,24,9,8,2,4,6848162.376,1272274.25,240114.2935,40034303.23,60526214.07,103554400.2,0,32717690.7,96382838.85,37618822.21,49385965.03,9766630.974,15925785.03,10956740.7,5543066.572,219081.9008,0,573441.843,14452288.55,4252283.176,20119846.24,0,26742313.44,104185305.2,391065532.4,669157.3772,9408395.448,242377.584,1361790.173,0,84697626.89,38588862.61,64921946.29,103925483.2,25332447.17,514998.072,210600472.2,759224.1657,61788.45915,0,9693.945678,0,83218315.72,200666.565,202222.5678,0,0,0,0,0,0,0,0,0,57179369.45,31160628.81,39447143.22,148412199.3,78137594.26,0,0,0,0,0,0,0,0,0,0,0,0,
61,M391T3365,1.886544816,1.000461806,0.326667557,0.008457996,391.193232,391.1921509,391.1941466,3364.92366,3346.03932,3385.00848,20,0,0,7,10,22037336.35,444056.5227,15584721.72,66873853.93,702254.9774,485703.7622,4678534.409,11084771.58,4641463.94,2157794.484,5350789.061,325994.0843,469264.7749,911232.1162,5038765.304,4192414.41,19281555.25,4905126.064,102337785.5,1522814.632,172680.7072,52705793.02,9885282.376,650466.2198,92240660.84,1139309.421,1027779.198,11133384.67,4206976.598,22273437.8,747591.3844,2790161.944,167297.4629,1557883.289,4760168.034,9819074.498,2148866.765,4662690.891,13535932.27,2909738.342,34579181.7,33303560.48,733828.5033,2768803.347,7514078.591,686117.784,135314482.4,74450870.36,72868298.74,78554016.98,103991583.3,160990839,102619700.5,143922884.5,2855159.185,1140142.75,3579079.752,4514439.145,2917362.43,49523857.8,11947538.41,3145218.035,96637532.05,230975708.1,2568162.876,1682935.576,137663894.5,92298784.59,88353023.38,19194432.06,92780848.59,
62,M705T8007,1.558557927,-0.973687707,0.339174251,0.092662579,705.4050902,705.4022483,705.4067017,8006.7717,7990.8732,8021.9172,26,12,8,1,5,11973913.75,6757187.409,572846.0377,85930787.54,1273344.946,15424719.41,12116776.95,30087626.56,5193367.024,70660542.5,1700202.452,5405820.908,110698922,7911884.59,56720985.92,14688849.17,290977.5131,181977.4215,14914021.45,4508587.52,18261122.64,1039152.895,6922448.02,35335148.11,4430516.062,329507.9406,2470797.025,1076065.632,22192631.11,5901073.869,74406011,28518787.96,10477062.64,25092284.63,15867989.7,9023213.523,11994477.51,438886.4323,4243153.822,2104262.14,1359210.017,121273.1029,20408734.87,309532.2996,3638061.529,430533.5274,922063.925,930560.5155,713318.6751,1213410.935,93064.7531,5508529.098,1521865.536,62901.5217,48833175.85,14793275.33,116364203.6,95865862.22,66235831.55,186611.5124,3470823.937,72569.66751,4213370.838,2307985.747,950968.8781,3291834.36,2050021.983,143215.6591,1701234.998,402109.2804,66703.00208,
63,M1327T1145,2.100222549,-0.955324459,0.349688667,0.146357053,1327.102744,1327.101661,1327.103898,1145.27244,1121.84766,1155.34002,23,7,10,3,2,2620350.613,61237.54427,0,43582790.67,52820175.21,19769868.38,0,601184.392,1412432.978,4755482.79,17811.65145,2754806.504,133501.2994,1468887.102,457296.1265,17957.49099,0,0,742179.5181,94247.60282,0,1934.139855,22118260.33,4051821.507,1004621.257,0,34133.9348,1507.369908,4422296.398,2296.980829,2271720.12,9963974.058,710943.0253,1231383.392,15470488.46,1981.025293,4846716.961,0,0,129722.0536,6559586.617,257046.7249,899853.9729,1510.859984,0,24479.69372,125451.141,1242702.915,177317.6083,0,0,0,2186925.835,6761.37295,547011.2299,7459859.437,391037.6231,217915.9833,3113124.536,14647259.76,0,0,0,285139.7398,0,98935.82066,2568677.203,12653.29434,52106.182,15208.68184,6704.295776,
64,M410T8505,2.342553484,0.935886011,0.360954132,0.206817247,410.2898595,410.2888029,410.2904011,8504.6541,8492.0424,8510.8074,22,11,9,2,0,1948232.059,1233915.865,12949055.49,1784156.868,1635311.434,2774875.958,11735254.32,0,3653211.788,0,0,1939480.869,0,0,0,0,17196330.31,19354268.75,0,1403525.788,2227125.621,14790034.17,0,0,0,11589348.69,0,9636004.515,107423881.6,12604616.28,0,0,0,2850474.452,1667380.882,14319773.18,0,31552961.46,8599938.924,0,0,0,0,16715376.97,14441435.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
65,M821T7956,5.209272165,0.932896905,0.363864219,0.52595322,821.1177537,821.1167456,821.1216867,7956.1287,7940.658,7962.5802,18,5,9,0,4,5917016.53,7701623.339,5896418.864,27227734.88,1506469.206,1652150.422,1030710.64,24046928.65,1586242.703,5881960.388,609952.1546,10162932.97,23320465.22,4144413.738,15242725.14,12469976.2,1620162.492,3706101.998,1278508.303,13619712.59,10135138.47,4558035.423,2840089.189,2291001.326,1646930.947,1041197.077,3358577.414,410654.2968,12961638.09,231434.338,9314915.687,12422234.65,11556874.28,4595903.887,10144397.16,698382835.8,1551872.595,535289.3155,412883121.7,0,62710.46282,38805.75016,19879412.79,1122659.956,187757492.5,24031.54486,15346.66292,2449478.714,0,129134.2016,79372.54422,21072.96926,1179499.637,330436.4752,10667029.82,593360.5509,5102769.578,18326600.73,12862667.57,478456.7574,288579.0523,0,30606.54306,60738.78024,282028.9364,0,0,587234.0708,0,0,414625.0124,
66,M857T8153_1,2.081270118,-0.921217892,0.368292633,0.268371174,856.6835097,856.6826994,856.6859285,8153.4429,8137.4802,8163.0144,24,8,10,0,5,10227477.36,8889625.424,1023499.727,9377535.774,2303443.642,109847444.4,914842.5833,22072212.78,6055854.93,8775362.296,1284704.87,4266787.649,536694.5547,1842806.16,1250584.01,195828.3066,6833619.032,970414.6101,822420.8771,4275110.865,5746233.683,284263.2087,2805451.201,20811057.79,1904448.531,461177.8604,15713102.94,347906.7693,992819.5622,789643.316,2411248.783,2935419.328,17692854.06,12730360.06,2872475.412,898582.1251,1340192.115,1530921.411,1595581.969,0,553194.6711,0,33944816.97,552042.9112,963942.3124,0,0,0,0,0,0,0,0,0,8676555.034,2794389.856,4623283.645,5708779.475,31012913.01,0,0,0,0,0,0,0,0,0,0,0,0,
67,M1115T1063,2.552192636,-0.904087767,0.377073003,0.157891513,1115.455773,1115.455305,1115.457166,1062.93702,1047.44298,1075.67022,25,8,9,3,5,7174604.604,106408.2072,0,90246725.57,450114363.6,152557489.3,0,1162134.611,5257631.881,783466.6562,86473.92523,9087777.595,237175.5282,215776.4023,150349.2742,2717.960186,6603.568282,0,2580846.257,84037.94629,298964.8341,0,93301318.57,20322480.91,290160.5456,0,5567.176196,0,25645119.64,0,2842822.155,82712404.59,3314118.521,5645099.051,43966294.19,0,4433959.707,0,0,79839.24657,0,1283.184471,539149.2331,1126.468617,0,110948.6268,3080.009039,3896871.387,4675.452746,92471.72238,0,0,0,0,615641.4339,15835007.19,9754485.824,6488195.947,6299409.271,2716.171157,33267.95001,0,257869.1601,2464.175352,22490.04188,46361.59107,0,0,2455.614113,5470.499381,0,
68,M1116T1063,2.543879721,-0.898790923,0.379793435,0.160267596,1116.458502,1116.457973,1116.458898,1062.55029,1046.76582,1075.23444,24,7,9,3,5,6182135.994,79914.95394,1072.387727,78206939.49,396537061.2,134304051.9,0,967631.9344,4621826.514,416648.7516,30871.24758,7843789.747,180728.6481,162542.0849,107634.5084,20644.62056,2105.933017,0,2203490.02,59973.01652,193329.83,1068.204948,83507081.58,17865353.74,287387.8027,1963.131341,2526.733119,0,22119769.28,0,2408761.021,73734113.8,3058617.871,4917720.058,37157903.55,2705.958102,3831518.912,0,1633.798088,49315.2458,1423.175724,0,483246.6311,1187.997186,1872.468443,44484.61524,2690.087993,3803656.999,4372.809758,43652.2743,0,0,0,0,466024.9978,14272276.76,8275432.327,5138728.639,5648359.476,0,0,0,0,0,59311.51433,153426.3505,0,0,1202.605904,2063.009715,0,
69,M1116T1061_1,2.532895684,-0.892873968,0.38289303,0.162482666,1115.790025,1115.789382,1115.790871,1061.21649,1045.9581,1075.67022,28,10,10,3,5,11333531.85,382073.7567,1390.694525,129952179.3,703809315.4,239096477.3,1685.370543,1792334.436,8234970.253,1275456.198,144996.9572,14354139.97,515208.9682,337237.6776,248506.9628,3721.127402,0,0,3602620.473,128765.2756,470844.9113,2386.797825,144778135.7,31564619.33,578503.9486,0,234905.956,2876.785432,39364116.68,0,4354239.77,131627401,5525018.757,8901027.517,67679514.42,4210.188056,6680872.591,2752.969037,0,3812.361505,4381.849691,0,961163.3956,0,0,156674.117,0,6321472.693,0,0,1740.179786,0,1569.162594,3220.352679,1031690.654,24851476.97,14928263.58,9215802.363,9339017.449,6052.149198,0,0,0,0,95775.55371,77780.95165,0,1580.916629,902.3126957,0,1321.686257,
70,M1116T1061_2,2.53502595,-0.891577043,0.383553186,0.163607144,1116.124347,1116.123797,1116.124699,1060.86018,1046.40258,1075.67022,28,10,10,3,5,10207230.57,289691.3232,2208.230452,116954749.8,625165244.6,208539924.9,0,1557675.404,7125019.137,1022686.037,144647.092,12582423.57,382006.6068,292046.6851,269862.9932,3126.330349,2047.957484,0,3204160.575,127249.102,436047.4617,3555.870106,132326376.7,27869048.45,416970.439,1505.018946,218612.2865,0,34201153.04,1447.521924,3733829.464,115050406.1,4776336.44,7826923.51,58181333.77,0,5546771.725,1377.333701,0,26117.32115,3945.704667,0,870973.2388,0,2134.374661,165971.8449,2234.556047,5458685.916,2841.385978,0,1824.682705,0,0,0,588744.3634,21497067.86,13837206.07,7998487.404,8141985.689,3675.322083,29176.8611,32795.71438,0,0,139889.0883,275618.9863,5345.419375,1595.313888,0,0,3144.228599,
71,M602T8494,1.758576728,-0.882781065,0.385187712,0.038152133,602.4460144,602.4443369,602.4482896,8494.2762,8488.6458,8503.5198,16,9,6,1,0,5232895.767,225933.7065,1473774.804,19186054.77,4194277.817,3277640.596,710794.8368,0,2508773.83,0,0,1362190.06,0,0,0,0,1464349.892,6143670.54,0,603773.1664,682464.9797,456364.0121,0,0,0,1019457.201,0,820047.6882,7713034.263,5232928.285,0,0,0,1687842.618,7721766.643,94939.39727,0,2114187.253,120282.1332,0,0,0,0,5930575.947,127572.0821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,M857T8152,2.019596057,-0.888014079,0.385417912,0.27117315,857.184542,857.1823168,857.1866398,8152.446,8137.4802,8161.92,23,8,9,1,5,8765945.08,6872183.423,669043.4447,7239289.363,1654164.71,85497890.42,1514007.251,19502460.37,4367919.127,7486296.375,2272670.585,3099700.192,404356.6495,1437849.931,890305.4933,210550.8935,160578.3633,865960.006,837617.1983,3214208.068,4581066.041,105490.9784,2950009.143,16044054.61,1324548.803,626545.504,10511268.23,623330.8284,394069.3997,418982.6202,1911073.915,2874606.272,15726437.76,10603012.84,2325623.55,641794.7073,1343211.944,1165278.636,756473.9884,0,145904.0574,0,25684315.32,734512.9271,712823.4905,0,0,0,0,0,0,0,0,0,7259352.607,1798672.298,3427204.574,4887553.269,24253170.4,0,0,0,0,0,0,0,0,0,0,0,0,
73,M1195T8278,1.699762786,0.880599447,0.385853195,0.017262693,1194.96573,1194.96432,1194.96732,8278.2939,8264.4204,8282.724,16,5,9,1,1,7881170.167,13013142.21,823638.5655,16600828.27,12910033.72,72055181.62,60245.55446,2559175.841,4123925.739,348685.4857,2645402.174,7900409.366,3281366.858,721644.3133,8402480.318,11388060.91,123857.5007,629505.9296,1865889.147,3863801.285,15248818.09,352630.7063,73189349.25,47390670.79,1331492.829,251930.8573,14977494,75776.02749,474640.927,66497.46621,2387853.924,19163945.02,86717161.31,9067604.114,4215888.418,616187.1203,1018013.337,219181.9636,1209001.84,0,0,0,5124107.602,683495.6119,642781.6757,0,0,0,0,0,0,0,0,0,15805295.38,3151613.888,2234127.315,2935175.839,1674520.364,0,0,0,0,0,0,0,0,0,0,0,0,
74,M706T8003,1.510159966,-0.877792118,0.388098848,0.120261492,705.7395688,705.7372208,705.7412773,8003.4336,7990.8732,8011.7904,24,9,8,1,6,13785144.09,8290424.291,620397.7001,100643933.2,1184606.057,17629436.51,293695.8447,21988034.19,7372672.181,84147544.54,2242642.883,6821561.613,128236133.4,9725907.631,63767304.99,17841808.01,2105052.684,2380336.44,23545242.61,7858807.932,21262800.55,856600.6149,8195190.558,41900561.99,5951066.855,181142.9584,4828634.079,476949.5725,25902847.29,192633.5973,86316575.74,33284322.77,12779722.8,22404716.26,18127296.81,9792390.304,14540299.49,884629.8884,4343909.515,401737.7064,130666.3835,105496.7843,30404721.3,360421.3052,5129777.677,3794775.231,4374328.272,1372704.758,6028526.982,4592004.857,16913206.87,12358066.33,15647215.19,10866930.04,57322022.78,19059680.68,136376229.8,112269007,80086972.22,484634.5967,1506445.387,238420.5842,9773074.141,13751959.57,2381626.531,6054192.949,53150764,10058963.35,10273459.05,4367035.762,981828.0097,
75,M981T8191,1.446143086,0.872526711,0.390760115,0.016079101,980.536938,980.5354176,980.5380101,8190.7302,8176.9842,8196.5106,15,4,9,0,2,2727978.563,6768603.419,1400333.646,6062276.617,1362052.005,3160472.178,1956544.574,2069277.459,14288319.52,4891443.199,3993338.304,1314570.254,666052.8028,3185712.551,542974.5627,369173.8703,1880582.347,716448.7327,1033328.243,3114719.79,1624475.528,625922.4845,16652164.53,7273859.646,20550441.48,371112.5395,1605476.925,518592.0502,360486.2719,229886.6473,2202433.713,5459525.794,12867462.57,5514775.016,1684478.737,1256064.465,4563715.36,713846.634,1269735.043,0,66814.29267,0,1332867.917,465429.5325,1743807.538,0,0,0,0,0,0,0,0,0,7873389.209,6413253.871,7185071.55,6473741.8,3575673.607,0,0,0,0,0,0,0,0,0,0,0,0,
76,M1117T1063,2.471165959,-0.874089196,0.392729343,0.165620716,1116.792887,1116.792129,1116.793384,1062.64086,1047.44298,1075.67022,21,6,9,2,4,2081244.164,100640.5177,1289.859548,38014744.31,201242861.8,67796368.52,0,468089.9786,2333948,341993.9495,78018.69133,4031026.95,137895.3026,71019.58163,106768.3992,0,2468.058342,0,1170698.699,40980.1573,182186.3962,2998.251863,43390438.17,9142214.612,122399.2139,0,103861.2638,2322.83574,11998521.22,0,1114011.598,37308057.76,1546770.741,2559250.635,19515935.58,1336.599402,1917873.683,0,1541.92145,20021.25714,0,0,248418.5181,0,2003.409989,47673.657,6663.058287,1392482.998,0,0,1601.485536,0,1711.33356,1733.450012,280815.3854,7169161.161,4540381.142,2768813.085,2566822.201,0,0,0,0,0,119552.239,62125.30031,0,1671.709089,0,2005.486007,0,
77,M442T2728,1.466462883,-0.868255995,0.39346705,0.048092285,442.2445257,442.2440248,442.2447653,2727.98184,2720.2095,2734.98972,17,10,4,1,2,76063240.29,6671762.223,2093487.274,156335244.4,250748938.6,469960789,986144.8532,74267512.14,5103036.969,131680376.8,75298418.11,21918933.27,38143517.16,18895560.18,346009771.4,6476495.222,711426.5682,45131203.49,86183069.61,25025318.61,14884653.03,517572.5739,147705962.8,45679628.11,53505967.91,807068.0864,146366607.8,1610283.799,115190247.7,9554121.844,71372680.07,234053058.7,101498620,5083758.784,117251358.1,1029870.449,46097385.89,15166700.25,883229.9316,13932676.5,29808830.63,112219566.7,160829740.5,784603.7995,541439.323,10686049.82,12816150.62,68410079.75,2685915.629,0,14401201.74,864985.3035,11494127.16,14874281.85,12906595.84,152312069.8,46848213.89,28193975.04,60113878.13,23442871.62,1118803.732,1118645.269,357074.7277,17383807.42,43002907.62,10104396.91,26650252.45,45853361.64,10739324.67,29284397.61,34131955.9,
78,M400T8735,1.891783917,0.864044025,0.393848206,0.065952517,400.305637,400.3052537,400.3060077,8734.9434,8728.5654,8747.7252,18,9,8,1,0,25157290.17,3357074.957,328545230.9,8978256.693,9703834.4,24669256.98,27835010.37,0,11939429.9,0,0,17518721.32,0,0,0,0,24905592.9,9112235.473,0,3949520.199,9753320.743,26709074.3,0,0,0,277480457.7,0,147502794.4,10192355.73,232844312.7,0,0,0,14096411.79,9513337.52,198190061.4,0,71428677.75,15076656.59,0,0,0,0,43034526.49,16357328.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
79,M1184T1073_1,2.212173183,-0.866725925,0.396253105,0.112405408,1183.817643,1183.817235,1183.818742,1073.41602,1064.44182,1081.00038,21,8,9,2,2,4960753.635,37299.60724,0,64756044.92,227141055.1,85693990.88,0,316998.4317,3437536.88,1404994.503,47600.55187,9143685.836,298547.7493,263477.7796,174072.6582,0,0,0,3261716.142,63639.42791,60965.37575,2962.820107,39728067.91,8783622.369,174194.1123,0,34100.81886,0,47819330.52,0,3335467.57,51846661.69,3044519.689,2658289.324,18950683.12,2924.681848,2653706.383,0,0,101149.6808,2114.686689,0,531649.5473,0,0,212639.5335,0,2030840.631,0,0,0,0,0,0,348581.017,5766779.395,2044982.983,2179656.224,5021919.793,3375.984968,0,0,0,0,229520.2917,718089.183,0,0,0,3558.773585,1646.104804,
80,M1183T1073,2.213496693,-0.864126163,0.397644367,0.114448149,1183.483492,1183.482762,1183.483938,1072.86939,1060.73064,1081.00038,22,9,9,2,2,5302067.074,38743.84406,1455.140411,68316740.23,245620856.9,92305982.67,0,375438.12,3538317.413,1476200.511,50691.63427,9613784.668,596467.6786,413250.4315,188607.1705,13643.27064,2146.400747,0,3585509.459,88696.9391,68211.3624,0,43610245.45,9240696.178,193982.5712,0,34723.31182,1352.520975,50083697.97,2810.927385,3418086.158,57015420.07,3310324.134,2887876.535,19751807.74,0,2819667.217,1392.944349,0,144147.7789,1752.798127,2067.371197,513072.7254,0,1888.100403,219734.864,0,2999895.504,5471.757577,0,2658.856727,0,0,0,356558.4248,6125119.781,1626766.343,2070526.016,5382881.591,11664.98798,0,0,0,0,302221.1609,928892.1717,0,0,1111.817312,1941.666396,1877.958743,
81,M1184T1073_2,2.239815078,-0.862830327,0.398407364,0.120229732,1184.151803,1184.151457,1184.152541,1073.41602,1065.05748,1081.00038,19,6,9,2,2,1674684.225,10137.73982,0,41784787.91,152554241.7,56226513.45,4982.172391,175578.9261,2187490.387,902639.6239,14095.44921,5970142.26,130955.3157,216289.4,34520.29248,11243.45042,0,0,1925760.668,23415.90094,19373.15063,0,26123396.08,5684228.268,58884.58227,0,0,0,30252063.38,2358.2208,2233864.792,34926612.79,1965282.059,1820428.583,11891528.59,1340.882544,1873326.776,0,0,34102.88249,0,0,338108.6891,0,0,112672.1037,2426.35817,987422.1241,0,0,2041.008136,0,0,0,113834.9875,3647544.641,1223444.965,1610512.386,3313009.999,6316.875323,38096.2918,0,0,0,103940.2471,252703.6832,5020.714349,0,0,2107.369446,0,
82,M857T8153_2,1.985194791,-0.859458287,0.400598248,0.285785721,856.9338644,856.9321795,856.9364319,8152.659,8137.4802,8163.0144,25,8,10,1,5,12693757.86,9383385.266,456593.1375,9609476.568,2200358.932,116049341.3,977786.1783,25378386.65,5777981.219,10039308.51,1910833.157,4263946.767,576612.5546,1757388.233,1969110.905,321554.4528,280893.4882,810727.7811,869242.6091,4449989.229,6376135.099,219338.5551,3151303.119,21844018.72,2679815.559,718092.2648,17557483.11,423922.0991,1007223.625,332047.7834,2598296.073,3606099.02,19115741.88,13792345.3,3103568.093,1146461.889,1151180.812,860541.6202,1204044.902,0,337313.1707,0,36058151.95,786347.4068,897955.426,0,0,0,0,0,0,0,0,0,9170581.845,3210959.161,4385790.632,6636189.554,31991821.53,0,0,0,0,0,0,0,0,0,0,0,0,
83,M459T5407,1.585144659,0.853427793,0.402444991,0.26727396,459.2798185,459.2785499,459.2802857,5407.00308,5390.78916,5422.59798,19,4,1,3,10,7531589.928,7026860.042,3250156.042,31952767.37,26204075.38,6843148.174,11811786.15,6462387.325,16629109.24,7359593.502,6091782.19,4040254.617,3277977.223,12033782.21,5725242.798,55358243.68,1572699.59,7429283.649,7946392.089,11117194.08,3899975.55,5654004.266,9303894.608,508711.3238,10699254.98,8185735.816,699409.7909,24902546.08,8387682.899,26897858.29,105920220.6,3046220.564,3027962.594,110094702.6,9000746.149,391571.121,67106643.03,945693.6279,806960.5275,36696329.8,1660957.421,5515709.362,11175304.9,2579653.525,74282.15053,30664139.14,44785386.15,25346327.71,18910888.98,748961972.2,95143196.84,2371004865,34801749.5,108607480.2,85600461.11,14145696.41,9763699.791,2026792.791,3079453.656,2104995.92,183814862.9,128879921.8,1971194184,60546381.98,14246905.9,46033626.51,33781197.82,116595296.8,132657599.4,99460771.86,129737693.1,
84,M1064T8157_1,2.427748799,-0.850968707,0.405275931,0.518686672,1063.550843,1063.54959,1063.554017,8156.8338,8140.6224,8166.51,25,9,11,0,5,25174439.33,23714320.4,1238241.308,71186735.62,1143686.97,6291913.317,4926741.443,30469828.34,25069630.55,724440502,21118123.45,7147484.572,5752423.918,16375215.53,40498294.27,52479095.68,1314588.62,1219139.191,4711477.075,36018135.01,10121796.23,934904.0943,17027780.51,33651487.53,6866914.211,851513.0102,86015926.81,975397.1769,14623087.93,2994183.121,6619428.855,17491561.49,7026804.919,174076655.9,15522134,908224.7248,7672555.107,1900072.18,1216497.256,0,1772344.848,0,191984545.7,1562963.736,1114294.031,0,0,0,0,0,0,0,0,0,206495367.6,9107941.317,56791984.71,100928299.7,280906080.8,0,0,0,0,0,0,0,0,0,0,0,0,
85,M698T7954_2,1.565747082,-0.835087216,0.410761331,0.047136095,698.0391309,698.0367777,698.0416583,7954.1862,7931.853,7965.1842,27,10,11,1,5,65170207.37,163526978.8,201070.8556,160213393.7,11189944.19,49789674.66,1513092.293,620217772.2,477155.7055,61397701.38,2349644.764,39900857.49,162727019.4,25568770.44,272744505.4,102429251.5,104263.7248,1067911.084,993830.0963,32354541.49,369825215.8,2274252.081,16830374.46,41223986.79,1464591.549,1195433.53,67295345.77,4663271.178,43734267,566531.8374,137789136.8,76971061.64,174227878.2,62206828.5,76969719.32,1080640.319,5718831.207,157651.4885,621190.3257,0,295239.3671,19551.18485,116746233.6,754029.7802,433785.9368,0,256497.4247,1480432.496,23954.91387,385576.0475,19477.1091,99617.74446,258468.8088,265503.4475,177546038.2,3977841.611,58032810.81,196061503.2,165961642,408021.8317,0,25869.97181,54318.85126,0,541176.5547,0,92621.5123,65335.20586,33668.5198,486131.0568,82521.27176,
86,M1555T8185_2,1.619092271,0.835288173,0.411991277,0.34620592,1555.439194,1555.436965,1555.44089,8185.0608,8161.3122,8192.4732,27,9,11,2,5,8507477.683,837452.076,309188.1436,59342565.51,83694902.75,143074833.5,0,44777412.14,134996887,52302313.34,54258836.27,14483622.45,19117025.07,17506241.47,7523087.813,324177.0688,47616.76399,328435.6278,36400830.18,5970289.919,31193685.95,191072.3256,36528145.61,98528288.05,442892475.2,300693.7302,33888118.75,93579.6198,3515961.85,0,101337867.4,55764836.91,60467813.98,97172946.88,33932043.61,359064.5189,240275119.1,261881.242,0,0,97285.3698,0,116602303.9,300019.7966,144392.6409,0,0,0,0,0,0,0,0,0,57128782.95,43444268.83,42898708.07,156203244.1,101529136.1,0,0,0,0,0,0,0,0,0,0,0,0,
87,M1183T1074,2.166288312,-0.830932881,0.415716698,0.124533192,1183.149121,1183.148039,1183.149865,1074.19773,1065.21432,1081.00038,18,6,9,1,2,2228374.022,10032.27667,0,38091115.54,149095594.1,53673463.76,3967.218118,105703.1807,1960350.453,881444.1517,16779.77718,5901596.969,109237.8301,307646.333,52201.52459,14492.24747,0,0,2184263.17,20312.20633,37884.44595,3339.052082,25524077.4,5632823.837,63302.44733,4611.075427,6890.571631,0,31281834.08,1773.951896,2355730.531,33714158.61,1947034.65,1838003.7,11919221.02,1396.937806,1767957.324,1428.961562,5367.226895,15430.94354,1752.738745,0,303346.2116,2761.803974,0,61413.05132,5371.071512,698683.5911,0,0,0,0,1720.614281,0,189735.1932,3609098.245,1182759.1,1498815.623,3073486.405,12908.61841,0,0,0,0,81510.59926,288398.6411,0,1578.143249,0,0,0,
88,M1064T8157_2,2.377519105,-0.823326626,0.420388756,0.564175424,1063.884388,1063.882026,1063.885856,8156.8338,8142.0198,8166.51,25,9,9,2,5,25601283.88,22726443.32,1079720.938,65827762.42,803571.4292,4757688.097,2495873.23,6344133.137,20283392.09,671113812,27492509.5,6445636.023,5319645.806,15262315.76,41424080.29,48938632.42,299653.4926,661948.1103,4078553.759,33733816.85,9824942.629,591987.9928,15008669.46,30931334.87,7419520.782,825695.6263,82105896.23,896041.8005,12510658.66,354118.966,6162627.767,16689383.55,7033188.293,163909330.6,13969883,629567.7363,6371280.927,843284.5462,581148.7244,0,157910.13,0,204908691.2,1332742.479,1045471.739,0,0,0,0,0,0,0,0,0,188066336.6,8000786.157,62024093.86,92853403.9,261127160.2,0,0,0,0,0,0,0,0,0,0,0,0,
89,M1064T8157_3,2.365831879,-0.815308551,0.424837996,0.557358594,1064.218451,1064.216734,1064.220111,8157.3576,8141.4774,8168.7018,24,10,9,0,5,14699273.32,13946313.01,720939.7959,43706333.86,735512.2832,3154780.358,2618861.776,5058864.66,15967929.14,434773063.7,14946910.72,3978735.024,3500243.352,9748206.242,23151466.94,31540552.48,0,611930.2082,2644037.381,22189306.91,6253259.174,252236.7068,10056234.7,19754757.65,2856170.5,322712.4031,51466153.87,892489.1834,8178475.765,243423.5109,4133916.455,10457150.31,6557760.877,107652545,8874831.134,487648.6193,4067975.767,1002606.435,711825.6122,0,708098.6057,0,123499949.1,1017616.008,922731.1949,0,0,0,0,0,0,0,0,0,123137775.8,5238378.122,34143812.11,61728837.58,169409652.5,0,0,0,0,0,0,0,0,0,0,0,0,
