id,name,fold,tstat,pvalue,anova,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,LTB,PTB,RTB,SIM,T016B1_not_identified,T016BCG_not_identified,T016PPD,T027B1_not_identified,T027BCG_not_identified,T027PPD,T080B1_not_identified,T080BCG_not_identified,T080PPD,T095B1_not_identified,T095BCG_not_identified,T095PPD,T101B1_not_identified,T101BCG_not_identified,T101PPD,T104B1_not_identified,T104BCG_not_identified,T104PPD,T011B1_not_identified,T011BCG_not_identified,T011PPD_not_identified,T013B1_not_identified,T013BCG_not_identified,T013PPD_not_identified,T014B1_not_identified,T014BCG_not_identified,T014PPD_not_identified,T032B1_not_identified,T032BCG_not_identified,T032PPD_not_identified,T033B1_not_identified,T033BCG_not_identified,T033PPD_not_identified,T047B1_not_identified,T047BCG_not_identified,T047PPD_not_identified,T051B1_not_identified,T051BCG_not_identified,T051PPD_not_identified,T107B1_not_identified,T107BCG_not_identified,T107PPD_not_identified,T108B1_not_identified,T108BCG_not_identified,T108PPD_not_identified,T166B1_not_identified,T166BCG_not_identified,T166PPD_not_identified,T173B1_not_identified,T173BCG_not_identified,T173PPD_not_identified,T176B1_not_identified,T176BCG_not_identified,T176PPD_not_identified,T035B1_not_identified,T035BCG_not_identified,T090B1_not_identified,T090BCG_not_identified,T090PPD_not_identified,T142B1_not_identified,T142BCG_not_identified,T142PPD_not_identified,T163B1_not_identified,T163BCG_not_identified,T163PPD_not_identified,T164B1_not_identified,T164BCG_not_identified,T164PPD_not_identified,T165B1_not_identified,T165BCG_not_identified,T165PPD_not_identified,isotopes
42,M821T1061,5.2551667859527,-1.18520554744638,0.251919464254927,0.167714130374571,820.855641837611,820.855042771193,820.85611369183,1061.28102,1038.71124,1069.96884,29,12,11,3,3,15617921.7682078,564040.851586365,2156.75890234299,55598643.8092815,603480374.101188,186541510.437478,3019.01135684359,660829.637188825,28885580.2591379,4556790.40321763,584388.588197413,6709357.92234818,548836.585062272,74375.627661527,1500181.91147272,41748.41561404,7934.15760868585,794.560954970309,1803346.77032812,19345.122612441,2053578.71131788,0,15252936.4992962,12460892.1654531,330610.510545674,1448.8532992697,4860.65158910159,1148.7835367049,40898274.4667204,2464.95802830765,27444375.3060548,43845732.5216941,1607523.45818015,3307840.22054813,23248055.2723163,1057.70566696879,54271507.0868642,0,2546.31979347746,251588.189946845,2918.81239018648,1138.77987231075,2019633.95338594,0,3022.12371746467,244444.569505544,0,1588203.37298932,0,0,0,4481840.20856371,1424.84216613953,0,405777.80968237,14581623.2884856,2040425.00113025,1030143.9479681,5162865.147498,32076.7015238718,0,23718.6071595702,262941.972701348,0,291841.298933078,206605.396166936,0,1928.91405436906,0,0,1429.25918491847,
43,M861T1062,5.24434689170878,-1.18401263792674,0.252406522930417,0.169332840380927,861.118034010154,861.11771069487,861.118584362936,1062.41745,1047.72522,1068.53826,24,11,9,2,2,11233582.7195238,370498.080526172,0,31182794.092409,365018899.300745,104681127.764561,0,890035.62135491,22238054.8482636,2809321.58429355,35066.99381255,4021688.43894155,318882.877136701,23059.275283947,1145349.50660285,5263.68363723866,13459.0226131923,0,1709820.92075591,18023.8736288989,209229.29399264,1250.985032042,10806246.3106583,8403116.46064422,211179.667243214,0,634631.351849542,0,20566998.7723866,0,15408072.7755922,25870251.4203494,804443.101450613,2500482.74029854,16583008.68267,1523.83592311816,36618729.2445122,0,1264.30902828466,15961.0274524273,0,1166.97734666702,1647648.31678208,0,0,60309.5882920167,2898.64834769448,455274.100872753,0,0,0,0,0,0,335593.771322471,9936998.96715401,1342765.39345638,663616.2601647,1884869.24353763,8158.51211022219,0,20247.5658966064,0,2283.48968715821,39217.6119225933,48992.1584183057,2454.34606425502,0,0,0,0,
44,M861T1063_2,5.27548250129598,-1.18389062555694,0.252463709512758,0.171451717977322,861.368712815365,861.368400786656,861.369028044543,1063.02804,1046.76582,1068.53826,23,10,9,2,2,9368184.24948298,285921.745167647,2178.46546600331,29561832.1407648,334781143.599417,95509684.4105728,0,778152.410086019,20380561.1530549,2472310.97859797,33058.0083901753,3593599.24363991,245214.998628356,41441.3029963352,999808.537269488,6628.36568544546,9491.74413932295,0,1485245.92124565,18823.9071760902,190925.444259424,1995.87905722656,9753559.46585066,8109123.74345498,209744.432976394,2174.37700179807,562566.005120054,0,19967693.8265836,1501.64342183135,13852860.0462207,21742093.1854783,770647.419106114,2243312.36252218,15499800.095655,0,34263699.9965118,0,4198.12728102162,3446.69999482617,1342.30564885572,1342.67199960237,1543687.67018843,0,2806.59578538254,17789.0569076367,2219.44480386103,540526.104526951,0,0,0,0,3466.23942154754,2520.37287784911,322494.354276493,9509417.53586999,1337003.71217726,749888.235386699,1887694.58377093,4574.25565849797,0,28885.5717073242,0,0,48628.8772269208,39879.6674520666,5161.26562895227,0,2293.86149907714,6381.47768560206,1295.81150192578,
45,M821T1062,5.17554541435236,-1.18103566337705,0.253519135111643,0.168347616426386,820.604986066299,820.604648405489,820.605368269434,1062.37326,1045.85388,1069.96884,27,11,10,3,3,17545467.5089527,543155.179539216,1138.19222012392,61643467.1019929,680733629.151258,212468978.600087,0,706683.567605396,32843903.3434534,5203166.31212388,137831.368524877,7848564.87786777,512985.672654168,68436.4607893396,1962079.82751684,34051.53835363,2082.37997547851,787.94568728893,2103935.52131953,10560.7118974097,355481.386527585,848.011289110414,17305146.5333793,14511350.0029325,388696.131507358,0,1799332.40359222,1023.64707441015,48301707.2348634,0,31728463.1486131,48640855.9204063,1741449.80159895,3821714.13193607,26806088.6712433,0,62204729.8774414,0,0,53235.1098552173,5059.3598744438,0,2119856.60331073,0,1873.38091797771,129686.011366069,1994.6083420413,1030952.28573782,2289.4841524414,0,0,6569297.96414295,0,0,493715.566072485,16254103.917595,2631965.65795407,1191137.2785341,5947579.8336301,2926.53546802962,26844.9122636717,0,0,2133.31683512016,74053.7244896471,60695.0804832715,0,0,0,1952.15841829732,0,
46,M821T1064,5.00951119559023,-1.17322728988301,0.256520440713706,0.16948368115624,821.106307000332,821.105952091462,821.106720523087,1064.2899,1048.93008,1069.96884,22,9,9,2,2,9027714.72656243,142430.693720721,0,35715600.4019484,375130592.528455,118726103.650476,0,290967.647104863,17656181.0961035,2883617.93387027,25208.3099247718,4260672.56197935,242106.992535841,32132.1215959662,987431.942586687,11785.147814917,5112.13463426369,0,1163824.24053118,6914.60806946782,139706.677029786,1041.99935752734,9638563.82776828,7832279.24953776,213238.236498059,0,775054.005181115,0,26484158.7664738,1650.78124173047,17672336.6847302,29911638.1966443,963807.72266012,2305332.70257571,15703386.7027246,0,34846272.9418653,0,0,180593.521552048,0,0,1226548.17343623,0,0,92912.0738032173,1794.61351931166,1160508.9703147,0,0,0,197253.529023906,0,0,312495.119107552,9600400.94650567,2873454.77001921,1428155.08173612,3228059.2097447,3680.35148854015,0,30428.5670266501,268885.972811841,0,365077.273393289,230479.262255481,0,0,0,0,0,
47,M820T1064,5.00275465860114,-1.17164515950846,0.257129719451421,0.275046054569528,820.354278401507,820.353681715441,820.354450533229,1064.33457,1052.95134,1077.1182,24,8,9,2,4,9185915.39774345,175252.633560206,1161.19530132702,38881887.8192429,419859773.012176,133858828.576884,1442.80395661594,236109.89293885801,20545963.6034503,3338684.64870699,73316.4127594754,4810440.0399049,274525.429380578,24175.3675371582,1060159.73390432,3680.93582043843,10014.921322448099,0,1311112.13300385,7546.82232514572,189319.61612903,0,10852906.5620989,8986666.68612652,245432.564110795,2162.00789024078,0,998.97493370081,30063045.6600029,2076.30515116759,20557682.9620396,33670598.2208506,1088010.70450522,2348831.12643065,17072239.124951,0,39605222.3592049,0,1241.72122016514,18828.6070519653,5557.31449191827,0,839821.336169056,0,0,46792.8161656823,4040.37642976103,673789.700735118,0,16853770.2043343,0,65482421.7245569,0,1666.0916625183,367115.853911129,10209470.0497291,8377001.80829188,3350018.11699785,3473636.70591201,30267.9923734424,24227265.6134251,36979992.5784506,20060881.2614588,2083.41187293119,42535.1946993607,33831.3916275774,2740.11645601698,0,858.404003466798,1472.44307090372,0,
48,M861T1063_1,5.07437601864077,-1.17031170733301,0.257706351450779,0.17669149864618,860.867333152948,860.866489129972,860.867759477435,1063.18104,1048.93008,1076.2827,24,9,9,2,4,5553978.31197877,75389.0640773274,0,17677391.0784425,215442248.854778,62368027.391571604,0,512054.278138933,13973115.484452,1658766.72546961,18090.3360559855,2231786.29933593,138157.888940095,13899.1110093223,630989.125571525,7285.46780465156,0,0,984604.615481904,8385.2508512112,120150.352679958,942.299955065192,6224184.76029036,5242515.39257562,111667.710188114,1443.78136315998,241596.567144566,2520.28580043848,13628034.083171,2878.29997692322,9305440.68074063,15311689.5590472,496446.700270832,1373981.89552578,10064811.5439155,0,22414747.2136092,1583.73105462314,1312.83123385009,14506.8342805003,0,0,928918.467810719,1152.09651408067,3324.6480005595,15331.5941336718,2024.90753657142,265303.83426525,0,0,0,0,0,3096.93476486795,189748.419660939,5978564.12549914,2504224.67884665,970553.954452875,1259020.40429251,2050.41496434464,35430.6469731181,0,0,1710.78073456641,19799.8589844485,0,0,0,2249.74625117469,5008.45999399859,0,
49,M1196T1080,3.1848407278966,-1.15422626232265,0.262980065788698,0.104219037392805,1195.65665901909,1195.65623287975,1195.65716884092,1080.35262,1065.4869,1091.04498,28,12,11,2,3,24313357.7282466,1256626.15550396,0,131138660.708296,283856471.052694,55365232.5779529,6790.86729768917,2291693.764585,4699779.11101283,6621830.10577022,338018.547336433,6017429.57184866,1003897.76616552,2412661.01044867,1881068.76401491,108686.202021903,0,848.525349355952,1840068.99903233,440313.669152887,107980.043929508,1612.35227651189,38648928.5163314,6852870.53304296,2397780.36065503,0,0,0,11902075.130846,2150.94766219357,8803359.68162793,26968196.4556642,3209699.72669525,6288212.65212322,56222503.8454688,0,11772359.9062905,1227.54020522019,0,2444325.79012814,7774.44110056711,0,2096685.61603164,1232.58515534459,4656.40465535436,561071.189810718,0,7113590.80288134,3777.39964206145,0,4304.3035953036,294294.602837969,0,2183.12007722644,1065823.41263927,16139276.9508386,7390698.55225133,4824796.88845931,11323721.0548301,94945.5240253365,0,0,0,3245.66472378276,2835108.12332999,2227083.44280708,4101.47952839178,1810.39551276061,11607.4631040139,1961.03418132225,2878.25054490092,
50,M388T8341,2.05606466394861,-1.14243670656499,0.263655437076014,0.00918976145119049,388.183353188559,388.182192898378,388.185930878182,8341.3794,8323.971,8350.4436,17,6,9,0,2,1250772.10726735,199724881.632681,0,10649349.2244236,2212390.98447386,339130.909216401,26106.7115754682,3750550.32357484,352092681.25111,806967133.463562,1382699.95092007,448083549.377295,1046136.14898439,454767.703739844,324634500.564899,267837997.071596,54896.2352733572,0,1155209.61546301,409819192.14938,5650296.89707559,0,321835322.596357,30438675.4969002,609608.421011232,198693.498346407,196425089.868343,27349.2048164074,330435.664194869,142407.232477793,22149.5550078272,107604984.354765,48834568.2660791,53342941.8544826,815710.469608586,0,13396275.6076875,0,0,0,16328322.8340345,0,4912372.82951747,0,0,0,0,0,0,0,0,0,0,0,4555505.470439,14884581.9154319,58330945.7110477,160741.570454234,0,0,0,0,0,0,0,0,0,0,0,0,0,
51,M1494T1084,3.46496644632851,-1.14703158909577,0.266053143709118,0.12910518472634,1493.56742619887,1493.56686285568,1493.56808991981,1083.63687,1073.99406,1091.04498,20,7,9,2,2,10310972.8101542,102347.511473233,1542.65605912515,54637462.5671638,129932147.975704,21910710.4607628,0,393177.281931999,1428838.8634928,2794385.94687323,59989.3632396193,1963011.88886496,323632.65695071,834036.271840606,287980.528025061,27037.8406464136,0,0,701099.010456948,43767.7421016914,3081.74979012741,3364.86412441405,12928055.5613743,2252973.86136437,1075008.29521826,0,0,1521.99349402477,5446923.53141849,0,3899669.01150893,10016353.2775917,637499.469701463,2530189.74761767,25394877.1399489,3407.96927102033,4292635.06956775,0,0,805805.609018484,0,0,556939.164298332,2478.00236779344,2279.71623551758,173948.742507773,2720.86608851091,2905420.86297999,0,0,0,234337.489016087,7946.37661305287,0,504296.498040987,5817117.45423956,4044177.43345361,3910043.46331563,7028181.14710153,350841.328668788,81518.1774880375,0,318062.512680733,6577.44173197046,941766.923617866,476721.52051271,5387.27797136419,0,1268.86945039405,1954.10022827258,0,
52,M690T8091,3.01472904871938,-1.14619954022836,0.266821176133895,0.246914932390786,690.387824187712,690.385219199779,690.389136765897,8090.6334,8068.2522,8106.1764,29,10,11,2,4,920755.050328546,48641908.5623918,299045.851173047,18455536.5950269,3491596.20523948,11765645.6885055,689180.64996601,172689478.534887,1858514.85950844,11083038.5885739,1972556.16460117,19951800.7571234,2536674.24802557,750764.714865628,4323746.1338012,439888.519438678,184974.863914371,254814.157307894,2206219.27131504,3681853.23998511,14829844.340736,141740.588533801,4600466.27071082,5216265.6975261,424693.100846108,87333.0691349856,14284105.4573057,132073.351506387,944417.972742064,236163.530226559,2450680.5466839,2967710.60604496,20322474.343103,13121460.458643701,13808075.7476682,158654.828024037,1412973.49878003,467639.281864497,318239.77075247,0,574753.240700306,0,18736610.9019214,315508.98311415,163947.682090409,0,0,0,0,0,0,0,0,0,37056653.1385446,1741284.35544335,4130271.47805976,34871101.9431653,78691133.6497997,0,0,0,0,0,0,0,0,0,0,0,0,
53,M1196T1083,3.2493578400778,-1.14368748476123,0.267234107684862,0.111532760996896,1196.25779940191,1196.25703434366,1196.25841806392,1082.94576,1067.25036,1091.04498,20,9,8,1,2,6756594.34505504,95727.9527433251,0,28963096.9700946,69502023.9749695,13180951.7757979,0,645995.200619518,681611.546122579,1651103.51539834,13896.716463853,1402912.10234281,140459.073369833,353001.387904688,223031.596383127,18688.1171293945,0,0,358002.002119174,44724.7647166764,1643.13570178517,1341.10192128463,9227608.0536394,1249665.42639913,320433.533904739,1958.52917834692,2983.94838486246,0,2916569.73351297,0,1936630.9362633,6313962.53044097,652267.316182168,1547098.27766888,13472349.6904027,0,2767667.30905939,1529.70076504858,0,333376.384737938,0,0,720432.668139937,1239.43175046167,0,41127.4317120196,0,756170.510124965,2111.84753365508,0,0,0,1822.82711365665,4196.90110839421,230868.66694686,4136457.85439298,2250237.08790827,1239196.96573201,2504322.05809069,55493.5586656343,0,0,0,8495.27078128549,420774.590413561,265662.501373314,0,0,0,2302.37749303453,0,
54,M1196T1081,3.18925391244106,-1.13089095660269,0.272454305013756,0.116753546207843,1196.05748323017,1196.05700899144,1196.0585719728,1080.79149,1063.68018,1091.04498,26,11,10,2,2,11020485.6853902,403715.620437727,0,52920603.3538005,124299540.876113,22716182.1758863,1661.84612328313,1090629.03538935,1834461.23169524,2870473.83251697,119044.943181082,2453366.23307935,346557.200787588,322481.606963672,418814.421996033,38776.6023348144,0,0,595738.186191311,118936.632228351,27354.1509425545,1349.999149931,16740442.9273913,2746941.60723593,962146.352114813,0,0,1215.23127626549,4765132.93600677,0,3709374.67686103,11002149.7182945,1391019.51942744,3016202.03845036,24172297.4206736,0,5295667.16838629,1611.14683561931,3877.2955991409,1007790.31032773,3014.2918023314,0,1335434.0609641,0,2488.12296668922,171178.557078382,2691.77458547808,2763069.9289361,5620.32840394201,0,3443.09086628092,0,2082.96523593525,2936.8737779293,464262.890481294,6794019.32255499,2904846.94284574,2528979.97704518,4915414.53423301,19106.9834839567,0,0,0,3144.13519234796,1364497.95014619,809979.237056055,13620.7107371921,0,18206.1005396332,10079.2723822742,1737.71472382212,
55,M720T7754,1.53372013296612,-1.11474638926617,0.274514941599156,0.088544890880267,720.36408158883,720.362165690589,720.366563275467,7753.5963,7738.2114,7769.3592,14,9,4,0,1,2017215.22985503,4396598.15546376,476415.582398334,15668870.5609809,1263393.28518614,1492250.74753975,11822020.7258505,2802340.82114501,1067859.15241845,2660141.64803549,751372.47326309,4577450.45102377,1009367.84955005,2566301.40299588,2666055.565261,710929.86833589,4222498.25372967,13935563.8811517,504375.505019906,2199411.73122949,9222519.2896280009,1644240.65112287,7720234.3468989,6425538.7731347,849728.072094419,888212.163725567,1119234.97131051,315356.367812888,395096.174630681,1709273.65880642,433568.664116176,6156137.87327363,3053328.95669236,515622.498854946,3580312.00532747,1586040.58741503,3784829.30632364,1831989.73725335,917215.132796346,1333657.66950006,1680831.13153385,136220.015495278,1180835.55456753,645062.4902277,1040142.35002848,708048.579810934,151804.460853046,10309078.1332878,0,93100.9057828164,96336.8871738027,158849.660749998,112115.105403943,25016.7522363288,1127139.23516653,11248526.9590502,553717.89861523,3727213.52130256,1761339.84227002,420577.940826002,1518695.03780252,0,385749.968960361,679924.311087376,608272.355036716,8671905.67159588,194917.856021487,296629.140435061,764186.619149026,0,0,
56,M1195T1082,3.08521875417989,-1.12355940217008,0.275394674007801,0.112862613646305,1195.4562159666,1195.45582568378,1195.45674345849,1082.11482,1068.29136,1093.14654,28,10,11,4,3,30436703.8016586,663123.784734804,1306.0563242951,143209811.492591,335115613.433425,63642391.4551247,0,1821295.29247821,4718320.94844003,8381650.68605533,342475.174725793,7184018.56090613,1263595.43927179,2885311.16613471,2182327.55980571,103525.671491313,0,0,1994212.89038222,129512.051474267,98830.9363258971,1376.88291735534,46363291.1058432,7714530.32036122,2811863.88671335,1810.99847466297,3796.43714483412,0,15461851.5665068,0,10589637.7361952,30329165.6955135,3950295.24093585,8176099.14933592,67478319.6729267,3603.09163889834,15794070.5635474,0,0,1788090.0976125,0,0,3672065.23404146,0,0,698768.971821793,0,5810686.99141361,5288.89614716191,0,0,413806.344486481,0,1891.16283621168,1477435.84551419,20581342.3651716,9624222.68701871,6262127.6682104,12561332.4731919,96125.1737196229,49047.1549283325,0,489819.556237746,0,3071246.29451727,1803816.23132591,5424.64874488136,0,0,2380.31808626382,0,
57,M1055T8061,1.50814038758824,1.06895162931422,0.292628047954106,0.00423506040711918,1054.83441607423,1054.83241281318,1054.83611713981,8060.724,8042.0148,8068.8978,21,7,9,1,4,2286059.91746108,82618871.4669821,923917.699709215,34027822.3034464,7568264.56607479,15560504.0124076,487405.015325009,56383597.2071281,12105172.4877066,11148378.9595937,1960918.57782924,13492654.4705269,7054109.44529671,6850375.12580115,16625332.9529373,2958465.09103924,211468.174615522,654006.081727551,15715618.867931,64388934.0150095,52095008.3597814,822516.288257217,13159720.871282,43758090.437596,1799661.05113784,567971.831858177,49995656.6239549,367081.769357915,4624198.818626,264047.092650013,33310710.7924619,26418053.2504029,36559192.9144795,30526584.4523105,36630308.4308703,594282.258733637,4340075.84743379,814630.725725756,714915.068253772,63513.0414005426,104876.211913331,50776.0885530626,39867090.9941542,676590.967906714,567517.998668606,1005144.23198437,1020920.79539959,211053.486641234,1786017.39520193,593110.108893566,1450905.40063238,884993.300516982,1487730.24636741,1316289.95516777,47736456.8596025,18155958.6321269,3091839.66532315,12691477.2143533,11500406.6957524,1843879.17748697,29274.4920882423,56493.9485244133,1037516.13393136,3743326.88973568,444858.657620451,95260.4020789798,4490085.84495359,1590567.83907271,1667873.87159871,1299161.02130493,744145.416363813,
58,M1344T8300,1.80264740565248,-1.07858645135985,0.292898514784721,0.00522317834806997,1343.85238129237,1343.84968484703,1343.85398446573,8300.1345,8285.466,8307.0582,18,6,9,0,3,4595303.63073593,20586762.0985867,607597.090234746,14379588.8403188,78607748.7770318,98033328.187099,140116.922812494,27980053.7047504,20512775.4308866,2461757.50645669,9156098.9001021,7265588.4380705,1565396.83775909,696825.124415054,8740075.60183612,3230341.40841471,610262.986317787,865391.741245955,488030.034391052,19842617.7840447,8630216.45186587,406392.49543548,17876959.0498107,21595488.6482156,874302.557420539,632163.956253091,19004957.99455,177496.388103471,278705.786694578,200611.275957913,17712273.2687322,10088663.9138661,30491760.8336589,12803013.3205842,4870913.50148085,466752.481369478,873776.478520288,935623.711689326,523913.091208606,0,0,0,9903701.42465565,1158006.5823755,540331.046847129,0,0,0,0,0,0,0,0,0,9593303.25741961,1866424.9066139,4237824.79402364,2381633.69716366,1639606.45355126,0,0,0,0,0,0,0,0,0,0,0,0,
59,M1167T8185,1.74272464583764,1.02396510458647,0.316680210128554,0.480567373318987,1166.83247187743,1166.82926506452,1166.83413009147,8184.8955,8161.3122,8191.8438,28,9,12,2,5,18541696.4661161,2901741.22420879,638187.97901079606,107731357.79325,77230622.6322445,143463920.52939,311181.303615789,58639798.5629459,218970474.350037,93923528.6783732,110128080.265854,24614596.3297481,23374823.9149655,36339270.546899,23675454.815702,2935538.60286139,120305.970339581,676073.216981845,35245829.2631251,17742714.6803074,61938134.9744946,379911.214218276,64341711.3289755,166506549.879263,640040500.446915,240581.417499248,52383669.5051524,299575.302610619,16280426.8768119,118347.43033575,185317864.525612,91941816.0537836,101687952.703195,149089117.036562,61581607.6385404,373322.234146872,475112189.087641,1106167.67790896,740174.308818305,0,95617.740807102,0,227070032.03323,467570.424763888,555131.037200704,0,0,0,0,0,0,0,0,0,133301266.390017,74616592.8167021,74621560.1852988,296128005.236004,176956071.021729,0,0,0,0,0,0,0,0,0,0,0,0,
60,M1556T8187,1.88834974773073,1.00562882653716,0.325918224901368,0.356200754720078,1556.10824845838,1556.1068504311,1556.11081887662,8187.4638,8168.7018,8200.2516,24,9,8,2,4,6848162.37638566,1272274.24979079,240114.293539952,40034303.2347846,60526214.0698022,103554400.201212,0,32717690.6955699,96382838.8506905,37618822.2147606,49385965.0258973,9766630.97430077,15925785.0280197,10956740.7000529,5543066.57246413,219081.900758167,0,573441.842968933,14452288.5525466,4252283.17614578,20119846.2400858,0,26742313.443751,104185305.184586,391065532.390895,669157.377155649,9408395.44763789,242377.58400821,1361790.17290778,0,84697626.8904643,38588862.6098762,64921946.2904613,103925483.222951,25332447.1714313,514998.072009635,210600472.162839,759224.16567343,61788.4591512781,0,9693.94567824074,0,83218315.7182225,200666.564972371,202222.56779609,0,0,0,0,0,0,0,0,0,57179369.4451959,31160628.8149659,39447143.2211308,148412199.260612,78137594.2588312,0,0,0,0,0,0,0,0,0,0,0,0,
61,M391T3365,1.88654481637178,1.00046180640199,0.326667557392192,0.00845799601523192,391.193231975462,391.192150934046,391.194146568411,3364.92366,3346.03932,3385.00848,20,0,0,7,10,22037336.349944,444056.522747576,15584721.7203942,66873853.9270733,702254.977414721,485703.762152585,4678534.40858655,11084771.5848402,4641463.93959727,2157794.48350592,5350789.06129154,325994.084316946,469264.774945442,911232.11622112,5038765.30419284,4192414.41039592,19281555.2531678,4905126.06373733,102337785.473521,1522814.63173176,172680.7072343,52705793.024139,9885282.37567742,650466.219756933,92240660.8385006,1139309.42135496,1027779.19785643,11133384.6654516,4206976.59757629,22273437.7974704,747591.384360829,2790161.94377521,167297.462866693,1557883.28916407,4760168.0336418,9819074.49835722,2148866.76497719,4662690.89077745,13535932.2713522,2909738.34160407,34579181.6986794,33303560.4781357,733828.50327562,2768803.34704608,7514078.59109228,686117.784020846,135314482.378782,74450870.3615743,72868298.7396084,78554016.9816069,103991583.325989,160990838.994458,102619700.481642,143922884.462951,2855159.18465499,1140142.7500845,3579079.75183703,4514439.1450966,2917362.43003306,49523857.8032309,11947538.4143925,3145218.03538928,96637532.0541306,230975708.062023,2568162.87612557,1682935.57556281,137663894.456333,92298784.591037,88353023.377384,19194432.0631394,92780848.5918356,
62,M705T8007,1.55855792651597,-0.973687707436945,0.339174251033343,0.0926625787511317,705.405090244974,705.402248279473,705.406701694709,8006.7717,7990.8732,8021.9172,26,12,8,1,5,11973913.747839,6757187.40945917,572846.037701351,85930787.540775,1273344.94566372,15424719.407219,12116776.9526984,30087626.5623997,5193367.02428245,70660542.5010728,1700202.45159441,5405820.90810536,110698922.007024,7911884.58978359,56720985.915506,14688849.1707453,290977.513083008,181977.42146069,14914021.4511693,4508587.51963786,18261122.6365483,1039152.89527443,6922448.02040228,35335148.1125894,4430516.06178902,329507.940646903,2470797.02461792,1076065.63230462,22192631.114456,5901073.86907647,74406011.0047388,28518787.9631427,10477062.6372064,25092284.6308862,15867989.7049562,9023213.52313037,11994477.5121177,438886.432276195,4243153.82213402,2104262.1402962,1359210.01675341,121273.102942813,20408734.872785,309532.299642998,3638061.52896623,430533.52741307,922063.924969806,930560.515549474,713318.675149196,1213410.93547253,93064.7531005854,5508529.09810026,1521865.53601432,62901.5216952612,48833175.8456432,14793275.3318367,116364203.567756,95865862.216163307,66235831.5528689,186611.512408711,3470823.93655423,72569.667512732,4213370.83782139,2307985.74702188,950968.878112296,3291834.36033946,2050021.98310539,143215.659109052,1701234.99814329,402109.280414012,66703.0020839559,
63,M1327T1145,2.10022254915129,-0.955324459416124,0.349688667256753,0.146357052617775,1327.10274363561,1327.10166112729,1327.10389779551,1145.27244,1121.84766,1155.34002,23,7,10,3,2,2620350.61308365,61237.5442712648,0,43582790.6684987,52820175.2052917,19769868.3756033,0,601184.392010703,1412432.97795983,4755482.79012945,17811.651453338,2754806.50358869,133501.299391479,1468887.10189209,457296.126467869,17957.4909939877,0,0,742179.518104121,94247.602824821,0,1934.1398551322,22118260.3272652,4051821.50658415,1004621.25728308,0,34133.9348038808,1507.36990821984,4422296.39809093,2296.98082905427,2271720.11980479,9963974.05782807,710943.025285066,1231383.39171943,15470488.4607564,1981.02529252609,4846716.96099261,0,0,129722.053647884,6559586.61708314,257046.72488231,899853.972926556,1510.8599840575,0,24479.6937161132,125451.140955667,1242702.91505699,177317.608306926,0,0,0,2186925.83517022,6761.3729503521,547011.229883697,7459859.4369734,391037.623135867,217915.983272559,3113124.53608594,14647259.7581765,0,0,0,285139.739776545,0,98935.8206621139,2568677.20280813,12653.2943354077,52106.1819953101,15208.6818400187,6704.2957761539,
64,M410T8505,2.3425534840307,0.935886011083351,0.360954132132851,0.206817247224242,410.289859461416,410.288802880824,410.29040112838,8504.6541,8492.0424,8510.8074,22,11,9,2,0,1948232.05885427,1233915.86527408,12949055.4871692,1784156.86768462,1635311.43352583,2774875.95786106,11735254.3196405,0,3653211.78821877,0,0,1939480.86903323,0,0,0,0,17196330.3066026,19354268.7488836,0,1403525.7882795,2227125.62063699,14790034.1685061,0,0,0,11589348.6864201,0,9636004.5151536,107423881.624473,12604616.2782276,0,0,0,2850474.45234594,1667380.88194518,14319773.1847857,0,31552961.4575181,8599938.92434926,0,0,0,0,16715376.9697738,14441435.01367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
65,M821T7956,5.20927216457304,0.932896905369635,0.363864219080511,0.525953219692396,821.117753688734,821.116745603401,821.121686671879,7956.1287,7940.658,7962.5802,18,5,9,0,4,5917016.52964583,7701623.33869732,5896418.86419877,27227734.8837818,1506469.2059859,1652150.42202015,1030710.63951892,24046928.649363,1586242.7033463,5881960.38841351,609952.154619707,10162932.9717663,23320465.2186348,4144413.73820231,15242725.1447645,12469976.1991264,1620162.49153058,3706101.99762825,1278508.30305104,13619712.5925883,10135138.4667407,4558035.4228995,2840089.18858439,2291001.32602949,1646930.94657365,1041197.0765175,3358577.41423554,410654.296806685,12961638.091236,231434.338016134,9314915.68676597,12422234.6473147,11556874.2763348,4595903.88740401,10144397.158166,698382835.787968,1551872.59478118,535289.315522825,412883121.662744,0,62710.4628209713,38805.7501609243,19879412.7931622,1122659.95578516,187757492.532041,24031.5448640629,15346.6629229984,2449478.71384478,0,129134.201570227,79372.5442166044,21072.9692638024,1179499.6365749,330436.475167553,10667029.8249911,593360.55094381,5102769.57816191,18326600.7346216,12862667.5719737,478456.75736456,288579.052337616,0,30606.5430624142,60738.7802432541,282028.936411968,0,0,587234.070815033,0,0,414625.012414053,
