id,name,fold,tstat,pvalue,anova,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,LTB,PTB,RTB,SIM,T016B1_not_identified,T016BCG_not_identified,T016PPD,T027B1_not_identified,T027BCG_not_identified,T027PPD,T080B1_not_identified,T080BCG_not_identified,T080PPD,T095B1_not_identified,T095BCG_not_identified,T095PPD,T101B1_not_identified,T101BCG_not_identified,T101PPD,T104B1_not_identified,T104BCG_not_identified,T104PPD,T011B1_not_identified,T011BCG_not_identified,T011PPD_not_identified,T013B1_not_identified,T013BCG_not_identified,T013PPD_not_identified,T014B1_not_identified,T014BCG_not_identified,T014PPD_not_identified,T032B1_not_identified,T032BCG_not_identified,T032PPD_not_identified,T033B1_not_identified,T033BCG_not_identified,T033PPD_not_identified,T047B1_not_identified,T047BCG_not_identified,T047PPD_not_identified,T051B1_not_identified,T051BCG_not_identified,T051PPD_not_identified,T107B1_not_identified,T107BCG_not_identified,T107PPD_not_identified,T108B1_not_identified,T108BCG_not_identified,T108PPD_not_identified,T166B1_not_identified,T166BCG_not_identified,T166PPD_not_identified,T173B1_not_identified,T173BCG_not_identified,T173PPD_not_identified,T176B1_not_identified,T176BCG_not_identified,T176PPD_not_identified,T035B1_not_identified,T035BCG_not_identified,T090B1_not_identified,T090BCG_not_identified,T090PPD_not_identified,T142B1_not_identified,T142BCG_not_identified,T142PPD_not_identified,T163B1_not_identified,T163BCG_not_identified,T163PPD_not_identified,T164B1_not_identified,T164BCG_not_identified,T164PPD_not_identified,T165B1_not_identified,T165BCG_not_identified,T165PPD_not_identified,isotopes
132,M994T1066_1,1.62385382494763,-0.554878228636225,0.58425207849118,0.149586043118387,993.74485552994,993.742865628565,993.745030765668,1065.9114,1056.9747,1071.40386,16,4,9,1,2,269355.432723179,1917.19061020878,2645.01011338103,20763524.268703,81923368.8886509,30106203.6752254,2581.73683962792,5378.8835303935,866803.288873268,103180.495451355,3047.96729588077,2027709.31925329,27612.0177970642,8477.64371009817,0,6133.83284525269,0,0,291254.536604998,1088.10832421485,19126.5337432407,4094.34589914859,15129093.6116885,3120306.35772867,9172.99100748169,0,3322.7544726199,1198.00368933491,12144187.8428307,3468.43814153655,669269.364087008,32904765.8014986,535675.851539195,2263503.61870959,16718753.0721741,5729.00844566045,1127289.8477072,0,1665.65764645647,0,1829.53868341482,0,86394.2050550023,1123.37885757972,1590.27736305399,0,1992.90779386252,42533.4999923262,6608.24322329524,60798.0822961294,1508.61252458868,0,0,1482.45144320304,92474.6477443502,3145076.56191207,887533.613493192,689953.512874661,1783373.0826067,5569.6757446418,193182.601114676,41287.055913409196,0,0,10609.1327438256,10284.7397146079,2479.9382887673,1813.89475754186,0,2350.22028474802,1634.54703996289,
133,M1257T1042,1.60781739814472,0.550849961279909,0.586293225247649,0.327541185888632,1256.6739066203,1256.67306982402,1256.67472622686,1042.46958,1026.15594,1053.49242,29,8,7,5,9,3319644.58366314,440684.226950669,0,25745809.0677516,30786102.5742234,5916613.25661682,0,211276.241685705,585446.998199516,961263.530737669,62346.2686318255,1207567.04041382,131939.24745517,945167.565040209,223055.930189934,26780.4578777782,0,0,418779.44177398,224759.015981235,25819.2240228953,0,67636707.7707965,12231461.4359049,661321.559419191,4133.92077760978,33837.853502578,0,3061627.98869239,0,1790664.4946573,10730722.5342807,399067.292009649,2115869.26033743,14118767.9048733,0,8708102.71690259,0,3446.79450689657,1401398.83485118,1926.07064909796,0,657693.750044912,2806.78605382222,1590.9117858873,720698.751504563,4576.57375599105,1555458.35279278,0,3543372.22110563,1702.19590520745,1556991.32796577,1843.50137216406,1555.50053893167,306637.721369364,9784956.23825302,2037259.60007883,1102714.68016385,1150733.25270668,8379.42340250974,4585695.10255908,958848.767208211,2529281.69062298,0,2428168.04344495,3239880.60089476,3118.42949853951,4612.68697596985,1099.9784156895,2063.0986993789,0,
134,M1023T8255,1.36933218979244,-0.551521018692384,0.586375877482887,0.168412360466781,1023.21385669963,1023.21238470533,1023.21654686302,8254.5444,8239.0746,8259.9642,23,8,11,1,3,20938279.2352027,41713439.2213879,892122.738258917,224011951.508153,94783579.8729112,335453092.375046,99032.9993507774,12351500.3267951,82678003.5301157,2011717.53593957,8330179.98080788,10595868.349502,5353718.77012228,973250.411258544,12912092.0534522,13358696.2630343,127249.563630684,323468.165805061,27515775.5713755,9055469.14921647,61482846.2516895,351644.280713835,33014184.1878646,65916189.2669729,16910100.1292083,371797.59725303,27161205.3766177,249207.577497065,4473186.48125068,128523.883188404,139586731.632556,50686497.2107812,126257203.474051,55249572.3916421,14230322.4615275,447152.76185053,5797750.77663294,245993.352423196,474345.849933228,0,76587.0295738369,0,242827559.510933,273678.791612275,475750.834018275,0,0,0,0,0,0,0,0,0,14822711.0879983,1397297.34065984,69456235.6429744,34464616.7536889,30481153.4060163,0,0,0,0,0,0,0,0,0,0,0,0,
135,M1257T1043_1,1.61681382257332,0.548767482803869,0.587741998127817,0.337813978109656,1256.87428496602,1256.87364498511,1256.87509297813,1043.00334,1035.26946,1053.49242,27,8,7,3,9,3158825.28017608,233317.237286355,0,27841984.3775818,34749978.8916962,6509376.36845439,2515.65233431404,216205.644932359,548342.484359768,1033771.21242826,31095.1161663577,1400321.12009822,144619.886369454,1422101.89044052,432021.224549108,35199.7738616383,0,0,452521.934528684,223064.009871909,25857.2414353683,0,76315886.6983485,13100376.5729332,628256.964349884,0,52311.2273403298,1372.06429307363,2856169.93443996,0,2161874.78201238,11705718.9125217,448924.578294681,2395170.55621234,15355413.7789189,0,9818705.45940872,1367.92429012485,0,1890181.72176513,1950.38665184112,0,815754.5226419,0,0,956513.602341683,0,1582752.69514891,0,2937967.84652845,0,873605.322420266,0,0,336666.499870552,11315260.3589018,2105837.1224412,1258380.55529782,1596076.89858324,2126.86415402343,4509879.70872113,1379159.16519922,3583857.4414919,0,2534425.55412926,3897400.40631836,0,0,0,2031.12050406588,0,
136,M1257T1043_2,1.60443635794313,0.541965573883385,0.592328122363349,0.336861141558404,1257.07469643919,1257.07398467382,1257.07613034493,1042.72878,1034.62302,1054.87806,30,8,8,5,9,2724582.0724067,205821.734670194,0,24594764.9798436,30108479.0353573,5573066.91098143,0,273448.717613175,518722.770343766,719065.047667449,72771.8475014645,1293799.22787402,125616.174371351,1302609.47023517,356967.48727912,22787.1560249936,0,0,424029.786081012,202532.944725352,37599.2052710437,0,65948551.3183137,11132163.5346646,442299.048596822,1856.97747688438,55091.697069407,3355.55932989297,2568186.89757149,0,1873597.84347317,9985322.12582112,420879.682966541,2136394.11173116,13695930.0287876,1408.89292336915,7977192.37704817,1949.9576468,0,1713745.94702948,1538.56847812573,0,669896.402804231,1263.96658023282,0,849528.168418629,2610.31853185411,1514873.40052775,1575.55298077546,2427326.18895352,6762.43860767916,993457.220306716,2016.94797879565,1506.33617675643,282941.969336867,9131400.98167238,1874786.97495095,945654.884325743,1325242.34232061,0,4814179.68360809,933125.840774602,3512407.85247139,2735.55382784871,2353834.9681845,3524663.60847921,0,1727.23223509278,0,0,2985.2679072263,
137,M864T7889,1.20115418242061,0.540676666686579,0.592350072207218,0.19057395721242,863.714786491181,863.711954240688,863.716365261781,7888.713,7874.175,7900.3296,23,10,8,1,4,53918614.9023,44938783.1283502,676171.461771928,23152560.7587119,13269903.5379599,35380256.6792605,0,6905705.4315372,6269890.46644595,13543880.9338214,2670915.70193498,16577760.2934769,4673198.98510666,32563988.288638,14433803.8472875,12636784.64025,541200.935079026,2044789.27520077,23678655.8070839,14043337.9602136,36731332.6278377,60025.6399668615,14918328.3884933,51865217.9167995,3450983.30343219,430290.162106233,19660034.0656892,413742.597441331,20576224.4306792,333202.314597217,2992490.70419511,55786782.5153188,8704819.66369827,43185250.3424736,41318692.4582183,3216456.79942014,43711197.3750774,738084.745976137,1829722.47597623,1767340.94505025,382332.868661255,771433.023764367,38527591.5288841,701397.173657145,811685.100968618,456137.28098865,77932.8113216664,5435666.76837098,24976.3473586963,83787.1559482222,105145.544467335,583090.385679783,491389.065974972,236967.441122936,59350270.6733643,26384200.2537907,33664154.3099446,65238488.1455926,92077350.6134896,640777.475396718,0,96097.1254079705,86319.4163695328,78792.7278419297,1037621.23508847,736626.754823747,75155.3974609349,791684.032686723,270416.182950921,1672714.85941017,1159553.22367156,
138,M796T8211_2,1.42880243875645,0.529671659041189,0.59989495712462,0.0472632246437355,796.406630676635,796.40555552162,796.408174459272,8210.6088,8196.6558,8221.356,27,10,12,0,5,48464767.7696463,186647065.114332,44164104.0732851,25836120.0134925,28221611.2212705,70232383.772102,12063364.0872042,7452528.49120415,1119272196.67759,60107495.5905749,15343036.653491,110044454.899132,1480411.52646738,15501155.4024278,17950727.4273072,1507931.47767008,1815815.32200988,483261.566906846,3181605.83451066,217910446.78522,115357844.877831,2020790.81865186,455779916.363462,343403960.656402,52159858.5571083,2637414.75932146,25783710.1426608,629309.426282244,5384924.94255112,35983496.6301359,114341686.163656,86475300.3017743,839920292.454291,154237935.883568,16151244.9337563,52746119.0835947,1284398.64332076,1169545.91444882,23578230.9487005,0,197347.44248861,0,23916211.8380106,3988929.82042581,31636159.3787885,0,0,0,0,0,0,0,0,0,76887612.4025282,21721947.4316246,11759310.944841,14471771.5801562,10485751.8694885,0,0,0,0,0,0,0,0,0,0,0,0,
139,M797T8211_1,1.45030236131819,0.525977488457063,0.602418705835748,0.0585813517293746,796.740702895002,796.739778913382,796.743470456719,8210.6088,8200.9866,8219.8974,27,10,11,1,5,24346570.9292232,91871364.559322,447052.397842385,12221862.916292,14498930.8578087,19924629.8972473,605718.36659015,3952264.18929589,550618449.523869,30288527.6541377,7845028.29060494,54170840.6758027,834573.949948367,7340349.98194338,8686199.2363584,837113.8426147,259274.661742838,310247.610246265,1521710.59572012,111224260.147106,59401750.4743065,1566188.36436352,226504022.380915,172348391.398649,17123755.579732,435080.703736953,12901313.2688157,261920.564904814,2679581.36345187,251610.15440859,56496407.8466797,44734343.9116232,410900204.227964,76140440.4721031,7814851.06719245,80392.184572875,852728.300404929,591188.467422603,395939.073099175,0,8663.47461123051,0,12734598.2317812,430624.193192195,381059.601065196,0,0,0,0,0,0,0,0,0,38877981.0910643,10613764.7231434,6005655.09601191,6948862.69528917,5464174.2019459,0,0,0,0,0,0,0,0,0,0,0,0,
140,M863T7889_2,1.19323946676479,0.523196470214266,0.604276699481702,0.446492733702071,863.464324682178,863.462584311851,863.466413100093,7889.3925,7874.175,7900.4616,22,8,9,1,4,53688487.3482901,43219786.5958619,437490.312220997,23611641.1859032,13073455.756374,31962891.7174421,936529.815375036,5123001.16255641,6083564.41838014,12702937.2517218,2152418.60980029,15589263.7733188,5292947.07260787,29565227.3752261,13153547.281299,11231710.3680566,299459.24249046,1515134.36430868,22882665.7051182,13826500.1313996,35021876.9066904,251150.000557408,15444288.8542358,48007085.0852075,3207477.88758939,227309.192534232,17934786.0923417,758646.420845349,20186086.1505877,0,3587648.79443483,50969629.0962796,12101003.5283096,40599806.4138697,36738525.3631244,0,41078849.0818071,613755.488451496,2160195.0524121,71825156.168145,741505.104810954,124971.563259069,36088992.3490676,247464.234510933,886763.155947667,42989.4699146754,209859.87330209,365009850.320505,0,182389.682278537,79693.7707177224,19718.1764312162,42832.5411669906,302842.853727921,55930793.9306727,28366561.4636178,31187601.0669687,61381612.0767256,86926011.0310535,717375.314913693,93325127.1768048,190168.480007223,97833.5130723541,123233.773819638,336607.523696187,576100910.283346,111849.035814142,751059.977679747,33704.7732563517,7526306.45170705,675606.356963251,
141,M492T3374,1.37617395215526,0.523262211732251,0.604292006760397,0.234968803256795,492.018783616174,492.017426841117,492.021684251101,3373.55136,3362.36658,3393.52782,19,4,10,2,2,11464952.0778262,5164723.65863218,5808892.10562544,694757.524323294,145208522.669615,112991256.783981,3395926.42381992,61336431.0740625,4955556.89973259,2006672.48436114,963778.591591066,10419960.0486274,975799.18156778,2270589.73304837,1281389.1363808601,443656.216165657,142724.661503424,16765834.6660428,8036080.40944401,15230990.2600831,18315930.7098155,289072.879866564,5951485.70738994,24311499.9272794,5030648.52098473,2450565.19841439,25455939.3514994,166520.859304348,12594447.3318562,879874.061203049,28211010.3709256,3589057.9848286,106413056.582915,36288943.3715433,33698947.2724381,204690124.763143,27260732.18343,1324575.57636644,86760362.9419194,212199.388575113,2764976.68524688,78029302.2984142,3260851.3812758,755568.062108435,449213.877863964,3557822.32082405,829509.129739645,8431262.02556677,1859442.72234082,2718650.24191238,453645.949710923,227900.284391668,4766366.8604871,248011.655362158,3255599.25244181,2966963.50257567,43586799.817844,25341934.8893115,3702201.95354664,6658626.11949989,7787288.96414842,1211774.38794387,561958.697005621,273212.020045125,1208497.98207013,254947.192207433,0,496856.921363365,1113277.03326201,232118.257337785,1462877.82435239,
142,M1002T8073,1.34457960650483,-0.520870070848394,0.607145936948943,0.227606070100596,1001.53654060209,1001.53448448164,1001.53814282773,8073.0561,8048.826,8084.2986,22,6,11,1,4,3241874.53283204,50170618.5025181,2592225.8924098,168240317.310381,3282009.18523155,2795387.7962965,2985739.07116396,55870065.2130027,649733.804382855,20124728.3449124,1929344.91730141,34456411.8716554,14369081.0662063,6681296.21733446,15509645.0625822,1459773.45514606,1765279.17031769,493224.331117136,6853003.26361416,57536656.8018165,12065892.5400064,1028919.2354652,5227453.33595007,6730819.05082159,2643399.91155498,683838.192451508,55457523.6368041,259346.178161013,3666399.9777446,13823705.3381437,41845292.0047607,8927274.97551328,7742435.24585581,43302799.8030245,18920188.0964866,822327.166262885,1192283.11453855,2002628.61936793,541688.038998947,431743.473169689,38157.88373754,125995.137803435,38976023.7344314,1000625.15424406,1417912.97958038,200566.543708658,0,374280.452193151,413438.719052988,79092.9480465798,0,0,198118.854887683,118504.674584771,116010594.447693,10869479.2718024,8144868.32784334,46521239.8598167,56103258.8448938,932910.461157171,35026.6204174384,30905.260662387,0,0,186463.01876425,42534.308194242,70884.4976605836,108500.332623042,0,0,110365.49432788,
143,M994T1066_2,1.57038105155506,-0.519375476561691,0.608355017460674,0.158807594172989,994.079197848463,994.07861505133906,994.079463828357,1066.24482,1056.27876,1071.40386,17,5,9,1,2,417956.226186269,0,0,26625033.6103691,113833682.738741,41370899.7338567,0,0,1383087.62482352,150755.695707184,0,2989783.12543039,64383.5418629541,5980.42163337425,5066.38295137072,0,4285.62473101581,827.992479079779,536316.457893895,1470.37975401179,15929.5844520323,1559.67726493978,21986626.6757919,4527311.86902503,15749.9264848036,0,6371.41838366504,0,18571996.7722326,3086.20603317434,815620.52090975,45628015.2518816,805070.22568294,3274875.49357826,22793415.5872315,1554.21507171055,1671016.35683423,0,0,0,0,4489.24357996737,157764.258235839,0,0,0,0,25705.6937989454,1642.98742473633,2952632.935245,0,0,0,0,112561.601026367,4766815.93394275,1053053.73181476,1069500.23389891,2353794.15220531,0,0,0,0,0,0,0,5600.5066272526,0,0,0,0,
144,M706T8004,1.41275131612493,-0.51641260125373,0.609595819740971,0.177516233085805,706.407732885664,706.407221960598,706.41164829864,8004.1929,7988.4672,8017.4778,20,6,9,1,4,4137805.1202851,1927913.4071975,295988.40894274,25978685.0724823,328446.457791223,4482330.90125899,126193643.589693,4860595.84492573,1511870.38696936,22307198.2869836,609410.519464765,1645674.73071339,35651973.3974992,2360426.47245271,17336018.3924882,5523858.329616,1404099.07277884,4704674.60057114,8146610.3114925,2044947.58544288,5876212.22608492,355335.679665384,2039247.80919013,11364639.2935108,1403749.07255934,129840.769432421,680785.64419462,13567804.8698878,6965686.57835623,79313526.4561708,23693502.4891392,8654198.17285517,3195168.55425479,8676159.22378967,5286582.8417975,3536364.90715436,2901686.33033747,523465.816493341,2631565.43298963,197294.519180665,270329.68919704,33766.6958683579,8007146.54334408,252076.97045666,1657526.71924788,104830.04505542,167703.587700195,690931.20924666,55966.9050128418,216908.077787498,66773.8142167976,1749684.87357211,207848.594630535,23977.9871790093,13863156.9311625,4764556.30353615,37665580.6601058,30664348.5006143,21964567.4365937,157386.792201092,392895.817866657,18825.860740274202,1077074.90844795,384591.305626817,142353.360381666,1752149.07719143,314931.016277351,94621.8794036394,764274.74842049,418135.106884765,61680.0604834734,
145,M933T8194_2,1.28236781945753,0.515396116068863,0.609633687783214,0.138654673607865,933.170185299849,933.169247482852,933.17352738822,8193.7368,8175.3576,8199.435,27,8,12,2,5,7082472.73418062,3351972.62820104,653692.508977766,12006605.8758881,930614.919254745,1471965.68636365,720811.269435731,2655824.39497804,1215229.12186813,24198204.5478899,45345223.5683694,1675274.81941508,1098634.19993686,31311349.1545821,1099599.26837822,210968.8486587,238990.518249369,407866.345179094,897650.637533503,2687633.1052507,3612278.24307188,217191.435415714,17293324.9294559,30772234.4785311,41075612.4642619,332454.596930855,3037620.55383312,460335.628824774,1773857.26835625,61189.2751499946,16699144.3918205,21088285.7438359,9935300.46140322,14188958.5658342,9272097.68390583,580469.677353551,9990946.20454104,693804.223871321,582601.497205193,0,1503920.9890441,0,7876080.67186513,387782.42288193,447179.884183879,0,0,0,0,0,0,0,0,0,48625559.0286629,15277826.0705198,58561712.4727751,22919644.5484136,32812030.8573918,0,0,0,0,0,0,0,0,0,0,0,0,
146,M796T8210,1.41706162826549,0.511095435530049,0.612708637846444,0.0480311309491169,795.738691590248,795.737193879515,795.740742425948,8209.8972,8195.2092,8221.356,29,11,12,1,5,54879037.3045153,199272638.357822,40194136.269723,26827916.889502,29605453.7261558,73659737.5601089,9791294.42380735,8486470.41680513,1217266930.04729,62305000.1273929,21644740.464902,116713648.993154,1475623.62623242,15335273.0340278,19126145.5043178,1750581.05191941,144005.677714605,343169.971913218,3909381.66533446,232126291.856703,122397755.504082,705531.600383059,486137824.544284,372357756.582669,59582395.8124764,678371.42964782,27945734.1572924,561893.087615556,5987794.35791025,24723979.5972879,123773991.751926,92650316.8982539,902694283.099737,166075961.259799,16368854.352895,52069399.020757,1032761.54102053,542099.01168809,441518.59034375,0,59550.9655544747,0,29831026.4378351,1297546.19491515,304264.781163849,0,0,0,0,0,0,0,0,0,88379424.6968349,22661149.9835977,12377755.4705841,17116012.9711853,11817449.1707516,0,0,0,0,0,0,0,0,0,0,0,0,
147,M359T8575,1.7606638558737,-0.512834047325558,0.613114557452121,0.526306442797335,359.206202731138,359.205114674485,359.206496328098,8575.3104,8559.3474,8578.467,13,9,4,0,0,40985891.6138915,756313.637294511,598338.485669331,3235681.38517764,767633.21232106,774092.235760625,1040577.82700768,0,557390.651947069,0,0,804814.010830035,0,0,0,0,1256146.87074078,969615.636153107,0,929506.040091642,608470.914604942,776532.182434623,0,0,0,1784142.89875986,0,1177701.82715507,16285253.1948118,1078499.40906519,0,0,0,2214713.3672609,4083437.05619316,452075.281299562,0,20586780.20526,456619.134319204,0,0,0,0,1020056.60817003,466325.478119969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
148,M1024T8255,1.32877231901615,-0.511523458406261,0.613656659197077,0.153453660759225,1023.54800901984,1023.54731510989,1023.550890232,8254.5516,8239.0746,8258.9934,22,9,10,1,2,19494162.6481995,38468794.355872,1058860.94073048,202154179.540326,84354647.3808676,306269289.045772,734515.311953533,13043781.0788853,77830333.3824462,1644216.3989214,7787195.78888682,9511083.69511583,6083522.25939474,940054.590938332,12318331.3853448,11248689.4471971,2287415.25730184,748881.625197996,47201575.6659683,8107552.59648391,56436015.4849338,342864.897988381,27820493.4493378,61050163.685853,16534148.1692892,701370.809732758,24767193.0593778,219669.255450918,3905142.81719915,1155446.44536336,129045935.972524,44886263.8497105,111763615.400173,50629756.3154835,13509389.041511,956015.926358072,5564932.79274876,784086.151847937,938874.373243241,0,163375.809341591,0,219771610.303718,865807.31660239,809227.31604634,0,0,0,0,0,0,0,0,0,13592982.4250768,1511903.31225535,65813387.2809654,28250281.3775851,28670638.6960113,0,0,0,0,0,0,0,0,0,0,0,0,
149,M917T8161,1.422932713591,0.509266220546295,0.614487633190963,0.158935721924008,917.488209880528,917.48708309611,917.491626562031,8161.0869,8149.0812,8173.539,20,5,11,1,3,1060071.46935444,37138788.9510885,1073896.07973908,35109452.7014322,1423620.15077621,3697598.41410602,885500.678383449,1041461.70869723,6431530.93779958,10465499.4939314,2126800.24392849,4759824.43167876,313432.749242581,555270.648832546,1037886.96613562,151154.454077185,319765.667530235,1116280.96169891,1263019.36125449,5512965.93699506,12554640.6887626,381483.581201569,16142725.3709157,7328958.27570107,2411832.13220967,553410.61024211,13570875.3647868,721770.971586724,1776234.78064894,629198.131200964,4129366.85080672,1825707.48203322,78233117.591141,5340865.44643438,1457327.99035309,850436.509862767,844004.673023488,769913.400038469,830199.823296018,0,201343.339072039,0,11292269.6814973,1001084.72698404,628628.083505234,0,0,0,0,0,0,0,0,0,18759423.0749874,885808.978602184,984556.761217468,8475987.7239613,11055993.7019771,0,0,0,0,0,0,0,0,0,0,0,0,
150,M916T8162,1.42051564059067,0.500243651498948,0.620741578256777,0.169897087400429,916.486141650654,916.484862842624,916.489141668773,8161.6158,8149.0812,8173.539,21,6,11,1,3,1379292.82544618,46113325.3287393,974560.979486492,42967628.9433168,1601515.49368083,4086314.24428329,3303750.26170532,1106188.89531845,6011787.48755106,12581532.6294688,2769469.06973589,5240035.68566253,481840.338513047,769043.496966478,1213575.35051166,507794.948696388,174048.959258528,805602.473461976,913826.272424921,7193917.09308972,15110010.6081929,943202.811213214,20743989.003051,9230261.75249551,3705097.29675525,374291.7043527,16480973.2738687,431832.833965342,1657492.31185103,433732.399181243,5443771.45191086,1418158.30903856,95802161.5684381,5563399.06845513,1557682.76947138,628285.574218027,1123294.29823012,722974.652482667,634268.781713693,0,0,0,13526057.6198252,1538718.70712012,880787.393450978,0,0,0,0,0,0,0,0,0,22130807.1264173,801452.054751547,1455007.72128619,11010001.4608964,15082251.2266775,0,0,0,0,0,0,0,0,0,0,0,0,
151,M1024T8254_1,1.30840223337929,-0.475707250237303,0.638591468744839,0.168069604227371,1023.88162957994,1023.87930340087,1023.88308585688,8253.8061,8239.0746,8260.0974,22,8,9,1,4,11473349.7386642,24449383.1049249,584453.612694515,129582338.027992,53813349.4317909,201346543.547357,361179.661700018,7235494.83993747,46604141.0245363,972977.321555134,4509337.87933614,6084146.14751843,4477066.5667579,474757.975603206,7173132.71002416,7600842.09921541,28979.9057949399,219854.732023521,33677729.5637597,4841547.72265459,36513922.0173791,230916.542074781,17096010.6010804,38805109.6415867,11406336.9609871,369135.879095136,15626296.8619008,194147.161429695,2590734.65182391,76954.9268507809,82598822.3603426,29909029.4787356,73505110.1746235,31541978.2173155,8175883.6988593005,329222.959989547,3555285.12003083,309877.043288679,594658.411815934,0,30330.4734976448,0,144095450.325736,259271.688742771,467552.43302626,0,0,0,0,0,0,0,0,0,7881643.89912511,530588.810428899,40808430.7834161,20211357.7171412,17140540.6753828,0,0,0,0,0,0,0,0,0,0,0,0,
152,M581T1065_2,1.38820522677387,-0.462121335252224,0.647092324485801,0.141091775686203,581.040414914334,581.040006107213,581.041027991235,1064.62089,1056.9747,1069.96884,20,7,9,1,3,3617398.06243713,89181.6951444573,2471.40532793701,44712789.4613876,73100152.3643646,26879176.2453513,0,40756.6294441153,29657586.544583,36925.3578677832,90248.3848167963,3667914.00671765,893817.08408192,71663.5554384025,44989.2171468889,2492.33347447501,1144.27664195446,2021.67773004964,5928.36756866803,1090.42304276952,86587.7946255849,849.23994400706,66080083.5345908,8421379.08391405,3535955.7215626,2720.91170901599,1602.73112982787,1716.61740912881,7000891.89114488,0,2225294.90353936,25480098.2190985,872417.023567622,1781273.60903349,16260473.4552501,2218.24724692855,6165182.07309141,1216.64418690151,0,63223.5943066405,1066.31259286038,1065.17742748309,1898.05006370498,0,4041.43634051695,109363.800576068,2362.6523944336,223708.311484085,1566.89517634605,559023.651339939,0,4611497.80115848,1354.77831874778,3294.71752135345,525528.301091,11829615.1024805,4077372.65852122,6789851.24235923,18726806.6445964,0,21078.5874327515,23569.216335,717649.520714843,2230.13809218833,380395.614562792,54584.3735909311,2417.86809601069,0,0,1777.47604256617,0,
153,M1023T8254,1.29309942266409,-0.461435078016947,0.648585314145926,0.169780757672609,1022.87964299011,1022.8770233847,1022.88107955088,8253.7338,8239.0746,8258.9934,21,7,9,1,4,12763267.7202988,24369655.2905264,558606.856612101,132789194.183828,54839384.4927404,196599697.457549,112540.42886532,7185406.80977931,50663901.3040636,999347.754898794,5061734.7460433,5792061.98324464,4052961.31791602,405907.222859333,4611541.86582415,8679133.20860339,313956.84271039,490448.894882628,33936198.051706,5330106.50087327,36732263.9514425,219386.24545202,17156176.3715247,38101815.6371209,12157164.1264692,227277.809644359,16019993.7029461,296754.351347222,2663466.27395896,103365.061799998,84079720.188238,30523312.6178779,76122889.2394892,32767291.6680662,7807327.88348283,380017.588035288,3634183.08500365,376163.448381183,660982.487070676,0,69629.8427511536,0,147950181.93735,480251.084395475,635129.028439286,0,0,0,0,0,0,0,0,0,8396393.43478503,585688.352474375,41876419.5258808,20715443.6931877,17509048.1528491,0,0,0,0,0,0,0,0,0,0,0,0,
154,M617T8553,1.3029692428509,0.460464349545871,0.648672810370959,0.0199024979524085,617.466214475453,617.464931093874,617.466962407963,8552.5716,8542.4538,8557.3254,19,9,9,1,0,24509124.262191,247574.400362054,6673481.92745927,26580678.5651956,5873852.13017035,5964998.47646466,3642179.97494675,0,3654486.64072111,0,0,1825195.60290232,0,0,0,0,7226312.42991476,23041016.2677895,0,1015988.02636569,390365.801951348,4369636.28573135,0,0,0,8148047.00533002,0,6953657.1030639,35170607.5005699,47315258.4744734,0,0,0,4934123.14426353,31479163.2231893,2558081.14149237,0,7483071.6907914,1678338.56493427,0,0,0,0,7222071.39654038,1861243.92698982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
155,M581T1065_1,1.37670186789398,-0.449489212145561,0.656066533354755,0.167129109552717,580.789716213824,580.789431128179,580.790952814812,1065.12222,1056.9747,1069.96884,19,6,9,1,3,2647834.95745351,85437.1956332386,9201.12149828106,39891025.6478935,62069621.1670308,23204029.6639737,1446.17266653722,59056.1061483463,24843021.4712539,40766.4305300129,67349.7068126957,3118746.84831569,751467.120938139,55928.0301263133,57076.758823164,0,2840.64998672775,5759.10191019652,3198.65223629084,19643.6248918393,93026.166129048,2602.93653575628,57675181.9041857,7321577.08317652,2922753.30254271,1355.85729045277,3303.96027611415,2807.42096845267,6437986.75891851,3341.67134292772,1866241.91008101,21484237.519744,724602.63058274,1569134.89839867,13843074.6035871,1664.73970480056,5089400.46928032,10790.1875530512,1191.58278038424,44601.2048768711,2891.53812679213,1602.9955122911,4946.01417835433,1878.72817474831,6677.41334574298,158155.706002458,2244.21984131373,179433.172279348,3823.53878109418,712414.701277393,0,1035281.09706259,2941.216095801,11886.999829996,402640.288247571,10410201.8871261,4262029.99583979,5868739.58016795,15942391.2508166,3703.24811641432,30930.2493378751,101421.262837144,15819108.5549877,0,381469.354303942,48637.9852474092,0,0,3893.1346538609,1861.21828773381,2461.50781574685,
