id,name,fold,tstat,pvalue,anova,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,b1,bcg,ppd,T051B1,T107B1,T108B1,T166B1,T173B1,T176B1,T051BCG,T107BCG,T108BCG,T166BCG,T173BCG,T176BCG,T051PPD,T107PPD,T108PPD,T166PPD,T173PPD,T176PPD
1,M445T4090,7.256185277,6.124802132,7.72E-04,0.020623752,444.8873264,444.8870337,444.8874974,4090.41582,4087.47828,4093.95606,5,0,3,2,1152715.828,763340.2957,259396.8067,2519843.429,645337.4808,564229.7606,3694378.375,8937810.617,9234360.479,8860696.252,4992334.251,7127204.346,16586939.04,10549379.81,1735219.157,1690366.965,13224722.76,2511233.95
2,M491T4066,2.873548142,3.92626643,0.002837361,9.91E-04,491.3254776,491.3252923,491.3255621,4066.00425,4064.19672,4072.28502,4,0,3,1,1322754.111,4900275.064,257801.2437,735956.123,5796447.804,4611331.71,4854974.115,6902746.049,10754056.36,8243340.646,11418130.59,8471791.295,13799341.52,9343489.938,15706247.05,10932612.52,7648224.813,6293956.264
3,M805T6517,3.273460071,3.682389488,0.004984094,0.290099935,804.8672979,804.8654591,804.8682834,6517.3968,6517.2372,6524.8338,3,0,3,0,647484.9278,734998.5526,2866168.555,0,1500920.997,3411055.086,2623701.877,7157384.825,3379909.251,4236755.378,6894104.191,5695094.856,391060.8911,21579521.41,12317629.99,3372005.684,219753.2249,211135.974
4,M490T4062,3.39121234,3.61282797,0.00539042,0.009766876,490.3222459,490.3221292,490.3223914,4062.45126,4053.74292,4070.16594,6,1,3,2,5799993.342,8862180.923,3067744.102,2911731.838,9285881.263,27839250.22,22756691.96,38458466.1,21175975.62,35676742.28,24217253.93,53614293.01,30792433.58,68632562.94,13675914.29,23043327.67,52353822.36,41191918.58
5,M465T1874,14.00175871,-4.496238746,0.00554239,1.33E-04,465.1783223,465.1783111,465.1784098,1873.82628,1868.7351,1876.60302,3,3,0,0,20177522.39,44873446.05,46905728.59,51112562.91,7811980.819,51472513.41,226072.8534,2318148.59,142789.5605,4662579.791,8272853.804,257971.4841,78295.5827,8467980.704,328692.1707,15686844.34,2596608.035,2604597.427
6,M363T5973,13.27280367,-3.769405874,0.011051504,2.37E-04,363.2373356,363.2372268,363.2375457,5973.32916,5968.35348,5979.15252,3,3,0,0,18942429.88,29966864.42,34433770.28,14869007.38,587916.4325,25075659.74,2552014.595,0,274695.6936,8562.739922,6497770.027,0,0,0,36507.31771,763236.6411,24575.12384,39395.88958
7,M433T2054,5.053331578,-3.21064911,0.012987384,0.469135509,432.5641322,432.563332,432.5656954,2053.82862,2047.53318,2054.01744,3,0,3,0,97353341.85,61770018.58,97139028.11,62515722.26,36752434.46,13604405.09,48399812.45,6951733.194,764365.0765,3093539.909,4039852.212,9798535.93,717994.1142,392351024.2,5492.112073,13100116.09,28348648.19,23575880.77
9,M428T3129,4.092429068,-3.123020118,0.01611589,0.421662358,427.7239855,427.7238999,427.7258159,3128.83368,3122.17638,3129.144,3,3,0,0,2716982.456,6555626.014,13321408.35,8540325.419,3678045.256,9840531.083,141651.9642,4984728.708,264125.3641,2823039.725,2288801.189,408756.9037,260793.7831,161120.3508,100229.5681,193453.7902,30377381.67,4282189.071
10,M487T1815,24.87010803,-3.517158158,0.016726949,8.51E-04,486.74817,486.7464539,486.7487766,1814.89074,1811.98224,1820.12064,4,3,0,1,16735211.61,22625507.29,28905718.83,50663013.34,1130476.299,25855852.16,6032.90966,867860.2541,360157.7207,3020865.774,1127598.976,484599.1892,1716715.651,310950.2466,25636.5428,1072045.779,2974404.195,5145518.386
11,M652T6517_2,27.17945757,3.484937163,0.017438664,0.146951149,652.4895097,652.4883782,652.4909107,6517.0524,6508.9164,6524.8338,5,0,4,1,257082.7598,1323592.796,553355.3376,223951.5091,60961.5862,935307.7371,17482713.5,25895843.24,5719872.538,16618429.42,392493.9162,25057389.82,852790.2854,29137209.54,5852504.39,53101648.72,591286.2468,160784.4176
12,M451T1920,7.963115074,-3.25485383,0.018897022,0.001281995,451.2659438,451.2658959,451.2664705,1920.22143,1912.99278,1923.2058,4,4,0,0,11679360.22,29643604.86,12516746.7,2688575.069,13735889.01,12152969,505489.3361,5799337.488,335085.9959,70520.91712,714437.7189,2924990.889,302202.9162,0,239259.9817,876305.8374,1686076.704,4222168.599
13,M451T5417,7.55450272,3.251126558,0.01937017,0.077136619,450.9506183,450.9504726,450.95062,5416.56564,5410.1994,5419.63722,3,0,3,0,626161.8172,2509092.369,175962.2685,437236.8433,1118664.637,5329292.403,82743.26761,20706386.83,5445182.09,16852919.11,18269223.05,15672355.3,33564413.75,16921692.37,1815950.771,4962395.923,10516761.12,1856049.162
14,M466T1874,14.31507111,-3.228879515,0.02169808,0.001501958,465.511717,465.5115075,465.511903,1873.9305,1869.5841,1876.9689,3,3,0,0,8490633.386,19728122.21,21778570.57,20633827.51,41105574.14,2529617.345,8767.650339,422761.489,29371.21349,1900730.282,5327393.522,293216.6794,276772.7932,2265957.541,59107.17244,3755234.952,866246.4625,344093.9102
15,M435T1381,4.757023642,-2.979413282,0.024385759,0.191877259,435.2298012,435.2268906,435.2302829,1381.17864,1378.09002,1386.36372,3,3,0,0,3936408.034,9328695.142,6149683.692,7853667.516,459508.471,12050336.76,155868.0102,722547.5905,390555.96,1152737,3646787.653,2293518.063,323419.1999,715451.4505,507914.8415,19643316.75,13476183.31,3869734.031
16,M367T2613,5.764362617,-2.935294933,0.02604407,0.395670179,367.228436,367.2251847,367.2287069,2613.01239,2610.7401,2613.99936,4,3,0,1,2489855.222,1477609.424,6702927.136,1871746.66,1858356.267,5017710.593,35643.69888,849335.7279,36506.69033,390989.4617,1806717.418,249471.7785,17654.23812,2279319.093,55862.45011,37986171.16,1135443.758,4028026.976
17,M524T3462,2.58833752,-2.586759104,0.027287633,0.354458701,524.2493114,524.2489439,524.2499012,3461.50104,3457.93302,3466.36062,3,3,0,0,6603250.991,15760216.87,11272145.1,22229414.48,25853969.64,22813169.93,858062.8105,6272074.104,3841719.648,6028437.032,20022394.39,3363145.082,3316775.627,15458708.85,8264031.478,75124787.54,10705932.56,9553295.93
18,M528T3180,3.134833597,2.575904584,0.027616475,0.306367111,527.6095748,527.6085452,527.6106319,3179.93706,3173.01294,3185.7294,4,1,3,0,47787.13125,35263104.77,304636.4382,17503602.28,161939.5414,6318225.243,25181579.83,57904277.74,35051964.01,27859465.13,24123324.67,16713262.21,115186433.7,14412771.79,23920964.19,38402964.86,1161095.871,1760635.572
19,M748T6887,13.1368719,3.043015197,0.028323067,0.081685457,748.4868271,748.4867993,748.4868472,6886.6728,6885.7086,6892.7838,3,0,3,0,464883.536,413301.049,1694292.816,411017.359,1555044.68,853324.5666,672414.0549,15441288.88,15635307.1,24617127.02,3635866.912,10830222.83,15079074.59,13114747.65,25029842.03,73486032.51,6997542.523,4388859.644
20,M934T6437_2,4.78219263,2.648417123,0.028662169,0.049132905,934.4563799,934.455456,934.4587273,6436.5867,6434.0556,6439.6158,4,0,3,1,1396508.948,0,16433341.13,0,0,3601345.226,5440851.797,11694522.85,24401147.16,31022689.71,23646272.28,6282620.451,427890.7965,24182146.47,1834817.211,10412841.72,2307003.631,1615316.39
21,M729T4866,78.86638591,3.035059086,0.028857874,0.077453194,729.3511396,729.3510402,729.3511938,4866.39747,4863.93804,4870.61046,4,0,3,1,1378771.455,0,1484752.733,0,10610508.83,750800.4466,605183.7989,214691094.9,303521736.1,333169223,2589890.575,267284076.8,194823507.4,610800476,330510858.5,235118.8425,85770406.09,28286254.73
22,M550T1922,27.52115056,-3.016748671,0.029143728,0.007312591,550.3011165,550.3001413,550.30212,1921.9404,1918.75914,1926.37182,3,3,0,0,3012499.456,3791086.308,173645.6608,9945203.316,12997070.9,6554731.803,10668.94937,0,68222.80269,838833.7592,407591.0797,0,103186.116,171133.0721,29271.46711,1672147.696,2998284.023,3333625.124
23,M1129T6886,101.2400982,3.012196996,0.029620381,0.260899138,1129.285946,1129.28536,1129.287188,6886.3476,6884.277,6888.1056,3,0,3,0,3353666.786,0,0,168476.2507,0,0,934626.0205,92693678.79,64537039.7,89500787.55,0,108915974.8,1429469.404,280615506.7,13372272.74,5047440.36,5026084.576,56910682.41
24,M782T2234,33.48350245,-3.002331235,0.02969964,0.003360219,782.3830685,782.3825114,782.3837243,2234.1786,2231.38992,2235.28716,3,3,0,0,23355246.42,28088030.73,1123891.548,11882438.06,2292263.61,16408536.79,0,1834166.625,0,398095.2963,0,251062.7333,12962.12785,130495.584,2184194.065,3110082.834,292624.9702,119055.959
25,M696T1874_2,2.894139529,-2.570309672,0.029712056,0.057094569,696.2621185,696.2617597,696.2623736,1873.9305,1868.7351,1878.1503,3,3,0,0,29555016.25,36448068.04,42092651.44,40235248.18,15522888.5,6882250.606,4544.571756,24058393.77,13237.96818,21543365.58,6359028.575,7015172.331,16995.88539,12283307.01,0,484811720.1,210729580,496733871
26,M599T4985,3.481752116,2.746374576,0.029844889,0.006030396,598.8035532,598.8027922,598.8060146,4984.87098,4984.22484,4992.066,3,0,3,0,2554586.982,2313755.7,7896991.729,632248.4496,12226582.48,14334621.4,4269148.292,38598926.22,29940809.45,22505710.83,33701330.33,10110665.17,12195564.72,8673489.244,2661542.051,347126.9304,7751811.354,2238833.188
27,M513T4025,5.455640038,2.888245696,0.030266191,0.00326702,512.9422509,512.9415922,512.9422974,4024.734,4022.99016,4030.31874,3,0,3,0,10596116.7,290639.6086,6047090.426,35939.0586,5915480.091,12697690.61,3318801.684,22908207.7,36738033.42,42426008.91,67120238.9,21616511.55,10403413.86,2250242.504,205286.1106,3914877.578,5969546.943,4629180.434
28,M898T6887,7.330640022,2.765418638,0.030695083,0.023592849,898.2417372,898.2395105,898.2422274,6886.8822,6883.8894,6894.2196,4,0,3,1,25982228.04,914260.8935,2120723.95,1817248.91,0,427439.9802,5171411.633,49983874.37,52996930.15,57994993.18,1370269.927,61652269.02,47989700.66,160145216.8,90855820.54,111710931.2,1896364.855,27139633.65
29,M363T5874,115.2224885,-2.962935174,0.031404056,0.003068348,363.2374018,363.2372117,363.2376073,5873.68776,5869.77324,5877.83094,3,3,0,0,82153146.52,86013258.87,103691190.3,42562321.5,112825.0956,6260900.988,381423.1631,413345.3726,196083.8094,217453.4888,1363957.506,211860.2065,21562.65309,564592.1948,32741.79222,3017830.897,0,948171.4869
30,M456T1924,12.23676009,-2.936862046,0.031461177,0.014580333,456.2564995,456.2562098,456.2565729,1924.26486,1919.40792,1927.33038,3,3,0,0,13331291.84,6182538.906,1563035.47,8059391.568,5493031.911,1047964.496,0,1048173.221,20075.28847,1097556.742,550924.1936,198850.6538,63216.97529,6565435.376,0,0,994167.4291,0
31,M730T4868,81.19439957,2.958345542,0.03149357,0.080170149,730.0121611,730.011716,730.0122485,4867.67526,4862.67102,4870.10796,4,0,3,1,147356.3539,0,346924.1731,0,9709207.738,368396.6776,1241345.319,145678493.5,214115411.8,271784677.2,1440490.516,224117431.9,146595620.9,441794683.1,264563238.8,1404200.076,67810013.82,3763580.39
32,M603T2885,3.515885552,2.585029298,0.032017993,0.137378888,603.3381667,603.3359633,603.3382345,2884.58148,2884.21188,2889.12714,3,3,0,0,2570170.848,350467.6289,926569.7681,336317.3564,12397865.24,8932200.057,686094.946,25359591.59,14150992.37,22665179.3,14914057.78,11926949.62,2256934.593,30748925.43,1583270.167,7525351.276,8267508.172,1531114.653
33,M641T4787,29.8008243,2.939765919,0.03202481,0.042229175,641.3607473,641.3598625,641.360809,4787.06712,4783.79838,4792.04766,5,0,3,2,88089.13032,0,331988.1472,999705.3336,6996639.593,5926308.636,42715.15122,140276374.5,47125383.8,128810104.2,22555996.84,88614627.27,40925664.67,178455428.3,102084097.4,0,61807659.94,41355333.1
34,M468T1619,6.161751409,-2.871116939,0.032111452,0.033295275,468.2565272,468.2551473,468.2565845,1619.43876,1612.64118,1620.8673,3,3,0,0,58407222.5,48951099.95,113256.5125,37769314.67,23044040.8,86642462.57,49928.05596,13977099.03,1700.859996,6702448.893,9434167.665,11207210.16,244696.3349,12632.17973,0,42283313.48,42198442.76,28572977.62
35,M404T2019,4.893852894,-2.65773484,0.032378088,0.006134781,404.2239206,404.2220875,404.2258248,2019.34134,2011.32708,2020.63596,4,3,1,0,2945821.975,59140001.29,20949846.68,34878687.81,19071111.3,45911985.78,1010927.09,4532178.312,1420549.011,1929312.426,25202628.6,3277300.471,178821.3567,1695273.273,316361.683,3634610.519,14592188.37,4537189.989
36,M476T6194,7.086482222,2.73297266,0.032678605,0.043839919,476.1460902,476.1458405,476.1463211,6194.2401,6193.0818,6195.4752,4,0,3,1,0,140680.6551,0,168821.9539,1935466.141,7501941.993,18580203.32,15161133.49,119202.3837,19099883.39,1977796.428,14133090.68,156089.0489,18035664.77,0,0,0,241779.7495
37,M427T2406,3.721418598,-2.633697934,0.032680055,0.284205894,426.7690978,426.7686082,426.7696826,2405.60364,2405.06166,2408.24298,3,3,0,0,4925164.04,2412137.542,2383097.194,722403.258,1219878.734,3858611.115,5508.284032,858968.8986,0,628132.7254,578617.8614,2099572.014,85118.76607,1989145.736,0,246757.7061,2751948.176,8324712.173
38,M544T2395,5.383712414,-2.729640703,0.032859458,0.330754453,544.2373502,544.2365509,544.2382068,2395.07682,2389.6371,2399.76588,4,4,0,0,14461677.4,9035817.74,25285891.73,3221172.386,11329714.73,32990343.78,77267.86808,614712.46,10017139.49,1792972.628,5149579.785,240185.727,2371367.327,291815.1285,0,950119.2857,65731396.84,23883665.73
39,M1087T6517_2,82.40703793,2.916480374,0.033080479,0.331256355,1087.144347,1087.143176,1087.144563,6517.3968,6515.7438,6523.3908,3,0,3,0,0,0,317355.8091,0,60794.21793,0,256424.204,8466949.226,6909148.215,5069166.239,0,10460535.74,0,24950178.65,225269.2028,2055667.915,247204.3774,12935.28165
40,M671T1868,19.62104061,-2.90383564,0.03323937,0.007892864,670.8385794,670.8377086,670.8397515,1868.09364,1867.83786,1872.39228,3,3,0,0,6055067.382,12520873.52,2364913.969,7522847.5,15191358.19,0,28137.49592,1014136.43,128532.0043,109859.7161,773127.3538,171117.5659,769704.0784,2238866.359,507653.9905,3050689.386,1491120.641,2871394.912
41,M508T2408,5.400699662,-2.815012151,0.033335768,0.070946112,508.228398,508.2277631,508.2284754,2408.06763,2399.84628,2416.70994,4,3,0,0,9424331.186,11645535.68,6572659.803,2974485.279,901120.9175,3937530.435,456537.2604,1205758.03,502503.9305,2400291.276,0,1999922.468,1148306.85,743208.5732,2125750.524,10490728.63,9189837.599,4136324.136
42,M550T4835,9.313984635,2.885144335,0.033507047,0.108991945,549.5893398,549.5891433,549.5896354,4834.8012,4831.41726,4842.30426,5,0,3,2,2356899.28,562712.5595,988435.1784,1253754.397,2075246.763,0,12024650.45,23794715.52,3000163.355,15797325.86,712306.3435,12076594,333759.2714,26253448.63,2031906.442,2140024.44,12135628.09,780249.248
43,M618T4717,31.25619228,2.896849493,0.033718187,0.050839337,617.8562603,617.8560582,617.8563475,4717.30746,4716.6138,4718.82522,3,0,0,3,8317810.821,119617.8975,1152778.278,121754.613,2495813.208,2256987.089,310724.1603,104772572,152617240.6,97570895.98,658997.6423,96182949.07,56817766.32,15911124.63,48943777.19,615152.2236,139888999.9,904812.6465
44,M539T1764,3.680946589,-2.610677431,0.035467884,0.02463542,539.3181306,539.3177811,539.3193021,1763.90328,1759.60608,1772.7354,5,3,0,1,39153309.4,225200112.1,94607796.27,208029169.3,69656531.87,95395590.77,61140.79387,67763729.9,140764.6274,77631419.02,16683860.2,36592525.19,339792.7739,9768692.404,69741.27768,25627510.64,126943728.1,62983012.66
45,M490T5561,5.229876254,2.718281978,0.035657599,0.144396111,489.7313581,489.7308147,489.7327443,5561.43423,5552.58198,5563.62132,6,1,4,1,589040.5638,2309435.976,252730.0567,971427.0088,738376.5014,4809975.59,1037577.768,2699649.91,12493025.18,13830162.63,6129732.911,14387910.05,16433573.05,5504252.083,28630780.82,5142472.432,2458338.937,166941.8017
46,M694T6719,4.975187682,2.630684441,0.03585749,0.199479906,694.4217003,694.4205515,694.4230311,6718.5402,6713.3676,6722.4108,5,0,3,2,2380419.15,2601398.988,4139991.094,583526.5266,10623048,32733865.82,88423795.52,49410254.07,2946369.808,40871677.35,62368366.59,19974187.17,7969398.934,128297724.2,900388.0566,56265533.92,21567096.17,7158302.162
47,M573T4139,3.098871284,2.550647914,0.036200923,0.094662238,573.2830216,573.2827377,573.2836973,4139.07144,4129.84794,4144.48488,5,0,3,2,2960708.516,3901423.134,4967422.468,9490904.845,11061061.99,27422339.46,10887012.2,41515530.89,7569032.01,52411901.32,33406916.14,39534073.13,17190921.44,44332818.92,663372.9978,4080890.147,18458954.37,37549820.5
48,M463T3944,6.17823127,2.794518526,0.037555701,0.242876892,463.2488014,463.2445833,463.2491428,3943.98954,3940.75476,3948.30348,4,0,1,3,1757448.093,1040842.641,1731783.607,521207.6764,1941549.811,1064605.156,3910965.911,12812063.31,5051389.874,8878084.572,1485340.123,17642865.35,3345792.392,3790973.588,5371525.799,688116.4881,32250368.16,2870698.643
49,M417T1920,3.308430134,-2.395607868,0.037605892,0.034116715,416.6885607,416.6869734,416.6889394,1920.36504,1918.75914,1927.33038,3,3,0,0,6267510.145,12773777.85,14356992.51,7177837.962,12939867.37,2370990.445,5459.69404,4406423.461,19973.56803,0,11648294.28,812143.5379,34424.59793,127654.001,5362.082531,8728979.697,972218.3839,6850024.424
50,M465T1875,55.44372538,-2.789277687,0.038307792,0.009371586,464.5108046,464.5107935,464.5108949,1875.3555,1869.5841,1876.9689,3,3,0,0,50862275.62,113348661.6,93003886.39,118410100.3,0,230865.324,3253.138946,6073873.261,21428.04795,269622.5816,74495.997,336377.0208,227227.4254,16098755.73,35464.59884,33567491.46,269768.7474,6057978.735
51,M389T3794,3.051029908,-2.576839266,0.038611432,0.003592558,389.2308148,389.2299251,389.2339538,3793.92144,3789.16866,3794.9457,3,3,0,0,12472399.94,8517304.373,17631527.89,3795383.14,10130583.89,3016756.289,2304737.873,3877293.025,6409331.897,483000.5365,4144952.045,992225.3819,332325.5824,3490384.524,1213126.669,2425311.631,243507.1305,944762.6063
52,M440T1761,6.296704041,-2.649922768,0.038742104,0.009909742,440.251772,440.2514126,440.2526918,1761.08745,1757.0274,1769.77506,4,3,0,1,152782264.8,205230762.2,94857393.53,136728715.6,692464.4569,31096918.78,0,44430528.24,691886.4666,47762072.94,4632351.069,1167888.304,6833557.609,18113166.85,588862.9693,4075028.671,3790453.259,66736454.69
53,M739T4866,7.976624768,2.747308396,0.038787547,0.281591271,738.662548,738.6624939,738.6629228,4865.74068,4862.67102,4870.61046,4,0,3,1,2323502.795,2146082.134,1383926.968,0,487028.8256,4357565.524,944102.91,16939036.57,0,25000591.09,22398156.71,20052891.98,0,52364350.95,1250294.283,539876.4081,6417941.189,5022442.468
54,M1345T8048,20.42592421,2.766424415,0.039318946,0.144222634,1345.142838,1345.141625,1345.143118,8048.4678,8048.136,8050.7568,3,0,3,0,174677.7027,109510.7936,95548.75491,93304.76204,0,0,1697714.144,50121.42204,676358.4024,821537.8383,2954890.088,3461698.414,205304.3029,0,439003.1029,4306855.377,0,0
55,M726T6015,2.5341359,2.524586404,0.039559341,0.297028897,725.8389182,725.8354761,725.839221,6015.0672,6014.046,6018.1176,3,0,0,3,2641783.428,5755064.758,1770594.282,4227668.971,1024945.703,6822599.154,2732518.771,5610397.186,12310809.24,16785662.65,8023081.023,10903444.97,15889591.77,28865985.85,3717415.649,4575175.515,9245575.473,251544973.4
56,M1346T8050,9.792350026,2.734907382,0.039775342,0.100578855,1345.642102,1345.641468,1345.642369,8049.6042,8048.4678,8050.7568,3,0,3,0,669934.82,274226.5753,563780.3141,0,0,239469.8285,3272752.336,50069.16499,1265242.792,1583059.144,5321873.77,5618268.21,244126.2327,24906.98764,461725.2553,6188221.236,0,48176.1472
57,M386T1631,4.624005626,-2.604809112,0.039982389,0.143085914,386.2157811,386.215606,386.2159817,1630.65138,1627.11114,1640.71986,5,3,1,1,25361137.36,63473676.98,8558222.714,49677029.43,12597364.89,24767495.6,53234.94494,14611572.58,90527.85803,715863.3053,10901849.03,13513349.9,78148.96891,322913.1791,83952.58196,50941622.15,53719379.94,52437357.97
58,M565T2158,10.34935435,-2.730746436,0.040042055,0.00765554,565.2909624,565.2908314,565.2914032,2157.8499,2152.0854,2159.9355,3,3,0,0,175247677.4,70939326.3,251050850.2,137361252,43734017.98,4314144.863,56162.29095,26391144.27,2692051.273,8814190.794,5372359.464,22634464.45,66324.4387,33013986.16,845532.5907,38945807.32,17684585.9,8222546.297
59,M554T5542,6.901101779,2.680338874,0.041305052,0.118264798,554.3037692,554.3001114,554.303942,5541.81966,5537.18088,5548.07688,4,1,3,0,8674195.332,6751172.14,7949830.917,1266044.666,34976418.17,22853215.59,79888715.29,87510979.17,7678067.035,175142873.9,32242736,186676543.3,356077839.9,174710383.2,3045931.146,95306840.22,62885902.74,27631709.19
60,M648T8030,9.277430035,2.668434783,0.041426724,0.126115657,648.1471363,648.1461911,648.1482035,8030.2698,8029.578,8031.5508,3,0,3,0,61667.46917,0,116988.7944,0,267383.4608,0,636027.0212,586862.8276,279784.0098,1588701.606,26144.54027,1020582.331,227987.9799,1707661.634,183138.9546,109355.3835,72412.18031,243072.1105
61,M561T4867,81.05174355,2.716072133,0.041918278,0.061920018,560.7438176,560.7434353,560.7442445,4867.33278,4856.74926,4872.519,5,0,4,1,143122.8963,0,172756.7567,984664.6956,0,0,61587.5755,29475409.09,11731956.09,38428179.41,1415461.894,24298792.97,10562450.5,80853336.86,12270032.15,59838094.03,8656487.944,11254205.22
62,M451T2465,17.86420143,2.704923794,0.04230389,0.097304499,450.7436951,450.7429896,450.7456223,2464.69512,2464.37622,2466.31068,3,0,3,0,155406.3675,1083434.792,134318.1822,1744116.541,892850.8759,2020370.665,10066853.14,34697466.91,968880.9578,30248715.65,2016382.575,29731721.48,109763.8186,38872405.14,22769.73149,939094.5316,20649845.88,7206847.569
63,M535T4011,10.9878446,2.679439947,0.043091082,0.067107281,535.2818105,535.2794695,535.2819642,4011.35676,4005.1257,4013.5287,3,0,3,0,9209163.088,1777644.353,1990788.298,717383.511,8370669.035,12387204.16,538060.8888,109527251,7833635.962,80540573.84,53018585.79,127104481.2,3063892.136,19807860.85,2196731.554,3801243.499,114390749.6,3624246.523
64,M557T4868,2.605512604,2.442003263,0.043100252,0.330309881,556.9975769,556.9970007,556.998528,4868.46876,4861.2534,4873.94664,4,0,3,1,9325812.162,4006273.436,8758822.81,1085340.186,1167902.862,9576966.945,17612016.63,19406337.24,3127478.909,23205365.53,5965062.563,19065640.65,97855817.23,55382048.51,1901061.516,528978.8001,4928250.874,1719625.595
65,M410T1510,4.983637558,-2.560248207,0.043610295,0.139579799,410.2418587,410.2415469,410.2420623,1509.71898,1509.2706,1510.0512,3,3,0,0,10757948.24,36718899.13,1836588.69,25432007.94,15124802.92,11364585.15,131544.8643,8914609.442,465499.4698,936079.7501,2930642.796,6935065.597,258068.6642,558496.0497,73263.16803,21744283.36,17517598.69,34934234.42
66,M460T6248_2,3.33994557,2.609030704,0.043731926,0.080393667,460.2923708,460.2922687,460.2930295,6247.536,6243.789,6249.099,5,1,3,1,3038331.644,5232516.138,13012292.16,7994581.87,6111975.142,7733653.267,11503926.95,33009392.18,5060319.425,41237409.24,38497600.48,14720994.23,18174300.89,37595012.85,17458926.29,5597733.548,1517320.014,4780133.976
67,M419T2685,3.041400525,-2.451444881,0.044537465,0.067270354,418.6762793,418.6757412,418.6765697,2685.02262,2678.98794,2687.27088,3,0,0,3,12064652.93,35165983.83,28471213.43,18531264.23,5197846.532,11582257.31,7630223.333,5219168.929,830080.2857,4825984.377,2784836.651,15210396.6,685779.6003,7965699.662,5949034.294,24530362.68,14070664.73,7977329.602
68,M448T4934,9.722199992,2.643660621,0.044599221,0.014632249,447.9324138,447.9323083,447.9326242,4933.68606,4931.04558,4940.55924,3,0,3,0,219968.6401,746387.7579,0,266279.7662,73906.1666,470024.5628,875783.9689,7119530.301,2735188.348,3654600.348,573197.8759,2313837.797,54568.76292,754737.8803,134385.5131,2086436.178,374378.1272,213005.8767
69,M596T1900,11.78629789,-2.638724751,0.044885393,0.010850019,595.784649,595.7845521,595.7870479,1899.8793,1890.97734,1904.8245,5,5,0,0,165953142.5,35378681.78,161620703.2,147714378.9,29719724.64,194593.8472,108884.3407,18664476.04,117736.3984,18154289.85,1783969.197,7035870.894,35017.64207,1513704.266,120322.5739,38772156.58,8729916.898,30623707.84
70,M1038T7023,3.169875427,2.362904141,0.045560562,0.126333488,1037.808322,1037.807259,1037.808494,7022.9574,7019.7462,7023.7218,3,0,3,0,3293555.292,961978.0412,3083393.948,18583445.58,3413156.78,4740693.986,902122.5205,20194359.2,28294148.53,28706579.79,20983569.6,8936604.265,8740422.487,27125642.43,4612354.658,30211454.45,11754028.82,2565086.287
71,M417T3439,3.384343779,-2.530467922,0.045587324,0.16203393,417.2254347,417.2240647,417.2254924,3438.97176,3433.15752,3441.10272,3,3,0,0,8061663.21,7501907.467,3720820.838,22983690.08,22557374.58,10458352.29,1150738.704,7108155.533,3768450.326,3994622.81,848384.17,5374376.948,1788569.759,2930882.159,2295738.074,17185547.86,39637931.39,47201003.76
72,M696T5866,10.88429579,2.593680421,0.045669333,0.221622315,695.676903,695.6760237,695.6788603,5865.50706,5857.35294,5866.99086,4,0,1,3,1481969.4,141824.1324,1483057.483,193327.3872,1499567.251,13634208.99,7855315.195,26315934.41,66012585.03,6995150.625,22671534.43,70790095.28,126825493.8,49270475.54,19921582.51,1232781.117,1185770.232,527609.103
73,M506T2261,8.898985186,-2.604556024,0.04611191,0.021039602,505.5069913,505.5069214,505.5070924,2261.3082,2254.80804,2264.2446,3,3,0,0,5239704.146,7897869.283,18622842.88,18711243.46,4703715.659,454638.2124,3025281.053,1262087.118,0,423434.5984,210983.8353,1329489.521,4143522.359,0,390528.7607,658818.4206,1304937.819,7903447.461
74,M475T1388,3.785140816,-2.358688232,0.04632523,0.032230778,475.2626526,475.2624585,475.2627396,1387.5171,1383.45216,1395.36636,5,2,3,0,50346842.02,38143469.59,17051617.38,40082348.37,2439245.188,16320618.96,0,15010747.43,1290.119123,869419.555,2715531.878,24831815.78,6160.977769,950059.3693,0,28263251.89,2869993.673,10852131.89
75,M909T6766,7.916633557,2.573275408,0.04647056,0.127312937,908.9617021,908.9603615,908.9620612,6766.4787,6762.1536,6770.4654,6,0,4,2,655898.322,1001259.304,6001253.399,32314.67,1271817.093,10408044.13,1207198.684,20938985.31,15799265.82,63517538.61,29365114.56,22521735.42,15916369.11,82710765.91,35285655.94,27484616.34,2030160.13,837387.7003
76,M755T2449,82.16267021,-2.625385277,0.046769639,0.071231704,755.3562291,755.3560164,755.3563012,2449.09338,2447.57478,2455.46706,3,3,0,0,13298137.74,14600953.17,11749402.37,2376511.914,1353541.788,0,0,203156.5121,96311.32602,0,0,228491.4758,0,197497.9092,0,13758411.19,1663442.07,295088.6808
77,M958T6496,4.939785696,-2.40335968,0.046868319,0.104846469,957.507782,957.50491,957.5078737,6495.8646,6492.8484,6498.141,3,3,0,0,9564911.584,13287843.81,5531677.248,2179373.685,9625380.57,264020.854,608265.5011,475572.1923,6069302.472,595291.6265,0,440831.921,316848.6488,420405.2316,9867674.649,8391242.027,350829.7589,274125.904
78,M439T1914_1,659.3422285,-2.622334894,0.04696464,0.013105985,438.7504672,438.7500842,438.7507813,1914.10617,1908.91854,1919.8929,4,4,0,0,17250114.23,143220094.8,42790878.99,53646767.55,61728662.9,773200.9962,0,88078.89025,5743.997946,50014.39653,340599.637,0,17669.55346,0,375875.374,286973.8985,31296854.12,910284.4966
