id,name,fold,tstat,pvalue,anova,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,b1,bcg,ppd,T051B1,T107B1,T108B1,T166B1,T173B1,T176B1,T051BCG,T107BCG,T108BCG,T166BCG,T173BCG,T176BCG,T051PPD,T107PPD,T108PPD,T166PPD,T173PPD,T176PPD
2231,M1288T6240,49.77937885,1.39646768,0.221309282,0.203954706,1287.67289,1287.672382,1287.67351,6240.0174,6238.077,6240.8256,5,1,3,1,0,0,0,0,14704940.87,0,0,86593111.31,0,106818005.3,0,538591705.8,0,67470953.61,100722.3185,3703540.091,2232120.821,1377089.868
2232,M607T5475,8.393802047,1.384229548,0.221436606,0.352309434,607.3728902,607.3697947,607.3730314,5474.67966,5473.32798,5476.5978,4,1,3,0,1278506.739,9225506.606,1164610.805,414695.4981,332019071.4,402079.4086,72408.50973,2203023.195,43282392.74,1613828355,0,1232316150,0,1730144.285,120341.7297,10130689.55,623856751.7,900014168.8
2233,M389T2158,2.958127257,-1.365741894,0.222028863,0.325481916,389.1769367,389.1767153,389.1777471,2157.8499,2156.48652,2159.76114,3,3,0,0,2109268.597,14657733.8,13487361.37,36837119.54,4543611.277,0,1984077.77,6008179.827,461774.5122,5081792.348,65747.32853,10614794.98,4878105.655,5467414.758,7016062.64,11506450.47,24612183.06,7678954.032
2234,M446T3891,2.723540408,1.346069407,0.222109961,0.292538721,446.2959202,446.2948777,446.2959795,3891.09642,3885.88434,3898.74024,7,3,3,1,3781045.062,2341926.302,12494808.37,40496982.88,10157779,2995987.318,216580.0981,47859946.24,4595897.881,59003699.24,3102187.81,82047947.51,777491.6704,60998659.89,2632188.245,39977053.15,53002924.69,50542890.62
2235,M533T4302,3.208069481,1.347500272,0.222123279,0.372800136,532.5522868,532.551729,532.5529198,4301.55579,4297.13364,4304.74578,4,0,3,1,58304673.49,1651512.087,30133286.99,0,2668338.956,1551744.966,5112518.774,149430228.2,4761470.325,69987318.04,2271409.631,70988664.98,462813.7546,107101541.3,1491745.846,712685.2042,24205303.92,238086.4863
2236,M1033T6517_3,5.144244481,1.360548031,0.222230658,0.141373726,1033.43807,1033.437612,1033.438428,6517.2372,6517.0848,6521.943,3,0,3,0,0,0,0,0,4323663.588,233272.235,461099.9045,4363841.631,223105.8684,4278508.722,0,14115435.83,0,435793.2664,0,351058.7639,410874.1512,2603.317629
2237,M664T3765,14.9262329,1.391227218,0.222360265,0.277002251,663.9827111,663.9818636,663.983979,3764.97762,3761.34522,3768.41262,4,0,3,1,232862.2105,69675.93748,74492.03778,1263294.681,4419667.839,68480.28493,0,18765115.05,583456.9446,64048027.75,260522.3628,7817893.083,145637.5467,10908694.85,171624.3698,312873.7898,18741081.25,163378.8717
2238,M1288T6239,39.03408415,1.391827044,0.222567398,0.205169024,1288.174615,1288.174268,1288.176788,6239.4786,6238.077,6240.3888,5,1,3,1,0,0,0,0,26071785.14,0,528041.6366,118671181.8,0,151486660.5,0,747002371.4,0,93849828.06,126907.4285,7828371.1,4417980.056,296416.229
2239,M550T1648,2.412771289,1.304298273,0.222687821,0.13115969,549.9412708,549.9407036,549.9421538,1648.13976,1642.15314,1649.574,3,0,3,0,1699168.571,24491850.43,28502.40204,7551302.853,185960.3109,708977.2853,20307.47227,18899252.7,20340388.32,30272045.82,197397.0975,13911163.48,242770.8108,3320550.381,335193.6964,2320632.554,2306028.718,9824643.561
2240,M509T1501,5.324987685,-1.369068547,0.222708371,0.155701293,508.7640392,508.7634204,508.7664928,1500.90924,1494.17646,1501.55046,4,4,0,0,2780539.843,161857870.7,16220.09433,121826029.9,8530434.753,10624074.49,8905.484339,9316730.423,5412.109736,185550.4558,1036221.433,46843588.85,0,0,0,16804123.93,3142536.488,7487816.08
2241,M382T5358,5.16429928,1.35895284,0.222804966,0.249230724,382.2195256,382.2192902,382.2195744,5358.4347,5357.09604,5362.1331,4,1,3,0,84633.73114,489826.135,237873.9289,1688809.109,51812041.72,232414.4641,218173.8971,48701070.29,127114.2327,165764548.1,58926.37467,66819965.17,84033.60719,2342596.215,45538.63748,344212.275,29146603.39,47961107.14
2242,M459T7246,3354.58778,1.391011145,0.222947803,0.412113063,458.6227691,458.6198507,458.6240846,7245.966,7236.225,7250.1948,6,1,3,1,152875.2904,178810.2046,400294.3341,48800.27306,4471777.311,13671.13729,7384.178967,12729029145,20424.36473,4931280771,9295.007684,5678920.326,0,9366141997,9801.851137,31704.41191,1727574.873,2588641.423
2243,M657T4876,9.064144181,1.380828126,0.222963656,0.364114829,657.3662998,657.3659408,657.3666515,4876.2903,4869.34152,4879.62978,6,1,3,1,1650980.498,6742710.711,4469951.923,76100.8417,351104098.5,0,224310.2082,31576830.29,155042.8636,1369044202,85968.5158,1898659523,0,63055010.36,295757.7889,280332.7148,871859153.3,1068674440
2244,M664T5063,3.537837798,1.339662644,0.223016854,0.28819767,664.0144326,664.0127182,664.014679,5063.34972,5060.26314,5063.63964,3,0,3,0,18074533.56,1128320.445,6853215.924,462739.5685,128263312.2,6185620.982,1966208.044,118051912.1,350818.2377,153583332.5,10291976.07,285233517.4,1585769.613,86553694.48,4219429.784,17888851.65,102411125.9,25591672.04
2245,M480T5080,8.429938094,1.386976205,0.223071609,0.190904502,479.9696032,479.9695602,479.970349,5079.53232,5073.51348,5080.03932,3,0,3,0,7587839.981,429829.47,6996619.806,775942.6908,123156.3549,707814.9085,381722.4837,91847409.85,1823078.838,36388584.95,3034018.03,6640899.966,375241.4447,8931611.165,594888.4309,7775053.722,698910.4755,1466507.778
2247,M540T4834,2.567841089,1.353275827,0.223246272,0.47943635,539.6038929,539.6032171,539.604378,4834.25724,4827.20322,4840.95216,5,0,3,2,9564215.972,10964354.64,3052959.547,3160088.144,1257543.616,438674.664,4124612.297,32238755.28,805993.2305,19612920.55,317824.1841,15923739.74,274086.7216,37974795.87,207196.5773,11390307.07,19622934.35,1093169.087
2248,M711T1850,4.455564832,1.365874792,0.22344674,0.18637947,710.810767,710.8100093,710.811141,1849.93995,1847.94018,1854.75588,4,0,3,1,0,4540387.022,0,10715112.01,901391.609,103824.0635,6306.550872,15881137.2,155020.999,14979159.97,0,41429043.86,0,25868829.55,0,75252707,165025049.2,1237731.213
2249,M610T3667,2.394309626,-1.311177816,0.223562875,0.090340901,609.8260749,609.8256321,609.8261434,3667.3431,3665.463,3670.11678,3,3,0,0,12859331.86,19753045.4,56304892.51,1997807.487,23663796.66,10439577,4199616.813,1765583.384,770038.0019,4119494.494,7715241.705,33644847.59,1070066.157,3805457.735,0,0,10179017.27,2750350.623
2250,M556T7257_3,5.319298021,-1.35551725,0.223591786,0.129192538,556.0793987,556.078895,556.0795767,7256.5425,7249.4154,7260.4566,4,3,1,0,518852402.9,50616.41724,620786466.6,41817.92157,137736.0311,92320048.55,10988.65484,324879.678,62930.16705,0,230020968.2,1225289.351,146941.9928,2129073.439,46190.17035,613662.6559,92866.07579,113073.5004
2251,M777T1119,17.74676336,-1.385012128,0.223956405,0.435576587,776.8448394,776.8447425,776.8485601,1119.0099,1112.56164,1122.19902,4,3,0,1,1344611.282,12143392.57,0,3706845.047,4787.103471,0,8002.121487,2394.400842,4718.923123,11135.34665,942919.5095,0,7830.965918,0,13188.07972,140050556.2,7430.878492,2043.507676
2252,M1217T6010,Inf,1.387364847,0.223987631,0.525498482,1216.729073,1216.728463,1216.729859,6009.5193,6005.7642,6014.2356,4,0,3,1,0,0,0,0,0,0,0,19525325.73,0,4765613.479,0,1764204.679,109457.9736,24948198.93,0,0,15956.62275,0
2253,M833T7969,3.224828801,-1.378313801,0.224051924,0.305003422,833.418171,833.4163387,833.4185228,7968.9126,7962.9642,7972.125,3,3,0,0,943057.4534,8311281.068,978258.4979,1496876.07,59382.28704,3233515.292,1120815.212,59738.39972,1142439.094,309065.0532,1079818.37,946470.5911,9550530.671,307256.4699,9818007.192,2521608.135,76136.99944,263743.7194
2254,M408T5894,4.590353336,1.351108992,0.224059862,0.269855971,407.7527307,407.7516541,407.7529526,5893.61442,5892.6498,5896.26852,5,1,3,1,264764.4944,877923.1057,0,48250.91968,9298086.462,0,21744.37428,7013530.829,191692.1225,26820843.76,92029.80467,14008489.93,0,9930144.797,0,107379.1778,2969478.686,3083844.213
2255,M593T1458,15.06836487,-1.38587558,0.224069098,0.540885389,593.2849459,593.2830395,593.2861372,1457.68806,1455.01608,1463.96832,3,3,0,0,1512385.487,9373270.249,204845.6912,5925322.681,63401908.52,7486177.201,3408.77632,1116884.93,120768.3331,15527.49575,3524663.981,1052419.253,242157.3038,20920.90756,0,78533935.32,1075475.187,331360.615
2256,M615T2327,7.124851305,1.385378736,0.224079254,0.299360008,615.2895044,615.288005,615.2901331,2326.75086,2319.921,2327.2911,3,3,0,0,9255440.198,24745137.65,36204910.51,9038791.671,22149352.98,3144815.224,355697.6072,475229685.5,2034861.962,198803811,2713612.973,65683230.25,0,580517205.1,1328971.456,809496.9497,1349057264,27685729.72
2257,M601T6612,15.1759076,1.384553098,0.224481778,0.206169977,600.6385697,600.6382354,600.639282,6611.8476,6606.2676,6613.5366,3,0,3,0,1539438.86,2198625.256,310288.1433,11349729.36,417593.7027,2915910.565,990859.894,5482196.019,15954986.06,59446570.52,1869321.416,200524882.8,1328493.874,13283544.09,18706556.03,6551109.262,142177.1838,119876.2333
2258,M636T7729,8.130816947,1.382599212,0.224525057,0.324646984,636.3870632,636.3869848,636.3880204,7728.5586,7727.6058,7732.758,3,3,0,0,18417963.68,24130648.37,19262279.04,332618.7082,13543.0425,65548.85727,16725.77453,249797211.1,144512.9457,255803996.6,50822.61318,107315.2504,256904.904,136581055.7,157142.5216,87909689.35,35594.15734,17304.43696
2259,M465T4678,5.312539862,-1.380701126,0.224637284,0.270988443,464.7863138,464.7861718,464.7863291,4677.6582,4672.1331,4680.72216,3,3,0,0,136705655,253639.1964,15771022.41,3383134.924,526551.2051,81346187.72,9313867.486,2696432.51,2199605.321,3515254.367,18286620.45,8785284.289,43160451.54,3646983.378,27810480.2,15304863.69,147365.0068,1569045.759
2260,M600T6957,1383.461868,1.384626382,0.224771491,0.25961328,600.3815716,600.3798472,600.3837593,6957.4374,6951.5952,6961.5636,4,0,3,1,121448.5548,45344.32839,379516.0393,35312.29316,3466702.814,130057.3162,3834303.06,4199588139,429637.8439,1560791312,0,15987869.56,0,1206328972,0,0,353035.6144,1575384.735
2261,M507T2445,3.963589936,-1.3359999,0.224785867,0.148059522,507.2782703,507.2776637,507.2806647,2444.5071,2439.22302,2446.26744,3,3,0,0,30569657.83,8747643.254,84688658.23,390884.9623,2918907.79,22484996.9,271240.234,577369.67,809512.6509,577778.791,33658568.31,1899739.985,4204999.429,549725.1894,3675735.218,1778100.245,4747952.485,1923920.83
2262,M465T4926,9.285805172,1.382989939,0.224812286,0.187397849,464.8642429,464.8641631,464.8643268,4926.4992,4918.5069,4931.26056,4,0,3,1,8471236.122,1710643.718,4477952.272,530413.3311,483925.0076,4621485.802,111297.8072,3280987.195,207428.9145,63799066.37,2291674.064,118771055.5,684113.5734,10172434.6,1275654.708,3645441.12,6389292.87,358244.8929
2263,M719T5084,2.329086095,1.325710326,0.224856999,0.34099669,719.4055541,719.4045307,719.4060843,5084.11839,5075.04378,5089.04742,6,1,3,2,569985.2358,146417.5802,11238312.09,2999845.275,21282000.52,8297121.786,33175.98166,24662508.88,496485.7517,43735552.87,16805372.57,17989684.58,2215099.356,59965646.24,1049299.487,28226825.97,18673634.67,18034389.47
2264,M952T6530_1,7.262921757,1.381192333,0.224887801,0.530746382,951.8081484,951.8069492,951.80954,6529.6896,6526.4694,6533.805,3,0,3,0,3200085.549,2497726.672,520536.0588,7687843.279,2636414.307,0,231118.526,78978893.57,0,23402628.37,1070458.67,16464552.92,0,88570885.23,0,1040268.964,2576202.233,2812010.409
2265,M790T6399_2,28.37565607,1.383482387,0.2249968,0.406354023,790.1276779,790.1276768,790.129351,6398.5092,6393.237,6398.6178,3,0,3,0,1397390.849,0,1552074.638,469070.9344,12481940.12,3101313.96,496215.4762,91909616.9,1612408.927,394159818.9,2668816.353,48341395.55,7038693.567,306523916.7,0,10914244.29,50663884.72,21362916.93
2266,M787T6739,3.162009225,1.318229476,0.225003307,0.259467733,786.7332571,786.7324172,786.7362182,6738.9246,6737.4042,6746.4162,5,0,3,2,0,0,15933657.52,134632.0843,83146830.37,3116937.869,272890.6948,86532987.02,163957.3926,140314806.7,5252453.303,91037815.81,9942447.124,257350095.2,10119656.16,661337476.4,51781902.58,4016579.859
2267,M603T4037,6.289237003,1.370283104,0.225170267,0.280974791,603.2052468,603.2049801,603.2070786,4036.80498,4034.23824,4043.02134,4,0,3,1,175358.2452,93722.66527,0,943062.1034,15131543.9,3772616.709,477129.9427,79724576.79,0,30983752.76,1275639.94,14055101.67,0,31387044.97,0,964836.248,3580967.466,4373331.364
2268,M1475T5961,36.97018263,1.382355554,0.225260514,0.182780693,1474.597663,1474.59727,1474.5977,5960.76054,5959.01898,5963.90058,3,0,3,0,0,0,0,0,629257.4263,0,0,249388.0363,0,6587982.765,0,16426391.17,232663.1832,0,0,393847.0942,30091.25777,0
2269,M367T5466,3.148908662,1.326383848,0.225391548,0.219191912,367.2087969,367.208188,367.2089484,5466.49422,5465.61096,5475.16734,5,1,3,1,26666.03069,893656.4731,461047.0971,443585.0472,8679794.034,1147223.308,119783.4964,15197766.23,67459.55851,14528085.79,2653606.92,4124293.533,0,7648251.411,66488.01526,919844.3898,525330.126,163356.6665
2270,M741T5449,8.541105398,1.369777651,0.225551303,0.36293714,741.4669772,741.4667133,741.4672518,5449.05432,5447.78634,5452.68084,4,1,3,0,0,79060.51145,218867.8966,99138.28266,522746979.3,140243.6463,42031.56878,105121372.6,283700.8716,2674231702,0,1689747464,460758.5201,278445752.4,295988.5489,643931.804,1179443854,1467539941
2271,M1293T5965_1,3.864391538,1.320169772,0.225571803,0.190894032,1292.664343,1292.662856,1292.664554,5964.82824,5956.24542,5969.72508,4,1,3,0,0,0,0,0,5681111.023,0,0,6977551.694,0,10587990.89,0,4388494.783,447817.1403,3120063.648,0,0,261475.888,0
2272,M726T7069,3.330090838,1.356114848,0.22575226,0.197446575,726.3278985,726.3267002,726.3280582,7068.9588,7066.6668,7071.483,4,0,3,1,308532.5606,620654.2504,13465389.14,5632481.931,18918736.76,2027768.738,968730.7297,21406997.18,74204702.01,30366465.25,6275999.166,3222793.686,410658.5313,26273238.66,449065.7579,3540876.75,142778.7567,288488.8222
2273,M807T6250,3.964176851,1.349212364,0.225828073,0.209555603,807.1065877,807.1060147,807.1067973,6250.4034,6247.536,6252.5478,3,0,3,0,198350.7069,0,661416.1365,50530.94697,5443993.031,1315991.279,575079.47,5596010.714,282609.8869,6971426.487,0,16981228.19,690013.8998,0,4839194.85,1071536.146,533214.8654,47305.63023
2274,M742T5449,8.541638139,1.368697933,0.225977522,0.355525643,742.4694586,742.4692474,742.4697518,5449.05432,5447.78634,5452.68084,4,1,3,0,0,96263.624,1610203.945,0,136884560.6,213380.8882,262967.4012,27196590.59,161395.6941,711973082.3,411582.5746,445611415.4,71318.56032,71490155.06,370233.831,729060.2783,281861011.9,367875994.1
2275,M777T6827,7.525379738,1.379790411,0.22605352,0.170063513,777.3123394,777.3122176,777.3161992,6826.8768,6823.761,6833.3094,3,0,3,0,781041.6141,756859.418,1468876.039,836944.6508,1731945.185,1413002.265,948876.4445,4186703.895,127071.9873,34950845.82,1003450.938,11375440.3,0,502889.3184,0,1178876.965,1943102.33,1064538.477
2276,M662T1997,15.73564358,1.379419095,0.226069474,0.369245597,661.7847727,661.7844975,661.7859827,1996.62732,1992.13566,2002.36518,4,0,3,1,0,758142.2531,163687.7193,684520.1471,3453653.045,2140572.345,49393.25193,25060654.33,41712.72523,79989245.44,3161097.11,5003586.911,17980.12533,16089349.14,0,2176331.786,46148300.83,514108.1014
2277,M475T2004,3.337187302,1.354295899,0.226100555,0.162147462,474.7591946,474.7591252,474.760843,2004.32358,1998.6531,2006.73402,3,3,0,0,100492.5599,1726482.436,0,2382585.939,8323289.787,9885425.793,619242.9333,11131314.38,208812.4748,31866403.42,191302.3165,30796912.21,0,9580093.502,27955.27209,3671422.427,637280.3641,0
2278,M329T1890,12.39803914,-1.378336891,0.226212292,0.446515648,329.183841,329.1837785,329.183867,1889.73696,1882.06002,1890.97734,4,3,0,1,62843183.53,452091039.7,89341.78779,37412781.32,2540528.566,79934809.03,125349.4317,23864772.39,120581.2486,2678764.746,6558355.114,17862830.37,246396.0468,2195169.14,166118.0864,389789056.2,9113684.861,81109672.16
2279,M479T6171,4.260352715,1.345576183,0.22631045,0.52028964,478.7854147,478.7847731,478.7858403,6171.1776,6168.615,6179.661,5,1,3,1,506765.0759,3997071.97,4322775.183,341959.3218,37261181.89,143913.5759,36913.53457,40996970.14,1411681.521,111642947.2,0,44331736.31,327345.8388,123804246.5,153362.0501,1208673.223,10372010.32,19263072.56
2281,M1168T8029,3.285534229,1.335622214,0.226341882,0.214082579,1167.584962,1167.584502,1167.585299,8028.963,8023.7514,8037.7056,4,3,1,0,478339.8731,10209936.92,835590.3252,2303453.293,30584.02425,1131822.846,1334177.174,5022208.745,488366.7592,1262750.391,19330595.54,21811163.45,2506278.666,4504895.177,1429984.359,5927829.297,45647.79126,311487.293
2282,M587T4249_2,4.338245692,-1.373336664,0.226369633,0.185089685,587.3037893,587.3010183,587.3039103,4248.98178,4243.62192,4254.41874,3,3,0,0,169118465.3,20139258.97,19678837.9,5685130.819,62892826.43,3017370.808,1553221.702,11489200.87,14133732.71,23063319.58,2662195.887,11763152.35,3598745.485,6193712.806,7132988.695,13333383.91,25030961.77,5420625.067
2283,M740T5449,8.430244904,1.366260212,0.22649672,0.365917417,740.4635621,740.463475,740.4639035,5449.05432,5447.78634,5452.68084,4,1,3,0,344999.2889,0,482805.785,0,1441943969,0,721593.5843,288050485.7,379685.6826,7288510730,201860.0396,4585055045,1150809.319,757965184.7,101012.5362,238154.3689,3269681437,4029833967
2284,M629T5364,9.940436231,1.374838074,0.226521675,0.177192929,628.9892561,628.9877285,628.9913779,5363.84256,5362.1331,5372.39178,5,0,3,2,54590966.33,1164582.803,9805079.657,3798500.174,5601781.852,3224604.325,747324.3058,532090463.5,7739134.398,157627319.8,1877133.242,77116752.19,125175.4919,20050284.59,1412609.067,15008738.98,18688618.55,1267811.959
2285,M417T1932,2.833348327,-1.34236151,0.226522296,0.190241921,417.1820344,417.1818883,417.1860361,1931.61318,1931.41344,1936.03524,3,3,0,0,1812269.816,50139530.91,1680952.586,32148438.35,7049897.238,12412310.51,21724.09572,6022286.445,891055.3384,1086271.639,13871214.45,15251980.68,678868.3251,9153090.043,2304874.909,1813339.136,6374440.258,11799103.87
2286,M672T1224,62.07270606,-1.378310041,0.226545185,0.26098408,671.8459634,671.8425332,671.846748,1223.85948,1220.38992,1225.65096,3,3,0,0,7369654.277,1038945.806,118580.5864,1300833.105,0,0,12893.6455,0,2237.148509,143199.8862,0,0,3791.776589,3993.91984,11559.19205,2042464.733,21637.69867,21540.68668
2287,M433T2030,1.959523556,-1.314486564,0.226573316,0.660295135,432.6007918,432.6002972,432.6010001,2029.94256,2020.43646,2035.60908,5,3,0,1,100200948.1,34886224.35,163989911.6,64901121.39,39026765.54,11439690.32,80940455.36,49265699.56,981693.1856,34352800.56,4082487.989,41879634,578845.28,597319258.2,3778.09533,12437231.78,31309732.5,24856793.38
2288,M735T2086,37.73979935,1.377955453,0.226656151,0.485864835,734.7945989,734.7933217,734.7951308,2086.22637,2082.92082,2094.02334,4,0,3,1,1208018.028,848546.2663,29329.96003,532370.2973,0,0,23931.40583,73739469.51,4369100.759,13231537.89,0,7448739.276,1038927.534,113154493.4,129108.6727,6904253.56,391455.3218,6492851.384
2289,M612T6445,2.658191679,-1.299447515,0.226691741,0.183050536,612.2240163,612.2224258,612.2245662,6445.4016,6442.5228,6448.74,3,3,0,0,143793.3747,7266511.322,0,5329565.942,1238742.508,6184329.058,84351.90945,74225.76142,221224.7046,5692371.861,1390424.817,122610.9832,117837.1258,184789.0225,219906.4689,3335735.068,479461.5783,732907.9139
2290,M666T7067,3.318764046,1.348055031,0.226695415,0.12631852,666.2862537,666.2858975,666.286698,7066.8261,7063.8006,7070.019,4,0,3,1,437602.7591,1326887.84,22004884.63,12773693.75,1189274.085,4034675.802,1005793.396,39390985.69,17163545.42,72404050.63,4638886.018,4011619.394,1185340.56,8442415.141,4245311.074,1606854.669,865941.1789,372311.2929
2291,M556T7257_2,4.99486692,-1.347404693,0.226898398,0.1304182,555.879247,555.8791814,555.8796407,7256.5425,7250.6136,7260.4566,4,3,1,0,914798194.4,114243.7789,1051208525,173009.7704,232044.4222,161387514.4,13138.87343,27161739.44,75047.57293,15829012.33,381422991.5,1518135.687,501437.1768,24971949.25,67275.61251,974459.2238,45714.58418,174481.2881
2292,M831T3675,56.87284876,1.377085016,0.226905718,0.37950519,831.4617201,831.4613639,831.4625393,3674.93646,3673.6302,3678.73122,4,0,3,1,125432.8434,0,2109464.192,0,7470273.378,0,43129.69666,52458011.08,0,411691393.6,0,87768154.73,0,405443742.5,53085.0709,209551.6743,88724471.36,91364883.68
2293,M768T4984,2.213224017,1.347893397,0.227199934,0.439156861,768.395137,768.3949111,768.3954927,4984.18974,4981.5456,4986.91602,3,0,3,0,608304.2419,4299102.366,4049516.204,1809061.083,5111895.939,7636048.787,217035.6804,23222758.23,5007368.653,10169912.35,2475180.488,10949336.15,935481.6711,12460459.56,2165506.709,67346951.25,6814885.048,4646988.347
2294,M381T4326,9.644201869,1.374055399,0.227293012,0.205003253,381.1949683,381.194375,381.1959832,4326.19404,4323.15708,4337.4093,5,0,4,1,1541042.214,4583188.204,538573.3041,6198261.63,492478.5282,511070.6124,85429.98084,92964037.89,6245792.047,21238334.4,679292.9838,12500253.71,1236390.387,12065411.37,2931257.88,2380184.156,1225354.982,559684.3226
2295,M479T5958_2,1.864910719,-1.309340381,0.22732905,0.22724499,479.2235402,479.2234116,479.2241064,5957.57088,5951.86032,5960.83428,3,0,3,0,5471973.886,2306561.441,0,5672644.064,11857493.61,7080659.436,314887.3882,4810077.158,2543963.248,6453304.203,1673246.181,1572287.532,2107527.412,17726309.66,5578671.901,8519819.026,11582523.3,506457.3329
2296,M372T5448,6.412288168,1.356151062,0.22737334,0.399836075,371.7383506,371.7357336,371.7385402,5448.43518,5445.71028,5452.68822,5,1,3,1,24273.67959,63507.74844,321166.8582,132018.9825,87783708.88,4660518.831,130372.5324,19481044.28,0,329595220.5,4780743.583,242260484.7,151494.1093,40387445.62,0,145241.0531,161477322.8,258076566.5
2297,M574T5486,10.06773,-1.374198655,0.227403684,0.239758058,574.2983771,574.2978923,574.3014088,5485.9932,5484.0414,5488.12002,4,4,0,0,5614272.21,31512935.28,16014802.15,18460863.76,185626035.7,5422778.484,475067.9949,2066879.855,1734474.099,5651649.03,11825631.71,4334768.855,454352.2611,8722037.176,363236.1451,20274620.16,7952742.843,29671717.39
2298,M872T6241,6.339203111,1.372432997,0.22740937,0.222476112,872.1029634,872.1024174,872.1031814,6241.3767,6239.4786,6243.0174,4,0,3,1,1304027.061,11652031.19,3018245.712,3330720.411,7999902.962,1583282.559,790045.6929,32088644.57,120690.0894,28206258.95,2776384.463,119146206.3,94040.9232,24733854.18,905080.1522,4299403.335,3840618.909,8781320.824
2299,M764T5493_2,3.96441072,1.334128801,0.227417392,0.1882396,764.3441822,764.344101,764.3445276,5493.47961,5489.4642,5497.98534,4,0,3,1,8003960.37,0,28725509.77,231322.8744,171267218.9,518981.9343,11394310.3,439179091.6,157199.8431,247425099.2,1986033.765,127417085.3,396073.6788,127036216.9,217012.7644,5024519.288,3382433.005,2068816.92
2300,M655T6241_2,3.430744643,1.365060457,0.227546039,0.220880932,654.8297083,654.8295268,654.830568,6240.8667,6240.3888,6241.4472,4,0,3,1,763607.9201,5324175.467,1821314.753,4677166.876,2775492.959,841242.8819,2367949.3,9493659.693,1061261.465,9006154.298,1904781.419,31754552.22,975045.4589,8193336.334,1165923.096,5285953.463,323558.8951,1906984.645
2301,M391T2161,3.051049134,1.325217508,0.227679302,0.201644919,391.1962849,391.1957618,391.1963951,2161.044,2159.76114,2166.49368,3,3,0,0,5206336.248,32325061.19,8835400.512,11766284.28,12136285.26,145495159.3,7649237.055,333694737.1,532973.2832,163406340.4,92195442.77,60829442.03,66745.4312,69387060.96,55474.73099,55323498.46,38728086.21,26779176.77
2302,M860T6655,10.03287463,1.373672932,0.227808075,0.321648828,859.6675286,859.6674501,859.6708094,6654.6648,6648.699,6656.2392,3,0,3,0,2738435.987,1127533.299,1807038.046,517601.0889,2271069.219,938732.7709,237172.2692,3413306.114,551901.7836,65459481.5,6746101.312,17905176.14,963379.404,6547867.233,1052011.94,28477768.54,942109.9794,1615449.699
2303,M1204T3952,8.488726127,1.361747271,0.227901431,0.21705127,1204.152577,1204.152235,1204.152788,3951.98994,3950.05236,3954.90912,3,0,3,0,0,0,0,0,26661997.25,0,0,7746404.435,0,78373213.34,0,140206774.9,0,34201606.09,62237.21199,0,0,0
2304,M663T5721,93.36647799,-1.37358758,0.22795364,0.185291143,662.6773836,662.6773709,662.6778888,5720.913,5716.6575,5723.41098,3,3,0,0,206399372.1,4489272.511,629796809.3,397474.0182,15345660.97,206907.198,674606.6814,674540.5707,0,3904472.495,885833.405,3035526.075,788859.064,1879542.846,1291059.076,1431622.269,1897417.866,274991.4756
2305,M766T7093,11.29930553,1.372688612,0.227998137,0.334485096,766.3655787,766.3649435,766.36743,7093.3458,7087.6038,7097.013,4,0,3,1,2251083.372,4491750.172,13694717.74,6446478.727,449614.0862,13196171.33,10434030.98,327980166.9,13457064.97,46561483.13,24249989.1,35276032.48,7062027.074,153659708.2,10704354.63,11263874.16,1737962.396,923984.2708
2306,M432T1618,3.28494146,-1.32242544,0.228334505,0.137820248,432.218245,432.2147523,432.2183823,1618.23483,1617.74676,1623.05148,4,3,1,0,37012553.85,85140705.06,846020.7683,18821902.6,1710838.538,144319083.4,54257.94124,13116403.83,160791.7474,2954645.618,64500747.53,6840621.796,524215.5001,418997.5354,358284.3286,11520960.83,14320651.05,10559097.5
2307,M693T6230,3.223459972,1.334275057,0.228366467,0.114116569,692.550508,692.5500135,692.5512268,6229.9314,6225.1758,6234.5898,3,0,3,0,3475189.728,1803494.178,2749294.252,1182561.914,3623630.391,22518830.12,1164076.589,11188220.21,2615379.815,15065931.43,62437266.71,21488107.5,549005.06,2460751.752,632903.8403,3270340.341,1011580.708,2524165.12
2308,M909T6465_1,12.65988774,1.368475865,0.228398997,0.22684005,908.6869041,908.6846282,908.6883182,6464.9661,6461.6964,6468.8082,4,0,3,1,688391.0186,268484.4159,9944940.935,461380.3296,178496.401,0,9917246.022,17793040.03,1082199.385,10496778.69,1899786.86,104927488,191301.84,9090981.627,217891.0254,927647.63,15747605.01,717995.0488
2309,M938T7806,45.84541079,-1.371729055,0.228468441,0.51987089,937.5240097,937.5218784,937.5244123,7806.0612,7800.1746,7807.8972,4,3,1,0,1168350.023,352282837.6,3532995.616,68796788.53,6463718.611,37580490.05,900955.2809,1078627.063,1066160.013,0,6243169.773,959118.6412,26338234.85,509945.4887,3708961.675,498940142.6,272073.3113,1081201.941
2310,M745T5449,5.606991933,1.363446013,0.228486443,0.350001986,745.4188086,745.4186396,745.4193174,5449.21029,5447.00442,5451.7002,4,1,3,0,6001630.652,581851.9169,28535804.46,66729.24576,32390843.22,3114881.906,571403.5631,6589165.157,7601393.169,200316196.9,1221841.281,180068023.7,16610973.69,20546765.06,19401570.33,566366.2972,86913767.95,125231088.4
