id,name,fold,tstat,pvalue,anova,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,B1,BCG,PPD,T011B1_not_identified,T013B1_not_identified,T014B1_not_identified,T032B1_not_identified,T033B1_not_identified,T047B1_not_identified,T011BCG_not_identified,T013BCG_not_identified,T014BCG_not_identified,T032BCG_not_identified,T033BCG_not_identified,T047BCG_not_identified,T011PPD_not_identified,T013PPD_not_identified,T014PPD_not_identified,T032PPD_not_identified,T033PPD_not_identified,T047PPD_not_identified,isotopes
741,M660T6391,5.954405471,-3.714701398,0.009693889,0.438800666,659.8249372,659.823706,659.8255847,6391.4522,6391.0132,6393.1488,3,3,0,0,3726829.922,16062524.45,18334929.68,6556467.43,16055999.88,22580085.61,6841132.512,1150028.966,1379055.864,2756513.008,1865739.154,0,1253332.572,4827860.353,6776748.574,315084.3843,3891215.238,347804180.6,
742,M671T3644,2.397678568,-3.208380401,0.009749404,2.63E-04,670.8202399,670.8198322,670.8206435,3643.75638,3640.07164,3646.66904,5,2,3,0,118442325.6,64777533.4,153535340.2,81444989.85,105219319.9,69763767.4,5375067.689,54126421.41,50017793.26,69518655.03,61803496.48,6557564.601,454757.4229,4489735.721,11512513.21,50868825.42,1755666.732,8636311.38,
743,M500T1213,13.89950796,-3.978972418,0.009757307,1.56E-04,499.5892462,499.5891547,499.5893797,1213.04374,1210.84584,1217.2255,5,5,0,0,1475215.373,1149755.055,2197690.113,366415.1731,2140675.24,661308.8196,0,10396.08181,0,205960.024,135149.1209,223411.5112,0,17863.39764,81909.66871,94833.07641,0,0,
744,M723T5347,6.58504305,3.563098213,0.00976064,6.37E-04,722.8281859,722.8277115,722.8287078,5347.14424,5341.27318,5347.68316,3,0,3,0,590895.1514,2470243.774,0,16757411.09,4470838.06,1067796.938,22091297.04,45167247.99,2910885.451,25302090.77,39550858.45,31955775.28,987862.0878,6856570.237,5976469.51,6127985.818,2962540.619,255890.3832,
745,M768T3137,4.96164442,3.621611088,0.009771081,0.014179907,768.3574273,768.3571157,768.3575477,3137.266,3131.7201,3142.26974,3,0,3,0,191083.4628,5598082.828,382409.2747,982680.8816,3711000.439,2408279.495,7051430.554,11361119.96,6535977.628,5616257.158,17634401.87,17659380.56,614012.0535,9238015.594,1874866.208,14151514.9,8120986.352,5344892.489,
746,M468T5710,4.12252181,-3.403623164,0.009795506,9.69E-04,468.2515133,468.2509472,468.2522689,5709.61135,5706.8022,5716.489,6,3,2,1,7510766.142,28313345.56,11231194.24,21081186.53,17888549.66,11073270.33,166477.3935,5369079.332,10112865.25,500473.0458,7083888.312,320351.6062,213433.7215,371810.6839,1997251.59,9620270.709,919748.5143,258796.8735,
747,M836T5625,3.27069186,-3.322918575,0.009805388,0.001497024,836.4267439,836.4258601,836.4283691,5624.8114,5616.48382,5628.48638,11,5,4,2,122914779.1,120964827.1,220297168.8,121207117.7,75611361.94,73974510.82,20518953.77,47727354.14,87255025.6,7039302.661,59803359.67,2369855.779,3998829.301,8783860.754,19282597.94,63790241.22,63392013.83,5731335.567,
748,M368T3720,8.095430962,-3.683317933,0.009820465,0.001457508,368.2051909,368.2051603,368.2052158,3720.27978,3718.21242,3721.74662,3,3,0,0,5485125.313,4902836.16,985968.2793,2737684.534,7410615.826,3219756.347,122761.6905,0,83049.33565,1930389.114,920090.0774,0,106706.0019,84587.93155,1938437.985,2447016.557,147444.5052,0,
749,M573T6294_2,4.45474777,-3.301730647,0.009839692,0.050447133,573.3262916,573.3244745,573.3267593,6294.2746,6287.0226,6300.9928,8,2,2,4,74196809.59,15716100.43,92868379,51695337.7,46191914.73,47611254.03,45568499.37,3091220.855,15641325.9,2152860.595,5835095.399,1403115.243,11246404.82,154056801.2,85727909.02,7683103.08,95059058.54,51640210.71,
750,M679T6488_2,6.047578718,-3.332692748,0.009844314,8.60E-04,679.3942088,679.3921653,679.3951178,6487.6424,6483.6478,6493.4418,9,4,2,3,191908756.2,113670634.1,382605889.1,270556560.7,133743128.7,122723844.2,18670793.49,1961122.982,8718557.447,1866914.25,165221083.5,4502908.319,5166917.272,10172940.84,69396523.25,9030065.493,13779130.67,222489.6258,
751,M549T5580,2.217267895,-3.369355919,0.009908391,5.02E-04,549.2753664,549.2741756,549.2759107,5579.59155,5573.223,5589.05274,6,0,3,3,22538712.55,30606182.96,40164384.56,17288912.14,16595206.01,27813907.74,8155577.101,19667398.48,16342380.69,7048659.063,9289913.146,9405217.963,881348.5201,12213431.21,7412601.182,11855417.1,4045390.552,8832130.492,
752,M560T4972_1,3.748751459,-3.290552699,0.009921852,0.192231887,559.8377684,559.8372653,559.838403,4971.67196,4961.95764,4976.1446,5,3,1,1,55635985.85,47328328.63,81710601.18,112621925.3,39891084.74,123112846.8,19804616.04,16249025.5,7173383.588,12872329.88,65375628.12,1312771.011,454594.8679,7542694.515,29114258.51,199217155.9,1317671.019,1139072.925,
753,M768T5858_1,14.70678263,-3.93301525,0.009922775,1.86E-04,767.7685461,767.7675671,767.7686191,5858.46744,5851.69004,5864.6325,7,3,1,3,152176399.7,386898285.6,495990380.6,128082121.9,215265021.4,175516925.9,12521709.01,16064964.1,99976.04359,7671310.562,66485584.75,2817168.296,6345681.789,11429466.65,18558244.99,9383861.576,2423161.443,0,
754,M859T5300_2,6.061847516,-3.778041362,0.009928151,3.15E-04,859.3924224,859.3920834,859.3931489,5300.1783,5296.87416,5309.74466,6,4,2,0,137401363.6,44482470.89,91897010.76,73637003.21,90559426.53,23015665.18,1613278.286,29695593.3,2098827.851,15873818.74,19676859.05,7089880.149,626771.4496,1626217.99,1826537.896,32261477,1223731.726,113481.7638,
755,M621T1688,4.203112694,-3.361256194,0.009929051,0.011729075,621.2950831,621.2943475,621.2957301,1687.5843,1681.78758,1698.6367,9,6,0,2,6586293.209,1570923.989,10618243.74,13621031.45,10831743.53,9038212.511,0,1535068.868,0,699644.9581,5296387.924,4904074.803,32687.06357,1882376.922,55298.25933,11060953.06,57315.75599,28792.78227,
756,M928T4595,10.79319067,-3.657037043,0.009930088,0.002466267,927.5613526,927.5605279,927.5617045,4594.91155,4591.86924,4598.4776,4,3,0,1,5826452.966,11667484.24,14250530.86,417994.8169,10133088.47,8632908.081,219882.8222,0,0,206560.7955,4292129.508,0,58173.96746,0,113971.7299,7636547.452,65423.96222,0,
757,M706T5888,3.738140716,-3.325748792,0.009935963,0.00188715,705.8246909,705.8235629,705.8251587,5888.3492,5882.3322,5890.4856,3,3,0,0,4791617.215,18197378.81,7646856.973,14340951.12,10472444.65,8303926.716,1051759.646,2017143.421,1246220.929,8552305.077,3624258.818,563094.2394,509666.4958,983738.2462,655029.3828,7047518.593,3904884.102,0,
758,M677T2437_2,5.011182843,-3.667347557,0.009956585,9.65E-04,676.8366895,676.8360109,676.8379704,2437.21906,2433.29852,2441.8549,8,4,1,3,450462045.7,714405114.4,617610779.4,267305555.8,330366278.8,155410484,23509176.8,108914346.9,35728855.49,193187495.4,137334606.7,7305910.416,1833804.935,6962928.317,37952405.23,297738883.6,9113659.379,78860.19949,
759,M540T6538,4.628472182,-3.536424019,0.009960104,0.09613306,539.8200126,539.8194195,539.8211547,6537.7372,6525.8106,6541.7586,7,2,2,3,22362453.05,1540503.716,27887996.79,16664544.68,18054475.46,20818032.42,4498621.125,93176.11216,6784214.802,276147.8504,9710269.627,1826217.168,12140868.98,27330076.72,6753613.553,181401.4875,42907313.61,3242699.115,
760,M590T3365,14.92109523,3.988629922,0.009974645,0.037138613,589.6550167,589.6549501,589.6550272,3364.88954,3363.87716,3369.02636,3,0,0,3,364260.245,585076.192,206305.5917,200786.9787,300660.654,1420632.605,5099641.778,8835548.551,11631698.04,10186033.47,10170065.19,0,1916256.722,17968910.12,10162614.4,1949166.193,14848412.86,261153.1937,
761,M533T4967_2,2.604502294,-3.490653096,0.009976641,0.001172295,533.2200732,533.2192148,533.2213447,4967.04229,4964.12176,4970.7884,6,3,1,2,39948341.59,12671193.18,32535824.19,47592894.45,24578455.45,28818763,9152634.817,2907412.286,14761888.27,12463342.47,19807943.82,12377428.32,1084937.248,15382069.55,19460252.37,5584355.966,10785259.76,3259833.109,
762,M467T5631_1,7.064120655,-3.869958375,0.00997732,2.56E-04,467.2428923,467.2424928,467.2432598,5631.096,5630.8546,5637.56988,5,3,1,1,60636231.66,60038760.18,92589959.32,38302939.06,20770854.91,27442750.59,7197379.219,11472401.58,6683483.179,1267435.346,15069353.58,747146.3393,601247.4472,4535546.725,7587891.876,14506694.94,2951437.722,1130669.807,
763,M1202T7790,4.076621282,-3.619769466,0.009977874,0.012598124,1201.613311,1201.612858,1201.616966,7790.3754,7787.3988,7795.386,3,3,0,0,6991912.757,2197657.559,6736130.857,1828080.926,7041477.915,6593356.492,1263861.251,1445422.928,1039632.982,378041.8839,3010570.304,562135.2333,21050496.39,58249954.43,17441583.81,1454683.184,20886765.06,13804985.16,
764,M432T1669,6.414446093,-3.790784605,0.00998094,0.046393121,431.8922838,431.8917858,431.8923332,1668.52539,1660.27428,1675.66096,6,1,0,5,9433826.777,1397566.209,11034501.07,14928185.54,11794051.43,5902471.715,28063.40462,1184784.753,34786.35968,2167022.143,3274126.87,1806198.258,2866386.548,25500786.21,5045377.69,8799504.352,3025858.558,11575509.49,
765,M643T6360,12.32005926,-4.018005959,0.009987932,0.00147272,642.9878132,642.9847731,642.9885124,6360.3012,6357.8806,6362.1702,9,2,2,5,16131148.82,36212792.08,26315409.09,68150818.59,18464104.46,39571216.92,2880710.169,1515550.832,3446363.054,3002648.464,4420737.237,1360979.257,2149434.84,19690965.06,19445000.81,3572982.822,22440279.89,11353268.58,
766,M515T4968,3.397285473,-3.469069178,0.010026616,7.64E-04,514.5804893,514.5789489,514.5812457,4967.50838,4962.66364,4972.32258,6,4,0,2,78102119.39,36108188.59,121109822.9,118572887.1,52819976.91,61726703.34,21847089.41,6145181.194,178593.5309,40039860.49,38770710.77,30905033.66,2678083.791,27546907.28,27479364.65,28668912.72,17980698.44,48397.47005,
767,M706T5887,8.200145814,-3.954848399,0.010049567,8.11E-04,705.5745259,705.5743262,705.575171,5887.138,5878.9712,5896.99436,9,6,2,1,14209745.48,51125154.86,20057082.07,34324768.12,19952135.95,17076001.08,1338310.178,3721311.059,4697959.973,1316421.048,5933390.079,2107497.949,747037.3996,1596434.046,1503669.491,17816895.49,6961321.41,0,
768,M859T5300_1,6.884142906,-3.782076288,0.010067469,2.88E-04,859.0591063,859.0583817,859.0599916,5299.96482,5295.7945,5308.56504,7,4,3,0,179569273.8,57246510.01,117154937.5,87827678.26,113462013.2,30164540.36,5315510.13,36559306.27,0,18960339.11,20781946.93,3422525.733,870006.4921,2562664.174,2093645.886,33772049.8,3786101.979,0,
769,M896T6529,6.68776554,-3.740309157,0.010078817,3.18E-04,895.9174585,895.9162568,895.9176282,6528.6606,6520.8004,6531.7544,5,4,0,1,8893869.904,26349072.24,51767462.88,39686599.25,26990043.32,17943918.97,6377893.003,2528851.639,5006273.105,12898.44039,11730590.18,6918.210568,2532866.063,8044439.291,3340382.147,646651.5002,1847286.138,345064.305,
770,M470T5377,2.605392391,-3.205176507,0.01008288,0.073577418,470.2354978,470.234332,470.2359967,5377.00446,5366.3939,5381.46498,7,3,0,4,17483711.55,15576916,5310705.129,9107935.461,11510278.52,14949258.13,5829738.723,5610832.002,915389.4787,3411736.715,10824935.55,1786511.131,8166257.758,9658638.782,11498256.04,6081314.485,22631122.08,890593.7593,
771,M805T4829_1,3.281866001,-3.194206607,0.010088404,7.77E-04,804.8871883,804.885159,804.887523,4828.94262,4820.90668,4833.8938,8,5,0,3,108671705.4,167026279.5,277904135.3,239342273.4,158933219.3,93878968.2,2866700.996,71925448.56,3183680.11,129177759.8,110435594.2,1057763.185,896279.3409,5467569.993,29569322.53,87377274.93,2765731.97,0,
772,M526T5004,5.824061322,-3.535730693,0.01009206,2.95E-04,526.2822023,526.2820779,526.2824222,5004.14073,5001.6705,5006.58714,4,3,1,0,197076117.4,186991880.5,385210150.4,277046807.6,82516690.27,119463571.7,5365889.608,13723747.91,2431806.885,127462657.9,32803823.86,32547938.24,2207861.845,3150301.435,26508639.85,11986706.99,1264000.723,7255613.297,
773,M419T3892,3.097783362,-3.204797071,0.010099216,2.61E-04,418.7059685,418.7048972,418.7060069,3891.76538,3890.89638,3897.94006,4,3,0,1,65597905.4,57931376.38,31199574.81,90711069.9,77230233.4,57563024.65,442461.8423,15940506.5,325807.4219,48831466.54,56642474.54,560916.295,71462.69182,726823.2335,8920853.389,14988082.23,236911.9933,1264250.27,
774,M489T4467,3.513633259,3.656063768,0.01010498,0.024528048,488.7724825,488.7722389,488.7728286,4466.91206,4458.17478,4469.5737,5,0,2,3,962562.3149,88731.90872,1218632.168,1110680.329,446133.2857,1109623.081,1256122.414,5041287.932,3490703.233,2010859.199,3015429.218,2530167.529,309027.9214,3003532.393,1824369.718,272999.0528,2431628.225,3862251.516,
775,M811T6410,7.3041559,-3.81169426,0.010111024,3.02E-04,810.7104722,810.7077826,810.7116607,6410.0546,6401.7212,6418.63,6,2,3,1,31959149.98,36921213.2,14960110.33,53816440.17,24066289.07,11594622.65,920859.3979,5508322.188,10561789.33,3071723.86,3665964.332,0,525839.6442,4399251.008,1567633.887,7470922.215,3242661.031,2379870.137,
776,M459T3213,4.623682338,-3.296235112,0.010119868,9.22E-04,459.2576006,459.2574301,459.2582065,3213.0587,3203.94882,3218.41596,7,3,2,2,57044902.94,42651050.25,78683529.48,23912048.47,44931012.81,104562912.3,7655294.847,4841173.096,285573.1413,48534876.65,13906394.13,860084.5678,471516.2711,1400407.017,21668865.12,14375295.92,1173256.986,4329265.201,
777,M468T2648,3.640261402,-3.271963592,0.010142617,0.001647037,468.2917741,468.2912042,468.2922588,2647.51377,2645.1553,2651.1943,4,3,0,1,18011419.91,35820843.65,44217878.94,41089802.21,9356552.557,32872875.78,375023.0065,7132741.256,102963.7685,23118572.15,14842212.22,4251660.447,321929.4245,2663932.104,8376464.989,19567544.82,911795.7337,1453885.118,
778,M892T5670_2,3.275110122,-3.227983564,0.010151355,6.21E-04,892.4628907,892.4615967,892.4640955,5669.92472,5666.059,5677.0836,14,6,4,4,186489518,388118415.9,345301519.3,505917630.2,142047069.1,432335466.2,55877677.63,93289444.13,276848959.3,21101882.11,163612529.7,0,1281245.743,3360376.179,56864897.15,156165164.4,2708978.412,209012.7105,
780,M531T4967,2.776027535,-3.160940257,0.010171091,0.003631364,531.2203384,531.2184865,531.2207147,4966.62238,4965.82204,4969.16976,3,3,0,0,9756982.487,2219467.865,9339195.926,8150269.301,8094210.773,8640669.664,947057.7124,137154.8804,480378.808,3419720.593,5699906.147,5958554.823,231214.128,2008015.966,6125032.076,1666974.26,3218834.547,246133.7623,
781,M812T7146_3,4.941692654,-3.438428645,0.0101753,4.93E-04,812.1439204,812.1432776,812.1465832,7146.255,7135.5664,7148.973,9,5,2,2,37855940.05,18902125.24,30392800.27,10879814.94,48520239.01,18714449.08,5090177.589,2462238.149,19366433.42,3341096.84,2853630.857,329492.1774,503211.0555,931318.7054,3142261.427,6311143.737,4942648.709,830801.3478,
782,M609T1945,3.636965899,-3.25444686,0.010176975,0.001133153,608.7882761,608.7877363,608.7887821,1944.96076,1941.52584,1951.13898,6,3,0,2,16494312.59,8644740.651,31152530.23,14757526.84,32395191.2,27628499.53,7749.304218,5921952.353,77009.09781,16234320.23,11835846.3,1962174.127,2953.243834,400176.2186,3761415.907,13001790.61,21073.51247,0,
783,M540T6278,3.946999964,-3.388667984,0.010204348,0.001001353,539.9351373,539.9327629,539.9357044,6277.9566,6271.3388,6285.6612,9,4,3,2,29647736.99,8325239.677,32259823.51,18561049.28,10811612.39,23283696.82,3898678.404,1117241.789,12484989.73,10872345.44,2523126.368,238444.6565,462664.5308,9734312.378,6484930.907,2178476.739,3444726.878,1461542.704,
784,M667T3305,2.767362744,-3.162188947,0.010208517,0.011923917,666.8535862,666.8528928,666.8542485,3305.17196,3292.84022,3309.4306,9,5,2,2,506209387.9,423019837.9,792653163.8,612195013.9,274429654.5,394352115.9,132704430.7,78312856.71,487856370.7,172751913.7,211914471.9,1557737.819,14193449.91,63002207.35,118005688.2,611863442.4,17486821.76,68278.34809,
785,M524T5181,3.522574012,-3.365520767,0.010253176,0.075745873,523.8033536,523.8032756,523.8036817,5180.52902,5179.57486,5191.5234,5,3,0,2,17665443.01,49841104.27,80123863.96,30629604.82,50228249.23,60226430.87,7092514.117,13485625.16,4804354.943,35178604.97,18800128.26,2600058.573,13269238.38,93815182.89,58295210.56,4107996.788,26384272.16,18778875.97,
787,M603T6332,3.674091602,-3.152644138,0.010296256,9.50E-04,602.6540532,602.6534105,602.6546322,6331.7736,6327.2986,6339.3188,9,4,2,3,130473786.1,139629822.9,296768508.3,203098856.8,136095678.9,115147086.6,40240238.65,7948043.801,179888793.1,1279049.518,15317532.05,33276337.15,19782178.32,53793303.6,48457396.48,4467804.023,8320606.063,9461359.999,
788,M558T4820,4.528070505,-3.734766992,0.010298133,7.84E-04,557.9749083,557.9744404,557.9751353,4819.53292,4815.84282,4827.72342,5,3,2,0,30140295.5,32824911.55,72706288.62,33316333.4,21105216.2,31030135.74,4457349.121,7320220.408,3109043.647,16804943.24,11508745.04,5633562.934,746063.232,1049816.647,8537113.648,24482376.97,1353021.781,175637.4971,
789,M837T5622,3.76379703,-3.377967005,0.010312455,4.10E-04,837.0950646,837.0936776,837.0955989,5621.73914,5616.48382,5627.718,12,5,4,3,107653253.2,106357449.4,218836863.8,105913788.1,75087818.08,72392974.3,18371974.44,41320321.74,73645746.64,1458722.96,47064844.87,465475.9221,934652.0028,4178128.062,19757049.52,39051153.74,2769514.937,1377298.941,
790,M606T3087,6.418275689,3.834139254,0.010324922,0.002153228,605.7694565,605.7692657,605.770011,3087.2451,3083.95628,3099.37358,7,3,4,0,10951064.66,8203664.458,21987219.85,17433700.53,1504648.359,4395720.542,16327425.35,82118598.33,102225750.7,109385439.1,65068227.86,38699420.01,1583041.356,49335713.37,30327958.3,16707247.87,15805128.41,44233941.32,
791,M509T5560,2.695721097,-3.177227493,0.010332484,0.034204014,509.2634861,509.2629827,509.2635946,5560.162,5553.92046,5566.51236,9,4,2,3,117139735,96318669.95,122820088.7,107276957.6,27336274.82,85638765.53,15564247.59,57077515.99,59631419.22,7714320.254,63597702.94,2864375.207,1127275.361,5577601.467,19332969.13,143203527.2,4050134.444,12613628.71,
792,M676T2438,4.300287864,-3.656952275,0.010339385,0.001531578,676.3349233,676.3346425,676.3358766,2437.52708,2432.09768,2441.05018,7,4,1,2,1015742071,1718271066,1173868929,663157756.5,832721314.4,353794181.3,53291323.68,206447838.1,43492605.78,440796849.8,272774330.4,322073774.2,2283885.745,32415260.94,151222200.9,798007966.1,9993279.972,911809.3677,
793,M771T4968_2,4.350028902,-3.326442836,0.010344749,0.001658764,770.8659416,770.8655026,770.867701,4968.12562,4963.4858,4977.22566,7,4,1,2,11097344877,6901375889,13547772216,22010825368,7737344378,8206368023,2591164263,703225800.6,432124.2169,4083401013,8571392914,27526178.08,189054652.1,4945630893,3705935537,1283732810,4727159768,11015494.05,
794,M571T4373,2.638821808,-3.152050599,0.01035378,3.39E-04,570.9349786,570.9331633,570.9355756,4373.05764,4367.49214,4380.04128,6,3,2,1,19848107.5,19031037.5,17175819.99,11819951.19,28304120.9,12613990.23,611406.3749,905705.152,14791141.48,14598242.39,5999408.994,4321975.031,327585.7366,712801.664,1972662.409,8270560.287,330886.1331,361404.4864,
795,M584T5452_1,2.962813981,-3.257413185,0.010361565,2.34E-04,583.771341,583.7711389,583.7718894,5452.10028,5448.2711,5453.54756,5,3,2,0,35767977.5,36373898.51,17765413.3,14831259.69,14684777.14,30632535.06,3707336.589,9531506.255,4582245.483,8480281.681,21408218.13,2936811.587,87640.19651,847619.3372,1090139.238,8439685.066,387355.1363,950862.4977,
796,M785T4804,2.813519834,-3.540914452,0.010362053,0.001543521,784.8344489,784.8335961,784.8349662,4803.81384,4794.67352,4808.45986,7,3,2,2,24379084.66,30689613.3,29448534.17,36259349.51,22653916.89,28652010.67,40015.04867,16961065.27,222417.224,14375253.47,28798462.29,765500.7948,330496.2729,5122262.907,6948364.819,24359770.07,1459589.817,1613387.656,
797,M768T5860,7.640213202,-3.84035413,0.010369119,2.47E-04,768.4355223,768.4352822,768.4372137,5859.82747,5853.4557,5864.6325,6,3,1,2,30195427.44,79972522,93218369.51,22220577.57,46125399.81,40912358.67,1722159.074,4986660.558,1676541.277,13863368.94,14471936.06,4200267.413,1271667.173,4395866.413,2936420.213,10069424.47,6524189.641,4756550.261,
798,M657T5780_1,2.659299054,-3.249199545,0.010382652,0.237909987,657.299179,657.2982949,657.2992922,5780.11606,5778.46292,5787.77514,5,3,0,2,10752029.84,26426651.4,29089901.34,23775827.17,34290579.62,14123178.55,1558984.85,5834089.301,17138225.84,6307638.349,6141097.821,15085626.67,2597621.817,69959546.91,6579788.775,21468705.67,44251589.43,2126945.947,
799,M434T2483,2.802016853,-3.15080909,0.010404719,9.50E-04,433.8986513,433.8979281,433.8989447,2482.92152,2473.7214,2489.43884,12,4,4,4,27684811.36,14305966.11,32999042.85,41112427.45,23352443.6,44525614.01,973942.8476,18003171.58,3154774.227,16666465.04,25335493.1,1526109.95,543739.2561,1997646.121,14520701.3,12926680.78,1649014.398,205058.3515,[735][M]+
800,M542T6333,16.23824207,-3.958740647,0.010405677,4.02E-04,542.2863579,542.2842975,542.286572,6333.1504,6327.9372,6340.7688,6,3,1,2,162517594.5,113380542.5,250886156.5,89033407.96,67310313.37,63003933.7,10121261.56,9569666.377,3637598.331,4051927.263,18568605.81,0,2504884.056,32523529.81,41498844.56,9749056.249,12535380.24,9879507.553,
801,M585T4850,3.657499481,-3.396469349,0.010428165,0.004132772,584.6451779,584.6447553,584.6456578,4850.47774,4842.67194,4853.37554,5,3,2,0,11874262.81,23731607.76,20923131.93,35514431.17,8836135.673,28713703.63,2019453.769,8296239.489,704889.2988,13139504.37,9723672.052,1548446.448,358979.5011,3301156.353,2899689.093,21466694.51,185295.04,191030.1623,
802,M772T3322,4.572543875,-3.259192664,0.010442895,7.96E-04,772.3258054,772.323547,772.3264329,3321.95574,3315.79836,3324.85966,7,5,2,0,3593643.751,3872465.595,7797848.106,10260933.67,4046424.041,4136713.044,538954.2084,279773.3767,0,4850865.278,899032.2062,803207.5748,33520.26961,45486.64523,128564.5059,2367371.537,0,0,
803,M815T6459,3.6962209,-3.251251438,0.010486119,0.002957248,815.069235,815.0672972,815.0705023,6459.2734,6449.3872,6472.4458,6,5,1,0,15405422.07,38737844.06,39320066.35,14509275.37,39656110.04,18637360.16,675683.2584,4137287.202,23972345.96,7178871.745,6141929.954,2876604.112,9586283.291,10575585.09,10628140.95,722208.2524,1572540.395,16492766.61,
804,M543T5321,2.848021854,-3.356963626,0.010504386,0.00310232,542.7923395,542.7917465,542.7927051,5321.38408,5315.90044,5329.09262,7,4,2,1,9595600.414,18524798.92,14363953.63,19651864.15,4938019.22,12678120.07,2365312.004,4516035.553,9375897.245,2078171.884,7176080.988,2491221.576,372428.9505,2052411.487,3145236.496,12071337.87,686235.3347,3411004.152,
805,M1088T6375,3.723426049,-3.345750023,0.010529068,2.27E-04,1088.227528,1088.227337,1088.229296,6374.662,6367.4156,6374.7058,4,3,1,0,10355575.52,20907933.83,22262739.98,18918174.56,23643436.35,16249249.44,131978.4592,2474994.112,22772478.46,0,2853308.864,1937601.546,0,1897841.964,1997779.936,808153.7683,709103.8946,0,
806,M609T5776_2,8.260724951,-3.788510252,0.010537295,0.013676141,609.3575767,609.3572512,609.3578162,5776.26712,5775.57656,5781.9513,5,2,3,0,22417139.5,16831102.8,7074085.41,27422716.26,4303821.035,18105406.31,2421255.337,3368851.688,403513.7224,88993.99385,5159238.408,198078.1978,64025.21468,324450.1318,590570.3742,24061984.81,0,1155924.196,
807,M557T6433,7.327079122,-3.67677585,0.010552151,0.001816769,557.3426279,557.3414593,557.3429116,6433.0606,6424.4742,6440.2984,7,3,2,2,17649503.62,11630361.82,47282650.95,22121501.57,30881959.79,14671929.81,1300860.416,558876.703,4791279.661,10973656.06,863585.1744,1197336.363,1358058.729,2694010.187,16498289.31,1411913.732,6278512.543,10355473.75,
808,M437T4397,3.98302715,-3.685443398,0.01056096,0.010068098,437.1836323,437.1831716,437.1836983,4397.49808,4395.62678,4399.37724,6,0,2,4,23682095.32,15084525.07,41618398.77,23807500.34,11151402.23,18703654.55,4150234.34,9737609.535,7792807.984,3209649.264,7463981.757,1300415.23,3053028.389,14655597.71,3931160.421,26627076.07,14051086.5,5740385.457,
809,M681T6142,49.38865736,-3.968349032,0.010574643,0.105163642,681.3409261,681.3397316,681.3431758,6142.3359,6138.1728,6146.1052,4,0,1,3,2136323473,722575552.3,2382264715,150356600.2,2454017507,2787344579,19734176.8,20768007.39,26970041.5,7990136.893,129176834.3,10650770.38,3867830646,14932615584,211795051.7,122222358.2,9517812953,21890640.08,
810,M868T6536,4.04922309,-3.466703724,0.010579723,0.003255851,868.1237561,868.1214739,868.1244665,6535.5977,6530.0914,6541.329,4,3,1,0,21923676.16,13263934.43,36820679.49,11653709.99,12956178.2,27307733.34,8818995.2,804119.8134,10600695.63,367098.139,7904402.339,2109550.317,951187.7321,16713169.72,4554937.129,197742.12,9915192.657,0,
811,M569T4568,19.79992044,-3.96047917,0.010594206,1.79E-04,569.3144677,569.3128159,569.3158942,4567.79124,4556.76252,4572.23062,9,4,4,1,291068643.6,56549110.54,218583716.5,51230771.41,227990769,308586127,21675201.66,2886850.097,9442780.594,8362432.797,10897802.28,5018456.563,1136180.035,3673360.465,4282554.354,4783640.252,7038564.916,2285519.856,
812,M1316T1982,3.84793667,-3.140108561,0.010595201,0.096441984,1315.546333,1315.545029,1315.546761,1982.34404,1975.6763,1985.37076,4,0,0,4,138745.8872,300397.8065,205425.3982,127876.3397,153879.0084,98672.34209,0,106204.4575,9359.131706,0,0,150812.0999,2287122.38,9387996.694,275010.2428,242031.473,15221191.4,48625517.76,
813,M413T5882,6.121161104,-3.47281622,0.010607062,0.475158081,412.5946895,412.5944548,412.5947238,5881.9424,5877.4424,5884.7762,4,3,1,0,3879235.611,2682516.617,6928457.907,2234781.514,2520346.937,2170827.66,69134.54574,135444.407,1920690.284,0,1210072.85,0,9427.651724,66861.27112,857830.1685,986449.042,179133.4901,20366458.03,
814,M722T4656,2.810323735,3.379830662,0.010608516,0.23453687,721.849488,721.848868,721.851134,4656.07539,4644.85342,4662.0427,10,3,5,2,10088460.97,11620358.91,19755353.02,4673059.55,5587732.588,5438645.397,10314727.42,34590095.93,21900817.78,20033872.79,34702280.7,39106456.57,1085193.95,6403964.344,1933693.017,69558716.78,4013446.69,500164.8956,
815,M810T6278_2,12.55725295,-3.923344056,0.010611581,0.001175121,810.4027625,810.4009434,810.4038498,6278.2638,6271.747,6279.8946,4,4,0,0,106891141.7,34051638.49,158261772.1,85128222.57,37717907.5,68343816.59,3591695.088,2295122.629,5758602.983,8186407.212,2961706.84,16259154.62,4625511.743,61439279.14,19786716.63,3131047.226,13842586.78,2396883.806,
816,M443T3887,2.697612274,3.639098338,0.010613163,7.31E-04,443.2100805,443.2089874,443.2104291,3886.55077,3882.6833,3892.01358,6,0,4,2,6748136.442,4180633.138,4302245.98,5035606.563,2661095.651,2725510.989,6860167.623,6269905.093,9046050.3,15505621.04,16200938.59,15319782.13,616726.0204,707779.3887,9008815.561,1678718.871,1638296.999,324676.7851,
