id,name,fold,tstat,pvalue,anova,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,B1,BCG,PPD,T011B1_not_identified,T013B1_not_identified,T014B1_not_identified,T032B1_not_identified,T033B1_not_identified,T047B1_not_identified,T011BCG_not_identified,T013BCG_not_identified,T014BCG_not_identified,T032BCG_not_identified,T033BCG_not_identified,T047BCG_not_identified,T011PPD_not_identified,T013PPD_not_identified,T014PPD_not_identified,T032PPD_not_identified,T033PPD_not_identified,T047PPD_not_identified,isotopes
1,M365T3603,9.968086934,-8.056705764,1.51E-05,7.75E-08,365.2465198,365.2464011,365.2468477,3602.63728,3596.06176,3611.87292,5,4,0,1,58155478.35,57078955.75,76967930.7,53887335.54,44699331.05,44217196.44,386200.0644,306864.2115,506775.8372,23899952.01,8144890.094,363193.6064,193407.2778,152942.2469,12807806.77,8191964.726,98635.54693,6123112.267,
2,M799T4969,8.401312154,-7.698398524,1.84E-05,1.04E-07,799.3257247,799.3248734,799.3259107,4968.76424,4968.49446,4975.21644,3,3,0,0,11160312.4,6713773.165,12319331.14,9137668.79,9719580.607,8180325.269,828102.8342,0,385617.1149,442242.5444,4672686.165,483500.4822,14167.11171,680969.6533,2408822.681,226152.1065,569224.3829,315318.0792,
3,M657T5504,8.609156562,-8.343308056,1.25E-04,1.42E-06,656.7588993,656.7580962,656.7597586,5503.6439,5502.88242,5509.3437,4,0,3,1,48195883.27,35388140.98,67344257.46,57063436.69,74479697.34,57913036.75,3265966.016,13052430,11495800.62,4343082.1,7380212.546,0,330473.3075,2287642.438,2136480.724,34405026.72,1377108.547,1677775.159,
4,M596T6296,5.000284103,-5.995927067,1.40E-04,5.58E-05,595.9732322,595.9709051,595.9741377,6295.5456,6291.808,6298.0626,7,2,2,3,23562528.43,18209285.72,20539987.35,28996445.2,18579531.73,16467340.81,14316478.24,1297274.188,1442473.257,684004.0732,4416775.005,3112583.256,2218589.715,5312584.434,15838465.46,2600209.173,9081519.52,3822244.859,
5,M1127T6277,5.226740942,6.278080478,1.45E-04,0.176333712,1126.541887,1126.541073,1126.542934,6277.0938,6267.6224,6284.3312,5,0,2,3,537942.5598,246058.1598,0,1654152.383,1249976.275,2699605.686,6378332.404,5103302.829,6203032.122,2832704.023,6524398.878,6345266.127,1540427.765,37168295.83,2251462.7,1110386.106,41901813.49,0,
6,M464T4399_1,2.022374552,5.865374183,1.66E-04,0.102539546,463.5433497,463.5425458,463.5435802,4399.21838,4397.91116,4405.66022,3,0,0,3,822881.2711,1453636.107,1768847.045,2082683.144,1054227.848,1484765.89,2686020.605,3616269.911,3119940.576,2986805.176,2509036.112,2609931.392,1982154.699,7057325.535,4233015.024,1784698.594,5072924.371,91240.73625,
7,M366T3602_2,7.05757282,-5.765077128,1.82E-04,3.43E-06,366.2494678,366.2492899,366.2498403,3602.09418,3599.48938,3607.20312,3,3,0,0,2780981.086,2502347.495,4697249.297,2561300.532,2953344.483,3470487.422,0,114316.2607,176064.8799,334115.2098,0,2062788.754,5655.846267,166223.413,429408.2152,836336.2172,37858.65474,376038.7373,
8,M519T5415,5.379484298,-5.969151292,1.85E-04,4.05E-05,518.8968171,518.8959807,518.8973418,5415.20462,5407.94532,5419.50588,7,6,0,1,13632340.29,12702879.22,20197527.57,11200231.25,9672237.73,14552539.47,399009.2748,1663124.906,476141.1168,6525849.088,5496061.001,675058.5487,44428.00134,608027.7968,6177625.334,8439467.985,430701.5039,317011.8544,
9,M532T6388,9.399412837,-6.409789032,2.23E-04,1.53E-06,531.6024805,531.602321,531.6027739,6387.5756,6384.6466,6391.2298,6,4,0,2,68611780.1,39085257.81,102410498.8,73185524.13,95089213.33,93103899.21,5850143.621,3811741.544,5395659.512,0,34671853.1,431839.0511,2049355.05,10330173.56,24399535.6,7709598.622,5853829.734,637350.5826,
10,M532T6385,4.555878865,-6.220777184,2.27E-04,8.93E-07,532.2711655,532.2707309,532.2722953,6384.714,6384.0218,6390.4078,5,4,0,1,25037267.58,18205775.66,38483425.37,36877858.78,36303987.01,37856384.02,2458201.926,1498245.736,8530698.503,11104710.17,14306030.3,4413312.614,645862.7901,7280024.658,7822874.59,2331022.524,1959523.517,0,
11,M697T6281,5.333521506,-5.61268555,2.28E-04,2.24E-04,696.6612272,696.659413,696.6618063,6280.921,6277.0012,6285.5982,5,4,0,1,13085866.9,9845224.423,18912215.59,15115984.56,9748086.253,12957225.91,1593221.329,407922.1398,143718.3027,8580966.74,823872.6447,3386885.028,40897.94132,1897384.232,11875444.84,3825770.671,381981.6856,412447.0704,
12,M856T5525,4.328670727,-5.882043178,2.29E-04,0.010854508,855.9582338,855.9578381,855.9601996,5525.10358,5519.56128,5530.69302,7,4,2,1,25654811.8,41376706.55,39969264.96,31679077.94,28685748.86,36751976.98,3983889.317,18522074.79,0,4654728.297,19552958.69,441145.3564,0,795730.6502,6662826.755,55034221.65,212392.4985,0,
13,M680T6278,3.46545741,-5.919609185,2.31E-04,8.84E-05,679.6967011,679.6952341,679.6986913,6278.4682,6277.6592,6287.9178,6,1,3,2,19295866.49,13075594.17,18292361.5,18875370.52,13978170.49,19652244.53,5261903.782,2104394.012,11979083.2,1241540.022,1879956.256,7303971.278,731531.2481,14019377.34,4477048.907,1031103.258,4111376.429,771183.7922,
14,M679T6280_1,34.55272281,-8.869333228,2.52E-04,4.34E-06,678.6979126,678.6952825,678.6990842,6279.655,6275.6876,6287.1126,5,0,1,4,300339664.7,267991675.6,391401213.3,452257901.6,241899627.5,452374829.8,1227165.486,9377710.901,752381.1592,13527582.83,33672575.41,2400585.235,2527385.747,244306610.2,165884637.1,30016447.99,60661177.04,13553267.16,
15,M885T6233_2,4.846556265,-5.546340185,2.53E-04,0.111124558,885.4024468,885.4018333,885.4030758,6232.87,6230.9716,6234.3032,7,3,0,4,26204601.8,43296867.5,20206577.65,35063303.34,30495772.62,28246168.87,1244930.413,20225573.05,772455.0106,7034529.36,3287046.376,5300143.665,25382488.91,98971989.39,13679297.64,3991436.027,62253751.83,659381.0894,
16,M999T6275,8.99943406,-6.43674235,2.54E-04,3.19E-06,998.8026306,998.7996296,998.8041619,6275.1532,6270.3566,6283.482,5,3,1,1,20467853.69,38358138.52,18204180.85,39855261.57,33036804.85,30952755.85,8225653.512,852688.1434,94411.56302,0,10570005.61,355726.7146,6618960.262,9198878.539,10217565.33,4262289.288,803825.6632,0,
17,M641T6189_1,3.481499877,-5.530596851,2.56E-04,0.007254096,640.6596886,640.659312,640.6610787,6189.0776,6179.8996,6198.8304,11,5,3,3,70829935.15,42577684.21,76554782.65,66631470.22,45406725.95,57125610.71,32389275.22,12988306.42,31786732.11,1031899.294,17860009.06,7096505.631,10255510.14,86385978.5,13902435.54,8058463.68,25943422.48,933942.959,
18,M502T5415,4.083792743,-5.609137752,2.65E-04,2.51E-05,501.5940883,501.5921546,501.594644,5415.17394,5411.4297,5420.9367,8,5,2,1,27539441.79,25833948.96,42247633.92,33799391.83,19773568.5,29416406.48,11950587.98,7857444.777,362222.5087,6552710.942,16116824.52,896608.9196,422477.2956,1549050.295,8611931.053,17779562.37,826513.8185,2832280.045,
19,M533T6387,3.487249564,-5.549210398,2.73E-04,1.61E-06,532.6049851,532.604778,532.6051166,6386.86,6383.2468,6391.8076,4,4,0,0,7874434.98,7439283.094,10964736.19,7866870.846,10884055.62,11648440.45,505022.4017,294880.7185,5887848.357,2714138.969,4873028.516,1977953.149,182216.1141,1083927.643,2867807.859,689397.4543,359271.1167,0,
20,M571T6379,11.64449778,-7.963508363,2.99E-04,1.19E-07,570.5360681,570.5321403,570.5368821,6379.0329,6371.8794,6390.609,8,4,2,2,12823377.21,17153873.85,21438517.96,12306221.62,11180481.84,12259674.17,845008.9639,879216.1599,2134360.502,713493.4119,2705671.43,207514.1043,282052.0289,1266299.976,4251412.786,1619625.732,613347.2759,397002.6006,
21,M679T6285,16.78681341,-8.373205113,3.05E-04,3.38E-06,679.3569832,679.3555952,679.3593733,6285.4822,6277.0012,6290.5688,5,3,0,2,68633254.58,73423364.06,98438481.62,69155328.94,39036112.16,68723522.9,6414724.798,4520750.971,77785.87829,4838790.278,8155490.621,857811.836,2151839.083,47119616.03,20970053.82,4877493.598,9383153.569,0,
22,M609T6432,5.018190723,-5.944730074,3.10E-04,2.59E-06,608.5366708,608.5349902,608.5374386,6431.6498,6423.9826,6436.4862,6,4,1,1,20593480.49,31480631.43,28001867.19,15113182.1,21283550.25,17225591.29,3618572.265,6992142.788,697033.3199,2468542.155,10853919.77,2012520.145,657642.3439,2574442.429,1770210.098,8160242.991,2389569.59,849576.4514,
23,M409T4666,4.275661124,-5.910863674,3.29E-04,0.001744128,408.729272,408.7291624,408.7294018,4665.8669,4663.85138,4670.76416,7,3,0,4,6536741.664,5795038.148,3967461.67,6460064.383,5603082.344,5800446.021,1361965.903,771312.4279,233837.8444,1335387.91,4287566.511,0,825435.8065,2097774.268,6517311.355,47167.75539,3649708.365,118463.5664,
24,M366T3602_1,12.8323529,-7.270639473,3.42E-04,2.04E-07,365.748266,365.7480876,365.7485675,3601.90519,3600.92982,3609.91338,4,4,0,0,18999437.43,22761613.32,31368620.19,17015251.47,13921705.05,18834289.41,76307.92567,433971.6503,375545.0514,4083557.387,511779.2684,4096265.229,25744.34763,62996.23876,3495968.619,1832874.455,38843.8867,2300776.89,
25,M1089T6374,23.85595099,-8.008120347,3.49E-04,3.68E-08,1088.563372,1088.563235,1088.564981,6373.8564,6373.3036,6374.6824,3,3,0,0,16569030.09,38078201.63,36851126.56,37369312.44,42970359.92,27634178.16,0,3482497.102,231028.9283,0,4018592.154,629410.0936,0,0,1088429.998,1197232.325,0,0,
26,M447T5970,5.564077306,-5.558769441,3.65E-04,1.15E-04,446.9141442,446.913319,446.9148318,5970.2198,5959.69738,5978.1392,9,4,3,2,11017396.39,15964345.41,17218841.32,15814443.4,7289423.104,10998753.92,2235757.662,5082115.82,95221.51908,180338.8626,6186802.391,292753.6109,95474.55494,309900.6994,5029796.427,9698300.314,156144.8098,191683.1846,
27,M468T5642,5.260250789,-5.249851993,3.76E-04,7.44E-06,467.7443826,467.7434008,467.7449942,5641.87944,5639.372,5646.9038,4,3,1,0,11917453.44,7328293.873,6866278.07,7272844.643,5837173.258,7248307.685,61539.4616,191724.7142,5357190.317,760251.11,1945491.077,518049.6025,122973.8821,133360.0663,780383.1771,2398859.92,692672.6225,198718.6149,
28,M1077T6574,7.916478596,-5.244017666,3.79E-04,0.345367118,1077.172529,1077.171797,1077.172893,6573.717,6572.2826,6578.0158,5,2,0,3,15148186.02,31363570.65,34416250.2,36784598.76,22055131.55,26391117.86,674374.5069,757431.3584,0,0,19463345.47,93834.24088,6625440.268,14213073.46,10330111.96,4017808.521,149323989.9,339693.8424,
29,M622T5645,4.708809555,-6.027761277,3.91E-04,2.87E-06,622.2906869,622.2898961,622.2919218,5645.43976,5639.8126,5647.44186,4,0,1,3,71325252.61,46634929.69,48346192.53,32404843.36,39817840.45,42347516.74,6470779.6,11202214.49,1368185.569,4911557.486,16216508.98,19479922.54,1903241.99,12835448.6,9993331.023,13363977.8,12602438.59,5338087.657,
30,M742T5902,5.890645193,5.480376829,3.94E-04,0.001877968,741.8365329,741.8360349,741.8367534,5902.39102,5900.29454,5907.46032,3,0,3,0,1060226.624,547703.9998,1212843.521,13519986.84,3075944.72,3930295.955,19849766.04,32810496.36,16868159.76,19997242.1,30605958.87,17397280,186882.123,1712847.248,10919952.42,13380190.89,5077057.248,27507718.19,
31,M584T4378_1,5.651493556,-5.387120322,4.10E-04,3.01E-04,583.6163217,583.6161824,583.6167628,4377.56176,4371.10298,4380.42432,4,0,3,1,85092795.07,96998308.89,153837353.4,74458080.14,120037401.3,77790166,9962521.64,11165253.84,5528341.569,63680543.51,9492195.377,7791209.22,813414.5192,605424.0256,34436504.74,90128687.29,8102256.589,0,
32,M711T2203,6.468592594,-6.151568231,4.29E-04,2.88E-06,710.8319869,710.8317635,710.8321864,2203.25211,2199.74794,2211.00894,4,3,1,0,18667365.45,20247425.02,16580273.9,24895036.25,12033485.25,10926239.38,1099924.032,2052321.166,66168.00639,6050908.226,5479084.848,1228767.076,402428.4573,119978.9909,826378.9747,3714989.663,6206314.567,12654.723,
33,M577T4942,2.910387817,-5.158512206,4.41E-04,7.01E-06,577.2862319,577.2858467,577.288474,4942.3448,4932.73636,4947.0693,5,3,2,0,30667964.78,22168726.08,30057888.85,25052181.14,19168839.8,33722803.03,3644952.459,10296890.8,3674127.27,14679964.39,18182933.2,4784695.988,420028.2325,4225594.331,4444397.441,9981343.033,6857714.423,7084350.256,
34,M737T6560_1,4.539851557,-5.277112413,4.49E-04,0.38555508,737.0291143,737.0280391,737.0299596,6559.8877,6551.037,6565.6724,10,4,3,3,80345494.74,51818292.95,83737952.07,56433985.94,67347770,51386834.21,16464122.35,859963.0403,955346.3692,19302397.33,48471351.02,88475.61447,16672630.58,45400855.4,20205614.52,3426332.785,3216778.971,323948467.3,
35,M536T4246,5.66032534,-5.338909815,5.00E-04,1.08E-04,536.2345131,536.2338187,536.2351725,4245.57038,4238.79694,4254.60432,12,6,3,2,88286357.76,177189888.2,160446152.8,167279488.8,84899218.7,115253910.3,24815607.97,4421070.591,25578130.65,4515269.515,76923747.63,3906847.989,2248875.636,3393222.642,14766914.25,101447159.9,5240482.244,2768099.27,
36,M662T6494,3.139146226,-5.036161752,5.10E-04,0.018611336,662.294001,662.293483,662.294735,6493.691,6492.5598,6499.3156,3,0,0,3,8902291.083,5686581.048,7765323.628,5511381.7,9796525.623,6898468.069,1277283.291,312513.6446,5418483.043,1947509.089,3060324.502,2179010.819,22929081.47,30701523.32,13395525.14,417504.5001,47853304.3,7830454.029,
37,M576T5686_3,6.55396031,-5.744394685,5.16E-04,1.32E-06,576.0780135,576.0766042,576.0789126,5686.2357,5677.8687,5691.39024,6,4,2,0,23696885.96,57903688.27,55909548.72,35087479.69,40410699.7,35457763,17011922.35,5092638.047,1089779.076,809511.9293,12987414.47,919562.6359,969056.07,2672938.913,1735243.055,2141791.289,780244.548,336373.1187,
38,M889T2066,6.762220631,-5.239059524,5.19E-04,4.74E-05,889.4620692,889.4617822,889.463103,2065.66838,2063.67484,2068.5933,4,3,0,1,8890130.983,5993076.01,9357062.697,8575807.296,4136446.467,4864175.29,0,0,0,2633286.702,3550584.103,0,0,571130.769,1945880.171,3837372.417,0,0,
39,M640T6189_2,3.3176805,-5.03710957,5.42E-04,0.01014798,640.3255587,640.3251902,640.3266527,6188.988,6181.7166,6198.8304,11,5,3,3,121506872.5,71317209.79,127579682.2,118383782.9,82310421.03,98665823.48,53948552.81,19508736.91,70575505.81,3779142.989,31597323,7397090.694,19600365.1,154535995.1,24815421.3,16216502.13,39133845.32,19967978.79,
40,M502T5416,3.833841064,-4.992707321,5.44E-04,7.36E-05,501.9284068,501.9278072,501.928942,5415.8164,5411.37976,5419.50588,6,5,0,1,12841762.92,11488030.41,17535384.36,16299708.05,7954485.118,14852702.76,2539400.103,5148008.459,254245.6443,3636479.876,9307023.984,235194.1532,170057.525,238182.3811,4732326.403,8146749.095,351699.9615,144391.5244,
41,M741T6322,17.83799422,-7.64009044,5.44E-04,0.014158432,740.7133532,740.7104993,740.7139792,6322.2476,6317.004,6324.4098,3,3,0,0,50013705.18,47308884.05,28286986.94,40612580.15,22543573.04,31142177.1,958679.9869,2622466.97,1602425.182,392693.8026,3291332.183,3460464.308,6198332.596,64768659.33,24978670.95,2351714.11,61690678.37,589652.9289,
42,M545T5570,3.866644936,-5.660696253,5.44E-04,1.35E-05,544.9439928,544.9435586,544.9442489,5569.56764,5561.40218,5573.078,8,3,2,3,30693996.57,38512308.77,37405530.69,31888315.11,40976541.11,27347414.43,5331925.847,20399652.35,468049.9884,3836646.215,22090312.41,1362706.905,550782.3239,4649592.845,6684445.8,19313731.24,1945998.805,749400.3869,
43,M679T6279,6.325585096,-5.356869841,5.51E-04,5.80E-05,679.0329411,679.0299587,679.0335624,6279.0579,6276.4422,6279.7888,4,0,1,3,177152171.6,273316412.8,346661500.6,274195524.4,126608245.5,249158053.4,52901136.58,12123560.56,2046365.068,12489122.73,15229191.63,133978695.7,4535752.973,141793504.8,91898983.02,21048900.87,25281752.53,5204430.88,
44,M572T5907,3.84740874,-5.435574652,5.62E-04,0.380791411,572.2671958,572.2660711,572.2677462,5906.70295,5901.7468,5908.89048,6,3,2,1,32319435.99,50640411.35,56349094.6,32860332.24,27255877.49,45273657.35,6822580.32,14510645.76,6595944.005,5213969.237,23308146.63,7149653.17,1348946.25,4210181.509,13086945.91,38072991.3,8049215.61,191271788.2,
45,M545T5568,3.901441545,-4.979024829,5.82E-04,5.97E-05,544.6098525,544.6087694,544.6101675,5567.89544,5552.4198,5574.19036,9,4,3,2,66293897.8,76228015.06,114619067.9,70362056.23,73682098.86,52797920.7,15326406.69,39761843.15,2035572.068,12317393.27,44140336.58,2781349.319,1150709.783,14715645.85,14480098.31,46608470.06,7142814.48,7955665.984,
46,M601T3826_1,5.637342941,5.774455871,5.88E-04,0.001474978,600.8078683,600.8064112,600.808826,3826.3346,3821.93092,3832.32762,3,0,3,0,1167122.108,906854.2151,1019325.816,4860536.397,7731769.19,3211468.742,14656871.87,21066812.23,9524921.539,16319152.27,19360834.44,25600708.27,705309.6606,14600690.87,11122374.05,2186945.017,17563671.57,253286.5874,
47,M751T5415,5.229399032,-5.472027845,6.26E-04,1.03E-04,751.3852995,751.3839618,751.3859091,5414.89766,5411.4297,5419.50588,9,5,2,2,629646913.1,703789651.3,1063278474,925567405.7,452041103.9,573909585.2,174888140.8,216981693.5,321383.786,61688576.92,339005202.7,38612676.63,3287717.69,18499602.42,169218096.4,554619197.8,17376464.03,12112801.95,
48,M550T6387,6.452659529,-6.133213964,6.31E-04,1.39E-04,549.5745195,549.5738411,549.5746372,6386.86,6383.2468,6391.8076,4,4,0,0,6713026.722,9724571.454,9436998.484,3732377.278,10596922.43,7865702.498,2221214.652,238841.0393,464312.6865,2236652.701,1952150.003,336408.2199,62514.75843,2065017.054,4339199.348,282959.4806,809023.3353,6513093.372,
49,M577T4940,3.715370067,-5.307424565,6.56E-04,4.08E-06,576.7842574,576.7827627,576.7861786,4940.49966,4937.64318,4943.38468,5,4,0,1,86225609.51,88103913.12,53451570.17,102898014.3,49007143.8,98743146.85,10587574.63,21111266.36,18576043.7,30350806.02,43470387.41,4674243.319,693532.2927,5370154.712,8344505.712,23222713.74,3881913.713,16897050.36,
50,M532T6387,8.294049415,-5.491208203,6.66E-04,9.71E-06,531.9368942,531.9364172,531.9370159,6386.5295,6384.6466,6391.2298,6,4,0,2,52418332.95,31368856.5,85299103.1,43799165.33,72130999.91,74658015.68,3902629.993,3133337.173,3573277.833,2915850.737,29840268.45,0,1668699.301,8263589.695,21523448.6,4380390.849,4507173.433,193873.0735,
51,M773T5788,5.07098039,-5.31138801,6.79E-04,8.17E-05,773.0569329,773.0564806,773.0575717,5787.53734,5786.37706,5796.36766,8,2,3,3,74496614.68,53448374.7,56855555.73,43062336.03,39977704.85,29141662.36,10251861.35,19840967.97,2160445.28,2612368.989,22303351.23,1396060.749,1995471.62,7697667.957,10849227.02,35519890.63,7784639.56,6044723.878,
52,M848T6155,13.71578391,-6.777809154,6.98E-04,0.01118598,847.6894892,847.688176,847.691653,6154.9888,6146.035,6161.7982,5,1,0,4,6931747.834,6974420.382,6136833.661,4309680.952,5937688.405,2405786.616,147731.981,1164656.29,203657.3389,538994.3205,328794.4951,0,2147017.417,18009355.98,6067209.943,431932.9761,14741741.01,16640172.32,
53,M659T1684,4.247958037,-4.90241552,7.01E-04,7.97E-04,658.8320594,658.8316806,658.8331529,1684.27236,1677.32644,1689.01702,5,4,0,1,8841811.211,4460760.87,9816294.401,8798819.898,5582017.306,6149469.529,166052.8621,3686573.885,8910.609265,267520.7719,2654496.007,3491776.468,45728.39663,782513.5364,182210.6289,7416297.825,34917.16597,0,
54,M572T6534,6.322397785,-4.911167701,7.20E-04,3.60E-05,571.5327194,571.5324582,571.5328634,6533.6412,6532.0946,6533.7714,3,0,3,0,781533849.2,287418454.9,522954110.3,383915043.2,546926523.2,592451384.4,4380769.057,15029974.11,334756096.7,1342996.009,137025143.7,189374.5762,422736.6509,9645105.992,10783400.36,9242090.687,978347.966,245980322.4,[3917][M]2+
55,M604T6398,6.921368434,-5.516719622,7.23E-04,5.03E-06,604.0020045,604.0009698,604.0039946,6397.5881,6387.7016,6408.933,8,5,2,1,17808716.86,36176856.21,29421010.1,29055760.29,24713894.44,48336643.8,2063038.373,1418168.879,5783929.882,14788019.86,1635314.095,1114448.516,486599.4269,3523247.849,1340399.485,1824085.617,4432076.167,7270666.916,
57,M817T6379,18.24836552,-7.130780634,7.42E-04,4.99E-07,816.6742281,816.6710551,816.6744483,6378.6409,6373.3036,6383.5068,6,3,2,1,62524163.65,122948631.9,144297239.3,88067254.64,164137578.6,107965393.6,6263061.987,10021481.38,672557.0406,4515928.092,13140743.27,3194560.221,772827.4273,4156623.439,17935761.78,3323988.121,1589563.372,31418297.16,
58,M546T1911,9.208751803,-6.054239113,7.63E-04,1.42E-05,545.9400337,545.9397962,545.9405584,1911.49156,1910.3804,1911.95306,3,3,0,0,4189696.61,2735032.878,2201082.285,2656976.273,2158353.016,1621108.223,0,144679.3401,24790.04637,682058.7104,143379.149,695033.9771,0,57611.46321,30910.9331,1524706.525,13056.36672,5722.543941,
59,M420T4450,4.298135899,-4.748594171,7.83E-04,9.99E-04,419.7262783,419.7259104,419.7265652,4449.51852,4447.59242,4453.51032,5,3,0,2,32102947.26,60613989.81,38668495.62,47434681.2,36265836.09,30620846.52,1478439.011,6188142.117,2765852.653,30030332.18,16354332.13,348799.4671,1576997.642,9713230.979,9047248.26,41367605.94,5043108.851,78968.57344,
60,M882T4176,4.784822807,-4.968595716,7.87E-04,5.49E-05,881.7459101,881.7446327,881.7460759,4175.93352,4175.93112,4178.42568,3,3,0,0,9630878.849,14436638.76,22899400.9,13278190.27,15986227.63,11230778.19,546472.6943,3845323.838,250231.9907,5405147.908,8014156.173,217738.1395,0,0,0,8885603.365,0,111016.2954,
61,M1038T7659_1,4.73487059,-4.909175104,7.88E-04,4.34E-05,1037.819865,1037.817045,1037.820752,7658.6625,7656.7612,7666.2752,4,0,1,3,1610060094,1061588625,1655277476,589327806.6,1359745294,1201443392,54060812.44,562710214.3,4465052.667,304527389.9,652746330.2,718723.2765,82915680.61,5453727.702,567624743,400652108.8,2127583.241,25865483.62,
62,M812T2998,6.482118385,-4.843690356,7.90E-04,1.69E-05,811.9979497,811.9975477,811.9984391,2998.35282,2995.86104,3003.35148,3,3,0,0,4319467.81,3318176.971,5824950.104,1860563.855,3998971.81,3806715.504,298377.8998,276870.6543,0,338254.7284,2654596.632,0,23345.52369,415791.3194,216402.8236,895700.8103,58074.99779,0,
63,M1301T7716,2.579687566,-5.267551252,8.04E-04,1.93E-04,1300.954307,1300.952425,1300.955887,7715.5325,7710.3056,7718.9698,4,4,0,0,3960618.143,5984093.718,4876924.148,5161194.358,2673857.396,4787294.357,1839167.098,2265034.814,974015.3107,989230.5773,2271325.825,2299717.054,1601062.116,3007463.681,465283.4002,1719631.842,2923073.307,222542.6074,
64,M457T4453,5.599314257,-6.664372582,8.30E-04,3.34E-04,457.2325051,457.232012,457.2329628,4452.8447,4443.463,4454.54008,5,4,0,1,2618468.433,4335870.093,4565153.669,4985564.137,3707521.412,6568626.363,498199.2383,649375.153,1263650.289,908300.9451,622883.6909,840534.2505,113908.2071,246879.5826,470921.7044,4847887.459,471630.3438,799700.7007,
65,M603T7818,2.562963792,-5.093140081,8.55E-04,0.327138014,602.5499739,602.5477026,602.5509919,7818.1248,7815.788,7822.131,4,0,0,4,380634.3473,284593.5411,203177.181,435666.9312,408603.4142,362526.0259,234694.6712,93913.74676,149938.5656,100589.2277,119521.3523,111030.598,3312046.82,2350076.76,406579.664,687093.7201,867425.6798,79938316.91,
66,M555T6395,7.350671478,-5.787300211,8.57E-04,0.155418094,555.0004679,554.9996147,555.001197,6394.6307,6393.0832,6397.6686,4,4,0,0,3996621.096,7465674.641,8854665.009,6617583.128,3846547.808,4933251.677,2308593.54,259321.3096,834654.6207,815667.8882,640413.1013,0,1583676.488,4900666.626,20434547.49,261309.3718,3031563.345,250789.747,
67,M545T5622,3.295080455,-4.746991617,8.79E-04,0.004047157,544.5353424,544.5352756,544.5356931,5621.90222,5620.47372,5630.93754,5,3,1,1,6501627.912,3467676.77,6825995.085,4008056.408,6067559.889,7370249.115,3401711.891,1599924.323,639682.5107,724335.0172,3274367.184,751581.2351,750549.4718,3782862.479,5243710.574,6733504.226,3286845.041,2211023.674,
68,M455T5452,3.826143845,-5.300221197,8.96E-04,6.03E-05,454.9018851,454.9017601,454.9023162,5451.87071,5445.79588,5455.95312,4,3,1,0,7033357.854,10557482.36,12768062.74,10030316.78,4948825.168,9215662.772,0,1750928.9,3960455.468,3588641.388,2768434.508,2189683.155,28561.9575,1659260.047,767611.8514,5976279.628,0,2652856.773,
69,M584T4389,3.851524177,-4.720675454,9.05E-04,4.63E-04,583.5740743,583.5737772,583.5745996,4388.9083,4385.25436,4394.52004,5,0,4,1,76847329.77,70753292.81,127432370.4,61777387.56,113331457.3,77521280.63,19924537.08,32070620.93,1212377.553,20882009.26,59540247.43,3371325.814,570961.897,3997764.047,47540054.72,66275418.87,8124471.806,201775.3169,
70,M542T5889_2,4.642235744,-4.783885261,9.15E-04,0.176372455,542.0726391,542.0710772,542.0728924,5889.2274,5880.34624,5894.68836,5,4,0,1,6810691.526,4524916.871,5168365.489,4659586.732,5791421.51,2168643.562,612771.0084,3263793.24,47809.8456,366508.2608,1364381.56,618356.6629,5194217.813,12641232.38,2851199.235,553925.3206,27816974.93,0,
71,M1087T6039,8.991697115,-5.36721462,9.32E-04,0.004565769,1087.238545,1087.236043,1087.239136,6038.88,6035.1342,6044.0922,3,3,0,0,19929824.92,31880525.34,26577507.32,39509141.82,21358703.41,13480434.55,255379.6622,5237629.299,0,0,11079000.82,414342.7887,623188.077,4712107.625,4231412.13,6455517.322,0,37815736.65,
72,M707T6509,5.163111043,-5.193552407,9.40E-04,7.90E-06,707.3840003,707.3833658,707.3865489,6508.9179,6508.5548,6516.8588,4,4,0,0,12251009.65,11765184.7,15086918.53,12858694.31,5214360.826,7825081.887,486676.0821,365929.9803,813447.9729,1874972.109,4297289.135,4751235.74,1192920.339,2085659.352,2530088.665,279213.3128,183273.8511,1123617.169,
73,M1731T1234,76.07832431,-6.802999705,9.79E-04,1.03E-06,1730.649455,1730.647967,1730.649975,1233.66234,1227.76858,1236.71488,3,3,0,0,1148618.862,1654433.661,1252539.172,702766.252,1118004.441,607752.7763,85229.46875,0,0,0,0,0,0,90862.18259,171303.3495,23764.81426,280665.7201,0,
74,M661T6607,9.005895744,-5.847362005,9.99E-04,1.40E-05,661.0222323,661.0219002,661.0223362,6606.8726,6599.3622,6615.067,7,3,1,3,19791510.08,27573942.72,27592100.09,27784899.39,16535716.77,9483349.186,1638342.129,1195920.938,1182135.287,2762573.039,7401375.047,117122.895,7470630.03,9062047.213,7333910.91,1277301.651,5616239.863,6722695.506,
75,M618T5312,4.157521974,-4.588739981,0.001002318,7.17E-05,617.8115891,617.8096308,617.811976,5311.9452,5308.10448,5315.23746,4,0,1,3,145032356.2,104189545.8,203596580.6,153877609.1,94704105.35,118090677.6,38262856.17,37028973.65,1672563.947,12013026.69,103917993.4,4214999.435,2404200.449,14244573.4,38775467.35,67115282.34,6654974.012,4629999.224,
