mzmed,T035B1,T090B1,T142B1,T163B1,T164B1,T165B1,T035BCG,T090BCG,T142BCG,T163BCG,T164BCG,T165BCG,T090PPD,T142PPD,T163PPD,T164PPD
499.893013,170349,7602896,1615964,707123,1371619,1241661,1719111,4267415,39681,598969,1512061,3042807,0,359921,6367227,13250351
500.198076,16951,221050,1405583,1633749,4786826,298165,705456,393450,5173628,174869,1059390,0,1830677,956958,2771687,1411745
500.548775,286085,237545,233089,0,1057173,1702587,34626327,223068,2456450,9318,2474856,83715479,11070039,8170271,2111631,8448978
500.607233,81524,4316741,804239,2677694,379703,427147,9542529,9802124,171184,44082,663106,388227,12478642,259948,1973896,73227
500.883066,289388,712106,4585333,1211175,763123,1181563,24100662,38204737,2222568,9827,3339556,68523420,8750159,6364426,1320623,6219881
501.266648,332659,3736155,3846408,4363107,801237,2641690,5826026,2726383,15837039,14895,4713942,1809411,8123187,7459392,3523111,3758504
501.272428,3591905,2432218,11620706,18836574,15992537,5946360,38662871,6685791,19806374,32001,2857892,27532737,44308371,9479137,15537635,4168071
501.550752,26217,2097912,2108741,1163387,2123235,0,4417053,5823416,1770212,18728,2832062,10263768,1441066,1223138,1252496,1139789
501.580218,31405177,17912372,13608307,939802,6033421,63913503,27747371,11994251,4346188,44058860,32166774,5925255,49343370,295827,170881,146561
501.586565,4814640,197177369,7303171,5149744,598854,641397,14653394,146518213,20646014,13225973,8440056,480649,7952950,3379047,2711903,1092147
501.754038,916899,4599075,3224948,2374478,3304409,0,7829008,2397475,20990472,0,883141,9891602,23112132,8888048,2187697,3166239
501.773964,1666484,365340,2118700,7198680,127781495,3198104,17573273,2633819,9187130,4767,14114544,14533087,20459439,13110720,82400722,2346131
501.820192,173645,10386414,7020450,525341,7569514,102978163,1150279,4392837,7384766,74033720,71436737,393441680,3037932,4378639,2403301,27928027
502.247845,818520,2789710,1941848,6569308,2073227,3518946,1021882,3823019,23421283,10864428,8450450,770608,7472695,2628180,1064854,0
502.257311,26134623,9089545,1600665,172726307,3264060,76649296,13627123,15236959,74799967,5195508,3225351,19517004,61331120,708854166,4470712,185238814
502.591039,20674623,12866698,1893800,498500,750052,23159716,11603708,2286632,473659,590689,1258263,83551418,46019799,171749,1371596,151464660
502.750918,499918,808149,8037414,36545285,480218,3490262,737494,863468,18248577,4175696,1516545,359874,1601932,1414980,120196,280231
502.924545,9054942,11510976,1829446,373592,309287,27296028,5293888,5035502,126740,418127,709009,10915521,19229450,0,513026,75343774
502.936321,548749,2503576,1444422,1502120,1047100,1322938,24270762,2349803,16982485,4128,7215225,4814173,5773561,9413617,1039835,1367496
503.238092,693313,13339596,2997531,16116002,3408202,27283711,1492097,2250826,928215,15583002,4664757,23564727,2663315,228095,4412729,1875596
503.24252,316678,3477734,19725931,1873742,1765004,43433140,705248,1031825,469866,66032300,18549723,23776058,855003,435669,6680349,72434206
503.243876,15387405,24114064,3389989,1029839,1281444,2247054,6785866,13037913,408540,4205500,4268395,8052184,18646671,522132,335033,21047391
503.326723,879336,1557783,13442133,0,1392964,1731832,2194105,3655497,15205245,1054970,62766055,41417807,2561554,1472550,195698,11492694
503.580209,17041,274970,23239040,309266,634622,2260264,31137,1244334,4479068,5837169,29600832,1608334,58185,634397,49978,1824077
504.242252,382330,1645596,9699496,1366520,3561033,6488481,5620348,1704658,1564298,4613785,2776727,32744051,1922179,1225048,2391821,110045224
504.255237,6389545,31761544,13973236,5603904,18699522,7818467,68553418,13398976,1520226,27874215,22446956,3095899,33402861,4420272,4024408,3277241
504.260404,2632922,23936585,14396333,4078060,16050987,11240562,7166890,20222017,5120398,64039702,12687870,4801441,28079980,25673986,1892669,9885696
504.280757,22474597,4569439,7302035,1101987,1156971,25719928,14700037,4753839,33843863,5230945,32490483,43935590,28541917,7850403,1737625,12219121
504.762112,2160166,9065236,8283754,6338173,11601547,3285283,6917998,10477131,2243668,31460838,9378685,1809741,12655905,8627585,3425143,1779356
504.781198,1666025,55377260,4262821,2958373,20761189,3864451,1854136,5954072,2329949,2976630,5019321,2497615,4343412,435985,5055032,902538
504.93527,9258305,145741239,674684091,3500622,759475,766576,35543463,86884273,510200,1643279438,1668615396,0,15803162,1223080,1295519,1452924
505.254769,49079,21703738,459118072,7535479,1262198026,11436515,8558679,4656725,16339341,4252285,307534896,3223233,2000875,2498140,213062331,474113
505.272202,212344,968815,1403178,412136787,5025235,261730,2914416,3691927,481868747,616971,3526370,945377,9085927,329019947,6875279,674711
505.506757,6433950,8021706,925954,146719,5400981,6492620,33318106,2424971,41238,0,662170,19517369,37037611,55167,11788790,64464974
505.5891,51504,56008,315029,326863857,38986044,61358,1491395,133810,54443890,6813,198308,1222990,4727023,4928653,7269403,797260
505.60651,73312,128020,43153,641019,4081742,0,2189942,1810629,208294633,0,1989242,26659,6714920,148788824,5783691,0
505.756215,31414,109966,2803085,0,3778837,0,967305,25359,17978888,0,4830937,170260432,2443266,3223016,6324072,232897334
505.756232,0,11329980,146351737,5648040,408077032,2167136,2129513,2023010,7427338,15679,97662222,824504,184590,5125679,69728324,47840
505.940953,17493,15558,48953,0,1628516,50614,1066945,543806,65521213,3488,609516,4052,3155845,46759210,2721039,3824
506.26713,3637330,18338269,14284142,16052477,1136527,1936402,9094328,3027806,10114140,58719618,44807801,5434016,17232233,12170782,264043,4256761
506.3177,890764,22985740,14868261,8474850,98552,26121252,19976239,10192182,10795552,32412827,31088296,61650557,2947991,3760644,65959,30889640
506.560953,471050,187210,879794,3941261,20390879,0,1569263,11776819,4502678,1458663,14436760,492566,0,3900716,18632108,1209123
506.735665,1557793,3353082,32499976,3215463,2865091,80910423,2048497,4499066,1835150,173988374,46950893,39829877,3243589,2415158,2853294,8062548
507.741333,3333045,8305409,30737323,4608620,358740,25597725,8317959,3234477,949224,114844221,115309984,96005510,3528603,1213601,782642,93806474
507.761167,2162963,1765628,2179956,59338,10452436,120913812,4759279,5544927,96959,1280868,2252934,102311878,4844562,47301,2617193,51213751
507.932937,15061,6662419,58666,782781,962239,170869,2050566,5636310,18698567,4885,347699,864696,1829531,635625,535564,848644
508.209497,3682333,104731254,4962003,6322068,1231140,3027995,4378609,156734095,1353953,21134142,6569358,21154306,6556615,1223427,357797,13982226
508.229256,34087,11798823,160593924,6120267,6657108,221176,1048381,8648288,830340,17015254,37912665,280067,263304,2583533,2144219,700091
508.260705,1100171,2931165,25938948,152459,4022172,109036075,2513606,3378841,3499490,7853771,6701798,137450498,5461296,657262,19446591,27543490
508.281262,632309,3774917,1099737,17706432,233449,2178724,1596987,1615097,2143565,8405,3406768,1450139,4519106,610595,545359,1568012
508.303554,3057995,15311889,10422852,68897077,519785,11995960,10244012,4762523,854382947,23933159,4765242,11782908,26405169,423123752,6308678,4380685
508.460371,506256,2598108,0,575121,0,793105,170640,193363,108276,10937829,11798982,26239235,2256701,2421291,33793,8460790
508.499069,4576919,0,5064975,0,1294721,10913953,40599138,239128,1079156,12082,3547458,21190534,10343843,209525,1447683,36476174
508.749683,3835677,240853,11733001,0,19477614,11773455,39977237,279985,489812,281253,8359785,19530827,10660502,1145416,34889151,37531909
508.772297,550486,13101598,12017011,36518278,5237441,1391265,1310011,1984387,1378460,10930498,4960569,99362,776742,38147251,1403562,2806981
508.782491,398506,1085079,531802,3232884,2435138,1785870,838727,1149378,2894996,20810,2326600,1215539,2870222,1127802,3529392,756279
508.961487,113088,1184673,3193270,3630490,3037773,119460,57898,124296,82023,8162330,15842071,7384837,133234,0,0,2604763
509.000366,2651291,252865,13515415,0,1976596,6897093,23249194,287636,507775,496906,9757580,14250481,5938467,216629,345284,22824709
509.250854,665658,4501900,6740939,104108160,9142028,2472107,9847938,3355866,7862678,111289,3193767,4640659,1301908,227902,8669166,9108486
509.261404,2594197,2738774,149034079,181846707,33601872,26347443,3996073,30194260,10493438,214022623,56447244,29384403,5663035,4037455,27656383,32418440
509.271801,8397123,4698472,1363529482,9475687,534124,1562536,7033488,7199642,29708017,6288540429,8660326389,2113114,2616305,47486573,1304821,1191540
509.291692,2146934,5897108,16762059,59162987,15843085,38690249,3572450,3199518,6926274,420688900,396940885,13655840,6837759,1934862,30047927,5615225
509.294427,7406390,4754708,58614864,446682,208206,43368127,9540031,2163280,4663198,22897470,39904030,63550670,9823815,2405318,134225,15108445
509.48407,0,0,0,20308038,0,0,0,0,0,0,947844,249555,0,66314,9327239,10824251
509.592492,591990,3203151,9202833,0,158768,4523588,4803009,2645577,697026,7999,159171,3036972,1137478,39957,62457,724043
509.596745,2499558,854233,129441940,210307869,733364,131495,2139388,670625,309894,37986269,989639,111772,5565357,43717,218664,0
510.774156,23182430,34979832,478375,61249,5117817,7800932,20673599,37979524,93507,2050173,2361986,1362180,93409521,1762182,5791302,1304700
510.795385,52736687,96142352,136535464,5978785,1143041,10469309,123791894,37227429,17952840,6454964,14277205,1623820,44578070,46118489,36160985,2743311
511.256691,604689,330582,36493552,4284746,171914605,97779686,5103633,2244244,7424129,129378151,231760166,235683804,100149298,4587749,127816419,402915766
511.766896,1028792,949036,1068231,3287585,764387,905162,587989840,768704,0,13554,1069319,7843665,198985233,67373,2654749,6263513
511.937819,257851607,2230595,587257,935979,666565,54086627,184354641,3120158,984026,107122144,9103291,12668033,181836478,6151376,79286,1767970
512.190257,466029,8089498,3916200,36558803,3084085,126426694,1181670,8713334,2352883,292705733,245322968,158720900,1228626,955846,9251383,296124734
512.236468,2346512,1390463,501588,1044393,3452964,3538728,2916539,822948,13360768,2610219,2210336,8238912,11070064,242505,9901924,5906424
512.276798,22779547,9875465,62043482,437915,4406689,14054878,37763119,29001232,492730,1581550,13591287,16797546,55963996,783285,686326,1180566
512.590196,32925069,2145304,7368289,2548804,0,37466365,33484799,2239043,6396696,610672,188947,19337376,27304125,1958752,0,393565
512.593062,124030,1262961,3558656,119063,134893442,12606017,244613,182130,1319057,9519317,11223078,15335547,519436,35936,32816183,379323
512.765947,14300417,794903,2663365,591489,3962159,19002177,13152341,2278420,5743438,3895063,9422468,6819061,15101684,6660718,11407960,2204518
512.784194,1428913,364416,30138,0,1101487,8210,171556032,18825744,0,44655,20033171,769824,211975685,0,9659637,20963
512.912975,260502,1214130,10435024,164584,54623519,36717512,275023,339537,518332,51312909,32708872,40720173,327993,63540,28901092,12528035
512.913587,42962,1148397,19718634,2224386,12857565,157614,139063,0,413775,6496763,8596878,8118804,1285843,241130,15449237,76047601
512.927696,43775,790669,475636,0,37261681,6238674,240462,102507,597247,8011023,3779959,1312781,1209474,43259,6724304,91187
513.193283,1165355,10038441,0,3727008,1803224,11282783,1369920,8268757,0,0,0,0,5060897,8925316,7472208,0
513.259883,13074130,71443542,36717148,39727842,15333014,12026462,14380418,73230582,1458652,3588988,1213096,7457801,17969783,283859,129530,5904733
513.27732,2201142,15044099,2402690,20074851,3654297,4397354,24038304,6605842,1122406,39963,4302821,38022910,25880069,224728,0,1700512
513.538044,2540,20504,1428805,0,389926,1662810,0,0,103070,4327,318355,9328599,1222347,272081,301995,3197495
513.579452,28012,73436,338400,412084,5037531,1784624,231307,579910,794797,3687373,969471,9130605,0,213667,11141402,5339470
513.732007,1258995,4468772,4191768,180152,46163342,1104191,3571088,4335969,581124,171120,566894,3426666,22648228,1941767,19495378,11759626
513.762287,46067,863801,3347523,595204,64507152,335653,365155,100844,4806777,62975,2470125,60016681,0,5888571,49889153,15524488
513.928192,1337015,576124,9564127,1982523,0,1475233,9305193,79621,1505823,17886105,35138202,6636573,12004194,144000,154831,287558
514.219093,2741550,346654,2669928,289835,2751010,13704825,75490275,169285,940122,162258,3062645,8005938,154095335,1312063,5161775,2522909
514.311685,4533043,7135090,353719,10345510,12923303,3743639,9135657,1139252,1089695,21701537,15730430,8521566,17510042,1369762,8676929,1611067
514.367738,0,232288,492789,0,206055,0,0,0,0,19950573,31999597,21092665,0,0,0,11498015
514.942875,304761,1521086,346228,680703,8714341,2457964,3097373,1194831,4273572,0,1090033,1990910,12747685,1202672,3016257,1517346
515.246178,66249,198452,4108753,3378776,457896,7550339,1747600,0,1524875,8014,423012,10002842,794591,1440458,201178,471463
515.271757,237714,2831817,7466725,2405234,499836,28281810,257888,7566635,4060896,18126456,3947453,3856140,1160711,1886047,0,2160691
515.276633,300076,1575084,684321,2361467,11052584,2435830,3582636,1474216,17480551,10553,602906,1560152,10289790,10393492,24286802,679857
515.295671,16592809,62790675,5431197,6763962,1418831,9530799,149616566,180500932,13977377,258629,37178863,319871254,443507207,2218631,840987,9668445
515.793827,2416978,10959736,3253604,1646644,6270720,5260392,1478466,11742122,487294,5290172,5934344,15995401,2190962,3469426,29219802,11287446
516.229749,1791484,12271067,1602416,390572,14054445,980604,1188586,3745202,1742890,1027137,370508,2560274,3280658,440921,25886731,9283902
516.301633,322098341,4328122903,224568221,138117538,50116786,301964365,865577702,892530083,234824767,159763457,134117189,101904984,565863582,283229324,33862900,120215757
516.58532,21935635,28711595,6621038,1454702,993843,2001219,5031540,13906924,2362150,38420733,13833820,13774027,9135859,2118963,8337513,35331729
516.909447,1808560,18046020,1881138,7001630,11940077,0,6776928,44386235,41149156,3491524,6998873,25534048,31290422,2384739,16021124,3603159
516.919444,9142251,6198310,1775941,4916125,137820,333843,1913468,1912230,3399077,34772228,9000156,351494,2776568,4899106,509368,610723
517.269101,3123212,2582536,167688081,16787650,43107934,8687998,8058298,20534655,2203694,20967520,35914026,29874330,4747466,2941947,105726170,19437442
517.304745,145963988,0,0,0,1173306894,0,326221981,370758391,0,0,0,0,380968538,0,674580783,0
517.58769,1906095,34518085,336993,4175559,20140085,14202266,4586846,1919919,733313,1175836,2398555,1237681,3341529,143675,5890220,529224
517.770783,681726,1587996,45688145,7540979,51641639,5479128,910008,1060670,298720,2299150,10736347,11157807,647346,208766,22153583,10446346
517.906281,1755654,0,1046797,25102416,1166441,173415,14863423,252697,1319021,7336,2064149,5781296,13287961,1803789,317984,551473
518.317161,4461911,14516939,10969757,1319844,545707369,32720392,7911086,2440815,1570022,13727762,15656868,24377474,12007277,1261928,63292267,13493469
518.351585,0,394113,76291710,70784598,0,121545669,63721,69458,3242740,135306010,66996887,184989385,212838,2778538,316035,159646043
518.730165,12815550,731223401,4112441,29182303,177183017,144764439,36879427,2436397333,84244,21872709,58770262,55869565,9820127,49289,1234110498,32877307
518.747666,379611723,1038172,10894797,28092435,8570739554,288013683,724594361,690250,791253,82530215,2661214,64923759,8002731326,42865,4809998760,173320
519.231706,6178106,444748128,20835329,14476350,104505275,47729355,20715247,1424297735,9686383,10620420,29605624,27209932,19370055,2005005,788077283,28049982
519.284508,4629803,7402014,29859008,16187950,14922307,13583912,4521097,15808448,25780552,16040545,8119861,7142781,5738080,13300881,34947192,1878377
519.284766,5358800,18854161,12464709,5949452,1712031,39445506,6854613,18641207,772887,65396390,88661680,24513404,13490853,417920,871178,16292802
519.728682,213016,19573416,3685866,26352286,2230547,10231228,887690,14463799,5507424,4902289,2712829,58377302,1556759,43075503,2151432,285631483
519.842559,1479114,10443158,282887602,6835743,1947704,8394524,4008290,23433603,942483,13928009,87578175,20192115,10389501,363945,3422430,51425127
519.979042,105654,428777,841025,2811264,3268928,0,21693,338491,1738896,1037084,2566162,21413681,793335,8906119,2000573,121937812
520.175514,33236,213366,40703955,2827582,841372,1170364906,1966229,0,2945132,11797060,41054239,13380798,158644,4683697,557404,10563280
520.190422,2251348,1185954,7666182,4942796,4591862,69184735,3681649,681105,349162,126619358,88956329,127034553,2609402,1047857,3005524,94281202
520.52766,0,0,42958791,3984215,112393,12923300,292669,0,14938299,7555496,17131231,19181003,0,17460685,277696,32998513
520.528272,161430,269324,2425393,1614680,15382052,2922294,42185,201446,253483,7447237,4742243,3916064,569007,0,4186247,7965648
520.748765,71620,15529560,2898702,629024136,4422406,950319,3327608,13033598,26915015,28637455,8001623,70059282,3216480,10132682,2619268,8422590
520.857379,1243184,5281804,183025923,1277828,169027,16361544,7893656,7519920,318716,12821195,18747220,31979843,3056975,3088621,0,131354845
520.862049,61184,1245740,819723,2800293,76512,14357975,91403,107563,4930856,1450236,722524,16788400,111974,12896219,213824,25106246
520.94473,0,48004,31896433,9548955,0,3437199,81340,146137,15109229,7007920,15537157,364306,601001,4615524,0,493897
522.747607,0,6421192,35410768,1322254,27654150,2455560,0,253458,682721,419479,16688355,20861975,99545,70206,11823228,23258505
523.212328,1323624,6747572,1825405,7506985,79179323,20324153,2048689,3766813,1859313,3562406,5712772,50972419,74818476,1066941,61322382,91267077
523.584074,2646770,309497,275539,513343,122214,775247,19094381,548153,13161266,19107,1450566,16719217,20960667,4857556,370381,3189519
523.918313,2182283,211050,712752,259230,1291055,722662,14504242,453141,2765482,0,2233439,13311088,15203873,2372751,985421,2783155
523.983134,638255,98964895,1430845,242730,1852782,6367409,586882,61474215,139378,3709640,4327787,8067866,6199260,470642,86528493,6205035
524.201917,1314310,1407356,10894805,10059602,4327604,127674110,1480446,4126767,655679,155948418,148263065,73051471,4954983,2487778,39268436,186339148
524.213213,130620,918627,7157319,1006839,8519478,13343294,0,429515,1223400,3139994,3321066,9498588,5436273,12548474,4757497,0
524.289652,8159787,2198099,1823302,5331430,14935603,18855349,18464311,1699536,2136559,34651838,16759628,16283987,33449811,1582796,1508333,14240798
524.750646,3056520,39103263,64987126,31769848,1147674,49897818,45123119,42454835,9881604,20252429,19373839,4118444,5050524,0,295619,3316387
524.779617,0,476035,0,18782428,3075356,0,2864814,43056,4985521,7587,0,0,1521537,7384300,6192634,0
525.190476,622202,598426,7398126,19499703,1827991,32304639,1404772,426722,52560318,9305114,5130887,49917538,6063859,50838810,2552803,113003141
525.250741,18692393,11821864,48378584,13203576,11362391,170638271,15327274,20517720,6740584,16826157,20301366,128717499,4450281,3265393,1119494,21162926
525.258513,226330,477183,16767013,2664358,29761815,25184448,2252949,1027410,10360080,24045819,86335974,25004748,7407479,1352249,40966103,7057888
525.52481,36512,380199,2510369,12831280,771853,20845052,712559,28544,34201662,2406160,2441145,33357648,623191,35487631,12277552,88427307
525.858403,122235,150394,1702209,6655822,191427,9510141,639144,155221,18778484,1411945,4332918,19654926,1704476,19642188,3043447,45824660
526.190808,0,149567,6869490,3094064,204859,155796633,83068,241080,5562891,15334781,20004800,125065797,257015,7650461,461936,10527745
526.272979,1673527,1721518,38998575,303137452,13558071,25849760,1338181,1900198,41590412,38856430,34580117,25447175,13058514,112865013,867990,790729
526.524138,0,37580,4317853,743708,41580,129562869,0,0,1964786,13520771,19667558,93693104,0,2899610,457723,4056216
526.607209,487768,2297292,51549736,7699220,177747,8645294,252478,1738486,22891084,116359807,78049511,3671595,890378,2741415,67718,39877409
526.927852,381949,0,111064256,7892483,117456405,72255025,6552805,541839,18120588,11527825,44698640,295452,3000878,39535366,9445058,128275
526.94128,32482,1377752,685840824,2439475,54896,2313577,0,2196025,14711102,33836122,29497679,725928,725796,1091260,103032,19426725
527.262272,144727,4095350,57704209,4870760,83162940,187573933,4198081,16270688,3950686,55801764,90965093,3005990,5688661,1953637,17598605,896142
527.306105,53601902,1247015433,107425727,58190960,6766452,685664886,201569995,1524752284,106421596,2402521823,180863066,2422659908,257895625,27188366,12973377,71695612
527.595388,38782,623686,13743654,22139605,36057895,18542321,307928,2944548,713385829,31209261,43839970,240552,1033088,5815583,9971338,331953
527.929032,0,0,0,20094042,0,13287430,4394730,0,11228519,0,0,5600855,1825795,1952983,0,644470
528.240758,5398326,7001641,931748,2324522,5425696,2111357,19121266,249752,428586,491365,856403,2410494,12138412,2141671,694061,3412131
528.307679,9798810,24092038,40786942,6060851525,485744,192313616,50946031,327303224,491792787,306672488,8887796,108600055,26256293,108607711,3727290,4805097
528.308977,44051734,0,0,3287738009,0,104099278,133045661,0,2694931519,161671851,0,388831186,109644687,57135149,2227533,4561349
528.326637,21961013,9188091,118427626,262148238,13788504,54746361,11971406,8158280,4812281,195616760,23482678,14693732,10124985,40608765,29680570,7535002
528.746345,6118915,8473542,8203275,5568854,7642646,2295427,15004762,1463047,2017940,24182404,4446795,1548225,6622920,142229,14354493,12586483
528.769787,1432715,686372,2213047,47768298,3965910,3738609,209046265,3024678,27999690,38274,6976429,30839856,320709517,4014277,7205471,3881718
528.810179,8892939,15037962,13769285,2990334332,33096195,16529606,24730108,25906937,1254169756,25962352,10046062,83178828,20793355,4984384,1152664,1283816
529.246139,1883625,6491582,10624020,5292153,501186,6670516,5035513,852213,4979822,11294972,3541760,1642197,3356736,766019,2287960,9072317
529.557878,26557,2960789,10214454,5495853,12628400,8201116,931088,2502447,502432,4690360,19668866,22271420,0,581252,27730961,10475243
529.892036,154360,2780126,8459031,11255923,15474593,2862943,1124995,3117613,1983963,3090143,15466743,23495641,438353,2149612,20259668,8214627
530.17876,157209,463501,4622598,14518315,8763766,68414811,1460387,3987889,12340423,24354106,2181464,11391499,570545,11718350,1941483,20289717
530.275002,111806,6827895,6522019,2270305,2123882,938301,8316771,3946597,3587909,52129,2260432,4389563,15839889,3453261,497578,159015
530.283048,14095,10350725,421398343,41560182,77255896,13030452,635606,5723306,3313301,170926116,743784645,6141157,814190,6982257,92498134,408882
530.513259,0,64573,2094752,1754846,2694848,4350425,1321094,0,10922853,819286,5624181,10089757,276990,8354776,456081,20771881
530.586304,2989117,10975679,110497279,9003499,547844,10960193,2298239,3638416,5966141,123999385,248299527,599734,25168824,3695005,1985320,460223
530.710873,622145,4743738,19109091,26328273,1975123,1175178,3217299,5359900,8817579,152126,29076795,1335558,108752781,5541221,6936013,2866323
530.847197,161061,4154970,3246166,3405559,1848092,61359220,554554,9076283,5554705,4860538,4170612,86991249,1498684,4316488,1024996,8904099
530.929822,385384,344719,65376944,3961347,1162752,1933311,459095,596770,113962668,24605963,107878228,5024731,698571,5792028,57785,475104
530.930147,48830012,2631551,275596,290948,688705,3674754,18017696,498544,9681511,569813,655471,16020438,19416819,1231453,129979,34009519
530.957932,0,1647843,21120628,34352222,0,17837197,33105,279292,115140,15298021,5540889,197609,115613,0,44450,6394745
531.181011,3920096,4018859,3622500,0,0,82194221,166765,1876082,0,14781051,1148078,7585871,10519443,0,13373358,8548240
531.259955,364768,14868145,3192561,5267764,3359827,802863,6996906,18196579,94552493,355545,2731082,5581331,1082659,5690598,3013581,18759739
531.263754,1030433,1095592,61933321,20582938,1547536,8237313,992962,1157512,118600642,10148939,81539168,2859760,1388664,7869195,994173,3972313
531.288424,1206609,8266438,63643996,441294,26658365,91176391,5312435,5288780,6137840,11226117,9375487,41065457,36042959,2624205,14393567,23175695
531.292785,759292,1143510,16938466,19662540,1602156,12807326,564710,1573281,23004465,10441295,28175986,726774,397571,14116149,395750,3763559
531.303513,6762607,55295763,31224221,22256278,14305544,419388272,4907050,3412199,114056812,35640368,51950080,84544991,8488144,233591668,4521783,419301661
531.597133,3305326,62285326,32199443,5399163,155306,324656,1660857,14464060,49589381,6250297,25744419,0,1478751,142219,0,248380
531.769035,221965,8334053,0,2112995,52633580,0,16159167,8229962,5901968,0,1262744,4867022,7136488,2434651,1106604,10087846
532.262759,5972907,1036862,583501,9158608,15866576,3521425,15132600,3102281,2467818,7532837,23571781,559806,3547896,378017,3651255,1284843
532.275651,90341684,27918923,23503533,7870280,58447478,49714554,40915282,71196808,4752583,1738327,3238580,31807352,46060633,1541880,29755602,1541795
532.276403,13287555,42642971,1755237,495960,1111547,9408541,2745861,20517542,39237763,113269733,16210525,1265606,6143574,112586646,701436,95347
532.307005,105978601,57183733,11282759,17090680,0,57349152,33729111,26444767,20737011,12941455,0,0,127257443,34136291,4527607,0
532.759503,98301961,59374572,287161040,291323961,0,26924124,4689492,107919725,3308101,14934047,18571193,0,112636109,1358866,0,0
533.308917,178170270,38197283,16545643,48610540,0,96012983,185745725,12894002,26114195,39288700,63388169,55502446,343877100,19563163,13889872,0
533.740699,103036,891487,890311,0,31951919,94795421,0,0,0,1720076,9569218,43666567,82688,80906,596797572,12894560
533.761572,160930,11184013,939620,12806211,912584,2362972,813984,10497030,12088485,154274,152471,25413566,1884116,39188,96054,271268
533.781886,1555377,10321655,38267883,137965,3135624,15108668,5186848,1853211,4571127,5245097,46463408,3957853,12046292,756657,250658,4986835
533.789654,519894,2372323,0,146427686,0,36512561,1086187,3843000,397436185,9814049,1724913,138853643,1558130,169200795,62530,24869544
534.182536,2926316,2256338,2273771,1128535,5036414,36071512,203075,270241,6585167,2134876,3348401,54903268,1096181,7089584,78008775,9774289
534.516673,65384,34100,1299260,347996,0,2548822,26019,0,3584994,302665,472618,5428324,0,5446378,281454,8076849
534.547073,8912,398511,0,590461,4652822,0,0,140157,353812,756289,127009,6443780,0,80205,8362666,3222440
534.591752,3077729,152847819,3178264,225251,458119,216928,3056634,221288922,180141,24201341,29532546,437304,5196022,19560,177527,249913
534.598437,960946,10105830,0,5451066,256817,14469087,1268172,8179609,2013557,37851945,23260748,8484378,5950233,1070284,133539,38083822
534.605542,308248,393947,1053246,0,1668984,13248330,4195881,1547528,882303,3556,675792,29574759,1194393,53963,119455,2081065
534.735427,78571,199934,433024,3579765,5901030,0,0,190499,354656,0,29528577,25945728,21702386,314304,79670649,37081706
534.777687,26970,10285209,37535254,493103,23759380,10620280,1507295,16419041,236951,65802787,57768499,128802629,515640,176693,6835550,683305588
534.880226,6209,169387,3899096,614608,4267738,433751,926722,559963,500322,48771,0,5969602,0,4154766,6062220,2227165
535.236067,2064255,1570337,297277563,8911062,11922887,44038408,7999510,399710,76356161,1797231234,51375872,1846418,3711492,2537839,2341071,1774419
535.258332,401098,4785990,23757450,1575822,7305602,764698,18666771,2104383,481073,3480934,9398112,1779559,14106528,338204,6197582,810803
535.262528,29543449,2488858,5922062,5308652,3481403,6616358,151648392,2915973,23294958,38805835,206473326,24440609,56678158,3966586,9320876,11654125
535.595034,2022688,1961226,1537436,3823770,187155,2359968,9323518,0,5699407,25392099,5453978,2464071,2227425,0,485544,2720616
535.779515,174551427,49770407,539196,413531,6081210,6517732,144498909,109199643,6241642,76565137,71567827,15194195,224066958,2030935,44383682,3472793
535.790406,655664,9553163,78308843,236456,7685066,11822739,39826665,11193157,0,113912,29375266,25021949,21189384,251888,11028287,8445655
535.800254,1817031,1181975683,38622364,4285465,13601334,11802599,869567,43697448,20401993,24836298,18868041,9411334,5236767,21764764,97526818,0
536.281143,94963868,58901487,15520265,1881485,877823342,2791460,124024885,72467723,1786727,21143139,18897086,4549708,155447079,906038,118321712,277325
536.302475,4493492,433643555,20140202,3527450,2728489,12001271,2831805,12327152,9413988,14314418,12965147,8651250,3657752,13040115,27388408,0
536.327543,15278306,15322531,95842310,3862494,79054501,202264787,16605983,9884866,31861614,382793938,260826486,395989772,166637912,8651143,49039814,172634709
536.784284,141420,5786086,36121213,5704662,61385828,132179274,2646086,5441107,13368697,20232,20436253,38697017,2756710,7464286,43477221,3863031
537.252635,3027946,5507188,63509337,3321754,4027700,6409070,3685140,8733280,775509,3817684,5846950,38376102,3928089,1518513,4036276,71982463
537.296714,2158551,22048943,43120345,5412762,58389937,9327135,46429524,17295694,3731541,5139022,51444264,28316501,54593926,349409,65426304,26773739
537.308066,3183802,8379526,180392,82699940,18898522,8706707,432475315,4488715,30381041,5266,52849447,11670183,40260488,34299125,20838447,9511929
537.330903,6441492,6504899,16242570,0,10203340,17863104,0,31819962,2367789,0,0,46566317,9599853,1139432,0,4614400
537.608395,993398,63362,1440737,224378,0,18179122,5394478,871453,4304052,597443,1635933,11138317,7319699,8076656,0,2004073
537.621017,595085,0,4995743,0,0,12368060,4802822,7324416,13764553,199240,3586086,6351676,6393482,30432641,0,7243192
537.774969,3019807,1252415,46269446,242904309,3059408,4804,4854120,449905,860784752,1882064,32621077,32124,2298782,3302534,5845096,11971
537.814669,2183104,924249,12700309,13541446,6005588,10925574,70592,1465715,6959512,7382504,5933930,21486199,1034951,6047531,2700048,3751676
