mzmed,T051B1,T107B1,T108B1,T166B1,T173B1,T176B1,T051BCG,T107BCG,T108BCG,T166BCG,T173BCG,T176BCG,T051PPD,T107PPD,T108PPD,T166PPD,T173PPD,T176PPD
343.215317,572420,3032355,5864772,1133273,22006747,5474095,223108,3189972,9064611,6562541,666193,22509897,6850347,2223816,427900,1235705,112749843,99609531
343.215666,44007893,128423544,610765,7104881,844247,19371245,24908,96614260,53605,901266,7744365,26276595,289055,972510,31300,7257776,4199706,2070702
343.541237,0,20016699,21953,5839032,30812400,123520,52822,88482,70176,172766,0,23084074,0,206928,71945,0,90108,537824
343.717351,15361692,22143642,88348,3713527,0,1795362,0,33371460,3302,10898,476061,2477672,94738,0,5280,0,291763,1007869
344.869623,15204962,113711580,21262090,21335891,308644,2025744,10928,36040887,10932,208116,6619299,80529324,3328,18093,8922,4607572,7729785,11836813
345.03692,677019,3783392,725697,3207476,10472300,265745,474810,546201,28514622,244747,17479654,3837916,617904,296655,507304,1283362,1562641,498476
345.538263,410514,17531570,847874,2551712,0,458128,0,5574113,2240,16746,90008,5458966,0,0,0,581693,719194,302068
346.707093,947927,3339750,49992,13239551,484237,0,0,0,4712,730840,0,648738,26495,38632,16359,865885,1548025,962401
347.167066,1084087,10967233,498736,3020569,992184,6736458,252584,3623599,1676723,3119726,4694750,3746199,764148,3865829,1174318,5693567,4486002,6522156
348.68048,747776,1897789,128099,1943976,1057288,149583,10056,1654372,0,98902,0,691984,12272,459038,0,193124,2264264,89057128
349.22153,53626588,3070701,1471299,1535785,14184214,32976886,2163856,43471566,255938,3301473,4371785,574466274,209030,1621833,286514,6442159,580424147,955765102
350.783559,0,114262,23765,90164,1108921,52295712,12191,8902021,2373531,24507983,18434736,3609090,0,1150063,606694,0,173244,0
351.205922,2348960,5674599,956778,2818820,4005205,11378073,9009968,1596046,301457,1902720,5326637,13481457,2620380,1214369,289444,11626231,2405612,7534463
351.723197,172368,39036375,0,37566519,973167,31135298,0,24358260,0,70430,1085485,241212381,7662,99563,0,5782052,72246025,42141922
352.224996,329477,14271520,261849,12835356,3673858,13246538,1597158,37441259,249054,412548,2696835,100701971,30640,592595,280983,85974068,279134304,17680968
355.069881,228169633,7002051,21927088,4739634,3554972,267590455,3699683,6867955,8902586,76739097,8821025,20318594,15020433,3375438,63933645,3588706,6626112,3235357
355.195072,620006,7231697,653105,1668159,44007949,2203750,590845,115161750,3089855,27013671,2061881,31791550,122645,2882006,257036,1556129,62191431,30000486
355.875618,1513113,833170,26104042,1979794,365390,201503,0,116457,218975,606594,0,106362,0,199252,336217,5130594,395420,266942
357.190945,2772864,2287081,826004,1814088,3678814,106645592,828570,104491966,304169,71079328,3103939,1844119,48899820,41038373,238949,29156567,70174168,5699097
357.211267,180181,17463870,7739,324658,8098,9782871,11411,97637,34813,273670,2975111,146222,32562,213073,23692,2098120,109979,346383
357.529369,24149100,48436859,12454613,34531884,6247592,762613,148111,68941965,4086,425437,553148,66740130,0,425421,0,128513251,17018489,50468729
358.19247,6675523,4007294,1549335,2083636,1680357,17632969,112940,2609574,292734,464209,3800508,25366729,145565,778818,81552,329155520,16761784,3549563
358.208303,2521870,11343413,350021,8580602,9727852,690413367,378492,17830219,674862,653875,136409454,129859589,266171,401135,627350,105534938,542778137,7155379
358.208787,616821,114401420,405599,17789741,3277697,70471850,210940,10164978,897163,1041767,70620313,20686297,290485,714394,748346,41923623,199931986,282933394
358.243255,6936366,17474117,4513628,28983685,9444716,67175513,2779180,71002927,1186119,160379864,105784978,55095035,233655917,155775278,745704527,112187020,59382865,47165204
358.852254,638113,866663,1217860,9207565,4604094,530462,53197,22718019,3911,11690616,8326989,105185891,2080,2908685,9680,15308299,8310596,5162980
359.220009,34154897,3520140,34072152,6675519,57720810,578087,1066049,23266333,2594050,92762390,6492130,38834821,268818,33854169,1336590,82529362,30006583,83359179
359.26215,49855,9781552,33354,21685749,1278753,6977071,530085,143868,23521307,2882438,1240937,1716808,8336003,1135637,64957279,275688,40561093,0
359.520804,761255,892488,154373,1273267,769325,48441512,0,4054358,0,1935181,17622214,17317774,0,499320,0,1723664,1481028,1145872
359.678225,5203312,2129283,2935943,8036426,566803,0,188983,14309485,1505751,859854,225427,2121614,2615706,4476941,9910,73412983,6982277,3082504
360.180581,4473696,4718285,189998,1689975,33487,183939188,17499,51530,110900,287999,3006899,230077,42153,199371,144296,52596504,597914,312740
360.210463,183648,12502698,336185,4712684,4903927,11867507,235884,38787641,243478,1700814,70181169,16529543,149694,264634,85230,43047003,19684744,9758963
360.213279,2334695,2952080,2832243,124830,60279758,789659,62082,6217047,184436,18040742,292469,16620963,301740,4675868,365185,6890841,19659066,1593368
360.514958,120216,2947088,0,828432,2741,105948548,0,0,0,0,107550,10376,0,0,0,28879052,28189,35559
361.194508,983152,12359656,2790555,4834353,1314121,4880129,148059,14900172,8613288,11996347,2944879,22592519,139257,38177100,1509248,4981726,32080699,3090937
361.204067,17005905,180456070,157888781,26426769,2863442,0,3908201,3684283,244817,2679573,371457,14168903,582206,12137522,19316,41650010,2643296,3738307
361.707706,2058528,25187447,16252640,8264899,929547,0,106666,123385,4351201,64662,47413,0,806516,172410,184253,1045337,78632555,309600
362.200882,203381041,93384462,94361961,2030669,11231350,1614115,140625,70215422,137961,23701968,2524677,16555059,388510,264858930,71175,513148429,12151856,31636209
362.201648,2643213,27181641,934155,3964960,2345934,2643076,111320,3041561,137877,968758,2645192,544737,128939,393258,47196,1954244,59794878,2024391
362.215015,35959897,50442325,25564260,17724165,13859160,284650,600932,180741184,224299,85143987,1614089,111227381,578573,1313567010,3510928,1473909196,159864123,289261193
362.72112,16468631,35422501,627570,6678368,827500,29404770,5696,91110053,3652,321176,40002355,376575994,2264,140466,0,345388450,24939739,7807715
363.200499,606409,5392618,257951,2362948,987109,215081779,94015,1041452,211061,362900,75628482,340929,107018,595370,61693,6383265,462328,1093991
363.222695,5768362,13792329,420814,2334281,4109952,8742463,95620,41197423,619778,383364,2858254,153254114,1697670,671221,916759,138798510,10557416,3414408
365.694573,1000467,16367598,3926065,2241457,103152,2914391,0,328468,0,0,0,147496,0,836590,34541,2162019,0,6823902
365.697023,6650111,2582708,35939,1625726,0,1395776,0,134397,0,0,503348,190085,57410,0,0,1869796,75008,1161477
366.204282,774737,8875635,126369,674300,774315,14230906,2529,6031702,21117,54469,29320419,15261914,145576,56036,40269,13405618,15304263,21462922
366.218499,3528906,104860744,821844,13687856,4133987,8165990,4721,2137975,16211,66015,16190603,3703013,17903,77796,168037,21973054,4836228,2583826
366.530417,9291192,246523,1118069,387091,35966792,161298,29615,535489,9168,865050,873527,393440,0,225776,14041,5686085,6922021,468300
367.228436,2489855,1477609,6702927,1871747,1858356,5017711,35644,849336,36507,390989,1806717,249472,17654,2279319,55862,37986171,1135444,4028027
368.205451,44383004,1471419965,69499603,1133573601,8902520,3785054,741599,96928234,60805,1801467,3224503,83371735,3959182,2779395,19881,2876903251,8762578,974608472
369.188457,47706440,84494387,5894228,37029479,1945642,10084246,558400,8112213,194938,557874,17362286,2205128,87802,426057,47980,344284495,2132986,24259443
369.710012,1973606,14359897,3313194,7150890,105395,1427136,36574,5959789,6798,5023590,71465261,471818,32285,8366643,4591,5458460,2643823,1578857
370.17414,5862226,8238049,19411222,12900488,6096824,8342109,23494,8165802,413654,5332791,79766236,10543988,978680,12155886,28394,19224555,6962540,12953308
371.152742,2748783,18117281,1507520,34722180,2703380,10156952,0,6356786,97853,36751036,27337990,50898233,164543,23093344,16401,31919594,10377474,31034647
371.227529,74697589,9375714,14139182,11722016,133699583,96233694,12038466,30523255,213427,197295940,990467293,467848905,855542,33146718,3754621,17129400,452798184,338996426
371.563648,0,3518224,425391,1585517,123277,860491,94105,17523984,0,1275590,0,26431001,0,55196962,0,6825145,16422922,205641
372.194879,2068678,18446699,373947,3129652,1847227,10860388,0,26221144,29961,3570489,11438077,27443793,21125,10673260,7581,52579603,39968539,30248790
372.471155,28334901,27762398,0,51126118,2177954,468859,5584,1006390,0,429916,1504037,197464,0,414255,6683,345806,809996,3060264
372.528907,310438,2598280,454268,112999,2586043,0,0,5789704,3028,638575,1601515,5349031,0,2031645,0,9279297,7070646,543786
372.972712,11265741,11612404,306858,17717449,0,2171578,10019,138232,0,97567,0,2484753,0,227518,0,0,0,249308
373.219317,974815,1452857,573537,4654425,1347565,1574685,401492,1070086,13814347,1965294,1282318,1194154,14158589,2844534,566034,12907818,1437366,2172865
374.20542,1327359,39187315,1547774,6946822,4337222,19490644,236440,3263718,967034,4758320,3700831,4017472,744779,1805844,8163247,198743621,8712214,2678039
374.550084,649840,56116224,261054,34578318,46759,34688958,0,146818,2208,35161,10098124,409156,3277,50229,0,14423070,1458042,1454417
374.739788,171546,161624653,3636553,1555124,38823820,16272008,48377,2084278,80446,377809,33648402,422660,71941,46516,27077,15542334,1912221,2516863
375.198598,3426202,1497101,2639274,2440388,15653247,958385,1073548,72410052,8635310,44308569,410477,5233814,2521664,15573123,1626479,1813169,9272876,21403930
375.214394,107460778,11695823,61817808,37115557,739252,15970810,18893,19122861,36626,575054,5189694,5530215,41897,215849,77757,6318422,534220,678228
376.189571,246379,22190662,12720489,28694404,1688088,3087444,278821,4900877,543722,1380763,9488762,4410515,276440,6546804,402407,13049012,9889816,68978624
376.196333,10499289,135737208,130197882,5806524,224769300,2346997,743464,34752102,286241,10288213,2719793,27618186,366868,27731866,673565,507088565,7243392,3223382
376.530367,3852671,58292960,1594793,910446,141860843,3749313,9461,16011465,57940,2306068,1233101,8985617,34208,11220075,0,8923099,1046435,525933
376.857385,4156151,195662513,96524,55809894,5972027,510086,36238,123102812,7943,18926549,428034,123853126,11694,187332780,63921,270431406,182001304,2368389
376.858,16285637,386290188,135740,280242875,1770257,509367,50862,26143208,4335,9844310,802525,18732451,4905,96187621,45489,58018241,335994214,222207074
377.178102,7903448,3308648,14363717,1407436,625605574,1659419,1583748,3725706,340706,1438467,10684738,255125374,1273610,1591169,195487,1802890,4563912,3285327
377.194928,12912056,42189206,64738,23176552,1740500,4975044,117569,5335320,107435,1638807,0,5117151,95785,20232112,123817,14856667,183661597,3440780
377.223828,2328776,1834012,18205642,288454,17067084,1867233084,271043,2180031,114665,1576432,4048293746,2936832,220464,2709771,308259,34230874,4689665,12516581
378.178881,7091661,8603664,353385,19751989,1835286,264129874,18477,17310717,46909,3401871,66584508,19266257,77501,33561206,67234,42327404,26948071,47205246
