id,name,fold,tstat,pvalue,anova,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,b1,bcg,ppd,T035B1_not_identified,T090B1_not_identified,T142B1_not_identified,T163B1_not_identified,T164B1_not_identified,T165B1_not_identified,T035BCG_not_identified,T090BCG_not_identified,T142BCG_not_identified,T163BCG_not_identified,T164BCG_not_identified,T165BCG_not_identified,T090PPD_not_identified,T142PPD_not_identified,T163PPD_not_identified,T164PPD_not_identified,T165PPD_not_identified,isotopes
2997,M543T7217,1.21632514424329,0.318951250436951,0.757000084642132,0.878775181108592,543.290775954101,543.288275782864,543.291502980596,7216.5603,7207.9968,7227.2526,6,2,3,1,767114.889627198,3092832.80174704,0,2596752.67374321,3942042.90453589,64322.2367883998,3166851.71199251,5991940.15019369,2941343.19276281,149395.720223187,87804.8184448246,389154.067732698,6448571.67158229,129648.071698932,151147.4642875,14177.8965307618,329987.444353441,
2998,M459T1602,1.39250787639753,-0.318143912799644,0.75737540106522,0.556000885526224,459.26872955029,459.268713585423,459.269444680538,1602.49065,1594.99248,1614.25158,6,3,2,1,57688.0104844146,219661888.975242,12090543.657,17046368.5927166,12001291.8215538,32166986.8596819,2248875.09616537,162977032.682838,5367973.61489775,79792.7343847207,37273641.4844095,2482207.18091801,8451093.66905849,2665341.95797026,22040098.0698972,231397.768557444,367286.583076201,
2999,M875T1907,1.51113108206162,0.321993427155343,0.757389232749927,0.100806793419398,875.353734083794,875.353287590613,875.353937224528,1907.24586,1902.61728,1910.70174,3,0,0,3,0,0,1068547.56505813,11884220.8007884,5677688.68362411,759777.357306523,0,0,0,0,672160.668169867,28629025.2323717,0,1295664.14174348,9879633.7963686,73416508.2224461,123019506.026942,
3000,M592T6578,1.3195500236251,-0.322488686462497,0.757654315214131,0.808494661646594,591.672796981698,591.669408408761,591.673947754522,6578.3712,6568.4802,6588.903,9,3,4,2,14726300.1084936,1891219.4358618,167998483.766529,7700216.29748288,867036.952307258,31336233.2234675,8478417.86994431,6438561.08716766,8382276.03365236,50902830.4343199,53015318.508454,42931120.7637958,37249722.7011328,1891096.36919331,553998.773993444,18893088.8566438,44393694.8723083,
3001,M850T2616,1.27711720873217,-0.318767242363673,0.757701764340247,0.63204495858578,849.635596324107,849.635054854646,849.636040870882,2616.47184,2605.29714,2624.89158,5,2,3,0,0,0,110526897.446805,15778786.4235125,705865.737763187,73339367.0913243,0,0,0,43298561.4795029,64607006.7992901,48971901.7995399,0,1233660.58063525,85300.733252973,31391406.6384559,33045589.4127061,
3002,M551T1394,1.27449413991882,-0.31722676365079,0.757890666314295,0.850496328071464,550.944078257655,550.943300857365,550.944346291809,1393.70292,1389.25008,1399.23966,7,2,2,3,763474.650216562,6086122.78707121,11817299.5120227,821553.841877131,348266.174698748,1376175.49635313,6585680.29093122,237813.295943754,0,55814.1656915646,8269879.18334963,1494979.40257372,5873314.10339871,947684.545970444,1085460.40889051,1073932.25644281,2406144.25166152,
3003,M519T2664,1.11847721523713,-0.31691362679957,0.757904484188761,0.917271241057504,519.284507825723,519.284298420641,519.284811359951,2664.0402,2659.01112,2665.4187,3,0,3,0,4629802.88683255,7402014.23799061,29859007.7419718,16187950.1902349,14922307.399483,13583912.2105498,4521097.34951814,15808447.6532163,25780552.1671883,16040545.1059135,8119860.84698339,7142781.19581136,5738079.90011408,13300881.0672129,34947192.2040194,1878377.37956305,3713244.27847212,
3004,M655T6012,1.19221287079087,0.316890902878331,0.758223405931708,0.561768768108761,654.697302635412,654.695278096733,654.698432143838,6012.3624,6007.2816,6014.8518,5,0,3,2,10759965.1739957,13994764.766108,5009281.57921307,1233837.20469964,3073404.32063369,40468353.2746731,10935883.7475682,24702460.3379613,2677226.18556053,31046587.333581,15637765.8112669,3867154.62164381,4974247.8809641,1262904.72570248,3131265.92883485,13910859.4369438,13203578.1259307,
3005,M557T3959,1.46879252355455,-0.319335824842485,0.758813910928719,0.54909580013501,556.597860093108,556.59755182042,556.59957983188,3958.98726,3950.6604,3967.39572,5,1,3,1,1574509.29979456,18763747.8227128,643411466.309854,105533.780684167,88457.3125453124,32443212.5395243,2730707.61740667,6319988.45478241,1709325.31562802,216536036.025845,244267972.094083,2558023.74169921,2218192.46093579,600268.953524558,6214847.26557522,1496902.49561573,1219647.17424478,
3006,M531T3179,1.21872050694236,0.316007410957935,0.759181405680844,0.550865010678788,531.292784783294,531.291815601442,531.292801914032,3178.67316,3176.13972,3180.28494,3,3,0,0,759291.766829754,1143510.17454726,16938465.7567524,19662539.8622976,1602155.63131329,12807325.5315503,564709.69046025,1573280.93620382,23004465.0095632,10441294.5073551,28175986.318512,726773.59474198,397571.182029137,14116148.8772217,395749.53855109,3763558.91036549,3690115.21435892,
3007,M769T1877,1.51327361955015,0.315506888183785,0.759364962499347,0.806401800652152,768.904275068812,768.904043330142,768.904826977045,1877.13282,1875.20592,1884.2001,3,0,0,3,0,45241.8284380654,349964.700723369,0,30698116.6305506,244768.689967272,284752.183726375,1397858.27560129,1337089.0185824,1390542.47649193,1121829.91064222,41891035.818115,331885.512268196,0,28394095.9162095,17756733.1308416,7722783.09351372,
3008,M621T4558,1.24264397317289,-0.31543555257314,0.75977843784278,0.37925783125372,621.327006550824,621.326663795949,621.327049144905,4557.97566,4555.77762,4560.42462,3,0,3,0,5102623.44761765,7256765.08906582,32279177.5628585,54892582.4795524,225206.950499637,4051037.707625,13095718.1629936,3314167.61485085,933859.733066059,40195500.5323928,20512907.3811789,5485364.54388921,8406311.6349315,986255.69950567,2106190.04620941,1976776.22779004,6094554.43871419,
3009,M567T1918,1.51608702727585,0.315824886787199,0.759914600627379,0.719295494894222,567.089558811819,567.088325821773,567.089797576557,1917.92286,1917.45504,1919.19282,3,0,3,0,0,0,2977364.2626,19447758.6464674,0,158255893.561582,0,0,126811.098615153,11947190.1620333,6967348.69666629,254886795.188851,0,0,249253.147427156,10845813.4344011,36857230.4838432,
3010,M546T5571,1.24826045388552,0.314110984604555,0.760269351800247,0.204265379988454,546.274521143074,546.274010004005,546.275553690438,5571.1584,5568.73152,5571.41808,3,0,0,3,13131599.5031903,13265132.1641693,4039044.11700274,54604228.7195509,6807400.48758122,5147914.62675834,9780184.76924118,8258490.75882917,66502285.7978865,5004328.9394002,1963641.01015512,29566490.415939,11602904.108037,21746596.9391309,4739007.32580846,131135784.331323,103880596.171087,
3011,M632T4442,1.43188516937956,0.313605322894259,0.760280671325953,0.915393006080731,632.356864826785,632.356788170909,632.357656250404,4441.761,4439.0229,4449.93696,5,0,3,2,0,0,0,59543.6897636386,0,36682634.3868515,0,240226.656210283,0,36299377.4990423,11741982.0833649,4328993.63999069,0,0,0,15002000.1050934,14084459.3672988,
3012,M699T4554,1.26702816008703,-0.313906444555524,0.760410629496314,4.0136852342244e-5,698.552734672818,698.550056595219,698.55418804903,4553.78205,4552.71288,4559.6943,4,1,0,3,3000968.65981576,415176.464519526,678416.318025108,1132003.19418387,0,0,2365766.68984325,0,606696.312063626,0,351709.260818936,800885.728238867,6386770.36901938,4650037.70534361,4912062.12805453,8250252.74432439,11787431.4110691,
3013,M570T4661,1.21517072558834,0.31361165279824,0.760526056329193,0.721910854606517,569.653970291443,569.653148086983,569.654555213534,4660.52235,4656.8253,4663.4538,4,1,3,0,6636647.39219285,1288122.81495763,11254863.4162675,3023433.06942514,590623.279331859,20692668.8411096,1113188.91834199,17297374.5367047,636040.060215982,1287514.01508702,9873544.76669233,22635687.8952921,38270504.7232953,1437861.40601585,2905550.50297887,4014920.14518917,16414776.2167201,
3014,M983T6124,1.30393402477319,-0.315163921485065,0.760949100920011,0.949845927382865,983.471076072134,983.469622655564,983.47378521262,6124.0611,6117.8028,6125.2398,4,1,3,0,500420.921879641,1339913.34932376,93283609.6497312,0,0,56652156.5915427,450089.119346875,871154.671925017,3642688.84088601,39533044.7403265,52111497.3399827,19790129.5335398,933238.834309695,180340.308278364,0,61726491.7835552,52766330.9579452,
3015,M674T3121,1.24222899258291,0.312681483468011,0.761095576098355,0.0800864608761588,673.789238210583,673.78755714265,673.791683915864,3120.80508,3118.6722,3122.11662,3,0,0,3,123544.473824749,879534.519693191,0,776632.698585725,2648898.02211881,5073927.42115807,0,374786.764306257,2488484.45343035,291676.972711606,2673148.93372724,5976230.00849001,840942.75145974,3072313.45660471,6240474.58430335,18832671.9417047,6944844.7223546,
3016,M664T2762,1.1264366536916,0.312719632986039,0.761338098932542,0.804523857071974,664.2908536147,664.287441515099,664.29096613102,2762.36874,2754.19248,2772.02556,5,0,3,1,204215.928096583,3983872.02282917,6976645.87498966,4369726.3888766,2567110.68110101,4114355.55349146,2174134.56272221,7037655.71293648,4092863.11349898,8076737.049882,3197897.10258,445546.306683786,3380530.9520792402,6722282.74128872,3936528.74070726,819200.804558847,854182.808190621,
3017,M560T2406,1.16979797992846,-0.312418078390029,0.761352339472786,0.391669375258652,559.613152189952,559.612778200641,559.616684383814,2405.92107,2402.27886,2411.92812,6,2,3,1,43464096.5983589,4635064.6923499,32721972.6580265,188056.912488567,30958442.9655687,40723609.1187882,25331247.1201801,4720651.62088865,304248.702553855,44245049.1028825,51790572.9209813,4136104.20427192,29368046.7722426,12746341.5937079,7574960.88330791,170173.675165131,722359.22632588,
3018,M443T1395_1,1.28643521768228,-0.313220725991579,0.762483795682383,0.935876305069803,442.893158543916,442.893033740856,442.893179470696,1395.02658,1391.37756,1399.62276,7,2,2,3,2568893.43864965,1281184.40389954,8734447.73469319,18445456.0173236,2654656.58610893,69431298.0579597,12774573.2519311,698727.24252089,26287149.0091494,27319.5746467157,6067311.00906063,34301258.0020778,23910034.7247411,19815185.5705338,3096030.09281042,12938740.7297055,13893961.4876223,
3019,M663T5116,1.31082760333322,0.310664716534191,0.762528081504178,0.614405325114443,663.011622740876,663.00861786544,663.011645944107,5116.3596,5109.96456,5117.17638,3,0,0,3,88853.1052601614,21989630.1465518,669921138.864329,0,835867.328215507,177395564.382174,282289.543813702,3086813.56777732,9755192.89249612,523855871.063423,438452236.231056,165290483.335007,10114294.6938167,8876362.5531058,232806.572442643,104219527.376552,174620174.739906,
3020,M549T1389,1.26450250884751,-0.311860176566987,0.762859368659898,0.923010459183938,549.278264512755,549.277510809154,549.280965387308,1388.70336,1386.2034,1395.94662,5,1,3,1,101421.385104706,404589.10479287,2548340.15341047,17561095.8203973,8331134.26645504,639934.109786953,11677280.1459123,2659537.56908315,5369780.80727492,6687.52526139266,2673009.0943664,1011455.85735691,6602064.90117721,2886080.67310039,8652305.37222173,499593.651677896,513400.867360009,
3021,M432T1953,1.52534120016581,0.311628821675559,0.762926929944564,0.648937300536864,432.266337289188,432.266097841714,432.266497263221,1952.90436,1946.8641,1960.8339,6,1,3,1,218659284.457709,9106071616.07264,98191430.1336374,46997891.3355786,56132321.1753149,474828965.961665,222401162.914667,14453596988.0916,11716388.8157285,333762234.098051,24799078.5036419,208480751.438781,470154402.671944,1965893.14568049,406709804.356093,48326976.4699574,71992445.1883902,
3022,M570T3187,1.20350609297981,0.312032405884583,0.763104216020401,0.443708413200581,570.305705082701,570.303985842354,570.306131992713,3186.72792,3183.38832,3192.23436,3,3,0,0,37397321.084306,15333183.3631615,14803037.8166752,37334240.7804415,187127.034027917,10217175.4056401,61109931.7641643,8166816.31933456,7250234.30150252,53775707.3570914,4552696.69726137,3875270.79143247,24109381.7373964,14137260.7031437,481569.479517851,2399199.82579208,120884.049281313,
3023,M554T3417,1.19834961764027,-0.309006330717634,0.764254077414818,0.655914694803895,553.628249515329,553.624468506212,553.629099416395,3416.72073,3411.56916,3429.98706,6,1,2,3,10177409.5363095,1049702.4976441,22098644.3631425,182768.239215593,3765665.19845616,26909883.7078581,8572207.81317614,927019.566209409,257232.424535326,8522519.27536345,22585205.0351893,12696206.4408419,51732780.7653246,801623.025742627,2927813.34220462,11093575.9360993,15897574.7650901,
3024,M402T1634,1.2173303422333701,-0.309043979287247,0.764440078750754,0.724290002046377,402.212412585159,402.212028021943,402.216653262682,1634.45301,1631.73912,1636.86078,4,0,3,1,166949.901482079,1334018.58246159,6668419.62206973,7614265.13549201,6723414.97731542,26661803.3065924,19142774.5526108,2779863.26714133,4743447.57102577,2001349.81936938,2907319.92614487,8815983.36711651,3439200.18677055,2073782.87423334,6388788.02406278,2457611.90219436,9132128.57627714,
3025,M489T2086,1.16444785296739,0.312588452920605,0.764478734431092,0.14710270560157,488.597104395485,488.596495065685,488.597935239112,2085.85113,2085.22182,2086.11894,4,1,3,0,5734531.58093959,1788596.0206433,26402228.5291861,292775.128624124,2013377.11325715,14604286.4224485,10143229.3080359,10819761.331763,8873592.03525184,15129696.8859078,11073207.6149381,3156144.92714699,996773.329752191,745473.420490101,47833.351717219,1739512.39675963,5784530.85786461,
3026,M468T2324,1.34654484927396,0.308323820071813,0.765007858533444,0.401563605427518,468.263697922468,468.262697341865,468.26467239771,2323.59,2319.88722,2328.24372,4,0,1,3,451826.667897356,95085.8093053121,178017818.798211,791399.775702861,1500978.82250167,221517974.142367,2783604.08598689,369436.078280031,660322.427705853,64537246.0730245,79673095.2641158,393792392.928789,2146918.51119301,0,1285743.15515,291997051.156767,1212116956.84931,
3027,M883T7056_1,1.4280221390675,-0.309283202284913,0.766096655349987,0.948238976638643,883.058076572428,883.057547008499,883.058349136988,7055.784,7050.639,7061.457,4,0,3,1,1656358.81699151,382969.424394371,367753.90546539,5198301.20313463,120663050.887497,5798985.84072236,3607641.22486642,59904969.2665798,207244.699654916,10756528.3113861,8437322.36656262,10969586.5606814,2054732.08014484,208651.332586422,71977055.8969572,11019574.7451979,10062562.2630204,
3028,M426T2384,1.20786569236372,-0.306720102355693,0.766120102671685,0.773853479304311,426.227685239202,426.227597091001,426.231368703,2384.11674,2379.14556,2387.9373,5,1,3,1,585095.628986925,5249969.76966769,26386384.6798082,79624849.5253596,44410184.0986347,6101105.39004044,3512173.16219271,3812792.07218768,27219173.5299663,48973073.6364214,45256914.3780075,5642795.66462422,7581385.89841746,5608800.24660906,194380239.493352,4528863.8370542,5785632.63676535,
3029,M332T2276,1.21248458428871,0.304127113518595,0.767719284834877,0.551727332123634,332.21293987261,332.21268893325,332.216215021506,2276.46468,2273.21964,2282.51976,4,1,3,0,88628.5129014269,3986933.98520242,14764701.2537694,959471.245315427,3036652.35208066,1182707.72801839,3478476.77415537,4392988.36295887,4214875.73232112,2212145.00283587,13016247.2219679,1808049.41553696,304438.646122973,4699756.18128447,2143225.08898627,1311621.81219401,1906039.36798946,
3030,M534T5474,1.29226017212431,-0.304689950849438,0.767935638502049,0.813779721931158,534.334134489295,534.333820346214,534.335996974189,5474.39466,5471.01966,5475.09342,3,0,3,0,186342533.14086,27737153.3786025,29029536.2476151,3331416.506124,24158002.5219643,3152403.09120093,124567027.203089,5927677.17734965,13472691.2782652,32785307.0355234,15042042.6750002,20044209.9677271,69036520.9777169,4909102.18474521,5220445.8661195,13233137.4732108,34786034.729193,
3031,M477T2437,1.1692458066082,-0.306091091258641,0.768812271474996,0.86585620119427,477.177831846824,477.17519433313,477.178160128944,2437.05792,2435.50482,2437.84614,3,0,3,0,5194682.68312644,8199344.74024241,8049455.56622131,19929564.9215867,4210444.29644861,47105720.4447122,16969706.1354528,4581317.17602033,18904757.2667524,10533656.7867563,6721259.82877715,21561952.0032602,6229814.59704279,30157079.9844392,4182301.78273539,32399956.0964339,13929303.4671828,
3033,M453T1880,1.35518750122471,-0.305107523103009,0.769737635912711,0.03936295887172,452.716787356444,452.716119446356,452.717387220403,1879.57722,1875.20592,1882.12776,3,0,0,3,0,1010154.23260453,414183.015857765,550756.41896363,9505124.35061928,0,103983.008757812,3331572.25195896,1796080.51742848,0,288381.093389769,2951296.51326989,53555929.0177987,317212.907016904,32796657.4242857,1596801.12966554,14159174.6586541,
3034,M574T3927,1.22302549885599,-0.301942111862014,0.769809129022129,0.0931879778416495,573.627858747741,573.627397907304,573.628299724793,3926.77686,3924.56712,3930.3522,4,1,0,3,4119006.78227205,421242.28912442003,2862794.39208,98403.80800559,17368589.314533,6246925.45044824,858190.827704459,1220499.91385918,922316.455671754,3567955.21956921,8091619.13047022,10782029.4739752,3608210.37215869,5038108.06291285,17156748.5633851,14307678.8519417,36640751.8880324,
3035,M511T4470,1.37589051931972,0.302729296738592,0.770332422934862,0.92491292680107,510.5872811627,510.587134716186,510.588611143945,4470.0999,4465.48554,4475.20602,5,1,3,1,89358028.047094,20483701.3031523,5652599.64356084,24226146.4117786,3797975.27113478,268418.074979965,164997410.934993,5748013.88959189,8012952.45420714,6007550.61131761,11576457.8868924,1492603.74113144,104035063.616208,489751.925802626,596436.574025964,2619379.93971566,2131572.20379643,
3036,M575T1413,1.32988813903992,0.300398474687191,0.770462134597682,0.933504770352653,574.959437905108,574.959066800928,574.959800154785,1413.11256,1410.97638,1418.1018,5,1,1,3,147350.00251465,163703.011343895,168108.344683303,0,0,4072084.26191955,1259913.39054194,35339.569720618,0,52756.4322213004,3079696.36443583,1624941.8115893,1890275.74100381,561335.333371521,0,751789.503964822,706366.460321067,
3037,M640T3831,1.27641272759996,0.299497545372088,0.770707300069923,0.682932379432118,639.873441847755,639.87275310619,639.874062075211,3830.89416,3827.01336,3834.69636,4,0,3,1,110342.505295139,68452.0876814068,2479921.45191268,57275.697232617,10637055.4516386,29511109.9052833,45398.0583310918,324919.441415315,0,26753601.8188794,17160311.6315485,10428124.7288892,645577.206929909,0,0,6902254.90411916,11294554.9035962,
3038,M552T1396,1.21073465467096,-0.298986047844197,0.771204404220379,0.682025694932442,551.609632078848,551.609047860247,551.610365862886,1396.44831,1394.49444,1402.01766,6,1,2,3,860811.70032288,6854280.90063628,8687643.49465221,20673118.0388184,9200624.699663,799801.564031665,14211854.7575612,66349.6743480048,19928463.5865129,285293.902868877,3315855.3451744,1074592.03478526,9053237.43908455,5471204.06024168,1150073.78779212,1860226.09771918,3256823.20619616,
3039,M1033T4808,1.37399815450318,-0.301337741162281,0.771213134472849,0.897801286108765,1033.07082140508,1033.07019068378,1033.07175696706,4807.92819,4800.91866,4815.3156,6,2,3,1,0,0,158165501.215037,0,0,36267643.4864535,0,0,0,38412211.9370031,84877152.763147,18219664.3070939,0,0,69591.9876044483,64933232.603127,125702801.908915,
3040,M403T5684,1.43158375877526,0.299860330811674,0.771444499711854,0.945953191254678,403.207618733164,403.204627786799,403.208870921087,5684.18394,5682.11694,5687.48076,3,0,3,0,25637748.1252881,9996001.44196465,1346689.2236894,1025738.68115733,161963278.806442,77967.2903590528,2471527.2599387,1555651.74430982,1377454.37528454,248402454.252408,6643993.61472016,25933561.3194121,28491124.348686,2097111.235103,199284331.203238,2460713.14259209,4352797.57263524,
3041,M451T1445,1.33311358378454,-0.304241163267259,0.771541367380148,0.891675583730343,451.261288939462,451.260753050222,451.262018344277,1444.85586,1440.2817,1449.42054,6,1,2,3,402712.274476669,371229.111784395,1335522.42153623,23313394.1273756,2738737.31594434,228342.024014803,5517868.67226607,241896.255396562,5091875.54199408,376755.539563238,6169809.45337807,3897757.32741171,10384884.8790439,1292812.59327175,843882.307785731,1096912.04882736,1494355.35835652,
3042,M629T5914,1.20875388188886,-0.298960873046607,0.771635637242128,0.196855854586799,629.313435625785,629.31172147342,629.316368862806,5914.05348,5910.36378,5918.62026,4,0,1,3,12085099.4144847,20640470.9291394,1307250.49616081,5633443.0379599,82612359.1235901,36493393.2930959,24384688.1418515,14360250.1675762,21496210.2109723,4596096.57553853,63497674.7358398,3016895.18479548,86520948.0125149,44953090.9042186,140984919.490637,22933183.4438153,9130484.65694043,
3043,M588T4113,1.16161848397956,0.2983752567718,0.771687042671291,0.111144804717494,587.956190785126,587.955713369379,587.956550426032,4112.91762,4107.93246,4116.58692,3,0,0,3,351154.79941726,569079.515165273,3010124.27116868,422453.165056598,3744421.38655291,3712804.67717123,1617983.04969459,430882.349026018,5760537.89232601,1886827.51765923,672328.043084833,3350199.37006722,5808066.38945522,4889608.63142912,31526984.647207,2215720.68719946,6266206.20023011,
3044,M713T2730,1.27048337297291,-0.298715545975604,0.772038670160495,0.648633856164271,713.352615047767,713.350955394693,713.353823934493,2729.62482,2716.68438,2738.1525,7,2,2,3,9375681.45456243,3054273.34645144,51862959.4471387,1097545.03083234,279728.096031439,92794239.4135094,3293058.34813857,561224.47593546,0,34791551.2175334,66297276.8363008,19784555.8980227,21230090.4460784,111932.103793512,60470.0584945315,10586308.8451409,20248930.0646917,
3045,M398T1706,1.47842607997526,-0.30105184199394,0.77207950571919,0.710349328819736,398.239549390831,398.238918587142,398.239912115557,1706.38074,1698.5946,1717.07142,6,2,1,3,1550417.76589613,275751.082097997,10313818.0713771,10948525.6086444,1188640361.67924,1060116.48056407,6346682.98714873,1020971.11396858,20522333.0920508,1524440.07237021,241817041.843571,549092933.385276,12912473.0354867,5190988.86903728,712570592.085264,154800396.672763,740789874.47579,
3046,M668T2126,1.24025269329818,0.298657165611416,0.772510749089086,0.323288144107691,668.329337417239,668.329193906764,668.329988765744,2125.5303,2119.00536,2126.9505,3,0,3,0,66060.229772099,1553565.23748104,6816992.99171143,37481416.3998441,5083831.77701564,556208.684179599,4095407.91764968,3186766.30299767,17774779.286999,20058981.5233704,18236377.1549079,592729.590980365,1834739.25088526,2816704.77121325,93468.8580270224,457206.026518047,1777114.33795883,
3047,M581T1449,1.2080564008674,0.296941209257548,0.772795081076113,0.826981950161314,581.312757076993,581.312540755631,581.312971733631,1449.41982,1447.29498,1457.87232,7,2,2,3,13785287.1393027,2188465.88221843,73454226.1803676,32427476.7584851,8042873.59508572,115690736.411479,107636051.959294,6803101.21380156,2161455.61092449,84318.3132546091,62886978.4054025,117113537.621728,110332805.73779,3865065.25278257,2128672.38581866,76378908.069773,107540675.812797,
3048,M396T2934,1.31144595545748,0.300881552549981,0.773972856452114,0.808622064360717,396.228593003616,396.228474381408,396.23107417967,2933.53734,2926.9173,2941.875,5,1,3,1,3842881.52504907,5894704.28663196,5102060.10586307,1452459.87813155,8451374.11055706,501311.000277047,3996754.24400833,1653416.03205812,347511.275529966,178868.770131365,676522.790591521,26254105.8183928,1484789.57023105,197106.430629918,2663546.31723539,1919596.04502301,8241143.32036219,
3049,M628T3209,1.1776935234803,-0.296647238961499,0.774013995132758,0.341324960939613,628.338912908278,628.337621388831,628.340562394959,3209.1609,3199.86882,3212.84058,4,1,3,0,2126077.41231304,10988075.4103989,28110975.2216214,2110017.85174837,9811161.53821174,3227191.85965002,993496.852655642,4733295.74255278,16086313.0890703,10853382.9796087,12823759.0617207,2377468.42464265,3129049.57883857,5593406.98111708,4326402.87870813,1707521.95574339,736455.840373334,
3050,M405T2359,1.16659643605902,0.294964575092788,0.774076110304288,0.953305223056716,404.712112843978,404.709459035045,404.712216380716,2358.82746,2352.36828,2361.29634,3,0,3,0,299955.019212889,7783934.21126018,9527520.49828025,672556.015605273,4008351.53680195,1998304.38693426,1224600.52036218,834092.967225371,4237563.48199135,10779671.10875,8571402.6959124,2690021.89341599,6685919.83340257,389328.288702728,3533487.1435174,8850480.04542361,2795850.76196055,
3051,M560T4811,1.27402210824473,0.298236109441833,0.774098769459314,0.084738374692191,559.5135422991,559.513193044973,559.515039147258,4811.1123,4809.90456,4815.1221,3,0,0,3,363321.043185834,1273157.02156394,1090270.2473056,554768.189803148,4881461.30143213,2621314.01519942,577729.284539042,162686.297208104,576825.880803037,1047490.88527857,1672821.541747,9701872.3089434,186408.140622456,60355.543973427,2215175.13524732,69180741.8751998,81307561.497689,
3052,M818T7104_2,1.28330741317474,0.294231134080768,0.774733977890181,0.858422066641337,817.870361368528,817.867641939302,817.870758301461,7104.4902,7097.6952,7108.3608,5,2,3,0,238654.719639873,1933139.59405359,2998482.94866331,13787078.0709573,525070.133084484,820727.527101493,2756411.45448272,16394510.678987,3133212.13290726,441671.294109624,151398.797858203,3177982.38903476,1999948.66405114,2359500.97488246,1201504.97221271,3917115.99578374,17561368.3720849,
3053,M667T1365,1.12412496551634,0.294437823685787,0.774886715768745,0.708331443346209,667.222468313877,667.222064626114,667.223567455716,1365.10848,1355.20506,1369.09686,5,0,2,3,1097373.34756879,1517895.94200614,2721269.85624619,0,2176399.47635795,1490185.34101247,1699345.36708835,803431.082744609,93677.7976254162,1767137.96989963,2019059.53196929,3737984.66533473,3398215.94016111,1870131.68228159,2239090.25354127,622212.490877596,2065729.59652643,
3054,M614T3901,1.29691080205332,-0.296694016661943,0.774923320300144,0.804559373160675,614.310448663257,614.30749618211,614.310805833273,3900.8664,3893.8983,3908.01342,5,2,3,0,9867239.73003017,6159859.28351842,64610416.7305616,4890662.19441911,10992572.6505712,257061220.380843,14780937.8580773,6179734.70125474,6003200.67336076,60966987.2275084,49606936.8070723,135096196.073007,24975608.225742,10933641.955953,8462462.3340729,39195379.3869156,74206116.5568447,
3055,M845T5713,1.30986909740149,-0.297468060850092,0.774928364506845,0.961792009946626,845.403651806844,845.401891788859,845.405839921661,5712.74256,5709.2175,5717.83734,5,2,3,0,8735936.82665959,99099282.7192888,20715230.5894943,286712.611991517,393644.650710835,1001232.27346534,21153715.4664354,42229530.0865674,620409.407743738,28856937.1575852,3014182.65635346,3548930.94519436,84351867.4928319,375002.397013687,475418.342178161,1025547.45172931,6638148.30821965,
3056,M552T3122,1.18597937952528,-0.293529243678721,0.775125247733759,0.0538082068491226,551.93536454693,551.932708940222,551.936518639636,3121.78572,3117.49068,3124.87476,5,1,1,3,3885806.65830971,0,0,4164383.25044383,1495805.38057652,2523929.65106207,2540480.12900445,0,350156.094228411,517970.212392659,1742363.5960003,5026209.39389117,18273691.1908782,365555.64013531,8724282.50475772,2676257.40323606,8031655.73531203,
3057,M573T3768,1.39617434335971,-0.296502380458549,0.775478815259334,0.731770866013725,573.31586895883,573.315867191016,573.317177812591,3767.87496,3765.21456,3769.41984,3,0,3,0,6619127.72641566,9605850.78830398,61847107.7730569,7859102.3683965,5411894.5033479,746015617.90837,20668138.1712129,622099.282498065,500760.996393679,327910801.935349,202995487.783469,47054959.8582801,5100053.34574353,883514.64813884,1219351.69875364,98535181.4120993,113805643.164181,
3058,M362T2348,1.39894483583673,0.296718851334253,0.775634770432009,0.867225221421188,362.200020351202,362.199730429551,362.203852353124,2348.35092,2342.50194,2352.0015,7,2,3,2,230805954.158594,48845870.565978,12197303.0895626,852791.803369176,350875623.436768,31998913.9443096,853170410.866865,10854471.0641027,2464722.22286939,6453777.47805112,5496997.2280864,66653816.8710683,88176354.6658932,1512973.70616123,146480890.596858,132039048.587325,63753419.4298649,
3059,M457T1909,1.25571123469767,-0.296699255708756,0.776109259041879,0.098853695094947,456.825124420213,456.824752681113,456.825176938901,1908.6846,1902.51522,1913.40282,3,0,0,3,0,5110409.78052992,205550.938316742,420842.66089555,1942610.86534736,0,1624958.28076517,303307.566302641,1420410.11468622,1996509.26590868,197249.585631342,573154.529934609,462798.116834218,233269.374828378,7054190.58080683,8192261.45902672,4361172.54065402,
3060,M482T1578_1,1.16011908784796,0.292841753019529,0.776169679243576,0.497124321451863,482.208504060416,482.207131285544,482.210403224886,1578.45546,1571.57346,1582.35498,4,3,1,0,832633.464112237,13706770.8938405,17480156.5410723,4044688.16131777,3333052.078282,16074993.649483,5775948.1469058,28736236.857025,3434390.07512731,2277182.29761457,8711715.74812781,15418994.9056125,5264022.98500107,2588651.36201306,16993674.7467575,18548269.9435997,41680765.439924,
3061,M681T4613,1.37745230647909,-0.292854444136301,0.776385474936693,0.535184073018211,680.658729193695,680.657573490676,680.659328460535,4613.11632,4608.67182,4616.36226,4,3,1,0,2064475.8677749,11027715.7939526,293679560.613162,3157552.13919649,0,1162258796.70011,2487880.08206298,7423964.46807088,1016550.11061188,802782733.158353,31051259.996378,224013710.049763,4616293.01831812,177687.10602162,465297.135766698,1559282.5058742,75612373.4899993,
