id,name,fold,tstat,pvalue,anova,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,b1,bcg,ppd,T035B1_not_identified,T090B1_not_identified,T142B1_not_identified,T163B1_not_identified,T164B1_not_identified,T165B1_not_identified,T035BCG_not_identified,T090BCG_not_identified,T142BCG_not_identified,T163BCG_not_identified,T164BCG_not_identified,T165BCG_not_identified,T090PPD_not_identified,T142PPD_not_identified,T163PPD_not_identified,T164PPD_not_identified,T165PPD_not_identified,isotopes
1114,M601T4714,1.81953486951331,1.0702421095203,0.31477899221599,0.172821468222957,601.316658934851,601.316063330702,601.318572711445,4713.74073,4710.21606,4720.76196,4,1,3,0,9826107.34340746,43474131.2226799,15250378.4706272,2299135.26754374,10312004.8552648,8499315.67785428,23560098.2995247,34748385.1184533,10520904.8540463,71852390.9338848,13754769.0842139,8704900.17545786,13557722.7490245,10624778.4743331,5377441.78551823,2132210.04940969,3378996.7989708,
1115,M770T2197,2.74087050276474,1.10748492789132,0.315036667339463,0.0964251065239018,770.309871278076,770.30931339037,770.310365558694,2196.8757,2191.61034,2199.882,3,0,0,3,150116.089166367,1550833.69470566,1046352.03157768,2687062.18505001,392178.570911075,2194207.97520937,1685277.20563396,287457.741709765,12073392.8914505,0,238412.797022637,7699297.94744849,1309884.45189928,8077580.63495412,1561746.8672619,14084568.3988161,14011376.1556222,
1116,M549T6127,4.87827553485162,1.11050705361099,0.315081336602578,0.326013223370819,549.313678600543,549.312556123889,549.313898953956,6126.6678,6122.1222,6133.0296,5,2,3,0,5952616.46831247,4728806.69519839,101104439.057631,2029957.682877,18093107.9559822,41767382.8141654,1146648.13334109,28214076.761718,4999538.71939282,631976059.638704,124376549.998759,56528024.0931607,3408673.42383919,2960650.65148951,9435887.51355219,28635319.2125523,47581080.3430404,
1117,M430T2719,3.63432348772317,1.10256554989887,0.31544646097895,0.477793906351389,430.249262330725,430.249090602189,430.249506106509,2718.94368,2713.2522,2719.75926,3,0,3,0,3990622.27687329,12674823.3519894,14406730.1264536,230396416.039285,20084846.0388999,109911996.705525,7663386.32580437,7157667.89991654,962910136.470335,148886216.019019,275807318.39404,20287298.2678233,10188229.0767035,671076903.492032,18495378.2544385,227686445.39914,245207007.458954,
1118,M526T2197_2,2.45320090081264,1.0824488739893,0.315618435801309,0.0643976513115961,525.858402521966,525.858399642985,525.858458830581,2196.56004,2193.56688,2200.96212,3,0,0,3,122234.78589463,150393.8640177,1702208.75422292,6655822.27694605,191426.841364905,9510141.12024649,639143.880245829,155220.803093515,18778484.1945575,1411944.7304412,4332917.80439397,19654925.954224,1704475.59837005,19642188.4656297,3043446.65264226,45824659.8986127,38662692.0651279,
1119,M384T1753,1.4751864862304,1.05725423449445,0.315746122654746,0.0521951977603262,384.177101977697,384.175427844031,384.17720045754,1753.2678,1746.94668,1754.12418,3,0,0,3,527388.442581843,6682457.55632355,5323855.3943645,3406707.2161034,13051595.6906835,5716814.55617043,3850671.26117526,15261345.7406459,11364944.1734063,2696450.53149301,10736443.9423903,7292124.88061476,3738210.86603805,18315064.2054782,16995306.9062842,33768222.8175415,11913592.6507838,
1120,M754T2674,4.01974820827623,1.10816833797597,0.316023114461091,0.081477785043264,754.32653048048,754.325847201431,754.327275806707,2674.22988,2672.07354,2676.8661,3,0,0,3,1041324.20899085,109533.280477887,0,0,805773.676650002,915237.274153245,8103071.40678657,192209.221302892,0,711606.43687312,124797.703522098,2412503.24870369,8057816.74078959,0,0,7379674.48460489,11148387.148336,
1121,M644T3019,5.29800880567185,1.10928830863586,0.316145072126864,0.30379466131484,644.008420791811,644.0081289082,644.008849131302,3019.20576,3014.62752,3025.57836,4,1,3,0,193835.147332195,6088633.71114264,19583835.6860127,0,169585.000493391,19389807.5565023,28977.5050202258,11789930.5474262,10311796.066587,9189489.89892939,24757841.2575838,184587707.971894,1432319.31534516,1817109.20951424,0,1070870.11515505,7758584.09768312,
1122,M474T2949,2.13904252658152,1.07616303240043,0.316265611732242,0.370044161666452,474.32596985511,474.324909200676,474.32766599942,2948.844,2938.71036,2950.96434,6,1,3,2,31044529.5960102,13412758.2695945,82019944.8627283,17535368.9557871,3868837.77430395,151417329.567169,16289738.8631857,21663457.5803419,7271395.88660879,157827595.132114,133439920.045652,303720687.59134,11299662.9636266,1694628.89229351,5695379.15011622,97129403.5737745,95675089.3555237,
1123,M483T2919,3.38830844460266,1.11142028590266,0.316309841275487,0.497879629558794,482.755998979242,482.755764313127,482.756295726555,2919.18816,2917.00044,2921.61558,4,1,3,0,4880011.80296471,3063229.43444129,4284363.97744503,763286.459702546,3724668.00293298,4933329.19453156,2609339.05467397,4043336.41774621,2047118.96428768,50592786.0412678,8081378.79489929,5979153.70844854,23704013.3679674,4934443.95008452,1463487.62805416,173035.76229991,3077041.61268544,
1124,M549T3978,10.4253259079782,-1.11115030689181,0.316854688276732,0.548591353735111,549.328695207894,549.324503763698,549.328808664781,3978.45222,3975.71166,3980.99856,3,0,3,0,19113319.8391501,76257132.1917238,16000635.4818164,3859442.03393436,870760708.942205,48166977.5433558,25888379.6896413,3969294.11224134,7828621.6989,14253318.4421804,44075538.0692999,3181575.76012972,50572147.4798964,6585048.37338785,971800337.575989,4185168.59278039,6487438.61837364,
1125,M517T4045,2.33777047576909,-1.06783843958751,0.317146868782002,0.0150738972601715,516.525262208478,516.524575597416,516.52535806513,4044.82926,4039.43982,4046.58762,3,0,0,3,179405.029884341,1285550.36207748,1945390.94846748,809814.155903263,10010656.955546,5941564.64158214,844597.885442388,315891.927483258,988665.24571234,302825.315739164,348655.133207172,5828262.11198387,82214.6504355987,3770482.09464598,24068565.7178061,23628676.9907494,20206217.6867033,
1126,M737T3247,1.95543670718966,-1.06001000135254,0.317273132716244,0.131264238765869,737.369441124365,737.36894762672,737.369941387594,3247.04199,3244.47726,3250.83756,4,3,1,0,0,24689548.0673228,32802417.1117203,45860941.3281611,79594.9592390934,14540133.4093126,1738001.86836602,0,1706967.94534432,26226527.2679353,25970389.5086269,4688695.54618786,0,3992167.32928988,0,1308674.48018224,5917764.87442722,
1127,M487T3208,4.83858428709421,1.10200575994853,0.317277309606952,0.416065810150527,487.269168170841,487.268477299668,487.27001877566,3207.86463,3205.8498,3212.52624,4,0,3,1,704212.473201802,7637882.3459598,37356496.4770315,321270.083024416,284760.39812664,6301823.71415841,2263051.1489677,181665.438889556,9070418.39762523,185513962.131857,56954699.9450968,556923.492625311,22705893.3888612,42016940.0847523,99429.5346222227,1827872.50919556,615367.821981226,
1128,M680T5002,1.99034586134095,-1.05236193689908,0.317399042537466,0.355186130076416,679.864890192808,679.862058280654,679.865174259319,5002.26534,4998.19068,5006.14302,3,0,0,3,1744936.56425881,3118773.42901572,1166165.43436871,67264.5619373108,5788790.654979,5713565.30625394,2362651.42729686,197883.160144584,150414.501077709,97010.604524146,0,6034471.309856,3069323.77623603,0,5108291.125539,3881615.8143315,5350175.28780426,
1129,M410T1664,6.60678708086862,1.10906788083798,0.317404492846588,0.485903318441422,409.743721640235,409.743636074311,409.743781238256,1664.46534,1653.49794,1670.93982,6,1,2,3,694068.117715764,32677015.6533809,89827196.5487019,68437065.7949689,19034431.1919527,21064912.9799176,54416508.188512,19465903.0722038,1222713526.63637,767878.552763729,155746283.837518,77911657.6874767,236483899.799468,789679277.190777,40478845.0954944,84989945.2903835,29086072.3922099,
1130,M661T3040,2.58922486631891,-1.0842593321337,0.317747515887626,0.243889457352177,660.828745830841,660.827083566629,660.83014410707,3039.71229,3033.13614,3042.48336,4,1,3,0,5568980.71225091,73814883.1770554,5007225.15932129,818600.416909762,49742942.8862535,6359954.92356587,4793233.79245693,31628740.6558876,771179.952719915,8351708.18487543,5664597.86383836,3367717.88400647,13610154.1970535,972549.630917674,172900.89066046,1753319.48194672,259679.29397156,
1131,M542T1396_1,11.1519912826837,1.10781797000993,0.317764035626525,0.468091223206629,541.614758833986,541.614451637701,541.615461607032,1396.44831,1390.91172,1408.94622,8,2,2,3,17572842.0204165,0,2033568.88016401,967220.938159111,368071.53402442,1830204.54747539,213360422.661483,91154.4437395765,196990.486276973,342300.416797538,4390829.65739013,35570420.9508978,60773049.8857051,33753.6672867062,128890.176404943,25561786.8092728,42830111.3355376,
1132,M580T1579,3.20790382484509,1.08286007283603,0.317891578192091,0.440065389026096,579.800365319461,579.80018904902,579.800926192222,1578.63222,1569.0378,1587.08964,5,0,2,3,32940.6536745421,1568572.00931218,204060.22729418,11791522.9328318,239158.275959531,1621491.31542188,11061334.7843005,3446329.69116607,3177759.79423834,118931.98756873,338200.00295625,31444404.3784076,3400073.88328819,4190670.22903805,428422.812926035,14576106.114875,23997648.2901542,
1133,M857T8000,2.89035097525243,1.09675285118329,0.318152249200232,0.408733929947597,857.183696816107,857.182241923331,857.185115810534,8000.1912,7989.6342,8006.0418,7,3,3,1,605551.781257285,1368267.0343498,766910.483095573,8879411.51356214,8069294.46605654,3739506.32814288,1041445.29514033,496021.021820576,14535739.4902322,41774621.5705127,63236.5058680566,9806800.33780227,888609.13992863,324178.956312745,10079437.0973014,8609194.92324376,2809252.1486747,
1134,M424T3698,2.54480893345581,1.06701087839926,0.318554118797244,0.347034124055664,424.46935555153,424.468458313188,424.469588611133,3698.30385,3692.01486,3706.9479,6,1,3,1,15052375.889337,11966177.1387852,3172647.45225722,688524.672445802,2559311.60500482,88761290.6244731,5435133.36306311,8619749.97858988,2655613.31741841,28785549.9866245,143825474.04278,121654964.105234,16075888.6925953,230781.279560987,1996423.81424484,218464975.355606,204198768.492722,
1135,M437T2499,3.6440420946493,-1.07676716482392,0.318604367544341,0.280624695521995,436.767614689986,436.767389548099,436.768069065234,2499.12462,2495.60964,2505.18444,4,3,1,0,9507360.95263986,426715023.654799,287070.965727189,1324499.54055541,354469032.512175,2398717.77506927,4653305.71144835,210484071.631454,1525234.26337741,315035.501147877,95937.9493852121,1008886.20987721,9561400.38694422,294990.3756116,35061392.1028688,172220.681808354,108743.785677753,
1136,M438T1558,2.84939709360654,1.07914338177187,0.318677231280535,0.457909492796343,437.757194967079,437.756869303355,437.757347054798,1558.49172,1553.57316,1565.48844,5,0,2,3,5049.23053335937,58133.4496069571,4293668.40398437,0,0,5519405.46148617,15539424.0394395,0,0,16063.3127932909,9242211.33340693,3343678.01113638,4691571.50737038,34087.3342143603,1060940.44115227,966976.74210345,4691682.70196249,
1137,M437T1311,46.7188795670729,-1.1068139913654,0.3187536067908,0.369473460893865,437.20124286266,437.199281542788,437.201689091901,1310.98275,1309.01382,1315.70994,6,1,2,3,717583.587425926,70808036.6652625,1289417.34729855,683610830.583004,3125957.34730912,316868.070779309,1204610.55338793,4273117.05182312,1201358.77847982,58925.2991497835,6227617.01753293,3299074.14872106,14263848.3206606,1129299.63267917,9313497.51937877,8476208.50921473,5668753.12400475,
1138,M532T3586,1.6778278262352,-1.04845359155121,0.319200945594217,0.273712585116057,532.2756514131,532.274519879567,532.278188151673,3586.21218,3582.64152,3587.49594,4,1,0,3,90341683.8610511,27918923.2579213,23503533.215318,7870279.82165375,58447478.2742098,49714554.4229999,40915282.1064891,71196807.7803429,4752582.93181266,1738326.67762571,3238579.8823064,31807352.1876681,46060632.5340706,1541879.81040662,29755601.8665875,1541795.1645928,4119385.71791433,
1139,M542T1396_2,11.9307002109978,1.10454715515083,0.319224048189225,0.468313402436837,541.949004434837,541.948709516536,541.94969025296,1396.23702,1389.47334,1402.01766,7,2,2,3,5116802.49257017,142373.999178057,878367.316222952,0,108109.236542484,959629.452632625,72827452.9871891,0,0,32574.3678060585,1093694.46763951,12010343.5863675,21489848.937802,195564.901186758,0,9097848.52051621,16843153.8254478,
1140,M678T3182,3.09304619681421,1.09279521163632,0.319505497735121,0.206323633227493,677.66824680129,677.664753802099,677.668753493483,3182.11335,3174.41076,3185.84172,4,1,3,0,1659585.14938231,95639.6370363677,10238519.1169113,3651149.78744599,0,8312311.1674866,6050817.22746333,0,129920.949937413,20537222.2388451,45989328.9631743,1393451.99372776,125129.372172512,0,0,0,0,
1141,M975T6465,2.48215226592623,1.08153586884651,0.319573103494443,0.389306536407455,974.94683749057,974.945575137929,974.948053636081,6465.1812,6463.7088,6466.7286,4,0,1,3,3674992.66757019,21829771.549084,7755240.84926166,3054978.77784374,0,32096191.97395,4688427.3737922,9252747.11747495,423168.258203116,84721288.6449802,7663044.00066608,63058279.6754888,8191244.57619304,210371.839720839,0,5234898.36306798,36842167.3646256,
1142,M592T3085,3.13172789015383,-1.09657972360827,0.319966445743355,0.348054297863543,591.810780968017,591.810107848668,591.812213223969,3085.00272,3084.16266,3086.68566,3,3,0,0,19473913.4997142,193552947.905126,13699316.5448031,2015856.85281552,14744333.2846487,47774059.9965239,25436711.3101963,21668721.7370294,946811.515852287,11134253.5403613,1529016.58292796,32287593.5975152,25167711.6774955,5898594.42304641,1043975.12242585,2153384.67916062,30552314.8455941,
1143,M436T2499,3.60389549348348,-1.07284708358805,0.32007000336175,0.305573198044282,436.266087380375,436.265867114923,436.266525354933,2499.12462,2496.32688,2505.18444,4,3,1,0,19645145.8584053,884444475.487426,3938735.42267827,3566942.30719966,781344319.943964,0,12348823.7622402,452079320.691806,4284846.79547891,119775.648315938,604323.701538083,315603.972598153,22507024.4800819,1642705.41781328,134846459.149984,0,0,
1144,M486T1438,7.87950939234541,-1.10175273426689,0.320273868764991,0.589029240456435,485.704300909409,485.70427308623,485.708515115967,1437.99366,1432.80798,1439.06322,4,1,3,0,0,3196138.70889057,8139576.39558347,6042207.68146904,80948632.2693303,153479.730386499,408257.161212732,847177.299959166,530310.174654437,5019847.40407094,5024885.1435175,667767.298827843,596140.419452889,141322.10539125,70266710.2274882,388444.00927833,109839.98480112,
1145,M807T4848,2.73103676019956,1.0639060695798,0.320323443637667,0.386465931867338,807.256552045806,807.254823238112,807.25756106636,4847.88657,4842.96366,4856.18748,4,1,3,0,0,0,10886886.9406199,0,225138.214434996,35902207.5561147,147354.674686102,0,0,25625402.4508703,69507384.136521,33117456.5247037,83743.7305830121,0,121687.053051665,5682298.25083214,26506566.4726647,
1146,M473T2852,2.97944186183146,1.09175945315336,0.320468053886228,0.284249220162413,473.257753216473,473.254548368439,473.257861611231,2852.40414,2849.34426,2855.45382,3,0,3,0,4805488.49009581,16972233.011447,8360157.97174766,1083036.45166626,1043251.96172644,22475956.9897387,481493.756538173,4411788.71150959,4686542.57371913,97177319.2438009,52465727.5030693,3872147.79005605,8333817.50626954,5048932.47915818,3735531.509265,3407729.56126087,2838821.70571081,
1147,M472T1910,10.0511984892902,-1.09983376419603,0.32110754165548,0.393314097793265,471.865611363742,471.862283342919,471.866647530976,1910.31558,1909.4049,1917.71748,3,0,0,3,45955.5298685313,488164.615917047,19746749.614604,616382.977217901,114602696.314283,1288204.59521503,342897.27415096,0,2489468.28495969,7921578.83430168,169589.335276294,2685604.9021778,9740509.7678502,4069848.2122499,84401914.6294846,24385124.0040388,16700731.3210835,
1148,M322T1443,5.40392433476207,1.09741328710139,0.321319936791064,0.498093585267976,322.438261713372,322.438132900821,322.438336588531,1443.22722,1436.4066,1447.68528,7,2,2,3,667003.718548732,97412.9782898136,207647.614819335,108508.99266502,527987.008568482,1673792.03048713,13263868.3005764,7084.97075296646,0,0,74140.3503339407,4392490.08198313,7142551.0244445,23517.980262461,0,858891.219157704,4461007.25582003,
1149,M720T1399,13.5264634185456,1.09908741927379,0.321331134072316,0.399517362468488,719.77547687885,719.774797856435,719.779003837258,1399.098,1389.25008,1405.61382,5,1,1,3,69992.5302538527,0,926117.464128297,0,0,5046589.0142627,904619.286717069,5071987.03342869,0,26140.5067177704,5068894.57164454,70664705.6912084,10968522.9076559,0,0,18638449.4637381,67018932.4106169,
1150,M704T6304_1,2.24209672964021,1.05036832803155,0.321620781212203,0.22641752815427,703.666196817162,703.665903587524,703.666660223081,6304.1898,6299.136,6309.2472,4,1,3,0,3173792.46707978,3821380.79285408,1573971.22888272,34574720.1602904,192735.048780388,5145481.32272287,1030437.33939305,6677212.76551381,50035302.95973,27391446.3500733,23487034.3624763,80081.5252755479,1517933.28058306,11274309.091693,1064873.30859374,335084.452019433,370934.02899887,
1151,M470T2350,4.75786902669114,-1.09701752332335,0.321804878802352,0.342279299874269,470.234917216252,470.234451706356,470.236011296462,2350.00878,2346.50616,2350.16874,3,0,3,0,632294.495174149,169431197.983353,4328779.09697384,50301261.5992954,2234315.57386358,2346540.71886588,2590508.80111998,16769561.7561965,15123899.6281041,6802081.58874999,4366739.02306273,2535670.9240375,2929520.77126802,17156124.0005222,2676454.39096291,4137827.61385558,2371885.66906841,
1152,M477T2297,7.09406441428135,1.09701242098604,0.321844030264518,0.401111427903852,476.726249545943,476.721837938148,476.726348544147,2296.59306,2288.64258,2299.5474,5,1,3,1,153185437.610239,3344594.44554185,160731591.837318,6972342.13628792,34606154.1400735,3836038.2749134,476137707.210171,6475986.82726347,6508312.24046746,22960643.4639921,2056659841.47979,4105538.30680935,297315521.130001,4758888.65625877,172621958.39625,10895386.6956323,13343931.5790943,
1153,M537T7536,6.12292343709588,1.0955001206442,0.322540868616742,0.484709078658801,536.661088638949,536.659800410355,536.663276966344,7536.0423,7525.5054,7547.2002,6,4,2,0,12390829.4961773,11632833.8525694,91487.8715393213,1445473.77613268,7443105.93430518,869292.533503353,2284950.89570916,26189242.0190395,12090103.8850895,732565.755900187,1537697.8763759,164567368.822301,29925324.4049305,4902460.2707465,4551633.27291547,212477.854864251,231992477.863934,
1154,M490T1400,3.51931061442516,-1.08959135434908,0.322622198070228,0.527340867971193,490.175346345709,490.17518365255,490.175480136471,1400.47518,1398.19926,1406.58972,5,3,2,0,84923.7225025781,28300192.5721547,151225763.169707,31815777.8581535,6538918.5040017,1237263.89527111,9767200.17293159,14912840.3409741,5160901.68425418,431424.019490586,29324003.7762551,2689362.56499656,2971789.69694994,2220087.07391606,81986145.541698,1424179.10379867,4284049.05265114,
1155,M390T2637,2.45181934553855,1.07047120919319,0.32274731612861,0.505103252471403,390.258898002078,390.25856028224,390.259112564775,2637.25107,2633.96328,2643.48582,4,0,3,1,12746160.957805,100654.435727262,7376003.34942821,3143278.56221191,0,25313248.6810563,417321.646351979,83951.9685674702,0,18488154.6192855,41363735.3650797,58999798.6179152,32492.3429884923,0,0,25177069.2506929,27584351.329698,
1156,M883T7056_2,9.41379785001414,1.09500388764913,0.323191131393692,0.390094583938153,883.391889430412,883.390772963275,883.39308261052,7055.784,7049.1834,7058.5452,4,0,3,1,8979234.57298221,913994.400747367,2909321.84840192,1973500.34275897,1034091.35021246,10313733.4590078,5569162.48068914,207845875.799586,928247.336062341,8854400.9861466,10572208.6223957,12154992.2542398,7737182.61779889,6352022.6002574,1509132.32268003,8745227.53430954,12936258.4197409,
1157,M653T7677,2.26007938774256,1.04602590240192,0.323216221652137,0.234964279386389,653.371716689058,653.369445920376,653.372190823453,7676.61,7667.1102,7684.4946,5,3,1,1,3048166.79422641,3678683.96900299,316564.37367539,0,20241294.8414032,636114.772956124,23719970.9621056,4488106.12060372,24998318.886871,80812.263229469,39372.5922189269,9776699.68407561,3283067.87880245,93399.9012154988,0,52652.3220785715,5438672.76937743,
1158,M399T2733,2.13978741311411,1.04101772161532,0.323624271086297,0.445067663531847,398.879459105927,398.879206729139,398.879882157713,2732.5185,2727.7491,2734.74888,5,0,2,3,2367396.82688706,618490.081210629,781294.313953437,0,406326.568880779,10873449.2544525,4770728.9529043,371163.726448244,70864.9466455724,7944797.09892372,4807300.27349243,14232434.292968,1099718.60410408,49448.8610108034,1447623.45442401,4323384.71625794,69674008.251939,
1159,M482T1551,2.4684873316791,-1.06420893490372,0.323811513321968,0.586960935316505,482.257583615387,482.256785441843,482.258612250897,1551.15318,1543.44348,1554.17958,4,3,0,1,117020.68652276,3219097.94908043,22725022.7082506,32352524.2932952,88257291.3398208,9594262.01370014,3548814.37659599,3854138.68597247,35506248.8769696,200141.348843356,18740791.0279688,1453904.95711703,2542985.831755,35223647.4389709,60467068.5565952,579064.738134251,1604633.88184167,
1160,M524T3372,2.46358745464326,1.04460656939882,0.324048763377789,0.439907828269716,524.201916854441,524.201050130422,524.203047045253,3372.4782,3364.95252,3378.3603,6,1,3,2,1314310.21182474,1407356.48086293,10894804.7444828,10059602.4826846,4327604.00736711,127674109.955207,1480445.87931622,4126766.53193343,655679.265182293,155948418.203075,148263064.739489,73051470.5747722,4954983.03931563,2487777.66801699,39268436.0980891,186339147.852244,176593924.276402,
1161,M550T2305,2.74877774623976,-1.08457415224184,0.32432945334143,0.330073687831786,550.290120213186,550.289773850688,550.293079525685,2305.02858,2300.00682,2309.71422,5,1,3,1,1332747.61191018,6012374.6896593,52814019.4000901,7126024.93281721,11386347.1123934,3939720.39377358,1080936.79925707,3462825.39094672,7394050.94583899,6769516.66463338,10344882.7556807,1001593.81400296,3345704.90092784,10596952.6660231,1562387.05697011,643808.414508382,2056979.5417223,
1162,M313T1892,3.51795625262197,1.08528567686303,0.324701902568092,0.461624777179146,313.192815818896,313.192322838486,313.192885499901,1891.95138,1891.25334,1898.97306,3,0,3,0,66493646.368799,33674931.8654777,11733037.7558943,2490538.81379256,5332354.00097873,71009704.4775643,162419090.578631,453195158.439676,358139.405108661,14010095.146449,1593188.42869181,39418946.2075692,173641571.03468,284766.609412937,45004317.8701679,557722.811923188,9958630.49152443,
1163,M411T2004,3.46478859499015,-1.08705538042169,0.324924971144321,0.572978198325395,411.207773708505,411.207128166676,411.208948398045,2003.68752,1995.48906,2010.0969,5,1,3,1,1564063.07308786,8853661.55452056,71820620.4299606,20457647.6129845,43244392.1936115,334005933.632488,8743791.67927063,5345254.94223537,12637539.9212097,28589889.7965752,50679816.320604,32524804.7573105,12871445.262782,16023421.2524853,223837858.065401,6548557.44159615,16276102.1053236,
1164,M908T3201,6.48304987783388,-1.08245371853186,0.325104545657474,0.315469097367897,908.425276520442,908.424517227831,908.427158832914,3201.44529,3194.5035,3207.21762,4,3,1,0,0,2161285.87733003,5589565.43589854,107505744.090275,0,420475221.983241,0,106921.190512536,40365.0576245089,81167007.1195157,196592.191788579,1124884.25292116,202993.661406608,2481318.05537897,0,629317.70497011,1100380.14257185,
1165,M478T6227,2.24866408668031,1.04537086235667,0.325238766029163,0.444762292985643,478.275687781273,478.272519187428,478.276439068438,6226.5342,6218.811,6232.9548,5,2,3,0,164322.227460153,166781.607298499,11461359.056002,275091.728160822,692231.22421138,5116784.76528806,55635.5133965204,2272861.81915683,0,7148219.33781182,18207718.4912731,12513967.1585227,0,0,963921.33463434,6706575.13616234,7367105.4123042,
1166,M718T6385,1.92736867634718,1.05263051269173,0.325336605280941,0.278334395922933,718.395530836676,718.395410616765,718.396192218783,6385.2978,6380.7852,6387.2922,3,0,3,0,23130239.6044241,16207277.8573405,35833614.1634459,3654054.09744787,4371187.15941807,451080.498978169,14852329.4948726,16107178.6252192,11441940.0477027,81165745.6085951,17920073.64268,19732214.0837856,9427440.97193672,647343.232244678,1649687.51902894,19396758.9282424,13994410.2588349,
1167,M713T2672,3.31992092855024,1.0586183956908,0.325668245063131,0.245299760928294,713.355051840205,713.354732832867,713.356894152876,2671.55982,2666.8356,2673.84816,3,0,3,0,69713.4395265235,1771350.71253486,34694977.9544663,0,763796.491524444,1318114.94910257,132824.463446507,2634253.22415043,0,60542890.2013698,63826890.5201099,1071693.78990328,688183.946207372,0,0,0,543928.447504368,
1168,M719T1410,7.18687836744207,1.08700565931099,0.32589726244489,0.426565275815095,718.77274646492,718.772508730854,718.772849030403,1409.71146,1403.45766,1415.82438,4,0,1,3,371914.584489001,737817.237756569,5847814.47025092,1780517.26180773,1803203.51664976,13125361.1501493,7251576.71794505,1660026.12470025,139134.477307606,137600.77200384,22045590.0699727,138855250.230612,23843154.8522204,0,575564.847540451,36095574.9176796,124134603.227525,
1169,M443T2858,1.62552212651591,-1.04194412356791,0.326007652854466,0.614583485128153,443.194347149184,443.19378903402003,443.196494808675,2857.98075,2851.82082,2862.4767,4,0,1,3,44728004.074003,27233076.1816677,43668217.7960193,6709364.539063,10097177.3726788,7818515.76249605,33153976.3707977,4886429.98721253,6976815.35381359,12697809.8591008,5423598.29322158,23144019.5308172,27437851.4150292,625326.584728642,1794725.43799152,15825186.4767422,41861566.4604484,
1170,M582T1440,100.410506596423,-1.08667073872437,0.326760423988297,0.446387264006288,581.92044540014,581.916929139249,581.920705960604,1440.0459,1435.52394,1445.19522,3,0,0,3,8759.62215803669,17037.0434754808,20855881.7321607,0,282211273.900645,2363937.67148749,0,0,132305.667873236,9652.51037722655,0,2900122.77845302,153398.738431376,1047569.99237682,56968177.542775,1594887.39494005,6007199.15617751,
1171,M720T1339,2.78706772033791,1.05813748863323,0.326906492072425,0.500379815607136,719.670112897369,719.669749469795,719.670230724747,1339.4667,1337.96802,1342.21974,5,1,1,3,561865.904635251,0,188975.547658739,0,0,1486578.42558621,3037001.19397206,0,95911.3271055057,214499.837976888,178728.561511633,2709699.7979162,5267804.76872072,135204.24200625,0,920864.917986713,859605.373795833,
1172,M680T3011,4.29975587166581,-1.08399616198893,0.326975965031126,0.529711884802105,679.846742347016,679.846313644394,679.848849861674,3010.68558,3004.89036,3012.9726,3,0,3,0,25371492.5022091,4116348.70999238,217836241.081673,26227538.9836306,3920215.81362888,13044746.2182118,15766320.6001068,18536520.0822105,10980358.5352584,19252553.1176631,3030079.76787394,0,120082181.747124,9406677.3713261,1080973.49779951,26834355.4986186,18350195.7730241,
1173,M321T8009,2.6193272689978,1.06601193152836,0.327025291973492,0.659790827853646,321.1892695433,321.189018454319,321.189770298746,8009.2212,8007.5604,8013.9054,4,0,3,1,0,0,5491.27086880971,459959.764337669,879150.848827564,671341.794724733,0,0,3070538.57498797,1032698.07983138,1096809.08793856,80370.5077786835,0,5393972.90623491,74030.0822128762,153143.407772023,52251.1953541197,
1174,M327T2238,83.2420043358268,-1.08567694882276,0.327164712347661,0.558701652565084,327.20123880788,327.200882153296,327.201839362169,2237.69775,2219.5908,2245.50384,8,2,2,3,1999956.8569801,17183696.7958924,125699353.692706,92603571.9795754,49200213138.3077,3882627320.56638,21075855.6665752,22449942.1862115,5539564.88287723,10587899.9285186,219359219.356461,361533447.448891,2820626.96161837,1518710.15142752,49873814339.3627,311870211.885759,264157118.962736,
1176,M529T1364,4.64719373074931,1.07446041890902,0.327271430747242,0.556936901214478,528.769787421089,528.769658411869,528.773032875333,1363.72392,1357.71282,1371.69726,7,1,3,3,1432714.80533207,686371.698245791,2213047.28910781,47768297.752801,3965909.69325398,3738609.46084701,209046264.515129,3024677.5998855,27999690.4656354,38274.1330447501,6976429.2996915,30839855.9455091,320709517.025802,4014276.5337023,7205470.55403687,3881717.8239056,9886310.42886893,
1177,M508T1330,3.05106456637729,1.07138055733482,0.327701516003711,0.326441212156362,508.499069056093,508.4989615703,508.499153264892,1329.50802,1326.6042,1334.94846,7,2,2,3,4576919.48159501,0,5064974.88976647,0,1294720.81008586,10913953.3812923,40599138.1696929,239128.068827197,1079155.59343309,12081.7019338,3547457.80055717,21190534.1625284,10343842.7687811,209525.222164746,1447683.39351197,36476173.5798124,34915951.1426619,
1178,M335T3315,2.35228113280975,1.05796013867024,0.32787973550296,0.210704314679649,335.189458164172,335.189361925621,335.189482580244,3315.16722,3310.81002,3319.92636,3,0,3,0,321313.222337837,298927.854126456,462783.241805537,2174938.45215245,2956611.48481597,119598.282072985,49110.3519402772,202169.268142331,6617419.95106282,6109767.78449395,1800663.28650336,120623.90933613,404738.139907161,241756.495815282,252561.207632422,483320.540527349,170127.117106424,
